http://movie.douban.com/subject/3314870/	潜伏
(5星)	 找老公千万不要找余则成这种男人！            
(3星)	 结局很雷人            
(5星)	 从头看到尾的为数不多的国产电视连续剧            
(5星)	 演的很赞。。。            
(5星)	 我派对就是tmd给人家开了个大玩笑。翠平这女人，太可怜了。            
(NA)	 孙大哥对晚秋妹妹的那番启蒙可把我吓坏了。于是觉得那个特务李涯更帅一点。。。            
(5星)	 真的很不错            
(5星)	 近年来本子写得最好的~            
(5星)	 剧力万钧            
(5星)	 白天终于看完了，虽然不喜欢结局，不过这电视剧还是挺好看的。            
(NA)	 看完e            
(5星)	 是所有大嘴的女人都这么可爱吗？            
(4星)	 高考之后唯一可看的            
(3星)	 主角们全凭编剧给的好运气，而不是靠自己的勇气和智力，捱到了战争的最后胜利。            
(5星)	 好多年大陆片没这么激昂了 打了鸡血了            
(5星)	 信仰是多么不可思议的力量            
(5星)	 红雷大哥这部戏真的是好。            
(5星)	 做卧底的一定是智商最高演技最好的，但也是最悲剧的            
(4星)	 很久没有完整地看过一部国产电视剧了。最近闹美剧荒，所以搞了一部潜伏来看，出乎意料地好。演员好是其次，主要是编剧（这也是传统国产电视剧的弱项） - 30集的剧情十分紧凑，少有水份，快慢得当。尤其可贵的一点是，编剧没有把观众当傻子，一定要把所有情节讲明白。适当的留白和跳跃让人不得不时刻打起精神。如果编剧能够保持这种水准，那么制作上的差距并不是可望而不可及的。            
(4星)	 吃饭间隙看的，有点好玩。            
(4星)	 真是。。            
(5星)	 极致煽情又毫不煽情。极致雕琢又不留痕迹。            
(4星)	 老孙太正了·            
(4星)	 09年唯一看过的国产电视剧，因为爸爸妈妈看，看的不全·人物塑造、故事线索、情节紧凑，让很多观众不愿意去想是否历史就是这样的，更愿意跟着导演和剧情的思路走·整个故事都在含蓄的说牺牲，包括结尾·让我记住了姜伟这个名字            
(4星)	 红到没必要评论了            
(4星)	 翠平咋办呢，这算什么英雄，中心思想还是和谐主旋律啊            
(NA)	 三民很帅~            
(4星)	 孙红雷憨极了~            
(4星)	 跳好几个台看的，没看完            
(1星)	 有毒致瘾 厚黑大全            
(5星)	 一天看15集，两天看30集……廖三民怎么那么帅啊………………站长太有范儿了！笑~            
(4星)	 结尾您能再二一点么？            
(5星)	 真他娘的好看            
(5星)	 结尾内伤啊            
(4星)	 有信仰的年代            
(5星)	 值得            
(4星)	 热爱！~~~            
(5星)	 职场潜规则--这个木纳的男人却又有着一颗七窍玲珑心            
(NA)	 苦等了5集就爲了見姚晨一面哇~~~~擺~！... ...還是不喜歡孫紅雷~~            
(4星)	 有些行不能入，一入不回头……            
(4星)	 冲着孙红雷才看的，想不到姚晨也挺不错            
(3星)	 完全是跟着老爸一起看的，主要是眯眯眼的孙红雷太狡猾却又吸引人。            
(5星)	 里面就李涯一个好人            
(5星)	 找个好人和他日久生情吧            
(5星)	 近来最值得一看电视剧！            
(5星)	 very very very good            
(NA)	 一边看，一边惭愧得无地自容。太专业了。            
(5星)	 左蓝是最爱晚秋是知己翠平是妻子。。。。。。。            
(5星)	 命运。            
(5星)	 结局很是不喜欢~~            
(5星)	 结局很郁闷            
(5星)	 结局我倒是惊了一把。            
(5星)	 傻逼导演的结尾。我从来不爱说脏话。但是不骂你我觉得我对不起人民。            
(5星)	 端午节开始用了一天半看完了。            
(5星)	 好故事+好演员            
(5星)	 看两遍啦!自己一遍,陪熊看了一遍!还是喜欢那句:&#34;余则成,大白蛋,我煮你!&#34;            
(5星)	 刚刚看完。甚喜爱！孙的表演大大超出我的想象，很精彩；而配角的表扬更是让我肯定了“大多数绿叶比红花鲜艳”这一规律。特别表扬：姚晨，王毅，祖峰，吴刚。            
(5星)	 虽说是学习需要才看的，但是，《潜伏》真的的很好看也!!            
(NA)	 好            
(4星)	 剧本很好，制作略差            
(5星)	 孙红雷演得真棒，火候刚刚好，姚晨就略欠缺，特别是刚进城那会，要不就是编导把农村女战士的形象过于夸张了。片子看完不由须臾，往战后想多了一点点，这三个的命运清晰可见呀。            
(4星)	 姨夫姨父~~！            
(4星)	 虽然有bug，但还是不错了~            
(5星)	 非常喜欢，很紧凑            
(4星)	 就应该入不了党，这样才够狠。最难得是有一股凄凉在，而这凄凉掩盖在幽默下。结尾很棒，描写得最好的还是跟翠平的感情啊。翠平关在山里也很凄凉。在机场是最动人的场景，一个男人为爱人做的最动人的事。            
(4星)	 姚晨的演技很好，当然剧本很好，典型的马基雅维利风格。            
(4星)	 孙红雷，笑起来好美啊            
(4星)	 内地电视剧的神作            
(5星)	 好看，过瘾, 喜欢左蓝。            
(5星)	 大陆鲜少的拍得不错的特工题材。            
(4星)	 紧赶慢赶终于看光了，郁闷啊~~翠萍呐~~看到余则成的外表和内心世界，真是天津站长认为的城府深啊！！大智若愚            
(5星)	 孙红雷和姚晨的搭档，没得说。            
(5星)	 出乎意料的，居然很好看            
(4星)	 孤独的战斗            
(4星)	 “我们的故事需要人倾听”——余则成            
(4星)	 拍的粗制滥造，好在原著本身有的~            
(NA)	 演的不错            
(3星)	 结局太。。。            
(3星)	 我看到的是你永远想不到的……            
(5星)	 N年没看国产电视剧……            
(4星)	 发现我一直忘记改成看过，囧            
(4星)	 姚晨的戏很舒服！孙红雷果然是戏霸！又演绎了一个不同性格的角色，突破的很好~！            
(3星)	 剧情还是很精彩的~追的时候连做梦都梦到国民党和x产党...可是一停下来就不想追了。我还是对这种题材无爱。            
(5星)	 其实不是姚晨演的差。编剧写的这个女游击队长的形象不太现实。姚晨的表演还是不错的。整个剧里面的演员都演的很不错。他们每个人都有信仰。不管好的坏的。我的呢？            
(4星)	 怎么能这么欢乐地结尾，枉费一首好片尾曲呀。            
(NA)	 有一种胜利叫撤退有一种失败叫占领            
(5星)	 我的眼泪是无底的深海 对你的爱已无言            
(5星)	 很多感慨和收获，一时难以道来。            
(5星)	 今年看过的电视剧中，最好的            
(4星)	 只有孙红雷是在演            
(5星)	 可以享受到間諜電視劇的所有樂趣~ &#34;中國電視劇真是越做越好啊&#34;  朔喃說的好對啊            
(5星)	 大遥遥和孙红雷，刚开始的确被雷到，看完差点感动的哭了！            
(5星)	 要是有10颗星我都给!哭死我算了。            
(5星)	 神奇的一望 望在我的神经上 有点心疼            
(5星)	 ！！            
(4星)	 众人的议论中，终于看完了，众口铄金啊            
(5星)	 廖三民            
(4星)	 我想看原小说！精彩！            
(5星)	 天啊，我爱上孙红雷了~~            
(4星)	 那个李涯和谢xx的表演绝对风头盖过主角啊，哈哈哈            
(5星)	 很少能看到这么引人入胜的电视剧了，呵呵。            
(NA)	 看到一半，看不下去了。。不了了之。。            
(NA)	 不太假。            
(4星)	 【24经典】国民党败的根本原因，以此教训应用于团队，也让我明白了信仰的意义和真实存在性，以此应用于生活和团队。            
(5星)	 果然，都是干货！            
(5星)	 昨天猫了一天看完了。累死我了。还不错，配角也都很出彩~            
(5星)	 干革命的能拿金像奖            
(5星)	 百忍成钢后可曾会一声叹息？            
(5星)	 真好看！！！！！！！            
(NA)	 有笑点            
(5星)	 好多年没能连续看国内连续剧了            
(4星)	 连着都看完了，那样生活脑子好累的！            
(NA)	 我得断断续续忙里偷闲的持久战看.            
(5星)	 余则成的收音机怎么就没引起怀疑呢            
(5星)	 其实没有《暗算》更惊心动魄啦。不过老孙演的够老实的了。            
(5星)	 配角也不含糊，演技没的说，很是妖孽的一部剧！            
(4星)	 虽然不想说，但这真是一出悲剧，无论何人概莫能外            
(5星)	 在论文初稿deadline之前我还是毅然决然的把这片看完了！            
(5星)	 看得太啧劲了！余则成同志！！！            
(NA)	 好剧            
