http://movie.douban.com/subject/5965670/	潜行狙击
(4星)	 所有人物中我最羡慕的是瘸子，只是因为他身边始终有那么一个人坚定的陪在身边。            
(4星)	 最后的法庭戏真是画蛇添足。            
(4星)	 &lt;29 完结&gt;比起laughing sir我果然更爱laughing gor 幸好后半部分有再去做黑社会不然这剧真的会看不下去的。剧情方面太多突兀与不合理 很多只是为了存在而存在。明明是很好的题材+拉风哥这么好的卖点 不知为什么剧本这么不靠谱。麻痹的结局还敢再坑爹点么？？为了电影留这么个悬念也接受不到好么！擦！            
(NA)	 我冲谢天华来看的。这是什么烂结局啊!!!             
(3星)	 看完只剩一个“基”字，打死不看电影！            
(4星)	 这结局好讨人厌的。            
(4星)	 冲着结局也不要力荐！哼！            
(3星)	 什么狗屁结局！            
(5星)	 是因为laughing我觉得还不错。            
(5星)	 期待续集            
(4星)	 都说好好看，我也看一下            
(4星)	 我是来看基情的，嘻嘻嘻            
(4星)	 爱惨了小胡子            
(3星)	 太难以置信了，这片竟然能这么红，放到九几年，算个屁啊这。结局这个模样，惨都惨不过《雷霆第一关》。真是日渐式微。诶。            
(5星)	 结局好惨T_T看来还有下一部……            
(4星)	 一听到黄宗泽的声音浑身都软了            
(5星)	 哎 最后2集看得好郁闷啊            
(3星)	 哪里好看？还有，咋能那么磨叽那么多集            
(4星)	 谢天华陈法拉陈宗泽简直大大加分，真可惜徐子珊还是不配合...........            
(4星)	 看完后我还是很喜欢陈法拉的！            
(4星)	 桑不起的结局编剧不论男女集体MC凸            
(5星)	 结局太丧了！还我Jodie！！！应该是大团圆么！！怎么能让她死呢！ 怎么能让laughing sir坐牢呢！！！我要大团圆啊！！！            
(4星)	 爆登哥是圣母有木有！蜡青要重走LAUGHING路的赶脚阿。。。好吧续集和映画都给我出吧！            
(5星)	 这结局我真系接受唔到...            
(4星)	 逻辑有点混乱,噱头很好,唯一的亮点就是不要去追究逻辑,尽管猜谁是忠奸就是看这部片的乐趣.我好希望巩sir是boss啊。阿蒙不错啊，不过有几个角度好像贾静雯。江美仪的演技也无可挑剔。            
(3星)	 卧来卧去~看过的都懂！现在很烦徐子珊。。。那个嘴唇能收一收吗？            
(3星)	 徐子珊你老故意撅個逼嘴不累嗎            
(4星)	 要把学警狙击看了。。。            
(5星)	 看哭了啊            
(4星)	 我好喜欢烈哥的老婆丁敏啊！            
(5星)	 哼哼            
(3星)	 1.卧底是不是太多了 拉风哥能几进几出 黑社会大佬都傻佐啦2.辣姜哥有警察身份竟然会去争坐馆 起码也要先干掉handler洗底啦3.狗头sir竟然不是最终内鬼 高层警司竟然没有内鬼 失望4.姚可可心脏长右边 尼玛怎么不是白血病啊5.最后监狱还故弄玄虚一把 出续集和电影版也无法挽救编剧的脑残bug太多            
(5星)	 有黑有白也有熊猫。            
(4星)	 看了三集，已经让我想起《追踪》（狗头，猪头，摆脱换个名字，好伐）《无间道》（再明显不过了吧，心理辅导）《窃听风云》《心灵捕手》《越狱第四季》《黑社会》，编剧用到银河创作团队的叶天成。算可看吧，对于没见过世面的大陆观众而言相当不错。            
(5星)	 男的都演的很好，女的就岚姐还算有戏。。。            
(5星)	 看徐子珊死那么惨就不吐槽了，等法3啊。            
(4星)	 一直是对Jodie无感 Paris反感 看到最后反而有点喜欢Paris 这个结局是看来是还有下一部了。。。            
(4星)	 laughing 被开除又去做卧底，好假。喜欢杨立青。            
(4星)	 结局略狗血，其实我的萌点完全在巩SIR和岚姨&gt;&lt;.....            
(4星)	 徐子珊极度讨厌            
(NA)	 无感            
(4星)	 laughing sir啊！！话说黄宗泽真的好适合演这种瘸co的戏啊！            
(4星)	 还是比较fan跛co跟可可。            
(5星)	 好看死了啊            
(NA)	 结局会不会太狗血！            
(5星)	 唯一的败笔就是徐子珊            
(4星)	 其实剧情有点扯啊            
(4星)	 谢天华依旧劲！黄宗泽惊艳！            
(4星)	 为什么我喜欢laughing哥 而我妈喜欢黄宗泽……            
(5星)	 我的laughing哥我的跛CO~好爱你们啊！！！！！！！！            
(2星)	 是只有我覺得這部東西不知所謂么            
(4星)	 屎一样的结局，都去屎吧！            
(4星)	 黄宗泽 太帅            
(3星)	 第一次看香港剧情片：1.女的都太丑。2.剧情太扯，而且隔三差五就安排某人物把之前剧情复述一遍，担心观众看不懂咋地。3.以后还是死心看美英剧吧。            
(NA)	 全剧最帅除了laughing以外必然是欧阳靖和刘松仁！！！            
(4星)	 结局有点失望。jodie死了。。            
(NA)	 四位主演只有laughing哥看起来还像那么回事儿。陈法拉完全没演技，完全没有；徐子珊比陈法拉好一些，可是角色没有发挥空间，长相不讨观众喜欢；黄宗泽除了本身的帅，其他什么也没演出来。等那些老演员演不动了，TVB你以后靠谁撑啊            
(4星)	 三观不正的各种爽，几乎都忘了人与人之间可以产生这么激烈的撕扯///算烂尾？            
(4星)	 可惜是部烂尾剧呢~            
(5星)	 虎头蛇尾~~~            
(4星)	 好吧，其实我是为了看帅哥是怎么一步一步登天的            
(5星)	 天天起来看更新哦=0=            
(5星)	 好看~不过最后神秘人是谁= =好吧 我赶脚一定会有第二部            
(4星)	 和爱人一起看的            
(4星)	 情节紧凑。剧情新颖。很不错的剧。            
(5星)	 虽然也有拖拉的情节存在 可相比之前几部夏日档 这部制作算精良了 5星推荐 希望不要太烂尾剧！！            
(4星)	 小瑕疵还是有，但整体已经算是近几年来的最高质素了，Laughing哥真是帅呆了！！我是你的粉~&gt;&lt; 貌似有续集？            
(3星)	 哎 一般般 新意太少 硬伤太多            
(3星)	 不好看，陈法拉真的是个软妹纸，演技也麻麻地，演什么都一样，很难去演一个女强人；laughing哥抽抽的状态让我满眼冒星星，嗯，就这样吧            
(4星)	 哎呀一不小心就看完了10集，等更。其实题材不算新颖，好在情节紧凑，角色饱满，可以一看。老戏骨们很撑场，laughing貌似要冲视帝，法拉气场弱了点，黄宗泽尝试颓废风，表演稍显脸谱化，随着情节推进希望角色可以更加深入些。至于徐子珊，算了，不说了。。            
(5星)	 看样子是还没完啊！            
(NA)	 蜡青  人真好，演得也好，陳法拉怎麼看都覺得不適合，特別是故作鎮定的表情，其實我挺喜歡她的，有幾個角度看起來特別像張柏芝，之前都沒有注意。其實挺好的一個劇，怎麼演著演著到最後就狗血了……爛尾太可惜。            
(5星)	 流水的黑社会，铁打的LAUGHING哥！！！！！！            
(3星)	 一句话：全世界都在卧底。爱警察还是爱古惑，女人总归会死的            
(5星)	 结局不完美。。。            
(5星)	 madam Jo最后竟然死了！！！laughing gor好杯具嘤嘤嘤TдT            
(3星)	 谢谢给我推荐这个片子的朋友 ，我平常喜欢看古装剧的，不过看到徐子珊和黄宗泽这俩小贱货我表示粉开心喵~            
(5星)	 谢天华和黄宗泽不错。陈法拉气场稍欠，徐子珊无感。            
(4星)	 三星半，学警狙击里的L SIR比较到位，做主角就感觉演技变软，剧情还是有漏洞，女警真是弱到爆。            
(5星)	 结局太伤心了....            
(5星)	 从09年的《学警狙击》开始，Laughing哥就成为了一个标志，如果说学警里面的Laughing哥故事是本篇的话，那么后来的电影版《变节》则是前传，而这次的《潜行狙击》就是后传了。这样一来，Laughing哥这个角色的故事就很完整了。             
(5星)	 Laughing哥,Laughing哥            
(5星)	 陈法拉风衣造型赶超妈dem了！！            
(4星)	 结局稀烂了。。。            
(4星)	 卧底批发            
(4星)	 爆登居然是gay！            
(4星)	 目前还是觉得超好看，我果然爱看这种不东不西的东西。。。卧底什么的坠好看了。看完了有小小失望，大概是跛co死了吧，结局耐人寻味。            
(5星)	 結局是啥意思。。。。。。。。。。。。。。。。。。            
(5星)	 侍应生来做红酒推广。他说 这样的年份当然有兴趣 不过这瓶酒三个月后更加美味。现在发生什么事不重要 最重要的是三个月后发生什么事。从今天起 我不再做烂泥。是我让自己休息太久了。他的名字叫苏星柏。上位歸上位 但我不喜歡一將功成萬骨枯的故事 就像我喜歡Michael多過Laughing 喜歡慕容复多過喬峰。            
(5星)	 我先打个5星我控4大主角！你妹！徐子珊我爱你！陈法拉我爱你！            
(4星)	 奇怪的是，看这种剧居然对人性充满信心。大概是剧中对灰色地带人心理的剖析和引导吧            
(3星)	 结局好烂啊            
(5星)	 陈法拉演madam不行啊。。。            
(5星)	 续集是监狱风云吧。终于可以不用见到陈拉法了真开心~            
(3星)	 3.5  各种生命的奇迹啊..希望再也不要见到laughing系列了....Paris才阴功TAT从此隐姓埋名孤独一生            
(4星)	 一直都不错~每天追着看~可是结局太不爽了。。。感觉会有续集            
(4星)	 ..果然死了TAT我不爽結局啊老子就是一俗人啊行不行啊!!!!!!!!!!!!!            
(4星)	 已经演变成潜行狙基了...Laughing和瘸子公认官配...相爱相杀各自试图灭了对方女友...            
(3星)	 3.5星？嗯，勉强吧。            
(4星)	 节奏紧凑，意外跌出，有点美剧的感觉，我喜欢的范儿。演员不错，男主女主都很喜欢。除了。。。最后的结局是坨shi好么！！！            
(5星)	None
(4星)	 卧槽我真心还以为是大团圆结局呢!!!!!!            
(5星)	 前25集超爱黄宗泽 后来爱姚可可 不喜欢Jodie的理智和硬撑 欧阳靖不错，看好 黄宗泽超级超级帅            
