http://movie.douban.com/subject/3873960/	我的青春谁做主
(5星)	 倒不是因为所谓宣传的“奋斗升级版”  就是觉得比奋斗好看  ^^            
(3星)	 女人戏 戏场足....            
(5星)	 不拖沓,不做作,比奋斗强            
(3星)	 没什么劲，离现实生活有距离。。。            
(NA)	 这个剧就是鼓励我们趁年轻多犯错，即使过失杀人、蓄意诬陷别人也无所谓，只要日后多赚钱，加点悔意，就能获得广大人民群众的认可。            
(NA)	 不得不让我考虑一个词——现实            
(4星)	 不错.小样是最喜欢的角色,然后就是雷蕾,最后是霹雳.杨尔很搞笑..最看不惯的是周晋..            
(NA)	 我只是陪人看的……            
(4星)	 第一，王珞丹真没法用真头发演戏么?第二，陆毅是不是面瘫了，怎么一点感情色彩都看不到，而且我真心怀念永不瞑目那会第三，怎么里面的接吻戏都那么做作?第四，还是那仨妈的戏好看，还有姥姥我能崇拜您么!第五，不过，我觉得可以            
(5星)	 责任是看不见摸不到却又时刻扛在肩上的东西。。。            
(4星)	 比奋斗好看。            
(4星)	 青春是复杂而深刻的            
(4星)	 心里住着一个赵青楚，一个钱小样...            
(4星)	 “京”剧。。贫了点            
(3星)	 三天看完，我的电视剧生活。            
(3星)	 太扯了。            
(4星)	 我爱钱小样。            
(5星)	 老婆说好看，陪着看吧            
(4星)	 一代否定一代，然后回归。不错的故事，频繁的运动镜头，看起来有劲。            
(4星)	 剧情靠谱，冲突合理，台词华而不实。只能收获两种极端的评价。不过越往后越入戏，是两代人都应该看的电视剧。            
(5星)	 小样和方宇的幸福。青楚和周晋的幸福。霹雳和梦想的幸福。还有谁不够幸福呢……你知道蚂蚁的幸福是什么吗。——胃口小，不贪婪。故事完结的时候，我们依然青春，只是还有几个人会像他们那样执着追求爱情呢……            
(5星)	 百感交集。            
(4星)	 伤到不想看第二遍            
(3星)	 比奋斗现实点，但有限，人生在世，身不由己。            
(5星)	 一开始是觉得挺像奋斗的，后来看着看着越来越喜欢。我自己是和钱小样一样的一样的人，都是那种好高骛远，没长性，看不清自己的人。看这电视剧 我总是哭，我流过好几次眼泪。多久没有看电视剧这么感动了。这片子让我笑过，让我哭过。让我深深地喜欢着。            
(NA)	 比奋斗好看            
(4星)	 我狠稀饭呐^^            
(NA)	 世上怎会有这样的高齐。            
(3星)	 最后两集是败笔            
(5星)	 不管怎么说，笑了也哭了。。            
(4星)	 还算不错的了，有感人的有欢乐的。不过有些台词很琼瑶阿姨。另外，现实中是不可能有高齐这样的人的吧！            
(4星)	 奋斗2，有点假，还是喜欢。            
(4星)	 此片比较适合大妈大叔类，外加有孩子的父母观看！！！            
(5星)	 看得泪流满面            
(NA)	 赵宝刚             
(NA)	 感觉自己跟小样的某些观点都挺象,等着人总结&#34;青春&#34;语录~            
(4星)	 您千万得看看            
(5星)	 [剧情类★★★★★☆☆☆☆☆]比《奋斗》现实许多，内容核心在于年轻人闯荡时的轻狂、拘束、自由、激情，三代人之间的亲情纠葛，年轻人的爱情观。我完整的看下来，觉得都是可能发生在自己身边的对错事，觉得亲切而又让人觉醒，很受感触。            
(3星)	 人物、造型有《奋斗》的影子，但不是，只能说，还勉强可以看而已            
(3星)	 和《奋斗》相比，这片让我不想再看第二遍。            
(5星)	 我觉得比《奋斗》更耐人寻味~近期绝对的宠爱！            
(4星)	 美型男女，比较养眼，除了那个大屁股陆毅。。。            
(5星)	 不错！够实在            
(3星)	 最后挺有启发的~~            
(4星)	 小样和方宇。。。高齐大好人。。。雷蕾。。。霹雳            
(5星)	 高齐，世上根本不会有高齐。            
(5星)	 很期待~~~~            
(3星)	 高齐这样的好男人不应该是这样的结果啊(&gt;_&lt;)...            
(3星)	 没有什么特别的印象，还在奋斗的影子中。            
(1星)	 同学说你练普通话可以偷偷懒看下这片，但我真的看不下去。            
(NA)	 = =            
(4星)	 都是因为白百合。            
(4星)	 3.5            
(5星)	 這個挺好看=v=。尤其喜歡雷蕾！            
(5星)	 我们不仅是自己的，还有责任。            
(3星)	 家庭问题永远是恒定存在的问题。            
(3星)	 陆毅和赵子琪这对真是让人出戏，毫无火花。王珞丹很不错。今天友人来访，无意间看到，曰：好假的一部戏。。。。            
(4星)	 高考后的那个暑假，家里，我的e家宽带，电视点播的剧。            
(NA)	 钱小样            
(5星)	 最喜欢钱小样！            
(3星)	 你敢不敢给你家娃取名叫小样？            
(4星)	 年轻。成长。青春。和80后的青春语录。这样的生活谁都羡慕，这样的生活需要自己演绎~            
(2星)	  这个还真看不下去了            
(5星)	None
(4星)	 朱雨辰！            
(4星)	 喜歡青楚雷蕾高齊和方宇，討厭霹靂            
(3星)	 中国式教育的无奈，看着那仨妈真是闹心            
(5星)	 姐妹们的成年礼            
(3星)	 真心不喜欢钱小样。。。            
(5星)	 理想很美好，现实很残酷，谁能给我一个“钱小样”啊！            
(4星)	 我的青春我做主！依旧喜欢王珞丹            
(4星)	 貌似12个小时看完的二倍速            
(3星)	 世界上还有高齐吗？还有吗？有吗？？！！！！            
(4星)	 这部剧还不错            
(3星)	 假死了，赵宝刚越来越不谈风月只谈钱了…            
(3星)	 还是有那么点儿奋斗又有点脱离现实的味道……            
(3星)	 不好看也不难看。            
(3星)	 唉，北京。            
(3星)	 你有钱你励志你不靠谱都他妈是你            
(4星)	 扯得有点意思。            
(3星)	 不是很好看。除了赵子琪还不错。            
(4星)	 朱雨辰~~~            
(NA)	 也就那样吧~            
(5星)	 高齐这种型 我的菜            
(4星)	 比起奋斗爱情戏多了一点，经典台词少了一点            
(4星)	 “我的青春党做主”            
(3星)	 大学时候的我真的好无聊。。。            
(NA)	 恩，好看了。            
(NA)	 他们拍出这想把中国的孩子都看成傻子么？ 从动画片到青春偶像剧，这些片子都是怎么审过的？？            
(4星)	 但在现实中应该很难像戏中所说            
(NA)	 周晋就是传说中的衣冠禽兽！            
(4星)	 特想给我妈看 可她就是不看            
(4星)	 钱小样儿~~            
(4星)	 自己看完又陪我妈看            
(4星)	 看的时候很迷，看完觉得就那样吧            
(4星)	 钱小样儿~~~~~~~~ @2009 Resources            
(3星)	 喜欢朱玉辰~~~            
(3星)	 闲着没事看看也好。还是对王珞丹无爱，这姑娘不对我路数。有些镜头是银川拍的，看着好亲切。            
(5星)	 青楚~正确的时间做正确的事~~            
(5星)	 怎么看个这个也要稀里哗啦的TAT！很好看啊很好看！明年暑假把这看看全……            
(3星)	 漏洞颇多，勉强及格            
(4星)	 冲着王珞丹给4星~            
(4星)	 本来只给三星，因为王络丹给四星了。演律师那个太不靠谱，不喜欢那个演员，演什么都是端着的            
(2星)	 有点假了什么的。            
(4星)	 和奋斗比，加了很多家庭的部分在里面，亲情友情爱情都还算丰满的很有意思的偶像剧。台词很贫很有意思。表演都很不错。呵呵。后来一查，原来是赵宝刚导的。呵呵。。品质保证呀。            
(3星)	 雷蕾！            
(5星)	 给我很多启发。我和妈妈都爱看。            
(4星)	 说话特逗。耐人寻味。            
(4星)	 台词串的不错 奥迪广告做的不错            
(2星)	 很难看，比起奋斗来讲，它输了...            
(3星)	 跳着看过几集，没什么意思感觉。            
(5星)	 熬夜看完的。。            
(5星)	 ·蛮好看·找得到自己对应类型·哈哈··            
(4星)	 觉得大陆偶像连续剧前途光明~！！            
(3星)	 陆毅老了，我看不下去。            
(4星)	 喜欢钱小样            
(4星)	 看到后面就不想看了。            
(4星)	 高齐，是多么悲催一人物啊            
(4星)	 我妈说我像小杨儿霹雳青楚三合一 我感觉我跟她们经历挺像            
(4星)	 很不错很对口的教育片            
(4星)	 超级萌王珞丹wwwww            
(4星)	 还是有点感人的            
(NA)	 。。。。。。            
(4星)	 原来我喜欢王珞丹            
(1星)	 里面宣扬的80后的人生观或许当娱乐看看还凑合  但是绝对不具有普及型   赵导不能拿这么哗众取宠的东西来误导小年轻   太脱离实际了            
(5星)	 雷雷是我的偶像。。            
(4星)	 喜欢小样和···（忘了叫啥了，朱雨辰演的那个）            
(3星)	 哎~看了一半看不下去了的            
(4星)	 蛮青春的            
(5星)	 丫的 太棒了 为了钱小样我看了两遍！            
(2星)	 垃圾            
(NA)	 amazing.            
(4星)	 这类剧要用批判的眼光去看。。。还是有闪光点的，比如方宇和小样的爱情，比如钱叔，比如姥姥和奶奶，但是相比奋斗和家n次方，nc成分多了点            
