http://movie.douban.com/subject/3882759/	绯闻女孩  第三季 Gossip Girl Season 3
(4星)	 善了个哉的！！！什么狗血结尾啊            
(5星)	 断断续续，终于看完了。惋惜chuck和Blair的终结，他们俩是perfect match...            
(NA)	 B和C。S和N，不要变了            
(3星)	 真是不知道这是在演什么.看不下去了,还是老友记好...            
(3星)	 忘记更新了，剧情很狗血，实在是在看颜~            
(NA)	 。。。            
(3星)	 我日啊看完我立马把电脑里的都删除了编剧你到底在编神马！！！！！            
(3星)	 没法追了            
(3星)	 弃            
(1星)	 ep3开始终于有点看头了BC的互相支持才是有爱的表现啊；S1里那么开朗阳光爽朗的S再也看不到了我和当年的D一样钟爱她的笑容,S2里为了梦想那么顽强和坚持的小J也再看不到了我钦佩她的才华和努力，S3生生的把所有人都拍成了白痴。政客就是世界上最不可信的禽兽.这一季真是无比stupid            
(4星)	 布莱尔你们好好在一起吧 别折腾了            
(3星)	 我靠Chuck要是死了谁还要看第四季啊！！！我终于体会到了什么叫做一夜回到三年前！            
(NA)	 ...            
(NA)	 就爱看犯病的S和Little J            
(NA)	 B跟C也分了 其他人又重新洗牌开始瞎搞 彻底死心 完毕！            
(3星)	 &#34;I&#39;m Chuck Bass.&#34;Chuck在这季里面实在是太帅了！越来越有男人味了。除了他和Blair这对，其他的更实在是太乱了，3some、drug dealer、affair都出现了……Chuck不会真死了吧……2010.5.19.下载            
(NA)	 后半段开始精彩了 前半段为了提高收视简直无所不用其极，杯具            
(5星)	 这一季的结尾真是……            
(3星)	 狗血            
(4星)	 第四季该多纠结啊！S越来越美- -            
(5星)	 chuck啊！            
(NA)	 如此狗血。我不追了。            
(5星)	 很好看。            
(NA)	 till 14            
(4星)	 好吧，打乱重组以后，一切又回到了最初……            
(5星)	 辛辛苦苦等三年，一夜回到三年前            
(4星)	 这季的感情纠葛没那么复杂了。。。            
(4星)	 最后几集太狗血了            
(4星)	 美国人狗血起来比韩剧都猛 已经决定弃了            
(4星)	 编剧依然很深，不过s和n 在一起让我感到欣慰            
(3星)	 除了扯淡还是扯淡~            
(3星)	 群P来群P去！反反复复日的还都是那几个人！编剧肯定嗑药了！            
(4星)	 chuck~            
(NA)	 9.15 混乱啊~11感恩节12车祸13毒14mother15骗局16真假mother这戏也太狗血了~走吧，不送~18生日~20好吧，这一季看完就算了吧~22直接拖到结尾~这烂尾剧~21小精彩之后22垃圾结尾~            
(3星)	 摆脱 GG里唯一有爱的一对再死一个的话就真的没的看了            
(3星)	 B一如既往地幼稚。所幸有人一直宽容她的骄纵。童话有时，也是可能成真的。虽然最后，往往是残酷童话。我固执地相信，你是唯一的例外。            
(4星)	 結局太震驚了.可憐的B和C...            
(5星)	 又要等一个夏天             
(4星)	 前半季完全可以跳过,你说我容易么...倒是后半季完全好了起来,Blair是唯一让人感到开心的.真不知道怎么说J(编剧你脑残吧,为什么要这么糟蹋J...),Chuck越来越爱,但是这结局我orz!            
(3星)	 不好看。某集中，chuck bass对着他母亲单纯地笑，露出纯真的牙缝            
(4星)	 ..我其实是没看完的最后几集实在懒的看            
(3星)	 10-06  整個S3最愛的居然是S和N的廚房早餐SHOW。。。。            
(NA)	 結局要不要這麼狗血啊！！！！            
(5星)	 最后一集很扯            
(3星)	 很好，结果编剧给我来了个CJ\DG，还让C中枪。准备弃剧了。            
(5星)	 都说不追GG了不追了来的不过闲来无聊从09年落下的13集重新看起居然也看到第三季末了不得不说结尾越来越好看啊chuck求婚那段真是虐心死了我都想进去把J掐死呜呜可怜的B            
(5星)	 结尾又丢个大包袱，编剧我真的很佩服你。            
(3星)	 性、谎言、没脑袋            
(3星)	 S怎么变得又固执又蠢 剧情依然漏洞百出 衣服依然很好看……            
(4星)	 恰克竟然死了？            
(3星)	 弃!            
(3星)	 擦！擦！擦！！！！！            
(5星)	 如果没记错，小J的fashion show是这一季，爱死走秀那段了！！！            
(3星)	 完全不想再看下去了            
(3星)	 编剧漏洞太多，LILY前夫的工作性质和回忆的那一段不一样，JENNY已经不倒卖药品了，却能查出LILY的药有问题，女学生控诉JENNY开始说是导致宫颈糜烂，下一集开头却变成了抗生素。            
(3星)	 睡来睡去都是这几只            
(4星)	 就喜欢看着这些熟悉的人狗血来狗血去也是非常有劲的事。BC依旧是大势            
(4星)	 明明就是XXOO~~~gossip girl~~！！哼(ˉ(∞)ˉ)唧            
(3星)	 太乱了，真能折腾            
(2星)	 我都佩服自己能跟这么久！很专情有木有            
(4星)	None
(3星)	 总算看完            
(3星)	 烦透了J及其一家子。            
(NA)	 无与伦比的乱 我只是想看衣服            
(5星)	 爱Tripp            
(5星)	 C&amp;B C&amp;B C&amp;B...            
(5星)	 一个月整，好快！这季Nate背头嗲！下季又刘海俗套了……            
(3星)	 越来越狗血了……但是还是喜欢nate            
(3星)	 好吧，今天看了小李后我又想念S了，重新捡起来            
(3星)	 不知道是BC的爱太脆弱，还是BC本身就是两个脆弱的人。            
(NA)	 我的感情很稳定，才会想重新拿出来把剩下的几集看完，可很快又厌倦没事找事的隐瞒欺骗和伤害。就这么几个人来回折腾，编剧您辛苦了！            
(3星)	 对于反复的折腾已经受够了，爆米花电视剧非常适合无聊的消遣            
(3星)	 拍瑟啊，看完前三集就没勇气继续看了，我自己编着玩好了~            
(5星)	 就为看BC之间的爱情            
(5星)	None
(5星)	 ~~            
(3星)	 = =...            
(3星)	 拖沓            
(NA)	 只是为了chuck和B！！！这季里好讨厌S啊。。。            
(3星)	 Natesweethanial Archibald beat Charles Basstard. and the plots&#39; been weak for this season.            
(NA)	 虐心啊            
(4星)	 最后的镜头...= =            
(3星)	 一部剧里各个主角颠来倒去的日，明显感觉到编剧已经被这部剧虐残了。。有意思伐？？            
(3星)	 C我知道你还没死            
(3星)	 很佩服编剧，能够颠覆一切，赋予每个角色一种新的恶毒的天性，无论你之前有多少优点都不能掩盖            
(3星)	 第三季就是大乱交，那个DAN从第二季渣到第三季            
(4星)	 最后一幕，C型到爆啊！            
(3星)	 Poor J.            
(4星)	None
(1星)	 真的除了BC我再也看不下去了            
(2星)	 怎么觉得大家都变丑了呢？除了chuck变成熟了其他人都越来越二了。密集恐惧症患者慎入，因为每隔五分钟就会出现一个谎言、欺诈、诡计、骗局。            
(3星)	 upper east side            
(3星)	 只看了三episodes            
(3星)	 追逐chuck blain而来            
(3星)	 乱啊            
(4星)	 J到底什么时候滚。            
(3星)	 越来越狗血            
(4星)	 你妈  怎么今晚看的都是虐的            
(1星)	 要不是我实在没电视剧看了。。。我说编剧你是不是脑残？            
(5星)	 越来越有看头的一季~            
(3星)	 一团糟！            
(3星)	 不知所云            
(3星)	 弃。            
(2星)	 我可以不承认自己看过第三季么= =就算只是为了养眼的衣服和演员也终于撑不下去了，弃之            
(3星)	 赶到第三季。对所有喜欢的人都不在执着了，唯一看好的B和C，听说也没有在一起，就是一部乱搞的片子吧。。。。            
(3星)	 拓展一下你们的社交圈吧。。不是都是名媛吗。。            
(2星)	 节奏乱了。一切的阴谋诡计都太刻意了。            
(3星)	 乱套的生活            
(5星)	 Poor all of you.            
(5星)	 看四了要！！            
(4星)	 最后一集Jenny嘎作孽，搞毛啊！            
(4星)	 SERENA，你是个二逼——傻逼+贱逼     OH， CHUCK BASS!            
(4星)	 太狗血了！！！！！！！            
(4星)	 练听力呗            
(2星)	 剧情越来越扯。            
(4星)	 not real, but attractive            
(3星)	 补完，我只能说人物关系越来越复杂。            
(4星)	 狗血了......            
(3星)	 看到现在也就看看BC了！S和J越来越讨厌了...（这最后一集我到底拖了是有多久啊...= =！！）            
(NA)	 终于能开始看了呀~            
(4星)	 Chuck Bass, I love you!            
(5星)	 总是被那些亲情的桥段感动的需要掩面示人……            
(4星)	 亮点是BC            
(3星)	 我就是为了CB看GG的。。其他人我8关心。。            
(4星)	 xoxo~            
(5星)	 这样的人生...无法体会 无法融入....            
(4星)	 这片子的特点就是一集无聊，一集又加点精彩，反反复复            
(NA)	 前几集开始 不看了。            
(2星)	 S永远都是那么自私。受不了了，弃剧            
(4星)	 done            
(4星)	 好吧 我是一直抱着在欣赏美女，时装的心态            
(3星)	 结尾收得好。下一季能不玩交换伴侣的游戏了吗？！            
(4星)	 怎么说捏？反正就那样了。。。Upper Easter滴这点事啊~~~            
(4星)	 两星给s、b，两星给服装师            
(3星)	 纯粹打发时间            
(4星)	 为什么我越看越觉得已经不是3P这么简单而是nP 除了Blair和Chuck比较正常以外。。。            
(2星)	 导致我最后实在是看不下去了..            
