http://movie.douban.com/subject/6129693/	我可能不会爱你 我可能不會愛你
(4星)	有关友情，有关亲情，有关爱情，有关婚姻，似乎每个人都能从这部剧中看得到自己的过去、现在和未来。生活一直都是一个模样，在变的只是自己的外貌、锋芒，但内心深处的一些念头从来都未曾改变，要么是自己疏忽了，要么是自己在逃避。他不是“张士豪”，她也不是“袁湘琴”，是各自最“特别的朋友”。
(5星)	最后一集俩人儿亲个没完的时候我差点儿穿越到恶作剧之吻orz 
(4星)	王阳明无演技。。剧还真的挺好看的。。不过我很介意里面对大陆亲戚的设定，太明显了。。无论你剧本写多好，政治倾向什么的以这种方式表达出来其实显得你很无聊很极端很不客观不大气没见识。。。最后。。李大仁根本就是老了的张士豪嘛TAT
(4星)	狮子女演得太好了…
(3星)	”不过带出场略逊“这句要笑死我了。
(5星)	到目前为止，生命中貌似出现过两个“李大仁”。只是，他们后来貌似都爱上了男人。囧
(4星)	真是满足了一颗少女心orz
(5星)	加长版One Day和那些年我们一起追的女孩。真的是看过的台剧中最好看的一部，“没有之一”。当年的大男孩，现在也可以演30岁的男人了，却依然让人心疼。期待大结局。没想到几年不看台剧，进步可以这么快。
(5星)	担心我们会分离 所以 我们不能在一起
(4星)	丁立威出现后就看不下去了。maggie真是让人又恨又怜的角色，在她身上我能看到自己的影子。比起李大仁的温柔，更爱程又青的干练成熟。
(NA)	如今电视剧荒里面还能看得下去的一部。有点像十几年前品质，比如那时候的恋爱白皮书。这部剧的质感，和里面的对白都还值得回味一番。林依晨的转型也是成功的。陈柏霖也终于浮出水面。ofcuse，还有王阳明！一眼就被迷到的天蝎帅哥！
(4星)	李大仁你要不要这么卖萌啊！！！喜欢这个剧讲的不仅仅是爱情，整个剧透出一种温情。
(NA)	哭惨了 谁受得了
(5星)	充满文艺范儿的台剧。
(5星)	下次真的不想好剧被林依晨毁了。。[不仅是朋友]
(5星)	袁湘琴的nc粉··
(4星)	爱死陈柏霖。。。。
(4星)	蛮温馨的~
(5星)	我想對每個女人來說，有李大仁這樣一個朋友，真是幸福。ps：1，陳柏霖真可口。2，希望我也有機會寫一部像這部一樣好看的偶像劇。
(4星)	超爱13集的 结局好开心o(≧v≦)o~~
(4星)	= =噢天呐我竟然在看台湾偶像剧。。。。。。。。。
(5星)	爱当然都是殊途同归，虽然结构和结果各不相同。但爱本身不就已经是一件太美好的事情了吗？
(5星)	一會兒溫馨一會兒虐~趕緊在一起！！
(5星)	好想哭啊，总有一种湘琴终于翻身的感觉→_→
(5星)	 我也要这样的幸福，大仁哥努力吧，最后的美满让人炫目
(5星)	他俩在一起之后完全是俩谐星
(4星)	很恶带假发时的程又青啊。。。最后集觉得程爸程妈好好啊！
(5星)	陈柏霖就是个萌物啊~~~~~
(5星)	每个女孩都应该有个李大仁。喜欢第二集的舞台剧，有哭。第六集程又青太麻痹傻逼了，李大仁个傻蛋儿能不能勇敢的说出来啊！结局的丁立威太草率了吧。13集的后面都是瞎j8扯蛋啊！！！总共才13集。。我舍不得李大仁啊！！！！
(5星)	第一个场景就被秒到
(5星)	神啊赐我一个大仁哥
(5星)	有人说它太寡淡，如果硬要贴上偶像剧的标签那的确是的。但更像是平淡有味的生活，第二集的小话剧突然戳中了泪点，原来是经典的《收信快乐》。看到依晨一步一个脚印的前进，真好。
(4星)	这部剧的不完美在于，时间给了李大仁爱程又青的机会。现实却往往不是如此。ps：咱比较萌平安和林凯那对 ╮(╯▽╰)╭
(3星)	程又青你演技好爛啊.   連盧辛蒂都比你強啊. !
(4星)	最后一集真是看得春心荡漾（喂 从某些方面来讲我也算是拥有一个李大仁呢&gt;&lt;
(4星)	这13集里,一看到程又青就想到大妈......
(5星)	最后一集甜到腻腻腻腻腻腻啊
(5星)	是谁发明了一夫一妻？程又青不能两个都要吗？？？？？
(4星)	QAQ
(5星)	“你是我的拐杖，三轮车，望远镜和加油站。”
(4星)	好久没有感到的清新，终于不是富二代+蠢到死的灰姑娘了!! 镜头干净明亮直指人心，程又青这样的女孩，不是偶像剧里的公主，她就是你，是我，是茫茫人海里渴望幸福却没得到幸福的人。每个独立有正义感的女孩心里都有一个程又青。PS.陈柏霖和王阳明是大大大帅哥&gt;3&lt; 不过从第五集开始剧情弱，吸
(4星)	大概到八九集之前都非常好看。之後開始就很拖沓很糾結。一度想棄劇。還好結局扳回來了。笑中有淚啊~~~ 算是近年來最好看的台劇了。木有之一。
(5星)	唉，完全是我和李明当初的翻版啊。。。各种同感
(5星)	和其他台灣裝瘋賣傻的偶像劇相比這一部不瘋不傻了。周圍的妹子們看得也有很多共鳴和感觸。陳柏霖很萌。雖然我沒啥共鳴的僅僅祇是看男人，但憑藉這三點理由還是可以給出五星的。
(5星)	第十三个礼拜结束的时候有点小伤感，看最后一集的时候脑子里一直盘旋那句“上天会厚待那些勇敢的、坚强的、多情的人”，每一个结束都是开始，期待续集。
(5星)	艰辛地追完了！多久没看到过正常的台湾偶像剧了…
(5星)	连林依晨都开始OL风了陈柏霖居然还在卖萌。然后我可耻地花痴了。／那些你骗了自己的事。／作一枚书签，要成为一本可以一读再读的书。/07怦然也只是枉然。李大仁你不要和程又青在一起，拜托了。／08观众在公众场合流眼泪很丢脸诶/13所谓的烂尾，是李大仁从现实走回偶像剧
(4星)	其实我还是相信男女间有纯友谊的
(3星)	希望不要烂尾啊啊啊啊QDQ
(5星)	幸福圆满更值得哭泣
(5星)	你开始期待这样的爱情：不会有高潮迭起，惊天动地的moment，却是历久弥新，一通电话，一罐啤酒，一句“哎，你觉得…”，就有了然于心的默契。Jason Mraz的Lucky在循环“我很幸运我爱上了我最好的朋友，幸运我所经历的一切，幸运我又能回到家，幸运我们相爱，幸运我们所停留的地方，幸运某天回到家..”
(3星)	我可能不会爱你。
(4星)	最后一集峰回路转简直就是观众福利大礼包 如果中间能不要虐的又长又臭磨磨唧唧 让结尾别那么突兀就好了
(5星)	陈柏霖真是会让人喜欢上的男生
(3星)	看完剧本不追了，湾湾人民就是喜欢做白日梦哦。也许会为了陈柏霖再看掉剩余三集，时刻被秒杀中。
(5星)	终于把看着写成看过
(5星)	两个多月坚持着追下来，终于结局了。所有关于单恋、关于好朋友、关于苦逼、关于爱和守护的故事。无论再怎么生活化，它仍然是不真实的电视剧。程又青和李大仁是我们的美好幻想和期望，但绝不仅此而已。
(5星)	大爱
(5星)	怎么可能好看成这样!!!
(5星)	只想说 陈先生演的李大仁很赞。
(4星)	不要这样好么17岁让人动心，奔三了还这么撩人！
(5星)	最后一集好好笑！
(5星)	终于知道这两个拖延鬼为什么要磨叽十五年，因为他们卖起甜蜜来未免也太腻人了吧！！╭（╯_╰）╭ 到底是程又青常有，丁力威满街走。而李大仁不常有，是以最珍贵。虽然觉得剧集分高的有些离谱，可是。。好吧，谁没有一两次任性的时候。
(4星)	其实最后我好想又青和丁立威在一起   感觉陈柏霖在我印象中还是张士豪  不是袁湘琴的直树  是孟克柔的张士豪 ~ 
(4星)	到了最后，甜蜜多过了思考。前半段五星，后半段三星，平均四星吧~追的时候挺虐的，看完居然毫无感觉= =~
(5星)	程又青太多，李大仁太少。这样得故事只能拍成电视让世人艳羡~
(4星)	终于看完，喜欢程妈和淘淘，还有他们的狗
(2星)	故事只是故事。
(4星)	多年不看偶像剧 这部让人改观，各种躺中~ 2012就算没有李大仁也要做程又青
(4星)	为了陈柏霖去看的这部老厂的电视剧，竟然意外收获了撒娇的金士杰！老天。。。
(3星)	有那么好么？完全没看出来哪里可以打五星。。。陈柏霖一点都不符合我的审美╭(╯^╰)╮
(3星)	有没有人跟我一样非常非常非常不认同剧中的爱情观！！！！！！
(5星)	2011年，最喜欢的一部电视剧。没有之一。
(4星)	不是5分的原因：拍的美了点，大仁好了点，朋友多了点。中间的几集，一直哭啊停不下来啊，觉得大仁好难过，要是自己宁愿逃得远远的。要是大陆上，肯定有“虐恋情深”标签，哈哈。很庆幸是台湾拍的，台湾才能把虐拍的美~
(4星)	此剧新意之一，在于完成了许多小剧场表现手法在电视剧银幕上的视听转化。功归做了多年剧场工作的编剧徐美娟。
(5星)	这部台剧真不错，看过那些年我们追的女孩，再看这部很合适
(4星)	我认同里面说的很多话，演的都还不错，plus我认识一个翻版的李大仁哦~ 
(4星)	因为有你陪,我的世界不再黑。 
(5星)	不要让你的女朋友有蓝颜，因为她蓝着蓝着你就绿了；不要让你的男朋友有红颜，因为他红着红着你俩就黄了。
(3星)	林依晨这次表现不佳哎。转型太过，有点闪到腰的感觉。但是为什么我最后还是爱上了。。。
(4星)	发现大荧幕男演员插手电视剧都蛮妙的
(3星)	陈柏霖卖萌全集n(*≧▽≦*)n 
(NA)	真心不咋滴，王阳明好帅
(5星)	样样都好，演员配乐插曲尤其！
(4星)	有陈柏霖的片就是赞，另外，依晨也变好看了也。是我看过的台剧里最好看的，结尾没让我失望。想起了好多回忆，看来我也初老了。
(4星)	虽然最后一集很sweet，可同样是悲观地对完美的东西都会怀疑的人我还是希望他们最后没有在一起，希望还是那个永远会在程又青有心事的时候第一时间给她一罐台湾啤酒的李大仁，还是那个到走到任何城市都会给李大仁寄明信片的程又青。
(4星)	1.抓住幸福比忍耐痛苦更需要勇气。2.这太典型的台湾吃穿不愁衣食无忧闲的蛋疼的小愁小怨了，可。是。姐。就。喜。欢。3.做人还是直爽一点啦，到最后程又青都40了，一辈子最美好的时间浪费了诶╮(￣▽￣&#34;)╭
(5星)	过渡期必看。
(NA)	今年刚好是15年呢
(4星)	不知不觉我又看台湾偶像剧了。。。
(4星)	最后一集太腻歪了！！！但是好看！
(3星)	一集七八十分钟看着真累，反正最后在一起就好了……
(4星)	老实说如果程又青少些说教 我会更爱这个剧
(4星)	傲娇系正义女王X比忠犬八公还要忠犬的男主
(4星)	李大仁  张士豪
(NA)	不再是别人的书签,而是一本值得一读再读的书.
(4星)	这种骗小女孩眼泪的连续剧里，能不能别让林依晨出现！她浑然天成的气质和自以为很欢绅的服装搭配简直糟透了
(5星)	朋友能做得成爱人么？在我身上，答案是爱情没了，友情也不存在了。如果能回到过去，我不会做同样的选择，但我还是不会阻止自己默默爱那个人。当然我相信朋友变爱人的完美结局一定有很多，只是可能我就不敢再做这么勇敢的决定了吧……PS：丁立威这个角色和我初恋几乎完全一样，狗改不了吃屎是真的。
