http://movie.douban.com/subject/5395263/	男人帮
(3星)	 完全冲着孙红雷哥哥看的。赵宝刚大人，你以后敢不用王珞丹么？每次她出来我都堵得慌，演谁都差不多，唉~我都焦虑了我，光看台词，还以为赵宝刚在拍奋斗呢~忒得瑟啊~            
(4星)	 好喜欢黄磊！！！！结局反转的两集构思很好非常喜欢！台词也有哲理也有笑点！            
(2星)	 换几个正常点儿的演员呗，没一个看得顺眼的，弃            
(4星)	 看了孙爷调戏的那段，真是笑死姐，这肯定好看啊            
(4星)	 有点点做作 但是语言不错            
(3星)	 普通青年：黄磊。文艺青年：汪俊。2B青年：孙。红。雷。            
(3星)	 我挺讨厌顾小白这角色，磨磨唧唧的，王骆丹的脸我也越看越烦，她敢再假点再村点吗。唯一喜欢的就是米琪！！！耐看啊！！！            
(NA)	 有的台词还行吧 看着玩玩 有点教育意义            
(2星)	 只有王珞丹一走出镜头 我就不胸闷了 实在太你妹的丑了。这孙红雷是演个精神病还是真有精神病呢 两星给黄胖子。            
(3星)	 真絮叨，贼贫。基情四溅。一颗星给俞飞鸿大美人。            
(NA)	 居然是编导毕业的师哥写的。            
(4星)	 好笑的             
(3星)	 很讨厌里面的孙红雷跟黄磊，无论之前有多爱，都无法阻挡这里面的些许厌恶。但有些地方竟还感动了我，喜欢永邦兄跟潇潇。            
(1星)	 坚持了7集。。。。尔虞我诈的招数一定会被各色男女借鉴到生活中，然后再延伸出更jp犀利的东西。不怕失恋，不怕离别，不怕伤害，我只怕人自作聪明。萧萧最可爱～～            
(3星)	 孙红雷真的很不适合卖萌耍帅啊...            
(3星)	 看着有点别扭，是不是被骗了啊！            
(3星)	 剧情有些脑残狗血。有些抄袭的话语，演出来还是蛮有哲理的            
(NA)	 台词念出来感觉怪怪的~其他还不错~            
(3星)	 至死方休~~~~            
(4星)	 原来结局了还可以重来过。 现在华语剧是不是都开始学美剧 讲很多真切的大道理了！ 孙红雷娘娘的 演的很赞，黄磊胖的可爱得过头了，现在流行大叔腐了么，还有植入广告真多啊，360、汇源、华为、京东、特仑苏、真果粒。。。             
(4星)	 就算是类型突破吧             
(4星)	 很好笑诶。。其实我应该建个豆列 【和麻麻一起看的电视剧】。。            
(2星)	 [多好的演员 多普通的导演 多他妈烂的编剧]            
(4星)	 好片子啊。            
(3星)	 一堆废话            
(4星)	 还挺好玩的             
(3星)	 没太多感觉            
(3星)	None
(3星)	 我无法忍受一把年纪的孙红雷还装嫩，虽然现实里这种怪叔叔确实是最能泡妞的，可这部剧还是太别扭了，俞飞鸿是唯一亮点，3颗星            
(5星)	 很多共鸣，很多感动            
(4星)	 基情四射，腐相丛生。             
(4星)	 速食+好玩 赵宝刚真的蛮有一手的            
(5星)	 我喜欢珊莉，我知道我还是喜欢老女人的，为什么。孙红雷演的挺好的            
(NA)	 自從看了這個電視劇之後，我再也不喜歡孫紅雷了，想當年。。。想當年啊、、、至少喜歡了五六年吧我~            
(5星)	 我喜欢的电视剧类型。王珞丹太丑            
(4星)	 保留一颗星            
(3星)	 落差很大，时好时坏。最烂的莫过于结局。            
(5星)	 看到一群b男b女喷这连续剧，估计顾小白得穿到清朝三两个镜头杀了乾雍二霸，摆个很man的pose，再来点后宫，才能满足喷子的胃口。在这个踌赴的年代，演不底层不蜗居的戏很不in啊，赵导你肿么能这样铤而走险昵？然后，为什么一些人看到气质帅嫩男就说娘呢，当脑海滑过周杰伦的英文名，我陷入了深深地沉思            
(3星)	 《男人帮》，一个假海派电视剧处处透露着浓浓的京味儿！！！            
(2星)	 我哥跟我表哥都说好看···我看了俩集得出的结论是···只有男的才会觉得好看吧···女的看这剧只会不停的吐槽···            
(4星)	None
(3星)	 老男人装嫩卖萌            
(3星)	 你们三能再gay一些不？            
(3星)	 烂尾了就是            
(4星)	 我覺得挺好看的！- -！            
(1星)	 七缠八绕，贱男寡妇耕作图，毒龙吸珠弱呆傻，不鼓自鸣蟹壳粉，自在飞天摔稀烂..            
(3星)	 这是一部神经病剧！            
(4星)	 大叔们都好萌~超不喜欢王珞丹 翻白眼~            
(3星)	 无聊 没给俩星儿我是冲那些冷段子            
(4星)	 就折腾吧你们！我说顾小白啊顾小白 你那些臭德行我咋都有呢？还有Amy真的不是曾哥演的嘛？            
(3星)	 好无聊啊，好无聊~            
(4星)	 表演是各种装，不管在哪儿都带着大围脖，是在给某微博做广告吗？几乎每个场景都是植入广告。但是喜欢看，理由很简单，在道德和价值日益丧失殆尽的社会中，都市中的人，无论年轻与否，对现实世界中稍纵即逝的爱情，对纠结不已感情的追寻却显得更加渴望和恐惧。无论现实如何残酷，内心却始终保持了一种对            
(2星)	 10集弃            
(4星)	 黄磊、汪俊演的不错            
(3星)	 女人退一步，男人退两步。有些剧情还挺好玩的            
(2星)	 不知道这剧为什么这么火，真的不好看，一点儿都不好看。            
(NA)	 这孙子红了以后真的很雷人            
(4星)	 《男人帮》我是用来3天时间看完的，这种类型的都市剧对我来说还比较新鲜，喜欢这样的拍摄节奏，唯一觉得比较囧的就是那些植入式广告。。。360！京东商城！特仑苏。。。。。            
(3星)	 把男人女人作的一面无限放大的文艺范儿广告剧情片，为了符合每集的主题，把人物性格和剧情发展给弄得有点扭曲奇怪了。不过每集必有的独白和一些大段台词还是有些意思，最后珊莉说的那段话相当靠谱。两个结局，生活中大家可能都希冀着那个不留遗憾的结局，但却往往把自己的人生过得那个充满遗憾的结局。            
(2星)	 我真的找不到好看的点。不时尚的硬充时尚，没剧情的卖弄台词，不文艺的非得装纯情。真的越来越无法理解大陆剧的风向。            
(NA)	 电视上播的 躲都躲不开            
(2星)	 弃剧            
(3星)	 不纠结不难过不拧巴，一切都随意。            
(3星)	 王珞丹残了。。。。。            
(3星)	 没有看完，前面还行，越往后越没有看下去的动力。顾小白很极品，左永邦很差劲，也就那个老年版哈利波特还可以~。            
(NA)	 为编剧鼓掌。谢谢。            
(4星)	 谢谢编剧高抬贵手给了一个皆大欢喜的结局，虽然他尽力地告诉我们所有的一切那么轻易就可以成为一个难过的悲剧了。这才是真真切切的生活。            
(3星)	 在这种制度下，也只能拍这样的电视剧了            
(4星)	 不错，三星；我的故事，再加一星。。。            
(5星)	 给五星！！很出彩的电视剧！！！            
(3星)	 每一次植入广告都好好笑，我最爱看植入广告的时候了            
(5星)	 10多年了。第一次完整地看完一部电视连续剧。。            
(4星)	 王络丹和孙红雷烦人            
(3星)	 王子文不错！！！            
(NA)	 王珞丹真心丑。            
(4星)	 还行            
(3星)	 可以没第三十集            
(5星)	None
(NA)	 男人版欲望都市。至少对白有时精彩。            
(3星)	 教科书嘛 其实好多事儿拼的都是抗恶心系数            
(NA)	 电视剧可以倒回去重新演，那人生呢？            
(4星)	 总的来说还不错，有些集，有些台词，结尾有些坑爹……            
(NA)	 好看的点在那。            
(4星)	 茶余饭后看看无所谓，话说这种都市剧让我很想回到城市生活啊！！！            
(4星)	 编剧、表演、导演都算上乘，每集开始两分钟和结束前两分钟的箴言更是为这部都市言情剧增添深度已经不少值得玩味的内容。其实本来可以打四星半的，因为王珞丹在本片中令人抱歉的形象……            
(3星)	 很能杀时间            
(5星)	 爱黄磊            
(4星)	 男人帮最后来了一次罗拉快跑，比起喜剧色彩浓厚的残酷版结局，还是更喜欢温情版，这才是更接近于生活的吧。            
(3星)	 一帮闲散人员的爱情辩论会            
(3星)	 三个JP纯情老男人在自己YY的世界里得瑟！            
(3星)	 最可爱最帅的女人是俞飞鸿。            
(3星)	 哎……            
(4星)	 有些说的还是挺靠谱的            
(4星)	 事实证明 3个男人也可以凑成一台戏。            
(3星)	 好无聊啊…好无聊啊…好无聊啊………………            
(NA)	 好吧，扫过            
(NA)	 算毛啊 孙红雷怎么是个娘炮            
(3星)	 本来可以四星，谁知编剧搞自杀，非得29话让潇潇被三个小瘪三轮了，就这点脑残剧情给一星都不为过。            
(3星)	 睡前一集，不褒不贬，最后几集不够休闲，有点憋屈            
(4星)	 男版《欲望都市》            
(4星)	 无微不至，不动声色。            
(4星)	 我觉得还蛮搞笑的啊。。。            
(NA)	 话痨是病得治啊！【话说看完最后一集我突然有灵感MM6学姐路线怎么走了(﹁&#34;﹁)             
(3星)	 王珞丹太难看了，她非要淑女打扮就把自己扮丑了。然后这部剧就是时装剧，没有一点发人深思的东西。            
(4星)	 哈哈哈。。挺搞笑的。很二！            
(3星)	 艾米和罗书全离婚是最让我蛋疼的 看到最后已经快不知道这部电视剧想表达什么了 太朦胧了            
(3星)	 仨大老爷们儿一聚在一起就是谈女人，成何体统！除了女人，还有更多值得男人去追求的东西好伐！！！AND VICE VERSA!!!            
(4星)	 还行。。吧~ 植入广告太多的好处就是 你会发现 其实这事儿就发生在你的左边或者右边。            
