http://movie.douban.com/subject/3732807/	双头犬 オルトロスの犬
(5星)	 最後那一集哭得我稀裡嘩啦的說...相比起善良的碧井老師 個人更喜歡滝崎~而且滝崎也不是壞人只是他內心的孤獨別人無法理解但是最後倆個人各自過各自的生活這樣的結尾還是讓我覺得惆悵啊... ...            
(4星)	 还行吧，据说是泷泽秀明复出之作，有点离奇，但总的来说还是讲人性的。            
(5星)	 对于泷泽秀明，从《魔女的条件》开始就大爱他天使般秀美的容颜。对于锦户亮，唯一的印象就是《最后的朋友》里阴郁的暴力男。在《双头魔犬》里，两人都有不同以往的演出。泷泽秀明扮演的“神之手”，拥有可以治愈一切病痛的力量，但内心阴郁，善于看透人心，冷眼旁观凡人在如此巨大引诱面前的争斗。            
(3星)	 黑化吧，与这混乱的世道一起！（泷泽君真的用拍硬照的方式演了大半部，扛摄像机的大哥一直在抖，我还以为看的是枪版。）            
(5星)	 唯一不解的是。凉介毛时候知道臣司是他哥哥的？？现在看RYO和TAKKI。真的觉得他俩像了Orz            
(4星)	 第一次看泷泽秀明的戏，还OK            
(4星)	 爱锦户亮，剧情嘛，也才9集，看看就飘过吧。            
(4星)	 很久没有见到泷泽秀明我小时候喜欢的美型男现在也开始老了。。。            
(2星)	 不想看下去了...            
(4星)	 其实，还是精彩的，虽然某些说教教条了点。            
(5星)	 看的就是腐~            
(4星)	 结尾其实没啥心意            
(5星)	 泷泽秀明……咱又一次迷恋他。。。            
(3星)	 只能说。。。最后一集太腐了。。。。。。            
(3星)	 一般般..跳着看完的.            
(5星)	 绝对的╮(╯▽╰)╭            
(5星)	 这部片子挺不错的。。。反应了人性的很多方面            
(3星)	 我都不想说这部狗血剧到底有多少bug....总之情节编排太好笑....            
(4星)	 冲帅哥的脸，啊哈哈，就值了            
(4星)	 看完回想一下，好像神之手做了那么多的事情只是想要引导自己的弟弟，不让他因为自己的力量而变得恐慌孤独，就像臣司对凉介说的，守护一个人是要让他变强，即使你不在他也能自己保护自己。臣司就是这样守护凉介的吧。泷泽虽然感觉老了，但在这个剧里那种气定神闲了然于胸的样子真是魅力非凡啊            
(5星)	 很不错的剧情，龙泽秀明的演技啊~~不错的还有主题曲《一道光》也很好听            
(5星)	 09夏比较出色的一部片子，其实takki和亮亮饰演的两个角色都很复杂，剧透说他们一个是魔鬼一个是天使，个人认为过于片面了。这部片很有启发性，看了以后会有对善恶生死有一种新的思考。            
(5星)	 人物感情刻画的不错，特别是小人物的内心的转变，很自然，不做作。            
(3星)	 是冲着泷泽去看的，故事还行吧            
(NA)	 把人性展示的无比清晰            
(4星)	 又见锦户亮温暖眼神。很喜欢这样紧凑的节奏和曲折的剧情。            
(4星)	 看着看着我就腐掉了感觉泷泽的脸比小时候方了但是Ryo的演技真的好好啊，越看越喜欢~~~            
(4星)	 烂尾剧啊。。            
(3星)	 冲着卡司去的 剧情让我失望了。。            
(3星)	 完全是看兄弟恋的。。= =暧昧啊，龙泽和亮爷加分下。剧情nc减分 = =            
(5星)	 自从上次一的innocent love之后，让我等了将近半年的时间，又一部感动我的日剧            
(4星)	 挺不错的            
(4星)	 为什么最近看的片结局都很狗血|||            
(4星)	 恶魔之手与神之手结合才是真正的神之手，好绕口啊；最后变成了两个平凡人，说起来日本的电视剧就是喜欢玩弄人心，不厚道啊不厚道；自然是追着帅哥看的，男人果然是老了才有味道，可惜作为坚定的BG派，对结局非常的不满……            
(3星)	 还是希望上帝之手和死神之手的存在.......            
(3星)	 把女主送走吧……拍摄手法，好吧，这又不是动画……            
(5星)	 魔王之后没好久看到这样的剧，要情节有情节要深度有深度要脸蛋有脸蛋，而且、、、还腐了。。。居然是个原创的本子，即使不少瑕疵也要给个满分。。。再感叹一下小泷已经这么大了啊。。。            
(NA)	 總算看完啦,,太好看啦..這是繼blood Monday后比較好看的日劇啦            
(4星)	 还不错            
(3星)	 神的恶魔之手，恶魔的神之手！！很酷的描述，可是剧集看的相当累，龙崎臣司活得太纠结了，碧井凉介活得太善良但那么累！！！            
(5星)	 多久没有如此这般兴奋了，关键还是泷泽又燃起了我对耽美的感觉~~~~此片中2人的暧昧对视，让我的小宇宙再次燃烧起来啦~~~！！            
(5星)	 龙崎君，低调并华丽着阿！！！！            
(5星)	 悲剧吧，我觉着很悲            
(2星)	 看了开头几集，实在看不下去了。            
(4星)	 喜欢一、二、七、八集，编剧很烂，浪费了强大的阵容和超有发挥空间的题材～从这里开始喜欢上了泷泽秀明，结局好让人心疼，希望很快能再见到他的作品。            
(4星)	 66那销魂滴眼神...#= =            
(5星)	 日式结局 残缺亦和谐.            
(5星)	 帅~            
(3星)	 怎么说呢，觉得搭配上有点搞，情节也不是很喜欢，一般吧            
(4星)	 是什么让我们忘记了最初的谦让,变得如此贪得无厌...            
(5星)	 结局还蛮温馨...            
(2星)	 dropped            
(4星)	 怨死编剧，爱死卡司！！！打四星完全是冲takki和66~            
(1星)	 ……可以确定当真很讨厌。不是HE的结局，是“100%意料中”的结局，哎，好大一只苍蝇，吞的恶心透了            
(4星)	 66，摸死那编剧吧~~~            
(5星)	 takki!            
(NA)	 1            
(4星)	 今天看了大结局，有点突兀，又是意想之中的。最后在孩子们的纯真之中，总算领悟了。世界上不需要神，只要有一颗纯粹的心，就够了。            
(4星)	 虽然是两个小受演的,虽然我不喜欢龙泽,可是剧情本身真的不错            
(2星)	 弃。。。            
(3星)	 主题是什么            
(NA)	 关于爱，关于帅            
(5星)	 很不错的一本电视剧，大家都能觉醒吗            
(4星)	 结尾很纠结。为什么人生要由那么多的错过。            
(4星)	 神手恶魔心，恶手天使心            
(5星)	 好好看~~            
(5星)	 大人的欲望敌不过小孩子的单纯，神之手就是正与恶相交的手而爱和单纯却能消除一切杂念            
(4星)	 大头时隔N年的剧，不错            
(3星)	 今天你杀人了没，毒舌亮？            
(3星)	 唉，后面不给力啊~~一开始我是蛮喜欢的。。。            
(5星)	 题材很不错嘞，两大男主的PK...一直在疑惑拥有神之手的龙崎臣司到底是怎么想的！            
(NA)	 很深奥~但神之手和恶魔之手是否存在呢？应该没有呵呵……takki从头至尾都很成熟，ryo是渐渐在成长吧，这就是所谓兄弟吧~            
(3星)	 1、结局超和谐；2、碧井最高；3、坏人也是能洗白的；4、佐佐木大叔真杯具=。=            
(5星)	 日剧有的不仅仅是剧情            
(3星)	 女猪脚白痴，锦户亮走路的样子实在让人受不了。。还是小明顺眼点。。可惜独角戏没啥意思呃。。。从ep6开始有点意思了。。。加一星吧。。。女猪脚一如既往的讨厌最终话又雷又腐，我已经懒得找bug了。。。            
(4星)	 现代版犬夜叉~            
(5星)	 Takki&amp;Ryo 舍不得~            
(3星)	 takki告诉我们美好时光是不能永恒的            
(3星)	 哎，现在的日剧在也找不到感觉了。看看美男美女美服也就那样            
(3星)	 吐槽无能了。66你是总攻啊总攻！            
(4星)	 就为了泷泽秀明，都要看！            
(3星)	 第六集，龙崎在电话里说出中心思想“真正守护一个人是让他变强，以后自己不在了，他能自己守护自己”            
(3星)	 这是一部不需要女主的剧（笑~）            
(4星)	 我为了帅哥而来~            
(4星)	 有爱的TAKKI和66            
(3星)	 亲情呀。。是亲情。。。            
(3星)	 泷泽有点残了            
(4星)	 记忆里泷泽秀明还是个没有发育开的小孩子，没想到，看到《双头犬》里的他我吓了一跳。几乎不认识了，泷泽秀明长大了男人。很惊讶，也有少许惊艳……            
(4星)	 就给4型，不说什么，严格说应该给3星半            
(4星)	 有点像死亡笔记啊，有点狗血            
(NA)	 水川麻美  爱心_爱心            
(NA)	 hao kan            
(NA)	 2,3集之後放棄了            
(3星)	 可以改编成同人            
(3星)	 没有特别出彩的。            
(4星)	 其实是挺没意思的剧啊，可是我很喜欢追着看：）喜欢takki和66手叠在一起的那个画面，还有在车里takki的那个顽皮的笑容。            
(3星)	 部分剧情有点乱。。。            
(NA)	 到底是龙泽！气场太强大了！！！好看！！！            
(3星)	 这剧~简直是狗血一盆。冲大头和亮爷给三星            
(4星)	 很不错的一部片子，无论演员的诠释，还是剧本本身的撰写都很吸引人，泷泽秀明的演技相当不错，把一个内心层面相当复杂的人物演绎的淋漓尽致，而66在这部戏的角色稍显平庸，这个大多是因为角色的问题，一个拥有恶魔之手的人，对于自己要正义和邪恶的两者分辨不清，令这个角色感觉起来也不那么深刻！            
(NA)	 09年暑假,,,            
(NA)	 高处不胜寒…            
(NA)	 超级好看第七集了越来越好看总有出人意料的情节带你颠覆常规人生观真佩服写剧本的人PS:小亮走路的姿势真逗            
(4星)	 好吧，八乙女同学这次太正了T  T萌的我想哭……当年的小不点已经比前辈要高了。。。            
(3星)	 雖然有帥哥，但是·····            
(NA)	 毒舌亮病倒了~            
(5星)	 喜欢悬疑类的日剧            
(NA)	 很好看的日剧，Taki里面好帅！            
(4星)	 压抑，应该可以思考的            
(4星)	 double life            
(4星)	 正在看哦~绝对推荐~开始真没认出泷泽秀明来~            
(3星)	 给泷泽一颗,给亮爷一颗,实在不想较差于是又给了一颗,话说我还真看不下去- -            
(2星)	 泷泽长大了怎么感觉像霍小华呀~~~&gt;_&lt;            
(4星)	 龙泽的气场变强了            
(5星)	 已经追到第6话了, 这种题材的日剧真的很少见! (我还是第一次看的)题材也很合我口味, 对滝沢与亮亮都很有爱!!很期待接下来的剧情发展~~            
(4星)	 双头犬 http://www.xiaogui.cc/tv_plays/tv_6/4312/            
(NA)	 当初看这部剧是冲着水川麻美和锦户亮去看的 但是 不得不说泷泽秀明还是很有气场的一个人 这部剧 完全掩盖住了锦户亮 不是说锦户亮不行 而是坏人果然比较容易出彩 莫非是看锦户亮演好人看多了 审美疲劳了 想想最初看泷泽秀明的魔女的条件还是高中的事了 多年过去了 还真是不得不感叹一下            
(3星)	 龍澤好靚仔             
(NA)	 对与错，爱与恨，是我不能告诉你的唯一，只是因为这个世界上唯有你是我的唯一，是我的在乎的珍爱            
(3星)	 有没觉得女主很像黄圣依？？            
(3星)	 一般般啦，有点玄乎的题材。            
(3星)	 这戏编的 受不了突然良心发现的那一群人            
(4星)	 最后几集有些郁啦，其他还不错            
(4星)	 那个结局。。。我不喜欢= =            
(4星)	 谁来决定谁该继续活着谁该就那样死去？            
(4星)	 忧郁的亮，会是以怎样的姿态出现的呢？？            
(NA)	 锦户亮，哎，实在是没法把你当好人            
(4星)	 只是为了takki....            
(5星)	 非常好看，有些《死亡笔记》的感觉——锦户亮的那种正直、诚实、善良和温柔再次打动了我——————            
(3星)	 不得不说，看不下去了|||            
(3星)	 其实这是一不有关兄弟之“爱”的剧，水川只是浮云            
(4星)	 为了小亮啊            
(NA)	 貌似渐入佳境，只望某亮更有存在感            
(NA)	 腐剧...看美人们            
(4星)	 比较不错的一部片子,情节不算很老套.主角很帅            
(5星)	 支持。。。！            
(5星)	 人類所擁有的特殊力量只是孤單..~            
(3星)	 最近的日剧给人说不上来的感觉..........中庸？            
(5星)	 一气呵成重头到尾又看了一遍，感觉又更深刻了呢！            
(NA)	 冲着泷泽秀明去看的 结果剧情虎头蛇尾  到后面特别乱  有些小失望            
(NA)	 诱惑，欲望，选择~我为什么要救你~            
(4星)	 爲什麽所有人都可以那麽殘忍的對待龜崎的呢？我很好奇！前面看得我有點鬱悶，爲什麽壞人那麽多？！後來習慣了之後倒好受了點。不得不說這個一出很養眼的日劇，誰能說不是呢？故事也很好。對水川小姐其實挺有好感的，但是這劇裏的女警察，真的是成事不足，敗事有餘，完全的令人不爽。            
(3星)	 恶魔和天使 其实话题很俗  but 喜欢锦户亮~            
(4星)	 6醬已經開始打醬油。並且開始了假腹黑之旅嗎。現在看來的瀧澤更加純潔。。結果世事難料啦！            
(3星)	 泷泽秀明……            
(5星)	 泷泽秀明帅呆了! 想到最后龙崎要被杀死,我心疼死了~~            
(3星)	 没意思，岁月催人老，好怀念魔女的条件时期            
(4星)	 情节脱线，帅哥养眼            
(4星)	  泷泽秀明   啊啊啊，冲他的名字就看了，果然不错，喜欢比较短的日剧11集最好，反正比几百集的韩剧好很多            
(3星)	 要不是最后一话稍微感动了一下姐，就直接两星了……结局太扯了，一个也没死！            
(NA)	 太好看了~66很适合演天使吖~~泷泽还是一样有味。。。            
(5星)	 亮爷是个有味道的男人，泷泽是不可多得的美人。相爱相杀我最喜欢的戏码。            
(4星)	 很典型的日剧风格,不过没剧情进展有些缓慢.            
(4星)	 喜欢这种正邪交织 带有超能力的情节何况还有泷泽秀明和锦户亮两个大帅哥            
(NA)	 两个小受的战斗！！！水川MM完全没有存在感了！！            
(5星)	 剧情我呷易...            
(5星)	 泷泽！！！你的MAN折服了66也折服了我~~~~~~~~            
(4星)	 忽略某些剧情上的BUG，大体还算不错，从那翅膀开始，忽然觉得一直装扮成恶魔的那个人其实是个天使。。。从此对他的好感便一发不可收拾，这个角色很有爱啊。。            
(4星)	 有点费脑子的剧。养眼倒是养眼。            
(3星)	 很有想法的剧，但越看越YY，还有。。。什么破结局            
(2星)	 这剧。。。哎。。。不是因为演员完全看不下去哎。。            
(4星)	 我觉得这个矛盾很不错。充分发挥想像，充分挖掘人的弱点和矛盾的斗争。演员也是我喜欢的。            
(4星)	 Takki帅吖~            
(4星)	 亮是总受~~~            
(NA)	 泷泽啊~~看着你 口水在流淌            
(4星)	 一双神之手，一颗恶魔心；一双魔之手，一颗天使心；            
(3星)	 龙泽总攻= =~结局真仓促。            
(4星)	 看点是美男            
(4星)	 目前节奏有点慢            
(5星)	 很好看            
(5星)	 虽然剧情有点脑残，但是喜欢66和大头            
(5星)	 神様の手と悪魔の手、神様の心と悪魔の心            
(4星)	 标准日本漫画式情节思路            
(5星)	 啊~~还没完还没完~！！剧情正在开始~！！！我我我很激动，很好看~！天使君很善良，恶魔君其实也不坏~锦户亮你很帅~龙泽秀明啊你很美型啊~~你们你们~~！啊~双头犬快点出完吧~不然开学我会很怨念哒~~！            
(NA)	 奔着演员去的~            
(4星)	 这剧越看越欢乐了            
(4星)	 让我想起了Bloody Mondy，感觉拍摄手法好像……            
(5星)	 狂好看            
(3星)	 看了一集，但没啥想看下去的欲望了            
(3星)	 额。。。我错了            
(3星)	 有点磨机            
(3星)	 66。。。papa。。。第一集很吸引人，题材也很新颖，但是后面感觉渐渐拖了。看完这剧我很庆幸自己是普通人，这个世界不需要神。            
(4星)	 如果我也有特异功能，那该多好啊            
(3星)	 我晕我晕我还是晕，越到后来越狗血，但是还是很好看。。那个渚。。你倒底是不是猪啊            
(NA)	 有点深奥，看不懂            
(3星)	 只是因为人才追的。。目前剧情我还是一头雾水。。我脑拙==            
(5星)	 對女主 感冒            
(4星)	 很有爱            
(5星)	 纯粹是为鸟看泷泽秀明。。。            
(1星)	 觉得剧情有点过于荒诞,神秘氛围也搞得比较做作,但是龙泽又帅了呢,变成很MAN的那种帅了,像金城武            
(5星)	 我完全是冲着三个帅哥看这个片子的~            
(4星)	 帅哥啊~~~            
(3星)	 我越看越糊涂            
(5星)	 还蛮好看的，但是收视率太低了。。。唉，希望别烂尾了            
(5星)	 终于看完了            
(4星)	 66好萌啊……            
(4星)	 还可以喔片子，剧集比较少，也适合不喜欢看特别长电视剧的 人看，两个拥有神的力量的男人呵呵~~            
(3星)	 剧情是硬伤~            
(3星)	 第一集看完觉得不错，但对之后好像没什么期待了            
(3星)	 烂尾了XSK总体说还行            
(4星)	 不错的设定。拥有恶魔之手的天使和拥有天使之手的恶魔            
(4星)	 takki没有小时候好看，锦户亮的走路姿势真的是个问题...剧情编的有些过了....原著要比这个精彩很多....但是，谁让是这两个人双主役呢？！我追！！            
(4星)	 锦户亮~~~~~~~~~~~~~            
(3星)	 大家都是好人            
(2星)	 虽然人都觉得还好 这剧也实在是···            
(NA)	 takki 长大了好多            
(3星)	 恶俗的结局...            
(4星)	 泷泽秀明 加分~            
(4星)	 杰家平成一代没落了，还在打酱油            
(3星)	 哎呀，奇幻啊，但是演员阵容还是不容忽视的            
(5星)	 “拥有神之手的恶魔，拥有恶魔之手的天使”09年个人觉得是最值得追的一部日剧，演员很帅（偶滴小亮啊），而且演技没话说（TAKKI的演技的确不错闹）剧情也还算不错的            
(3星)	 破结局   后面那一小段出来干嘛            
(4星)	 纯粹看帅哥            
(4星)	 如果不是有taki和66.。。我想我应该不会坚持把这部剧看完的。。。            
(2星)	 卧槽，你卖腐可以，拜托把剧情编得强一点行么！            
(5星)	 虽然还未完结，但必须前排支持。            
(4星)	 还是喜欢这样温柔的亮啊~~            
(5星)	 我认为是讲人性的。。。又有帅哥。。。当然要看            
(4星)	 大头，真是不看不知道，一看不苏都不行，66在里面真受，虽然这个剧就是个哥哥对弟弟的调教史，但直到最后弟弟也没见成长起来啊，摸摸66的左右括弧和书名号。。喜欢龙崎前面没有弱点的样子，水川这个酱油看得实在无趣。。结尾要是化鸳鸯就好了。。剧中的设定让我想了很多，但剧情还是有点弱            
(4星)	 泷泽啊~~            
(5星)	 虽然Takki四年没拍电视剧了，但是魅力依旧啊，深邃的眼神。。。但是不知道怎么，对他的感觉仍然总会有黑泽光的影子在闪烁，太经典了。。还是张娃娃脸呢。。            
(2星)	 龙崎什么的，白衣服什么的。。。浮云            
(5星)	 感觉情节很出乎意料啊~越看越精彩            
(4星)	 集结了我最爱的两位男演员和最喜欢的剧情，撇开HE和不和谐的女主，不错！            
(4星)	 让我想起了《魔王》不过剧情还是没有魔王好不过值得看一下            
(3星)	 toooo slow            
(4星)	 看泷泽秀明第一部是《魔女条件》，第二部就是这个。汗，跨越太大了= =b            
(3星)	 小龙哈帅。。            
(4星)	 故事或许有些不切实际。但感情是真的。臣司和凉介的血还是连在一起的。一向偏爱悲剧的我。看到别离的场景竟也有不舍。最后的结局圆满。失落的同时又有一种欣慰之感油然而生。            
(2星)	 泷泽很帅 但也仅此而已            
(4星)	 看得心里怪变扭的~~~~~            
(3星)	 花痴剧 心动！            
(2星)	 除了看人 我不想看什么了··            
(4星)	 蛮吸引人的剧情。最后结局会不会是龙崎和碧井两人握握手，从此就天下太平了呢？？            
(3星)	 第一集看到亮爷杀人的手法时，我开始下载第二集，跟之            
(5星)	 神与恶魔哪一个更坏呢？也许都很好！            
(4星)	 happy ending again            
(4星)	 正在看，好多喜欢的明星哦。            
(4星)	 无奈美颜抵不过残剧！被编剧flop了！            
(4星)	 有点拖，不过个人觉得是这个夏季最好的日剧了，大概是我的期待太大了，最后不大好看            
(4星)	 TAKKI的气场啊！！！！！太MAN了！！！美少年长大了T T            
(3星)	 让我说什么好……小亮……你对我还是有号召力的……尽管难看，但我没有放弃你……            
(4星)	 拥有神之手的恶魔和拥有恶魔之手的天使，有意思的创意起点，后续稍显不足。            
(2星)	 锦户亮往泷泽跟前一站，他为咩不觉得自惭形秽？            
(5星)	 啊，过了这么多年，泷泽秀明还是我爱的那块鲜肉，如此地秀色可餐。泷泽长着小受的脸其实在里面是小攻，鬼畜攻+小白受？最后殉情前的真情告白，66对泷泽说：我知道你很爱我。哇。泪奔地我，~~o(&gt;_&lt;)o ~~很久没看这么过瘾的腐剧了，讲真的，理智上要打四颗星，感情上至少五颗星，哈哈            
(3星)	 弃            
(3星)	 小白兔美~            
(NA)	 看不下去的題材= = 雖然有6醬            
(4星)	 摘抄一下第三集中泷泽说的话：人们想要活得比别人好，因此追求金钱，有了钱后又要以己之力去支配周围的事物，实现之后又要别人认同自己的价值观，想别人称赞他的伟大……            
(3星)	 第一集还可以，后面就越来越来藐视观众的智商了，到处都是BUG，估计连编剧都不能自圆其说吧。本来给两颗的，看在双生子这个噱头上多给一颗吧...唉，最后连这么好用的噱头都没用好            
(5星)	 除了CP 没啥别的~            
(5星)	 说实话，不喜欢你们说它是腐剧。本来就是因为剧情才爱上的。很特别的剧情，演得也很好。跟以前看的日剧纯偶像剧的那种很不同。有爱。            
(3星)	 很有气场的龙泽，很暧昧的两只，只是结局，唉，算不上伤感，但也不是吾想象中的完美……            
(NA)	 未看完。如今的耐性不足，想当年泷泽演的《义经》也看得津津有味            
(3星)	 没有期望的那么好            
(NA)	 权当我看过了，殴没有看完，嘛，追不下去了，等我什么时候闲的话，望天（默默OS，除非有啥意外事件或者我变成他两的饭，爆）            
(4星)	 虽然剧情有些老套，但是还是不错的片吧。主要是三个主角都看得很顺眼。            
(4星)	 我给足他们三个面子，都是喜欢的范儿~剧情一般            
(2星)	 你是我第一個兩星，還是沖著瀧澤的不老顏+水川演孩兒她媽。從第4還是5集開始強忍抓編劇抽筋扒皮的衝動，若不是有頭要有尾的好習慣，血淚看完。錦戶我再次警告你，不要以為皺皺眉就是梁朝偉！            
(4星)	 怎么说呢~最后的结局我囧了~这2人怎么可能没看到对方啊啊啊！！！怎么可能不联系嘛嘛嘛！！！不过夕阳下的凉介和臣司，都很美好，很美好~            
(3星)	 就看我能看几集了……就算看过了吧，3集            
(3星)	 结局仓促了点，猥琐警察大叔。。。尼桑，你就承认了吧，其实你跟你弟弟有奸情的~            
(5星)	 刚着连续看了三级 真的是很喜欢啊。。。剧情虽然很类似。。。但是看着takki和66一个S一个M  。。。就充满爱。。。 节奏什么的也很赞~            
(5星)	 多有爱的哥哥啊            
(2星)	 好无聊啊杀了我吧 而且我一点也不觉得泷泽秀明帅了            
(5星)	 有点虎头蛇尾，不管还算圆满            
(NA)	 长个受脸就别怨人家攻你。。。            
(4星)	 不是很喜欢结局- -            
(3星)	 天使与恶魔            
(4星)	 亮爷和泷泽华丽丽的小眼神儿~~~///            
(4星)	 人员庞大，三个J家的，剧情也不错            
(5星)	 六爷阿            
(4星)	 奇幻的题材，说教的主旨，草草的收尾，可惜了。不过，为了泷泽秀明，也真是值得一看，当年的樱花美少年终于长大，华美蜕变成阿波罗型男，赞！ \*o*/            
(3星)	 紧张悬疑的剧情~            
(4星)	 第一次追剧啊...            
(4星)	 没看出个所以然来= =            
(4星)	 非常有意思的一部片子，天使心恶魔手；天使手恶魔心！有意思的一部片子！            
(4星)	 和《魔王》是同一个电视台，同一个导演，怪不得感觉有点相似。没有魔王好啊~~~            
(4星)	 日本人真的好喜欢玩akuma和kami这一套。            
(4星)	 就冲着颜的水平，也应该推荐。不过剧情有点慢，没有传说中的速度感，并且线稍微多了点。            
(NA)	 要不是有TAKKI，我能看完？            
(NA)	 没看下去~~`太暗黑了~``            
(4星)	 结局狗血了·            
(4星)	 不知剧情如何发展？那个神之手是好还是坏啊            
(3星)	 结局很不错~~            
(3星)	 看得我很无语, 给帅哥加颗星吧- -            
(4星)	 最有一集没有传说中那么糟嘛，虽然佐佐木的表演夸张到业余了点            
(4星)	 赤裸裸的人性。。。泷泽啊，仍然喜欢你那充满矛盾的面孔            
(5星)	                                    這種結局 比較出乎意料的  ╮(╯▽╰)╭            
(5星)	 超级好看剧情很吸引人            
(3星)	 唯一支撑着我的期待——两主角的JQ始终没有发生 看来看去还是忍成修吾演的最好好么不要挑战我对日剧的。。。。            
(4星)	 反正又是日本想出来与神有关的电视剧,剧情挺吸引人看下去的!            
(4星)	 喜欢的配乐            
(NA)	 完全是锦户亮的效应，我喜欢^^    不过龙泽也不错~继续期待            
(3星)	 小锦啊，不知道他是不是认识到了自己是一受的宿命。。。            
(3星)	 眼睛变成桃心了，是因为takki呀；剧情我就不发表意见了，反正很没事找事的，偏执狂啦孤独症患者啦什么都有的，最后转变得也太快了吧，潦草潦草            
(3星)	 都说是两个脑袋的狗了，能不狗血淋头吗？            
(4星)	 cao 我tm怎么那么讨厌那女警察啊……俩小孩挺好。            
(5星)	 推，冲臣司大人这么美型也要推剧情.....MA.....            
(2星)	 迷迷糊糊看了一集，好阴暗......放弃......            
(3星)	 纯粹是YY帅哥滴，两人绝对有火花啊            
(NA)	 头哥好美好美..虽然剧情囧向发展了            
(4星)	 完全是为了大头的颜······            
(4星)	 没看完。            
(NA)	 nankan            
(4星)	 投给几个喜欢的演员            
(4星)	 一切回归原点  再想想凉介去报警似的情景  在就集中发展这么多剧情 日剧果真是紧凑啊            
(3星)	 最后的十分钟怎么看那俩不像兄弟，像一对...水川的角色实在是不待见...            
(3星)	 我当兄弟禁断来看的= =....最后一集不Y都很困难...            
(2星)	 这是啥玩意儿！？            
(4星)	 比想象中好哎。而且无论如何都要支持TAKKI的呀。            
(4星)	 期待后面的剧情发展呀~~~小亮加油！            
(5星)	 美男！！！两只！！！美女！！！美大叔！！！暗黑！！！            
(NA)	 不追了            
(5星)	 还好没有化蝶            
(3星)	 直接跳到最终回看了.            
(4星)	 最后一集警察大叔太扭曲了……            
(4星)	 大頭終於一嘗我願演了一次半惡役的好人（發卡）。            
(3星)	 节奏太慢            
(5星)	 TAKKI好帅啊╮(╯▽╰)╭，希望他的下场不要很惨^^超好看的            
(4星)	 虎头蛇尾啊，那个结尾的最后一集，额。。。好拖拉，好傻。。。果然在里面表现的只有小孩子才是最纯洁的，没有邪念跟丑恶欲望的，所以龙崎才会去治好了他们啊。。。            
(3星)	 很虐心。            
(4星)	 66到底知不知道TAKKI还活着啊....            
(2星)	 天使面孔，魔鬼身材，两个极品美男间的深深羁绊——单纯的美男子被不单纯的美男子骗了            
(4星)	 在日本看了第一集，在梅田的街头特意拍了海报。。TAKKI的颜真美好，66的小眼神真无辜            
(3星)	 水川还是一如既往的没存在感啊...结局意料之中            
(3星)	 PAPA同学在监狱里那身好禁欲啊&gt;&lt; 这部一般 - -            
(4星)	 虽然无处不在的狗血  但是有了泷泽大爷跟6爷 还是勉强可以忍的……            
(3星)	 看了第一集，不是我喜欢的类型。            
(5星)	 比起女警察的一根筋，我更喜欢泷泽的方式            
(NA)	 二儿子+头哥+麻美姐姐=我爱的人们            
(3星)	 原来是这样呐。。。            
(5星)	 就是一部萌剧！            
(2星)	 能力没了就算了 这两兄弟搞得不认识一样 算什么个意思啦~ 编剧一天是噶               
(4星)	 又見佐佐木大叔~XDDDD~好吧~偶承認大頭帥啦~demo好矮哦~demo更萌66憂鬱的眼神~~~後半部份比前半部份好看吶~~~            
(3星)	 宣传里说的一个都没演出来，第一集相当的失败            
(4星)	 狗血剧要狗血地看            
(4星)	 心疼臣司。。。人类的贪婪却要推卸到臣司身上，真为他心疼。。。讨厌女主角，一点用都没有。。。            
(4星)	 强忍小电龟速看完已接近凌晨，又一部夏季日剧完结了。于结局，于龙泽和亮，没有什么很深的感触，只是突然间涌出些许不舍。日本人的想象力终究是丰富的，这样一部狗血的剧情能拍到如此田地也实属不错了。对于生死的探讨，还是留给哈姆雷特吧。横竖我的智商只够花痴帅锅的o(╯□╰)o            
(2星)	 典型的虎头蛇尾之作。            
(4星)	 最后两集主线大逆转,所以说编剧怎么那么懈怠,完全就是冲着兄弟爱去了吧你们!            
(3星)	 怎么越看越无味~~到底要不要继续追呢~~            
(3星)	 有点杀生丸和犬夜叉的感觉，哈哈，我穿越了（全部看完，呀巴里是手撕鸡啊，透着阴沉感。大头叔叔头真大）            
(3星)	 亮酱越来越有男人味了，尤其是去警局自首那镜头，被电到了。            
(4星)	 冲着6爷看的，不是喜欢的题材，结局比想象中的稍微好点，虽然很狗血= =            
(3星)	 故弄玄虚得厉害            
(4星)	 无论是神之手还是恶魔之手，似乎都是一种诅咒。。。            
(2星)	 今年夏剧真是让人无语            
(4星)	 结局米看懂。。。            
(3星)	 卡司再强大，剧情不行就是不行。            
(2星)	 兄弟爱……呜呜呜！！泷泽太美了！！            
(3星)	 这么好的题材全让编剧毁了~可惜可惜。为了男人的颜，勉强给三星            
(3星)	 有点让人提不起兴趣的狗血剧情~最后一集还算不错~不过有ryo和泷泽就足够啦HOHO~            
(NA)	 为什么我没有看下去内。。。我忘记了诶。。。只是在我在看的片子里看到的 。。。不过懒得再重新看了。。。==！            
(3星)	 这一季就对它抱期望了。让人失望了            
(4星)	 开头不错，让人抱有期待，希望不要想魔王一样虎头蛇尾。            
(4星)	 六爷乱性感的老~~            
