http://movie.douban.com/subject/1899616/	与青春有关的日子
(NA)	 青春只有一次!!!            
(5星)	 从小就一块偷幼儿园的向日葵从楼上往过路人身上吐痰玩~ 空气在颤抖，仿佛天空在燃烧 是啊，暴风雨就快来了！！ 列宁同志已经不咳嗽了 他已经不发烧了 堂塔跳下去了,高仓也跳下去了 最后一段:我们浪费掉了太多的青春，那是一段如此自以为是、又如此狼狈不堪的青春岁月，有欢笑，也有泪水；有朝气，也有颓废；有甜蜜，也有荒唐；有自信，也有迷茫。我们敏感，我们偏执，我们顽固到底地故作坚强；我们轻易的伤害别人，也轻易的被别人所伤，我们追逐于颓废的快乐，陶醉于寂寞的美丽；我们坚信自己            
(5星)	 好作品，            
(5星)	 奋斗，颓废，爱情            
(NA)	 青春就是如此的美妙，让人不敢有丝毫的怀疑            
(3星)	 还行            
(NA)	 青春，看的人流泪            
(NA)	 喜欢文章            
(4星)	 音乐赞，不看是谁作的。。。            
(5星)	 特殊时代的印记            
(5星)	 在那个年代   青春 无止尽的 在释放            
(4星)	 老爹那个年代的故事            
(4星)	 成长过程中的事情            
(NA)	 有点儿乱~            
(5星)	 爱死了这个片头……            
(NA)	 张扬混乱的青春，但最终归于平淡的青春            
(3星)	 可以看，只是有点长，有点太费时间，如果不是闲，不太值得花费那么长时间。            
(NA)	 大院子弟的青春岁月            
(NA)	 正经的北京小痞子            
(5星)	 美好的童年~            
(4星)	 看了又看            
(5星)	 ...            
(5星)	 一样的与不一样的青春。            
(5星)	 MD，有史以来终于能看到一部很不错的国产片了。            
(5星)	 看的我难过的一部电视剧            
(4星)	 两个人，一个电脑，两天看完，冯裤子这个演员选的真形象呵呵            
(5星)	 爸妈们。。。            
(NA)	 看的第一部愤青电视剧            
(NA)	 迷惘的青春 困扰的青春 逝去的青春            
(3星)	 赞对白            
(5星)	 王叔的风格 好看！            
(NA)	 今天之所以区别于昨天,因为昨天的记忆依然在我们心中.            
(NA)	 最后几集了  有机会还会复习一遍的            
(NA)	 非常棒的一部电视剧            
(4星)	 想了解北京聊天多乐多２　么？　看看贝            
(4星)	 今天，之所以区别于昨天，恰恰是因为昨天的感受依然在我们心中……            
(5星)	 带有很明显的王朔式对白，起初我以为是王朔的作品，时代感很强，看后让人想很多，青春颓废，茫然，爱恨情仇，后半部有些拖沓,但不影响它带我们一起越过时空，一起找回我们狂妄无知青春岁月。            
(3星)	 就一瞎搞            
(5星)	 让我对文革有了一种不同的印象，那个时代的人真的得到的极大的自由，思想解放            
(NA)	 我和我妈都很有体会            
(5星)	 青春 / 泪流满面 / 颓废的快乐 / 寂寞的美丽            
(NA)	 剧情有些拖沓，知道导演是想把故事都讲完，无奈缺少了张力！            
(NA)	 与青春有关的日子            
(5星)	 经典            
(2星)	 乱            
(NA)	 一部残酷的青春影像，关于他们同样也关于我们！            
(NA)	 与好友一块看的，很好的感觉            
(NA)	 真的很不错。            
(NA)	 看了一些~~            
(3星)	 80后应该多看看            
(5星)	 太他妈的来劲了            
(5星)	 特别喜欢的一部电视剧            
(4星)	 因为《奋斗》和《血色浪漫》而看的一部电视剧，如果称之为《血色浪漫2》有欺世盗名的嫌疑，不过还不错，虽然年代是以前的，但没什么怀旧味            
(NA)	 太搞笑了            
(4星)	 号称京片子三部曲，后面就太编了            
(3星)	 架构上觉得问题太多,看到后来很多不对劲了            
(5星)	 最喜欢的电视剧            
(5星)	 我最喜欢的电视剧            
(NA)	 “从小就一块偷幼儿园的向日葵~~从楼上往过路人身上吐痰玩~ ”            
(3星)	 太贫了...            
(NA)	 感受京片子的就来看看吧            
(NA)	 那个时代就在王朔的文字和叶京的电视剧中            
(5星)	 虽然不是那个年代生的人，但确实父母生活过经历过的年代，所以无比的好奇，真想仔细了解那个年代的人和事。            
(NA)	 咱们谁跟谁啊~~            
(NA)	 1            
(5星)	 不是血色浪漫2            
(NA)	 看了N次,每次看卓越牺牲的那一集都会哭得稀里哗啦的.喜欢乔乔,喜欢百姗,喜欢许逊,方言,唯独不喜欢白玲.            
(NA)	 干部子弟凶猛，请勿靠近！            
(NA)	 　我们浪费掉了太多的青春，那是一段如此自以为是、又如此狼狈不堪的青春岁月，有欢笑，也有泪水；有朝气，也有颓废；有甜蜜，也有荒唐；有自信，也有迷茫。我们敏感，我们偏执，我们顽固到底地故作坚强；我们轻易的伤害别人，也轻易的被别人所伤，我们追逐于颓废的快乐，陶醉于寂寞的美丽；我们坚信自己与众不同，坚信世界会因我而改变；我们觉醒其实我们已经不再年轻，我们前途或许也不再是无限的，其实它又何曾是无限的？曾经在某一瞬间，我们都以为自己长大了。但是有一天，我们终于发现，长大的含义除了欲望，还有勇气、责任、坚强以及某种必须            
(NA)	 是我看过的电视剧里面最好看的咯！！            
(NA)	 坚持看完之后，剩下了一堆感慨……            
(NA)	 北京味的代表作～            
(NA)	 中国最好的电视剧            
(5星)	 2006年的电视剧。导演叶京是个痞子，北京痞子，和王朔是一路货色。但是他拍摄出他那个年代一部经典的电视剧，值得尊敬。对于我们这些80年代的人来说，有些东西是不能理解的，但是对于青春的那种感觉还是一样的，最少你在这部电视剧里面能找到你相似的感觉。若你是看不懂，最少这部电视剧里面的台词还是非常经典的，很多北京的俚语，不逗死才怪，很好玩。            
(NA)	 问            
(5星)	 想比起血色浪漫，这部电视剧显得更为真实，剧中的人物描写如此到位，值得力荐！            
(NA)	 青春~            
(5星)	 那是一段狼狈不堪的青春，充满泪水和欢笑，有朝气也有颓废，有过希望也曾绝望。。            
(3星)	 一寝室都挤在我电脑面前，干嘛？            
(NA)	 让我爱上北京因为它            
(4星)	 那时候的那群人，都是怎么出来的呢？？？            
(5星)	 里面的隐喻，红色的青春，大院里的一班的孩子            
(5星)	   迷惘而没有垮掉的一代。            
(NA)	 今天之所以区别于昨天，恰恰是因为昨天的感受依然在我们心中。 　　　　　在我们生命的每个角落，都会有一个被加工好了的故事。 　　　　　不管结局是福是祸，也不管它是美丽还是悲伤， 　　　　　岁月的洗礼总能给我们留下淡淡的回忆。 　　　　　这或许就是生命值得延续的魅力。             
(4星)	 没有看完。。。            
(4星)	 他们的青春期有这么长吗            
(4星)	 难得真实地反映了一群人的生活，不做作，但与自己毕竟太远，无论时间抑或精神。            
(4星)	 王朔的名字奠定了对白的精彩，故事内容略显拖沓            
(NA)	 人性,疼痛,感动            
(5星)	 我们浪费掉了太多的青春            
(5星)	 青春 北京 贫嘴 经典 偶像剧 哈哈            
(4星)	 因为新周刊为此做过一个专题，于是看了起来            
(5星)	 激情燃烧的青春。。。            
(NA)	 上世纪80年代中期，作家方言从警察口中得知儿时的伙伴高洋离开人世的消息，追忆起他和儿时一群伙伴的成长往事。他们都是50年代末出生在北京某军队大院里的孩子，一起玩模拟打仗的游戏，一起在青春萌动中追女孩子……             
(4星)	 勾起岁月的感伤            
(4星)	 新周刊》大片篇幅出了《与青春有关的日子》的基本小特刊，于是我再报摊儿玻璃外面指挥老小贩把它取下来一路抱回家。我先厚脸皮的说一句，我真还特喜欢这戏，当年叶京站出来的时候我就在等了，虽然还没完全有机会看完，我还真再厚着脸皮说一句，够味儿，够红绿乱掺一部青春拧巴戏。得，今儿少说戏，反正一个两个已经把这原本十分低调闷骚的片子高调的评的天上地下了。咱就靠墙边儿一站，闷头说咱自己的青春病历。哎我说青春病历 这个词还真好，听上去虽然矫情的酸水儿乱流，但是意思绝对表达到位。我怎么没想出这个词儿呢，            
(4星)	 想起王朔 《玩的就是心跳》这是毒药，不骗你            
(3星)	 典型王朔特色            
(5星)	 喜欢方言，和钟跃民一类人，又不一样            
(4星)	 青春史            
(4星)	 一个字，好看。            
(5星)	 青春的懵懂            
(4星)	 狠喜欢査琴那段和之前的青春就应该如此可是为什么越看越觉得命运太残酷            
(4星)	 对比我们的青春生活            
(5星)	 近十年 看过大陆最好的连续剧 难得            
(4星)	 肆无忌惮~`美好的童年            
(3星)	 佟磊..            
(4星)	 有脑子            
(5星)	 友谊||又有了新的认识。            
(5星)	 人之间的信任危机.            
(5星)	 “从小一起偷幼儿园的向日葵，往楼下过路的身上吐痰玩儿——美好的童年”            
(NA)	 前三十还行，三十过后是分水岭，蛇尾之嫌            
(2星)	 看到后来有点象《石头记》，一部在网络上口碑不错的电视剧居然如此差劲，失望            
(5星)	 考普通话前必定要看下子的片儿            
(NA)	 很好看，台词经典，但就是结局太悲了。            
(4星)	 台词太溜了            
(5星)	 人与人的故事就是如此的复杂多变，情感是什么，看过后，更加不会解答。            
(NA)	 我们偏执，我们敏感，我们无所畏惧，正因为，我们在年轻着！            
(NA)	 好看            
(NA)	 怀念那时候的日子            
(NA)	 正在看中...            
(5星)	 中国最好的青春剧            
(4星)	 向往、残酷            
(4星)	 不一样的体会            
(NA)	 快乐、感动、心痛。。。            
(5星)	 很不错            
(4星)	 DVD            
(3星)	 刚看了几集，与血色浪漫的前部分相比，相差太远了。还是刘烨的演绎更为出色！            
(NA)	 今天之所以有别于昨天，恰恰是因为昨天的感受已然在我们心中            
(3星)	 前面还行   后面就挺没趣的            
(5星)	 很不错。            
(4星)	 俨然没有第一部精彩，有点狗尾续貂的感觉。            
(4星)	 极好。中年人都喜欢。太拖沓了些。            
(5星)	 橡皮人            
(NA)	 0            
(5星)	 文革后社会的青年们            
(3星)	 实在罗嗦            
(NA)	 往事只可回味            
(5星)	 前30集不错，后面太拖拉了。            
(3星)	 开始的时候,喜欢看那段与我的青春完全无关的日子,看到后来,有点无奈,有点受不了            
(5星)	 与青春有关的日子,总是让人热血沸腾!            
(3星)	 52集，也不少，够他们贫的            
(3星)	 看着看着就没劲了            
(4星)	 后半部有些拖沓            
