http://movie.douban.com/subject/4914642/	回家的诱惑
(NA)	 今天没课昨天晚上瞟了一眼好不好！凌潇肃本色出演好不好！凌潇肃完全配不上科班的演技很强好不好！这个听说是抄袭棒子剧的好不好！我一颗星也不给好不好！回你妹的家，诱你妹的惑啊！            
(3星)	 剧情就不评了。为了小凌同学看了一些            
(1星)	 越看越想吐，我的妈呀，浪费时间浪费生命的片儿。            
(NA)	 万恶的电视台啊= =            
(1星)	 我疯了            
(NA)	 这分数~~~~            
(5星)	 就是爱秋瓷炫！            
(1星)	 烂片之首            
(1星)	 秋瓷炫哦，你这是为什么哦，枉我这么喜欢你            
(1星)	 抄袭，又是抄袭~~            
(2星)	 哪有男的看着老婆跟情人打架在旁边不动的啊~            
(1星)	 秋瓷炫 +两颗星               
(3星)	 比韩版的差            
(NA)	 cao ni ma的编剧和导演，把观众当SB忽悠，里面几个人专演傻子，关键时候话都不会讲，这样的剧情真tm的脑残            
(1星)	 太恶心了。            
(1星)	 难道都没人觉得姗姗就是从头到尾的精分+妄想症+自恋狂+躁郁症的重症患者吗！！！！！！！！！            
(1星)	 太难看了，没演技，没剧情，恶心片            
(4星)	 小三都去死吧!屎吧!找小三的都去死吧!屎吧!            
(1星)	 剧情山寨。演技更烂。            
(1星)	 芒果台继续恶心山寨！            
(3星)	 算是看完了吧,看到40多集了,终于看不下去了.不过结局算是好的.            
(1星)	 瞎了我的眼！！！！            
(3星)	 看个热闹呗！！！希望女主角快点变换。。。            
(2星)	 一边看一边觉得烂，哈。            
(3星)	 不打算继续了            
(1星)	 土老帽老凌            
(1星)	 真是一颗星都不想给            
(3星)	 看个这剧，对男人对婚姻神马的都是绝望了            
(5星)	 其实蛮好看的~            
(2星)	 因为喜欢迟帅才看几眼            
(5星)	  特别喜欢            
(1星)	 可惜没有负星姓凌的算是完了            
(1星)	 有没有负分？凌霄肃这个片子出的真是当时啊            
(2星)	 你好骚啊~            
(1星)	 翻你也翻个能看的呀，原版已经够BT+狗血+拖拉了，再翻那还能看么！            
(2星)	 山寨什么的都不用说了。好假的剧...剧情空洞看了心里不舒服...一点都不想看下去...芒果。让我说你什么好呢....            
(1星)	 估计这个戏播完了，凌霄肃就彻底完蛋呃支持大姚姚，将凌霄肃和唐小三打倒！！！！！！！！！！！            
(1星)	 为什么湖南卫视总是自掘坟墓，这种烂片。。。            
(1星)	 戏里戏外的贱男，给他个奖吧，人戏不分了已经            
(4星)	 喜欢秋瓷炫~            
(NA)	 酷爱剧集站   有16集了   真的            
(1星)	 差到史无前例！            
(NA)	 两位女演员还是给力的，剧情也相当给力 有木有？            
(3星)	 不喜欢凌潇肃...其实看到后面也还可以,毕竟有些演员演技还可以~            
(1星)	 妻子的诱惑更细腻一些张瑞希的变身更具有看点~~~演技更不用说~~~但。。。            
(2星)	 看了几集~简直就是翻译嘛！本以为是故事内容差不多~居然每一个人物都一一对应。。。。山寨到这个地步我服了！本来一星！多的一星给这么完美的山寨。。            
(3星)	 原来艾莉就是曾经的谷之华呀，总是让人讨厌的角色            
(1星)	 当我听到片花中的主题曲就知道应该是翻拍棒子的戏，确证后，我就来帮刷分了            
(3星)	 还能看得下去。秋姑娘和李姑娘互动得还不错。            
(3星)	 好怕看到艾莉被病痛折磨至死，还好是死在海里，还和她深爱的男人手牵手，不怕孤单了。            
(4星)	 为了秋瓷炫的美貌和迟帅的帅气，打四星吧~            
(1星)	 看来湖南台末日到了            
(1星)	 好白痴的片            
(3星)	 背叛与复仇。。。            
(1星)	  - -翻拍的一点新意都没。            
(1星)	 生硬 勉强            
(1星)	 真是受不了啦。。这么彻底的 不好看的山寨。。我们的张瑞希会不会被气死啊~~。。。。我把妻子的诱惑再看十遍也不想看一眼这个了！            
(NA)	 我觉得很不错。我很喜欢。            
(1星)	 改编也编的太恶心了            
(1星)	 我就猜到这得翻拍！真是无聊极了！            
(2星)	 我是为了看看凌潇肃~下半部叫回家的欲望……之后能像流星雨一样一直拍下去，叫回家系列。。。            
(2星)	 我是没看过回家的诱惑，但是这剧口味真重，劈腿偷情婆媳......N。并且让我不喜欢凌霄肃了。（PS：剧+现实生活）            
(2星)	 未播先红啊            
(1星)	 垃圾！！！！！！！！！            
(1星)	 翻拍得我要吐了、、、咱能不糟蹋经典吗？            
(2星)	 。。。我等着你芒果台，天屎的诱惑！            
(NA)	 看过一点点，就是不喜欢看了            
(NA)	 这种一堆坏女人明争暗斗的故事最适合平日消遣了...            
(3星)	 本身演员不错，但抄袭的剧情 实在不应该得到嘉奖            
(1星)	 纯为雷子            
(4星)	 还是不错的。虽然没有看过原版。            
