http://movie.douban.com/subject/3198015/	绯闻女孩  第二季 Gossip Girl Season 2
(2星)	 很烦这个圈子了。            
(5星)	 22集  多行不义必自毙。里面的关系相当复杂。            
(4星)	 纠结死,我本来不想追了,不过看到S变成QUEEN了,我有决定追小区            
(5星)	 X.O.X.O.Gossip Girl...            
(2星)	 剧情终于走向崩坏了            
(4星)	 中间很纠结，结局很美好~            
(3星)	 本剧揭示了资本主义社会深刻的阶级斗争，并扩大加剧之。同时，也是一部适合休闲娱乐练听力的gal片，片中部分人物说着连美国人也要转个弯才能想明白的英语。            
(4星)	 最后一集很美好```````所以给四星...            
(2星)	 幾個人交換伴侶來講關於不信任。我終於在答辯前一天把它看完了。居然我們還是同一年畢業。            
(3星)	 有那么几个瞬间，chuck的色诱令我很心动            
(3星)	 only little J            
(3星)	 oh chuck~~~            
(4星)	 编剧大人们就是喜欢考验观众们的耐心... 没有最虐只有更虐... 如果下一季的剧情在这么纠结的话...估计fans们杀人的心都有了...            
(2星)	 越来越瞎搞了            
(3星)	 美剧只有第一季好看这是不变的真理。            
(5星)	 迫不及待想看第三季了~            
(NA)	 决定放弃            
(5星)	 愈发喜欢B。            
(3星)	 鸡肋。对人物关系都没感觉..音乐好听。            
(4星)	 毕业了，还能再继续GG下去吗            
(5星)	 继续上流社会的纸醉金迷。BC啊，终于修成正果~            
(3星)	 最后弃了            
(3星)	 越扯越远。            
(3星)	 不看了 没劲            
(4星)	 没有女王和国王的世界~            
(4星)	 不是一般狗血            
(3星)	 看腻了            
(5星)	 看到第10集 我给评了个5星 GG不谈情色 开始关注家庭了             
(3星)	 亲爱的编剧，你还能再狗血一点儿么？！            
(4星)	 B&amp;C R&amp;L 终于修成正果。            
(3星)	 跟skins沒得比!!            
(2星)	 不想再跟了 完全是为了拖延剧集而凑剧情 太离奇了简直            
(5星)	 我还是一如既往的爱C.            
(4星)	  B和C终于在一起了!  真好.            
(NA)	 Bye, Gossip.            
(5星)	 完美结束            
(4星)	 B和CHUCK很般配。            
(5星)	 越来越爱Chuck            
(4星)	 恩,虽然中间有点不耐但还是部好剧.ENDING的歌我喜欢~            
(4星)	 只是希望能更出彩．．            
(3星)	 离谱归离谱~因为圈子真小时间真短~但衣服真的好看~            
(5星)	 I love you,B            
(3星)	 看到十几集的时候……看不下去了 搁置了大半年再看 又有点点峰回路转了            
(4星)	 also friendship last forever            
(5星)	 N &amp; B !!!            
(3星)	 08.09.04 S2来了。嗯..每一季一个url比较好。||看了大概10集，出去玩耍了一趟，回来实在没有继续跟剧的动力。考虑到年底会很忙又有很多日剧要跟，这不弃掉吧。            
(3星)	 永远的BC            
(4星)	 人物关系愈加混乱了，就差木有群P乐            
(4星)	 1.不看了。看到差不多最后被编剧单薄反复的剧情凋淡了心情，恰逢双眼疲惫欲盲的状态，管他谁跟谁要跟在一起，已过了能够让我感动的时分。比如说，B的一句I don&#39;t want to not know you.2.后来还是捡回来。觉得我彻底不要后捡回来看有感觉太多。            
(NA)	 到13，追不追都无所谓了。。            
(NA)	 B&amp;C,FINALLY            
(3星)	 第二季的最后几集让我喜欢上了B，并且越发爱C了，啊啊啊啊啊啊啊。            
(2星)	 终于搞清楚了这戏不是青春片也不是爱情片而是女人戏。它告诫我们 做女孩就要做Queen啊。ep4那么惊艳的转折点就这么苍白的在ep7收了尾恨铁不成钢啊。B&amp;C是世界上最诡异的一对情侣ep8.成功也好他人的称赞也好都会过去的，那时候如果你不喜欢自己的样子，你才真的完了ep9。居然觉得越来越好看了ep13。勾心斗角不过是打发这无聊人生的方式之一ep14。这集就是因果循环现世报啊美剧的编剧水平怎么能波动这么大呢==ep17。GG里主角们迷途知返的原因永远是遇人不淑这集真是太GG了吐血ep18.            
(4星)	 就是很喜欢。            
(2星)	 我弃了~~            
(4星)	 手袋和服装的盛宴啊盛宴            
(4星)	 第2季……            
(5星)	 看的我好纠结~太虐人了，不看了……停段时间            
(4星)	 坐等第三季            
(NA)	 perfect B&amp;C!!            
(4星)	 养肥了，尽情看。很爽滴            
(3星)	 还是看衣服的 - -             
(3星)	None
(3星)	 已经没意思了。。。。            
(4星)	 受不了那个NATE。真是个MAN WHORE。            
(4星)	 必看的时装大片；里面个人的关系异常复杂复杂；让我懂得谎言总有一天会曝光；            
(3星)	 看到一半就打瞌睡走神，但最后还是看完了            
(4星)	 nya ha ha ha终于看完第二季了……            
(4星)	 人物关系太乱了，太乱了。。。            
(3星)	 其实我觉得又臭又长不过既然看了就看完吧            
(4星)	None
(2星)	 这种给高中生设计的剧本真心只能在抑郁的时候用来打发时间。            
(4星)	 不是每句“I love you”都能换来“I love you too”            
(3星)	 乱            
(4星)	 ...还是觉得感人又深刻呢...            
(3星)	 哈哈 这个封面。。有帅哥有美女，打发时间的良药            
(3星)	 斯达夫们的关系已经凌乱了，没勇气追完第三季。            
(3星)	 折腾这么久终于完毕            
(4星)	 13集经典            
(5星)	None
(3星)	 还是第一季好。            
(5星)	 C&amp;B so sweet ~~o(≧v≦)o~~            
(4星)	 瑟琳娜的恋情总是坎坷不前。            
(4星)	 圈内互搞就= =            
(3星)	 开始冒肥皂泡            
(3星)	 第二部其实糟的阔以。。最后八个字母，三个单词，C终于还是说了。。这样还要第三季，第四季，第五季做什么啊             
(NA)	 越看越喜欢啊怎么办。。。            
(3星)	 。。。。。搞来搞去的好玩吗。。。。            
(4星)	 更复杂、更离谱、更好看。            
(4星)	 Dan在第二季里真渣            
(3星)	 剧情怎么越来越乱了，编不下去了吧。3星为了造型。            
(4星)	 一直在想自己为什么会喜欢它。大概因为Blair，因为她想要得到的就一定能得到，无论手段光明还是卑鄙，凭借金钱、地位以及狡黠。            
(4星)	None
(3星)	 D是个贱人，S是个蠢货，真烦这一对！            
(4星)	 听听力+看衣服            
(3星)	 没看完，看不下去了，太SB了。            
(3星)	 本来觉得2不如1有吸引力了，但是看了3以后，觉得2还不能算差。            
(3星)	 finally finished@07|06|11,XOXO            
(3星)	 我们即将成人            
(3星)	 三星只为bc            
(4星)	 闲着蛋疼的时候可以看!!!            
(3星)	 第一第四季比较好看            
(4星)	 等了一整季，就是爲了那一句：i love you too &gt;&lt;            
(3星)	 看完这季就追不下去了            
(3星)	 爲什麽這麼多人喜歡B啊 完全想不通 在我看來她只是個靠家庭背景喜歡玩弄小把戲的青春期少女而已 情商智商都不成熟 離&#34;禦姐&#34;頭銜都還差得遠 更別說&#34;女王&#34;了 Queen B你媽個頭            
(5星)	 CB王道。            
(2星)	 看不下去了。。            
(3星)	 教坏小朋友，狗血剧情。。。不过，多养眼啊！            
(5星)	 I like Blair~Jenny            
(3星)	 越来越不好看 越来越狗血。。。。。。            
(3星)	 我是有多无聊啊看这个            
(4星)	 我能说我在这一季里爱上了Nate了么？？我是多情的女人……            
(2星)	 只要出去倒杯水，回来就会发现，谁又和谁分手第N次，谁又和谁扯到了一块儿，谁又和最好朋友的lover kiss了或者XX了。赶快再加一批演员吧，除了B和D，以及那些亲兄弟姐妹，眼看着所有男和所有女都有了1~N腿了，真是替编剧着急啊~            
(4星)	 不知道发什么疯了，深夜看完……原来自己一如既往的易被感动……            
(3星)	 看完2季果断不再追            
(4星)	 已经爱了两圈了-0 -求求演dan得演员，死于车祸吧。。。你实在是太讨厌了。愚蠢丑陋            
(4星)	 B和C终于在一起了            
(4星)	 Chuck~~ dream about you so many times...            
(2星)	 弃。纯粹乱搞男女关系。            
(4星)	 第二季是最好的。            
(2星)	 乱得一塌糊涂，看不下去了。            
(3星)	 看完第一季的时候我觉得懒得追下去了。两年之后闲得无聊看完第二季，依然觉得实在不是我的菜。太多心机，太乱的恋爱关系，看得我头疼。。            
(5星)	 排列组合            
(3星)	 到这里为止还能接受，下一季就超越了            
(4星)	 Chunk和Blair的感情在这季是个绝对看点，全季的drama还是同样精彩，就是Seriena和Dan的分分合合太无聊了。            
(3星)	 好搞啊...            
(4星)	 c和v都睡了，还有什么不可能            
(3星)	 哦还没到第一集结束就不想看了，今天可以早睡了。            
(5星)	 不是每个女人都会遇到一个像Chuck对Blair那样对自己的男人。            
(4星)	 暑假暑假....            
(5星)	 越来越乱 不过依旧喜欢……            
