http://movie.douban.com/subject/1786755/	冬日恋歌 겨울연가
(4星)	 第一个喜欢的人真的是难以忘记的吧，不管时间怎么流逝~            
(3星)	 节奏太慢了·受不了            
(5星)	 被这片子虐了N遍……虐片啊……            
(4星)	 小时候很爱            
(4星)	 很感人，就是节奏有点慢            
(5星)	 2009            
(5星)	 只因为那两首主题曲 知道 爱上你等于爱上寂寞            
(NA)	 唯美的爱情片            
(4星)	 不错，当时电视上看的.....            
(NA)	 那个冬天在上海因为电视剧买专辑            
(3星)	 我也竟然看过！            
(5星)	 因为她一度喜欢上韩剧再看的时候发现剧情进展太慢了吧…            
(5星)	 想起那时候的我 每天下午都准时打开电视机  还伤心了好久            
(5星)	 实在是韩剧中经典的经典啊~看在多遍都不觉得厌~因为这部戏而爱上裴勇俊和崔智友，可惜他们后来没再合作了~            
(4星)	 人生就像十字路口  有时候不知是该向左走还是向右走到底 向哪走啊   向前走 就对了            
(3星)	 其实大概剧情我都不记得了．．只记得他们冬天围巾都好厚好大缠在脖子上巨大一圈应该非常重．．（为什么我老记这些东西．．）            
(5星)	 把唯美诠释的太绝老,            
(5星)	 悲情電視劇            
(4星)	 在某个冬天看的，后来对冬天一往情深。            
(3星)	 多年之后回想起来，只能觉得还行吧            
(3星)	 韩风流行时看的            
(4星)	 嘿。那时火啊。            
(5星)	 看过好多遍...            
(NA)	 纪念纯真的岁月。韩剧，看了以后，会让你活在幻想的世界里            
(NA)	 韩剧都一样 有chou 又长 唉！！！没劲            
(NA)	 那片树林在哪，我要去。            
(5星)	 是我接触的第一部韩剧   慢慢喜欢上了   很喜欢崔智友            
(4星)	 那段逃课的日子真美好            
(4星)	 高三的时候一集不落的看完了~看的时感觉哭也成了一种爱好~我还记的他叫俊尚对吧~            
(4星)	 还不错啊            
(5星)	 喜欢初恋的故事。每个人都会有一段这样的故事。这部片当时我看了不下三次。每次看了，都会有不同的感受。喜欢冬天的雪，喜欢在雪地上谱出动人的恋曲。            
(NA)	 依旧爱            
(4星)	 看的第一部韩剧……            
(NA)	 我记得我看过。- -   裴勇俊。            
(4星)	 永远的从开始到现在 永远的没有的未来            
(NA)	 3部曲啊            
(3星)	 看着不舒服   貌似没看超过3遍            
(4星)	 这里面，裴勇俊确实帅啊，哈哈~~            
(4星)	 看过的第一部韩剧            
(4星)	 朋友很喜欢裴大帅哥。            
(3星)	 当时觉得围巾真好看            
(4星)	 音乐比较经典            
(5星)	 当年是很喜欢啊，当年的心情看的话是力荐啊~            
(5星)	 当时很爱，很爱啊。            
(5星)	 眼睛王子裴勇俊真帅！ 喜欢里面下雪的画面，唯美自然！还记得那句台词“对于相爱的人来说，对方的心是最好的房子！”            
(5星)	 女主角老是哭......            
(5星)	 我有没有说过，它是我的最爱......            
(5星)	
(5星)	 啊啊~~~当年为了看这部剧没和老妈少耗着~~经典~            
(5星)	 围巾都很好看 我初中时代确实被迷到了。。。            
(5星)	 那个冬天里的最爱。。            
(4星)	 喜欢雪            
(5星)	 只记得当时看的感觉 是很沉浸的             
(3星)	 雪景很美，其他的就算了。说实话，我还是觉得第一部蓝色生死恋比较好。            
(4星)	 经典……            
(5星)	 冬恋…刷新了我对于冬天的记忆…我心中永远NO.1的韩剧~这样cj的爱情~~~从服装，演员，对手戏，背景音乐，灯光，台词都是那么经典~~~~~还有配音，这是我见过的韩剧有史以来最好的配音~~~不甜腻不咆哮，很温柔斯文，与影片整体基调好吻合~~            
(3星)	 看的是裴勇俊不是别人            
(5星)	 最爱！特别喜欢他们上高中那段            
(5星)	 岁月流逝，当年的故事，当年的任务，当年的一切早已物是人非。只留下这个冬日里的美好故事，留下来慢慢回味……            
(5星)	 歌曲好美            
(4星)	 赚眼泪型的            
(5星)	 很经典的韩剧~~很好看~~越看越好看的那种~~            
(4星)	 喜欢那个下雪的冬天，真是美呀。。。。。            
(4星)	 前面蛮好看的            
(4星)	 催人泪下。。            
(4星)	 裴勇俊的围巾打法，一度潮流~貌似那个中国翻拍过，曹颖演的，好像叫对门对户。。。            
(5星)	 百看不厌~            
(3星)	 没啥印象了            
(5星)	 我哭了.....            
(4星)	 那个时候的裴勇俊还是粉迷人滴            
(5星)	 好看啊~~那时候哭啊~~            
(5星)	 有些爱在现实是不存在的，只能在幻想中回味            
(2星)	 不喜欢看，看不下去            
(4星)	 终究的终究 我心里的浪漫HC情结还是很重滴。。。            
(5星)	 5星是客观评价，就我本人来说，不爱悲剧调调的片子。            
(4星)	 原来我看过那么多棒子剧。。。寒。。            
(NA)	 看了几遍了，还是想看，最喜欢滑雪场的场景，真的很美~~            
(3星)	 围巾很漂亮啊，认识了裴勇俊。            
(3星)	 我是来听歌的            
(NA)	 怎么老是这些桥段啊            
(NA)	 悲伤的调调            
(NA)	 第二部接触的韩剧 还买了本书的 深深的喜欢 李民亨            
(5星)	 经典中的经典，自此之后迷恋上了裴勇俊            
(3星)	 记不清楚了。韩剧太拖了不是很喜欢。            
(3星)	 事实上我没有全部看完，因为韩剧实在是太长了。。我挑着看了一部分，感觉还行~~一般            
(4星)	 好喜欢小裴啊！            
(3星)	 眼镜帅哥            
(4星)	 喜欢里面的歌            
(4星)	 四季恋曲之一，也是蓝色生死恋之外最红一部了吧= =            
(5星)	 最爱~崔智友加裴勇俊~很感人啊            
(4星)	 当时很稀饭。            
(4星)	 崔智友 这个世界没有那么美好的爱情~从青春岁月 到 地老天荒            
(3星)	 这个悲啊......            
(5星)	 自己都不记得看过了多少遍 留了多少泪 公交车上 车窗开着 风吹散了柔真的发 发丝拂过俊相的脸也拂过了俊相的心 初恋就这样发生了…… 能在纯真的年代看到如此纯真的爱情真的是一件很幸福的事 因为经年之后 经历了这个世界的真实 就不再会为那份唯美感动 就不会再对刻骨铭心的爱情深信不疑             
(5星)	 裴勇俊啊            
(5星)	 一辈子只此一次的爱。            
(5星)	 一生只要有一个人真正的爱就好，看看，才发现，我还没有遇到他啊。原来如此，我也相信最好的房子，就是你爱的人的心里。会永远温暖，我多么渴望也住到你的心里            
(4星)	 经典            
(3星)	 那时的裴勇俊不得不说是帅的，连我爸都认识了！            
(5星)	 非常喜欢男女主角~~~~            
(4星)	 跟着蓝色生死恋的后劲看的，当时一样是感动的一塌糊涂，但是现在这样题材的影视泛滥极了，失意好像是很容易得的感冒病一样……            
(4星)	 多少年，还是忘不了当初的感动。            
(5星)	 算得上是韩剧的经典了，青青的高中时代，韩剧中难得的现在来看依然觉得不错的片子。            
(5星)	 看了无数遍还是喜欢！喜欢你，没道理！！！！！！！            
(5星)	 裴勇俊啊裴勇俊            
(5星)	 无敌的享受啊            
(5星)	 认识裴勇俊            
(5星)	 话说难道是因为裴勇俊我才成为大叔控的么            
(5星)	 我喜欢维珍 和李民哼的前世            
(3星)	 当年那个迷啊~            
(NA)	 男人            
(4星)	 好看！            
(4星)	 裴勇俊大叔的造型从此流行起来。。。眼镜大叔啊~~            
(5星)	 歌很好听            
(3星)	 没多好看。            
(4星)	 友真爱的辛苦我看的也很辛苦,这部红遍全世界的韩剧,掀起韩流的韩剧我不是非常的爱,一切都很辛苦,即使最后的重逢都带着遗憾和缺陷..不过我爱雪景..            
(4星)	 很唯美，崔智友很有气质。            
(NA)	 也算经典            
(5星)	 崔智友和裴勇俊，那个时候很喜欢            
(5星)	 气息很浪漫很苦情            
(4星)	 也是早期进入中国韩剧的代表作啊~            
(5星)	 就是喜欢你            
(4星)	 第一部接触韩剧的片子，虽然现在不怎么感冒了..            
(5星)	 重温中学时代的感动！            
(5星)	 悲的要死..            
(4星)	 喜欢上白毛衣            
(3星)	 开创韩剧悲情之先河            
(3星)	 很喜欢这部的原声碟，但是爱的太纠结，太累人了            
(5星)	 经典韩剧之一            
(5星)	 我的最爱            
(5星)	 唯真、俊尚，他们的第一次，他们的冬季，他们的初雪，他们的林荫小道，他们的北极星，他们的重逢，他们的拼图，一切的一切都让我难以忘怀，导演镜头下的画面，美到无与伦比。P.S  唯一能让我从头看到尾，一集不落的韩剧            
(4星)	 完全没被风潮卷进去……只不过跟着亲娘看完了＝＝b            
(5星)	 某一年的最爱            
(NA)	 青春年少的岁月过往            
(5星)	 当时被裴勇俊迷得一塌糊涂            
(5星)	 ！！！            
(5星)	 当年那个梦让我们都是那么向往。爱情的童话。            
(5星)	 失忆过后还是再次爱上了你。            
(4星)	 唯美~~            
(4星)	 音乐让我迷恋很久，尤其是钢琴曲，第一次啊，为了你啊……            
(5星)	 歌也很好听            
(4星)	 很唯美情节老套啦            
(2星)	 看这一部的时候，已经过去多愁善感那个年龄。            
(4星)	 剧情俗套，但画面、音乐和剧中人的包装不错            
(4星)	 喜欢里面裴勇俊的围巾~            
(5星)	 唯美啊。。            
(5星)	 对真心相爱的人来说,对方的心才是最好的房子.             
(5星)	 韩剧的白色经典            
(4星)	 当时的大爱 此时热情有所减退            
(NA)	 好看。            
(5星)	 影响了我好长一段时间的审美观。            
(NA)	 好看            
(4星)	 蓝色生死恋の冬日恋歌            
(4星)	 老妈都喜欢看的电视。。。            
(5星)	 绝美的爱情故事            
(5星)	 決定把失憶前那段再看遍。            
(5星)	 最爱的经典            
(5星)	 迄今为止最爱的韩剧...虽然过了好多年...好怀念那个疯狂迷恋裴勇俊的旧时光.            
(3星)	 我現在已經受够了裴勇俊那張大叔相的臉            
(NA)	 接触塔罗牌的开始            
(3星)	 。。。与蓝色生死恋一个导演，但是男主。。。是妈妈们的菜吧            
(3星)	 经不起反复啊            
(4星)	 人生若只如初见。裴勇俊和崔智友是绝配。崔智友在此剧中的个性讨人喜欢也令人舒服。            
(4星)	 两个很萌的人为啥都越来越不让人DJ了那            
(NA)	 疯狂的热爱            
(5星)	 2003?            
(3星)	 我好羡慕他，他拥有我没有拥有的和你在一起的10年时光。            
(NA)	 那时候，和全班女同学一起看            
(5星)	  love`            
(5星)	 每次看都会放不下对爱情的期待            
(NA)	 这就是缘吧o(∩_∩)o...            
(3星)	 儿时回忆呀            
(2星)	 电视上放了无数遍，我也才看了一点            
(4星)	 裴勇俊叔叔。。。            
(NA)	 一直记得，算是韩剧的一个高度呀～～            
(5星)	 看过的第一部韩剧            
(5星)	 经典中的经典...看完我相信没有人不会爱上裴勇俊...除了男的            
(5星)	 那时候复习好忙，想看又不能看啊。。。            
(5星)	 俊男俏女。很喜欢女角淡然的神情，以及面对爱情时的波涛汹涌。            
(5星)	 心中永远的江俊尚和郑维珍！            
(4星)	 裴勇俊很帅            
(3星)	 裴勇俊是师奶杀手~~所以。。不太适合俺~~啊哈哈哈O(∩_∩)O            
(5星)	 虽然长了点            
(5星)	 大爱啊             
(5星)	 唯一看完整部的韩剧。唯美。            
(3星)	 冲着裴勇俊看滴            
(2星)	 居然看过这么多肥皂剧            
(NA)	 很韩很经典的韩剧 呵呵            
(4星)	 我妈的最爱 裴同学～我觉得相革很不错呢            
(3星)	 偶看第一集滴时候就在想~哇~怎么有这么老滴高中生~哈哈~            
(5星)	 唯美爱情+初恋情结            
(NA)	 看的第一部真正意义上的韩剧，裴勇俊！年轻时迷恋了好一阵子啊~~~后来得知是“师奶杀手”受伤不小...            
(4星)	 男、女主角是韩国标志性气质型影星。            
(4星)	 年少最喜欢的韩剧            
(NA)	 不是帅，而是温情，恋恋不舍的琴声和心灵镌刻的爱            
(4星)	 最爱仍是中学生时代的片段。。。            
(NA)	 凄美!看的时候哭了好多次            
(3星)	 小说让我。。。他能不瞎么?            
(4星)	 延续蓝色生死恋的基调，韩国人的泪水还真多，不过我个人很喜欢白雪皑皑的场景，还有高中时代的朦胧爱恋            
(NA)	 感人的~~~            
(5星)	 陪伴中学时代的电视啊            
(NA)	 每天偷偷瞟电视里韩剧的日子不复返            
(5星)	 裴勇俊很帅,崔智友感觉很舒服,整部片子都很舒服~感觉很好!            
(5星)	 OST 很好听            
(5星)	 我会永远记得这部剧给我的感动            
(NA)	 有点拖沓 也许是不喜欢男女主角的关系            
(NA)	 经典嘛……            
(4星)	 挺纠结的，也不算太太慢            
(4星)	 画面真的很唯美，纠结的初恋            
(5星)	 男女主角都是我喜欢的 还有 太纯了            
(3星)	 话说,曾经大叔是我的STYLE,但现在裴大叔对于我的魅力没以前那么了~~            
(4星)	 哦哟我的裴勇俊啊            
(4星)	 裴勇俊曾经是我高考时的精神支柱有关于他的好几篇日记还有对于初雪的特殊期待也源来于此            
(3星)	 现在看，可能觉得就还好吧            
(NA)	 当时哭得不行~            
(5星)	 那阵迷韩剧，边哭边看，哭完再看            
(NA)	 爱上裴勇俊的理由            
(3星)	 中考的时候看的？恩。逃避写作业的很好借口。            
(3星)	 这部戏我看得不是时候，在初中看可能会感动得一塌糊涂~            
(3星)	 裴勇俊 我妈最喜欢了            
(5星)	 the one            
(5星)	 最爱            
(2星)	 我最讨厌女主角一直在哭然后死掉的片子了！！！            
(4星)	 韩剧            
(2星)	 韩式唯美悲剧~            
(4星)	 很多年前看了, 感觉是, 记得当时哭得要命            
(3星)	 当年就是因为这个掀起了围巾热            
(5星)	 仅有喜欢的几个悲剧            
(NA)	 当初的时候哭得一塌糊涂！            
(5星)	 原声带好听..**            
(5星)	 太爱两个主角啦。。            
(NA)	 很相配的一对            
(3星)	 片子里哭得太过了~~~~            
(NA)	 很悲伤的~~但真的很值得看一下~~不能经历这样的刻骨铭心，也只能看看了            
(NA)	 先看的对门对面，才看的冬季恋歌，还是韩国的好~不得不承认。            
(5星)	 好看好看！音乐也很好听的！            
(NA)	 韩剧            
(NA)	 崔智友在里面还是很有气质的            
(4星)	 真爱的力量！            
(5星)	 初恋~有多少个十年可以等待……十年~有多少个情人值得期待……相守爱情，守望幸福。            
(5星)	 特别喜欢雪景            
(3星)	 有女生的感动吧            
(2星)	 太惨，不是我的路子            
(5星)	 不得不看            
(NA)	 被裴某人的造型彻底迷倒……一见倾心……            
(4星)	 金童玉女～            
(4星)	 有点厌倦了 残美的韩剧 不过我还是喜欢崔智友 呵呵            
(5星)	 过年的时候全家一起看的记得爸爸妈妈喜欢不同的两个男主角（笑）            
(4星)	 那样的结局真的是给这部剧加了很多分            
(3星)	 又是部让我不能忍的韩剧啊。比蓝好点。但也是拖沓得让我不能忍。            
(5星)	 喜欢里面的画面还有音乐            
(5星)	 (최지우)崔智友 （배용준）裴勇俊。蓝色生死恋的第二部，觉得没有第一部好看。但也算是经典，比较感人。            
(4星)	 很早的一部 不错的            
(5星)	 雪白的世界            
(5星)	 曾经美好的幻境~~~            
(4星)	 在冬天里有热热的感觉             
(4星)	 太悲了……感觉跟天国的阶梯一样让人无法忍受那样的悲剧……            
(5星)	 当时看这个，真是入迷啊，我和好友是迷得七迷八翘的，经典啊。            
(4星)	 最重要的男女主角都是我喜欢的型……            
(5星)	 当初生病卧床的时候看的，哭死我了马的            
(3星)	 其实我不大喜欢这类的,但是还是去看o(∩_∩)o...好奇怪            
(4星)	 好冬天。。            
(NA)	 经典韩剧            
(5星)	 乱喜欢            
(5星)	 我最爱的一部经典韩剧!            
(5星)	 世界没有任何的变化，但是就是少了一个人。——这么多年了，第九集维珍在特写镜头时对民亨说的那些话，那个表情，一直一直记得。那时候正准备中考，我总是赶在胖子回家前的几分钟掐着时间看完。            
(5星)	 很唯美的爱情，很喜欢剧中的裴勇俊            
(4星)	 爱上眼镜男裴勇俊            
(5星)	 看这部剧的时候，好像是我高一暑假自此迷上韩剧，直至大四崔智友和裴勇俊也就成了我那段期间较为喜欢的艺人            
(5星)	 最喜欢的韩剧            
(3星)	 剧中的景色很不错。故事情节太虚拟了。            
(5星)	 无论戴不戴眼镜，裴勇俊总是令人无法抵挡            
(4星)	 N年前的电视剧，当时哭得昏天黑地的。            
(4星)	 很烂漫            
(2星)	 妈妈要看            
(NA)	 插曲好听~            
(NA)	 是在觉不出感人。只是感觉很无聊            
(4星)	 可能是结局比较美满吧，就觉得比蓝色生死恋好看。            
(5星)	 裴勇俊,wa~~~~            
(NA)	 好看            
(5星)	 那时的裴勇俊是很帅啊...就是因为这部片子 我才会以后一直看韩剧            
(NA)	 如果把后面15集裁掉。。。那对我来说就是经典了。。= =            
(3星)	 这么悲情的还是不喜欢            
(4星)	 喜欢那种纯纯的感觉            
(3星)	 30好几的人了，还演高中生，怎一囧字了得            
(4星)	 崔同学为什么每集都得掉眼泪呢。。            
(5星)	 我爱智友！            
(5星)	 浪漫纠结的韩国爱情故事             
(4星)	 浪漫的冬天            
(5星)	 大学时期的韩剧，很美的记忆            
(NA)	 看得最不爽的片子，死都死不了，还失忆，拖沓得让人疯掉            
(5星)	 唉，居然现在才添加~~            
(NA)	 喜欢            
(NA)	 冬季恋歌            
(5星)	 画面柔和朦胧，演员感情真挚，音乐浪漫感人~~但其实用十集就能拍完            
(4星)	 当时，是很喜欢的。不过现在在让我看就没feel了。。            
(NA)	 回忆。。那时巨爱裴哥哥哦~            
(NA)	 为什么要失明呢，唉，总是不能完美             
(NA)	 眼睛帅哥和围巾            
(NA)	 Memory            
(NA)	 当时很唯美~~迷死我了··            
(5星)	 有点像是玻璃瓶中的童话爱情，不过若是心里笃定意念，这样的童话真的会变成现实的吧。后面就有点拖沓了。            
(NA)	 又看了一遍    哭不出来了只觉得崔智友的身材真好            
(5星)	 爱情~爱情！            
(5星)	 还用推荐吗？除去荒诞的剧情，其他都很完美。裴勇俊太帅了，以至于我一直在研究他的造型，而无法投入到剧情中去替他悲伤。            
(4星)	 中文版的“对门对面”            
(3星)	 还是年轻好啊！            
(4星)	 年轻啊            
(NA)	 不看这部片，我就不能成为韩剧迷了！            
(4星)	 经典。赚人眼泪。            
(4星)	 凡是你认为精彩的韩剧，建议只看一遍，把最美好的印象留在心中即可。这部剧，让我知道了一个叫裴勇俊的演员。            
(NA)	 最爱            
(5星)	 其实还真不错～只不过一开始因为不喜欢裴勇俊而迟迟没有看～～最后因为妈妈超迷而随便看了两集～之后就拔不出来了～～～～～～            
(4星)	 不是喜欢韩剧之人。唯二能回味，感动，喜欢的韩剧之一。            
(3星)	 不喜欢裴勇俊            
(5星)	 影响我整个初中时代的一部电视剧！扑朔迷离的情节，唯美的画面，各具个性的人物...看了四遍了，从这部片子起，喜欢上了裴勇俊！这势必也是影响我一生的电视剧~            
(3星)	 这个,这个,还行吧 很久以前的片了...            
(5星)	 六年前看的片子，让我一哭不可收拾，从此爱上了冬天，也爱上了韩剧            
(4星)	 韩剧还是很好看的            
(NA)	 看的第一部韩剧，让我喜欢上了他们             
(5星)	 太配了！！            
(5星)	 现在看也许没那么喜欢            
(5星)	 很喜欢的电视剧            
(4星)	 我难得比较完整看过的韩剧……挺唯美的，尤其爱前三集（学生时代）。不过情节实在是太啰嗦了……光车祸就有两次……            
(5星)	 经典！！！！！！！！！！！！            
(3星)	 讨厌崔智友            
(NA)	 歌曲很好听            
(5星)	 人一生有几个这样的十年～～～            
(NA)	 冬季恋歌             
(NA)	 好看吗？不            
(5星)	 虽然有点长有点慢有点老套,,,但是感觉还不错            
(NA)	 第一部接触的韩剧，喜欢            
(3星)	 只有前十集吸引我。。            
(3星)	 爱情 连续剧            
(4星)	 裴勇俊…            
(NA)	 裴勇俊还是蛮帅的             
(NA)	 冬日恋歌            
(NA)	 现在不喜欢主角了            
(5星)	 为什么．为什么我不能和我爱的人在一起？            
(5星)	 怀念那时每天急忙回家一天一集等待的日子。整整一个月被悬念吸引着。不管别人怎么评价，it means so much to me            
(4星)	 景色，音乐很美，剧情很狗血。            
(5星)	 最喜歡的一部韓劇,,,也是唯一仔細看過的一部韓劇,,,純白的愛情,,,            
(5星)	 唯美童话            
(NA)	 看了不下5遍,很美丽的电视,喜欢的建筑\服装\拼图\星星,纯纯的初念\最好的房子是最心爱人的心            
(4星)	 我最喜欢的韩剧吧             
(NA)	 20集、28集            
(5星)	 唉。            
(5星)	 第一个喜欢的人真的是难以忘记的吧，不管时间怎么流逝。我更倾向于去相信是很不想忘记第一次喜欢一个人的感觉，那样一种心情。在某一天，我忽然发现，我逐渐记不清那个人的样子。            
(5星)	 初恋的故事，美丽的冬日，淡淡的忧伤，永远值得回味            
(4星)	 喜欢            
(NA)	 即便再看，还是觉得裴勇俊非常之王子样啊~~            
(NA)	 帅哥美女  恩  没有抵抗力            
(NA)	 冬季恋歌            
(NA)	 经典...感人            
(4星)	 韩国经典爱情悲剧一            
(5星)	 相比较蓝色生死恋，还是比较喜欢冬季恋歌。            
(NA)	 两个相爱的人 对方的心房才是最好的房子            
(NA)	 只要两个相爱的人在一起,哪里都是天堂. 对真心相爱的人来说,对方的心才是最好的房子. 虽然虚幻，但是最爱            
(5星)	 经典好剧            
(4星)	 韩剧经典代表作之一吧～            
(NA)	 裴勇俊，            
(NA)	 因崔智友而感动            
(5星)	 遇见一个人            
(NA)	 韩剧  蓝色生死恋            
(3星)	 裴大叔还算裴青年的时候麽            
(3星)	 我感觉一般            
(NA)	 看的第一部韩剧,流了不少眼泪,喜欢崔智友,喜欢裴永俊,喜欢那首歌,从开始到现在,学FLASH的时候还用了一个swf的剪辑,太喜欢了.雪天永远都会喜欢            
(4星)	 初恋的墓志铭版本··            
(4星)	 淳朴的爱情和不能在一起的遗憾，爱情总是有太多的美中不足。            
(5星)	 永远不会忘记的人            
(NA)	 my favourate            
(5星)	 很喜欢。            
(NA)	 哦，裴帅            
(5星)	 第一次            
(4星)	 高三的寒冬里晚餐的下饭菜……            
(NA)	 裴勇俊的鼎盛期            
(4星)	 3年前看这部片子的时候脑子里的人是他，听张信哲的“从开始到现在”，血染鸿书，如今歌依旧，人不在……            
(NA)	 若干年前的最爱            
(4星)	 OST很棒，俺从此陷入韩剧深渊，高二-大三，前后有四年吧~期间剧集越来越难看，我也反PC了。。世事难料 囧            
(5星)	 有我的裴裴 大爱唯美代表            
(4星)	 有名的四部曲。经典了。那时的裴勇俊真的是气质啊，还有崔智友。在那个冬天，很美的故事。“世界上最好的房子就是所爱人的心里”            
(3星)	 四季系列，男女主角真的不好看            
(5星)	 裴勇俊是师奶杀手，哈哈~不过现在有想重看这部戏的冲动。。            
(4星)	 喜欢            
(NA)	 很唯美            
(4星)	 可怜的很 女二演的真好            
(NA)	 不如前两部经典。            
(NA)	 算是经典吧。            
(2星)	 当时怎么那么爱看。。。不过看了一半看不下去了。。。            
(4星)	 韩剧启蒙。经典套路。            
(NA)	 冬天里的爱情。            
(5星)	 第一部也是最后一部感人至深的韩剧爱情            
(3星)	 高中晚自习结束后狂奔食堂的原因。            
(5星)	 看了很多遍！和蓝色生死恋一样经典！            
(NA)	 因为裴勇俊……            
(NA)	 很喜欢刚开始他们的生活            
(NA)	 so handsome            
(5星)	 唯美的画面            
(4星)	 典型的老套的韩剧，当时看还是感动到不行...            
(NA)	 经典，喜欢惟珍的女人感觉。            
(5星)	 雪色浪漫～            
(NA)	 那时很迷裴的            
(NA)	 一直以来就很喜欢            
(5星)	 唯美的影片            
(4星)	 很喜欢里面的场景,浪漫啊浪漫.男主角也很帅.            
(NA)	 喜欢裴勇俊 没有理由            
(5星)	 永远忘不了李民亨(裴勇俊 )的微笑!            
(4星)	 裴勇俊，经典的形象            
(4星)	 经典。2010.12.11            
(NA)	 最爱            
(5星)	 爱裴勇俊，我始终最爱            
(NA)	 只要两个相爱的人在一起,哪里都是天堂.            
(NA)	 全然为了崔智友姐姐才去看的~~~            
(NA)	 看着就憧憬丫～            
(5星)	 我最喜欢的韩剧            
(2星)	 高中时基本上所有的电视剧我还都觉得不错，这部是个例外            
(5星)	 最爱裴勇俊            
(NA)	 还好有个可以接受的结局            
(NA)	 最爱            
(NA)	 记忆挥不去爱            
(4星)	  初 恋 ， 对 每 一 个 人 来 说 都 是 非 常 难 忘 的 。 尽 管 每 一 个 初 恋 都 是 那 么 纯 洁 、 缠 绵 ， 可 是 随 着 时 间 的 推 移 初 恋 的 记 忆 还 是 会 不 断 退 色 。 可 是 如 果 平 生 第 一 次 让 你 心 颤 的 人 ， 忽 然 离 开 这 个 世 界 ， 你 会 如 何 ？ 而 过 了 10年 以 后 ， 在 你 即 将 要 结 婚 的 时 候 和 他 长 得 一 模 一 样 的 人 又 忽 然 出 现 在 你 面 前 ， 你 又             
(5星)	 崔智友，裴勇俊都比＂初恋＂那时成熟多了            
(NA)	 智友            
(5星)	 伤心            
(5星)	 没话好说了，经典，最初的诱惑~！            
(5星)	 永恒的感动。            
(5星)	 可惜后面有点拖沓。典型的韩剧            
(NA)	 第一次~唯一……            
(2星)	 不知道哪里好看 裴勇俊不知道哪里帅            
(NA)	 一般            
(NA)	 大一的时候看到感动的不行            
(5星)	 雪中的感人爱情。非常喜欢            
(NA)	 崔智友的皮肤好好。围巾的打法我又忘了。            
(NA)	 早期看过的韩剧,超喜欢男主角.因为这部剧爱上裴勇俊,并关注他后面的影视作品.            
(3星)	 勇叔。。。囧            
(3星)	 还好            
(4星)	 看过但故事却记不太清。印象最深的是各式的围巾搭配和打法。是和蓝色生死恋一样经典的韩剧。有时间会再看的吧。            
(4星)	 又喜欢裴勇俊类            
(5星)	 某天忽然回过头 才发现青春已在身后            
(5星)	 处处是风景画。像Polaris一样坚定的爱情真的存在吗？            
(4星)	 收集了两百多张图片            
(NA)	 不大记得情节了            
(3星)	 不戴眼镜的裴勇俊是如此惊艳            
(NA)	 曾经的最爱            
(NA)	 又是韩剧！            
(5星)	 这是我所看过最打动我的韩剧,没有哪部能再超越它了.            
(2星)	 just ridiculous            
(5星)	 复习了 N遍            
(NA)	 经典至极 感人至深 主题曲也很不错            
(5星)	 看第二遍的时候 觉得比蓝色生死恋好看，可能因为有个让人满意的结局            
(NA)	 我不想说我看过的            
(3星)	 当时韩剧的标志吧            
(5星)	 最喜欢的连续剧            
(4星)	 经典韩剧之一了，现在看来演员都老了哦。            
(3星)	 韩剧这赚人的眼泪呀， 这之后再也不想看了            
(5星)	 天！！我的挚爱！！！            
(4星)	 前段看了无数遍,只看到过一次结局,也算圆满了...            
(NA)	 喜欢上冬天的理由            
(4星)	 节奏很慢，但当时很爱            
(5星)	 最让我感动的故事，不知看了都少次            
(4星)	 唯美的爱情画面，使大学时期的我对裴勇俊的痴迷一发而不可收拾            
(3星)	 节奏过漫            
(NA)	 喜欢这部戏里的裴勇俊            
(5星)	 我喜欢的女人类型            
(5星)	 超喜欢            
(5星)	 经典，那白雪中的伤感            
(NA)	 从头看到尾，一集不落，为它感动的稀里哗啦的～            
(NA)	 美丽的，又是悲剧的爱情故事，一定让你泪流满面……            
(5星)	 好看            
(NA)	 非常美，纯美。是我喜欢的类型。            
(NA)	 看了N遍了哦~            
(3星)	 情节反复，拖沓，除了服装觉得毫无可看之处            
(NA)	 陪伴我那个冬季，很唯美            
(3星)	 不算喜欢，因为哭喊太多            
(4星)	 学生时代我的最爱            
(NA)	 貌似没感觉            
(5星)	 冬季暖暖的情            
(5星)	 可以一看再看，看了又看的动人的爱情剧            
(NA)	 还不错            
(4星)	 蓝色生死恋II:冬日恋曲            
(NA)	 2003.7            
(5星)	 warm            
(NA)	 2002            
(5星)	 催泪            
(2星)	 虽然女主角我很喜欢，裴勇俊的围巾也打得很漂亮，可是片子太滥情了，被撞了两次都没死，撞一次失忆撞两次又缓过来了，什么嘛，韩国电影里，车祸啊绝症啊怎么这么多，是不是交通太差，环境污染严重啊，本来就不大的一个国家，整天死人？            
(5星)	 好看            
(3星)	 很喜欢高中时候的片断。自己已经过了浪漫的年龄，但是对于那些纯真的感情仍然有着不能释怀的喜爱。            
(NA)	 悲，不喜欢            
(NA)	 还记得曾经宿舍拥挤地围着一台小电视................            
(5星)	 赚我眼泪最多的一部戏，真的很棒            
(NA)	 当年也是很多人看的韩剧~~            
(2星)	 千篇一律的爱情故事，            
(4星)	 很美丽的冬天！很帅的裴勇俊，呵呵            
(4星)	 后面太拖了            
(3星)	 ...            
(NA)	 喜欢上俊俊，开始相信坚定的爱情。            
(4星)	 在我心中，它与&#34;蓝一&#34;的PK总是输。            
