http://movie.douban.com/subject/1790373/	我的女孩 마이걸
(2星)	 表情这么戏剧化你以为你是小月月么。。。。            
(NA)	 过年在星空看的，好喜欢正宇            
(4星)	 还是和男朋友一起看的，难的有他也看的进去的连续剧啊，呵呵 里面角色都很不错，喜欢李多海            
(3星)	 洪氏姐妹的作品..很多经典作品            
(4星)	 我居然还是看过韩剧的            
(3星)	 要不是为了李俊基。。            
(3星)	 李多海演戏真是各种装比，女二干脆就是面瘫，要是没男主男二，这戏根本没法看。            
(3星)	 有点傻= =。            
(2星)	 陪我妈打发时间            
(3星)	 李俊基很帅啊~炮灰男二号            
(3星)	 当时完全就是冲俊基去的啊~~            
(4星)	 前面哈搞笑            
(4星)	 喜欢李多海。            
(4星)	 要求不高 看着欢乐            
(3星)	 俊基，你怎么可以那么美好！            
(5星)	 最开心的电视剧之一            
(5星)	 我和老妈共同的看法是，要是有幼琳这样的女儿就太美好了。            
(3星)	 跟一般韩剧无异。            
(4星)	 薛功灿~~~            
(3星)	 李俊基。。。            
(4星)	 李多海原来是谐星 - -             
(1星)	 真受不了女1号没事就满脸跑眉毛的演技~~~~             
(3星)	 完全是为了俊基哥哥啊~~~            
(2星)	 跟我娘一起看的！！！            
(4星)	 当初看觉得李东旭帅啊            
(3星)	 前半很好，10集以后狂拖            
(5星)	 我还记得那年夏天的快乐、            
(NA)	 徐正雨和金世暄负责表演吃醋的表情            
(5星)	 fun            
(5星)	 很久没有这样子去追一部韩剧了,很好看!好喜欢里面的李多海,李俊基~_~可怜的正宇T_T,爱情也很美好啊            
(3星)	 大结局看得我很感动，但前面还是很拖沓。            
(5星)	 这个男女主角都太好看 了，剧情也搞笑，但是后面总要回归狗血剧情的行列...            
(4星)	 李东旭好帅帅帅帅帅～～～～这位哥哥为啥米这么帅啊～～爱死了啊～看这部剧的原因完全就是因为看到他的时候来感觉了啊～            
(3星)	 只是单纯的喜欢男主角            
(5星)	 三年前看的。看的我又哭又笑。            
(3星)	 话说我就是不太喜欢韩剧            
(NA)	 带着特别情感去看的一部电视剧            
(4星)	 sigh，还是很没骨气的找来剩下的部分看完了。虽然猜也能猜到结局，但还是需要亲眼见到才够甘心。皆大欢喜啊，被我浪费掉的大坨卫生纸你们安息吧。            
(3星)	 损失比较好看的韩剧了 我妈也爱看            
(4星)	 don‘t say goodbye            
(5星)	 好吧，不知不觉又看了一部韩剧。            
(3星)	 男二一点戏都没有……太无聊了……中间看的电影居然是钟汉良演的……            
(NA)	 虽然集数很少，但还是很拖沓。 我的经验是，看第一集，然后猜测剧情，然后看最后一集            
(NA)	 韩剧的顶峰之一吼吼            
(3星)	 星空卫视放的。。。            
(4星)	 还行，仍然觉得男女猪脚都不是我的菜诶……            
(NA)	 李东旭很帅，没错。            
(3星)	 我俗气了= =            
(4星)	 傻人有傻福……            
(3星)	 忙忙叨叨。            
(3星)	 上学的时候，人家拿这个当后现代主义的范本- -+ 自己从来没看完过            
(3星)	 有点装            
(3星)	 只喜欢李俊基~            
(NA)	 我家准啊~            
(4星)	 纯粹为了李俊基            
(NA)	 大二迷韩剧时看了不下三遍            
(3星)	 如果在电梯里憋气许愿 电梯到达后就会实现 这招我也用过 哇哈哈            
(4星)	 蛮狗血的  幼小心灵曾经觉得很有笑点            
(5星)	 经典之一            
(NA)	 男主角很帅，很商业化的一部偶像剧            
(4星)	 我親愛的可憐的無辜的徐正雨。。。            
(5星)	 终于完整的看完了一部韩剧，男主角好帅噢hoho~~~就冲这点，也要给个5星哈！            
(4星)	 重新温习了下,李东旭不是一般的帅啊.            
(4星)	 杯具的男二号阿男二号= =            
(4星)	 小俊基怎么可以生的这样美!            
(5星)	 她太做作了            
(4星)	 有一颗星是给李俊基的~            
(3星)	 完全搞笑            
(4星)	 记得看到凌晨四点，还是喜欢男二号。            
(3星)	 只是有些喜欢薛功灿。            
(4星)	 薛功灿&amp;正雨~            
(2星)	 女的整的太过了。。。男的丑！            
(5星)	 傻丫头和王子病。            
(NA)	 大三一寝室的人挤在一起看的。            
(2星)	 无聊            
(5星)	 唯一一部喜欢的韩剧。而且是非常喜欢~~！！！！看了N遍            
(5星)	 看过最多遍的韩剧，难得呢，在我抵制泡菜剧的那段时间。            
(4星)	 看一遍的时候惊艳，现在看看也就是韩剧那么回事            
(4星)	 在芒果台放烂的电视剧            
(3星)	 够欢乐！！ 忽略那稍嫌夸张的演技和不和逻辑的剧情            
(NA)	 和新禹一样的李准基啊。。痴心的男二。。            
(NA)	 唉，为啥            
(5星)	 我喜欢这种聪明的女主角            
(NA)	 还是高中···            
(4星)	 看的时候总会感动的            
(3星)	 一般            
(5星)	 比較喜歡的一部韓劇，喜歡李東旭，喜歡李俊基，喜歡李多海，那部劇成就了太多人，曾經是我百看不厭的一部片片            
(5星)	 OST不错哦。李俊基很帅。男2完全抢镜成功。那种。啊。原来就放在这里啊。为什么会看不到呢。的感觉。哭煞。其实这里的李东旭也不错啦。            
(4星)	 每个人都更喜欢那个不容易得到的人，嗯，人都喜欢自做孽，对于喜欢自己的总是装作看不见。偷橘子那级太搞笑了~            
(4星)	 下雪那天就是我的生日，想要很多水晶球，摆满一平方米。            
(4星)	 女主角太可爱了，机场痛哭的那一场戏，绝对得实力派！            
(4星)	 就算是假的又怎样，喜欢她的笑，更喜欢她哭完没心没肺的重新来过。            
(4星)	 就在这里被李俊基给迷翻了            
(4星)	 李多爱可爱。。。。很有爱。            
(4星)	 我也曾是一花痴，但是薛功燦先生真的很迷人~~~            
(5星)	 junki看向她的那个眼神，是我爱上他的理由……            
(4星)	 开始几集很搞笑，还记得看这片子时候，与某人互发短信的日子。            
(4星)	 挺喜庆的            
(NA)	 Never say goodbye.            
(3星)	 觉得李多海笑的脸很奇怪            
(4星)	 本来是想看李俊基的，结果发现男主角还是很帅            
(NA)	 大概是唯一看完过的韩剧吧。。。            
(3星)	 补            
(NA)	 觉得李多海和自己还蛮像的呢，学习一下服饰搭配什么。剧情也很跌宕起伏，骗子说的是善意的谎言啦。            
(4星)	 李多海在里面很可爱，李俊基颠覆了《王的男人》里面的感觉，特别是刚开始的时候帮李多海解围的时候            
(4星)	 主角都太养眼，衣服都很漂亮，剧情也甚佳，而且外加不拖沓，因此给四星！！！            
(5星)	 好看            
(NA)	 看过一点点。。。            
(4星)	 可怜的李俊基~            
(5星)	 准基又扮演了虐人角色。。。= =            
(4星)	 最喜欢的韩剧之一，另一部是《浪漫满屋》。李多海是我最喜欢的韩国女明星之一，另一个是《浪漫满屋》的女主角宋慧乔。每年夏天几乎都会看几集浪漫满屋，冬天则看My Girl            
(3星)	 2次。            
(5星)	 我所看过的韩剧最喜欢的三部之一             
(4星)	 高三那假期全看这些了            
(2星)	 蛮做作的            
(3星)	 很久前看的，是挺好笑的。            
(2星)	 对女主先入为主了            
(3星)	 我妈说李多海长得很像宋慧乔。我囧。            
(NA)	 我妈觉得小骗子可爱。。。            
(4星)	 感动 。大家演技都很赞的            
(5星)	 韩剧么看的不多，最爱的是这一部            
(4星)	 一个人躺在宿舍床上看完。。会笑得肚子疼            
(5星)	 看过的第一部韩剧，喜欢。            
(4星)	 在这部片子红起来之前就看过 印象不深了            
(4星)	 它居然吸引了一个对韩剧完全不感冒的人，每次看到周幼林傻气地笑着跟自己说加油的时候都觉得很感动            
(5星)	 我喜欢的薛功灿啊。。            
(4星)	 终于看了             
(5星)	 “据说……”            
(2星)	 弱智            
(3星)	 肥皂剧呃            
(4星)	 只是喜欢她呀   不过很好看   美女            
(3星)	 重点看看李俊基即可            
(NA)	 看过啦。 豆瓣别给我猜了            
(5星)	 超可爱的珠裕邻~            
(3星)	 韩剧还是一贯的华丽风，和日剧的平民风不同啊~当童话看吧            
(4星)	 韩女士很喜欢的一部片子，音乐不错~            
(4星)	 还算是偶像剧中不那么白痴的一部~            
(4星)	 笑死了            
(NA)	 大爱            
(2星)	 除了李东旭 另外两个主角都很不顺眼            
(3星)	 JUNKI            
(4星)	 原来我看过不少韩剧...            
(3星)	 看完的三部韩剧之二，到后面似乎也有点不行了            
(NA)	 很久的一部韩剧了~~也是让人从开始猜不到结局的一部~~            
(4星)	 很轻松的看 纵使中间有段略显沉重 也不影响完美的大结局            
(5星)	 没想到，还能在“青春偶像肥皂剧”中找到些许当年看《东爱》的感觉，可惜除了李多海，全是垃圾，特别是韩国典型的男不男女不女两男主角，完全不能和东爱男主角一个内敛一个外放相提并论。爱情是否美丽完全取决于女人的演绎能力。笨手笨脚的男人比如我，还是去演绎事业比较有前途，男人只是爱情的观众。            
