http://movie.douban.com/subject/5958582/	裸婚时代
(3星)	 看到文章就觉得演得都一个样啊，随便看了几集，没多大兴趣。还有这评论是怎么回事啊喂            
(3星)	 3.5 with u            
(NA)	 坚持看了11集，台词不就得电视剧里练么。但还是好想吐。            
(4星)	 很现实的片子，结局怎么会这样？            
(5星)	 所谓的爱情，坚持到最后，结果可能不是想象的那样。。。经历的越多，心就会更脆弱。到最后，一碰就碎。用那么长的一段人生，就为了换一张结婚证或一个孩子吗？只有珍惜每一个细节才能收获幸福。            
(3星)	 失无所失            
(NA)	 杜毅是最苦比的 = =！            
(4星)	 中国现阶段反映现实的家庭片。房子，婚姻，父母。            
(4星)	 看到一些人            
(5星)	 这结局明明就是复婚了嘛，哪有什么开放式结局嘛。。。            
(NA)	 真心觉得没那么好看啊。为什么我的好多同学在追。ORZ。            
(5星)	 我完全是在比着这剧情走啊.....给99颗星            
(4星)	 恐婚。。。。。。。。。。貌似去年在机场送苗苗时，看见文章拍戏，应该是裸婚时代吧~            
(5星)	 刘易阳不可多得。            
(5星)	 演技必须加分            
(4星)	 文章同学你演的真好啊            
(5星)	 可是就算我拼了命， 我也赶不上这房价涨的速度。｜我觉得从离婚开始，特好看　　             
(3星)	 趁俩人结婚了，小三要来临之前弃掉。            
(5星)	 贫贱夫妻百事哀            
(3星)	 很多人都说现实。但我一点都不觉得很现实。戏剧化的成分太浓厚了。但是作为一部电视剧，还是可以消化的。文章总是演这种很讨喜的角色。能不能换个角色演一演...            
(4星)	 考完路考终于赶完了　唉　说什么好            
(NA)	 我妈说，你暑假就别学习了你看你整天都在学习四级还是没过，你还是用学习的时间去看电视剧吧T口T我累个擦，妈我听你的，我看电视剧            
(4星)	 太TMD现实了，这就是现实如果折腾爱情的典范。靠。这个是以上。            
(5星)	 不管如何，我都无比坚信你们复婚了。            
(3星)	 细节打败爱情。（各种植入式广告，衣服，车子，包...等等！整部冬天羽绒服电视剧）            
(4星)	 不喜欢打肿脸充胖子的男的，也不喜欢胖了就老显摆自己有多胖的男的，真就喜欢清楚知道自己到底几斤几两重的胖子。            
(NA)	 看了几集看不下去了。            
(4星)	 wiz my love~            
(5星)	 好  很好            
(3星)	 这尼玛是恐怖片吧。            
(NA)	 冲小文同学去的            
(5星)	 不管怎样，我还是愿意相信爱情，任何时候。            
(NA)	 我.我..我...我只看了片花            
(2星)	 因为我肯定不会是裸婚，所以不知道他们的感受。但是就觉得，不能找那样的媳妇儿！            
(5星)	 总之到现在脑子里还是挥之不去最后那句你猜 那个笑容            
(4星)	 没钱，别怀孕。没个有担当的男人，别怀孕，没个好老公，更特么别怀孕。自己找罪受。             
(3星)	 文章和丈母娘（是丈母娘吧就是老婆的妈妈）演的挺到位，跳着看的，这种片子实在不能一个人完成啊= =女主的妈妈一不闹的时候我心儿就软了 闹的时候也觉得特真实 哪个长辈不有点儿虚荣心为着子女好啊希望自己孩子嫁得好长脸啊             
(4星)	 婚嫁之前看看挺好            
(5星)	 没有面包的爱情也就这么回事。            
(4星)	 虽然稍微有点虎头蛇尾，但不失为国产电视剧中的中高水准之作。另外，片头片尾曲也非常好听。            
(5星)	 追了一星期，终于看完了            
(3星)	 我能说因为我讨厌这样类型的男人而讨厌这个剧么。- -            
(4星)	 有真实感。            
(5星)	 看了裸婚時代的片花，覺得基本把著劇看完了。我覺得吧，婆媳關係真的很難處理，同樣是叫媽，他永遠是她的兒子，而你永遠不是她女兒。             
(4星)	 嗯 看完了 他俩离婚之后就不用看了 很水很无聊。 最后和好了 嗯 有些情节还是会让你哭出来的。有些话还是感人。            
(4星)	 看的我太难过了！            
(2星)	 没一个好东西 只能用来扭曲价值观            
(3星)	 真够贴近生活的。。            
(5星)	 别怪父母，怪社会，看看豆豆和薛之荔，没有什么好抱怨的            
(4星)	 小两口的细节还是蛮温馨的，第十三集开始有点想放弃，不太能接受这么贴近生活的悲剧………………还真的追完了= =            
(4星)	 童佳倩是个好姑娘..            
(NA)	 到后面可就有点假了啊 讨厌！ 请了文章姚笛之后是不就没钱请别的演员了 只能随便凑数么？那冬瓜是弥勒佛再世么？崔斌是沉默的变态杀手么？            
(3星)	 好多BUG!!!!!!!            
(3星)	 后头太扯淡了            
(4星)	 我是觉得真没必要再在一起了..            
(5星)	 之前看过了预告片，我就觉得我看完了。--它深刻地告诉我们，如果以后没有嫁的门当户对，后果有多严重，有的苦头吃了。。。            
(3星)	 看了3集就标看过行么……可是实在不想看了这种纠结的戏并不是我的泰普啊还不如再去重看许三多呢╮(╯▽╰)╭            
(3星)	 不用看了，大体意思都知道。反正没钱没房子还学人家结婚，你不悲剧谁悲剧！            
(NA)	 是个毛            
(4星)	 中国的电视剧就是太长  有很多的剧情都没什么必要 改成20来级绝对会变得很好            
(5星)	 一口气看完全集，心生酸痛。恋爱、婚姻、房子、怀孕、孩子、父母、婆媳、工作、上司、哥们、朋友、唠叨、外遇、怀疑、欺骗、脸面……一切的一切，汇集到两句话：“细节打败爱情”和“贫贱夫妻百事哀”。            
(4星)	 　结婚还是要 门当户对啊。不然早晚要悲剧。            
(NA)	 离婚以后的情节设计不好 假了。。。            
(5星)	 有你的地方，才是我的家。            
(5星)	 ①最喜欢的男人是童爸爸。②最喜欢的女人是娇娇。③其实我也挺喜欢佳倩的，就是觉得她成天到晚总戴着那个帽子好烦啊，连在家都戴。④mini、红牛、李宁、高姿，得花多少广告费啊！            
(4星)	 前15集不错            
(3星)	 实在无聊看这部电视，看第一集就觉得不靠谱，西安小伙文章怎么看都像一个不靠谱青年            
(3星)	 ╮(╯▽╰)╭            
(5星)	 爱死文章！            
(3星)	 这个姑娘相处起来太闹心了，图哪点呢，就因为好看？还有不能跟婆婆住一起… “婚前搞掂该处理好的问题，婚后就有时间做该做的事。什么样的人经营出什么样的日子，跟裸不裸没多大关系。”            
(4星)	 (￣_￣|||)我尋思著還是不談戀愛不結婚比較方便………………（喂            
(3星)	 女猪脚这长相真不讨喜            
(3星)	 电视剧即使编进再多戏剧性情节，也复杂不过生活。            
(4星)	 快点儿跑啊！！            
(4星)	 看你会不会过日子。这样。            
(3星)	 裸婚苦逼啊……PS编剧有点二，拍摄漏洞百出，整个我就是大家来找茬的态度来看的            
(5星)	 看的好心酸            
(5星)	 每每文章一哭，我的心就碎了。            
(5星)	 早就看完了，忘记评了。给五分。            
(4星)	 这么快就看完了，真有点儿舍不得，结局我还是比较满意的            
(4星)	 后面十集浪费我时间。精彩在十八集。            
(4星)	 结尾仓促了，别的都还不错！文章演的可以！            
(NA)	 跟内地肥皂剧耗上了，稳步走在迈向中老年妇女生活的大道上            
(4星)	 你知不知道你们的高中到现在会让我的高中到现在黯然失色。            
(3星)	 就这个套路。没片花也能猜一二。可偏偏就是想看。            
(4星)	 给所有男人上课了....            
(4星)	 看完啦！最后一集好哭啊！            
(NA)	 爱情敌不过细节            
(2星)	 没看完片花我都觉得文章的戏已经看完了+10086            
(3星)	 狗血的剧情 最后一幕让我想到太多太多电影里男主角拉着一张苦瓜脸望着远去的大灰机发呆 然后女主角悄悄出现在他身后傻笑 这片里除了冬瓜其他都是大傻子 太误导人了 有些东西你不珍惜 失去了活该 失去了就是失去了            
(4星)	 结婚呐。。。。            
(5星)	 文章很牛逼，姚笛很专业。永远是冬天，娇娇好讨厌。            
(4星)	 也许我当年应该结婚            
(3星)	 原来看片花就真的足够了            
(5星)	 这个要给五星！            
(2星)	 看看能有多幸福，又能有多不幸。            
(4星)	 我真挺喜欢最后一幕的，童佳倩说你猜时候的那种幸福~“衣不如新人不如故”~的确是~            
(5星)	 全中国人民的好女婿 文章你真是太牛了~！            
(3星)	 童佳倩多好看呐 王熙凤什么的妖气实在太重了... 电视剧这种东西要想拍得出彩无非两条路 要么极具戏剧性要么极具真实性。这部剧显然属于后者 时事热词得拿捏恰到好处又正是时候 老百姓就是喜欢看有人陪自己一起水深火热 心里也就痛快了... 生活嘛 无非就是别人笑笑你 然后你再笑笑别人。            
