http://movie.douban.com/subject/6534065/	女人的香气 여인의 향기
(3星)	 好久没看悲剧棒子剧了。。要不是南主侧面不错也撑不到结局。。。话说开放式Ending有点儿太潦草了吧...            
(3星)	 更喜欢三顺，这个戏太做作了            
(2星)	 一般很一般            
(4星)	 金善雅已经瘦的不像金善雅了，我还是喜欢她金三顺时期这是为嘛啊= =老子的审美集体离家出走了还是怎样啊。。。李东旭一直帅的！还有就是不得不提一下我家傻子，很好很白痴。客串就好了千万别走上电视剧这条路啊金俊秀            
(4星)	 好能哭的三顺            
(3星)	 还以为死了            
(2星)	 哦哟我果然看不下去金宣儿那张脸，李东旭的表情一直很木啊。至于情节，太慢太慢了。11集弃。            
(4星)	 还行诶，最后没有“伤亡”！！是个“无限可能”的大结局~还不算虐-v-。修行完毕！            
(2星)	 富二代的协议婚姻 插进一个小职员 还是得了癌的。金善雅瘦下来背部不错，但脸还是很大妈，竟然还不死。            
(1星)	 真的好失望，没有一个讨巧的角色！男女主气场也不登对！女主的演技都被男主带低了！本来应该观众哭得稀里哗啦的，结果主演们哭得不能自己，观众诧异！            
(NA)	 永远的金三顺.            
(4星)	 活的幸福和寿命长短没啥关系。            
(2星)	 李东旭这名字真的久远了。。。一眨眼兵役都服完了。。。=。=            
(4星)	 第一集就把啊拉弄哭了，尼玛韩剧咋就这么感人呢。。            
(4星)	 看到三顺被欺负心里好难过            
(4星)	 泡菜剧能改改模式吗            
(3星)	 金宣儿真吃得开，这个岁数还能当偶像剧的女主角，应该向她学习的            
(4星)	 可是完了。。不过讲述的很细腻，算不错~            
(4星)	 演员的演绎很给力，可惜剧情到最后太拖拉不给力。            
(3星)	 放大人生每个细节，过好每一天，电视剧宣扬的还是积极乐观的理念。            
(4星)	 活在今天。            
(5星)	None
(3星)	 癌症剧又卷土重来了么= =            
(4星)	 第一集来看，挺烦人这种人善被人欺的剧情 烦恼死了 怎么什么事都不顺呢 绝症 事业不顺 爱情不顺 还老被狗眼看人低的人欺负 背黑锅 人生是多可悲啊 都没人理解 ，，，，太卑微了吧 然后想到了开头的剧情 那个梦境 也许就是女主的现任状态             
(5星)	 恩 第一集结尾的时候我真的哭了            
(2星)	 对韩式悲剧再无感觉。金善雅用最后的岁月还是实现了灰姑娘的梦想。但是，这是言情剧啊。            
(3星)	 看了三集无亮点，弃            
(4星)	 我不是嫌弃你老 不是嫌弃你不好看 可是你能不能讲话不要用那么奇怪的调子！！ 哎 男一男二都很帅气啊 题材也不错 毁在这女主这儿了。。。            
(4星)	 金善雅演技无敌+李东旭帅度全开+严基俊卖萌彻底  Tango太赞了~            
(NA)	 前面还行，后面无聊了            
(NA)	 12集后 弃！ 太悲伤了 受不了啊            
(3星)	 快进看完 太苦逼了            
(4星)	 當妍在跟智旭訴說爸爸生前點滴 &amp; 因為肚痛以為自己命不久矣, 她就像金三順 + 朱幼琳, 當智旭跟妍在說不要再以還錢為借口接近他 &amp; 他快要瘋掉, 他就像玄真賢 + 薛功灿. 看這劇, 一直令我想起金三順 &amp; 我的女孩 ~ 第6集智旭躺在妍在床上並伸臂要她躺下, 也像三石與三順            
(4星)	 2T看掉♪(´▽｀)♪(´▽｀) 我討厭死開放結局了啊啊啊啊啊(&gt;_&lt;)(&gt;_&lt;)            
(4星)	 演员我的爱!!!演技爆棚了!            
(3星)	 李东旭越看越像陈坤。            
(NA)	 迫不及待看最后一集，不想看了，韩剧啊韩剧泡沫            
(1星)	 放弃            
(3星)	 最后原来没有死，但究竟会不会死，啥时候死已经不重要了！            
(3星)	 韩剧的黄金时代过去了，我们得接受这个事实            
(4星)	 姐姐的演技太惊人了            
(4星)	 虽然火花不够，但是结局居然还不错            
(NA)	 快进看了一集，韩剧真的。。。依旧没变啊            
(4星)	 还挺乐的            
(2星)	 韩剧的铁律是多么屎啊…最后编剧吃不住力就来了一个开放式ending 更kuso了。再说财阀的少爷也并不是那么有爱 - -            
(4星)	 呵呵，应该是女人编剧吧，男一男二都如情窦初开的大男孩一样爱着女主，梦幻通话呀，不过还是不同的，故事里充斥着淡淡的哀伤，和乐观积极的态度，人生究竟应该怎样，大人说先苦后甜，可是真的可以享受到明天吗？为了一些未来的东西我们放弃了许多，值得吗？珍惜当下，感受当下            
(4星)	 前篇电光石火，后篇温情脉脉            
(3星)	 后半部好拖沓~~            
(NA)	 受不了大妈装少女样儿，但是看在各个情节人物的份儿上看下去，我要看我能忍耐到几集！！            
(4星)	 感觉李东旭变黑了~金善雅变老了瘦了~癌症~结局应该会悲剧吧~            
(NA)	 第二集她边哭边说我好冤的时候，我眼泪哗哗的流            
(4星)	 男主角完全没气场啊！！！            
(2星)	 哭哭啼啼真烦啊=。=开头还可以但是结局也太扯了吧 看不下去了            
(3星)	 不算悲剧，比较温馨……不过感觉结尾还是不够给力呀。。╮(￣▽￣&#34;)╭             
(4星)	 我也想变            
(NA)	 感觉剧情有点拖啊~~~~            
(3星)	 李东旭好帅，金三顺好残。。。剧情无聊            
(4星)	 这个狠 一上来就高潮。。。第4集：我敢打赌 李妍在木有得癌症！尼玛还真是癌症 结尾实在太开放。。-一星            
(NA)	 李东旭瘦了,三顺我横看竖看不顺眼            
(3星)	 一听女主说话就他妈想打人 我草            
(4星)	 李东旭~~~~~~            
(5星)	 oh no，一直都爱金宣儿的戏，但是这一部才看两集就是都是超级经典我最爱看的桥段啊！！！大变身神马的！扇耳光神马的！！！爽！！！！！            
(2星)	 千言万语汇成一句话就是大概我以后都不会追韩剧了吧……            
(4星)	 一生中没有遭遇过厄运也不是什么幸运，因为坏事比好事更能让人区分生存与生活。假如生命只剩下六个月，那么所有的一切无需再忍受，开心做自己就好。            
(2星)	 看不下去了...12到16集就是看李东旭和三顺姐腻歪。而且三顺姐那张节食过度的脸真应该去拉一下皮了。            
(4星)	 虎头蛇尾            
(4星)	 一想到女主大限将至 就没劲头看下去了            
(2星)	 经吃喝玩乐六人团鉴定此剧的各种吐槽点无一例外地让人爆笑，即使一个场景换n套衣服也遮掩不了金萱儿脸上的纹路，李东旭果然当兵回来man很多。啊让我如何述说这种挑着剧情看还能吐槽的欢乐。本想严肃奈何层次仍不够。嘛，韩剧也不能要求太多            
(2星)	 我喜欢的男人和女人，但他们竟然不搭。。。完全不搭            
(5星)	 金善雅真的是演技派            
(4星)	 前半部分浪漫地不像话啊！！！！后面有点节奏慢了~~~我喜欢这个结局，我不希望她死。            
(3星)	 前两集看的我想哭啊！！！我也是提出了辞职正准备进行长途旅行的人啊！！！不想等到快死了才后悔啊！！！            
(4星)	 剧情还好，不过不喜欢哭来哭去的悲剧。            
(3星)	 果然不能看完            
(2星)	 第10集，弃！金善雅和李东旭的演技都太僵了吧。真怀疑所有给高分的人，是在看这个剧的本身还是看金三顺？            
(3星)	 49日上瘾了么？太悲催了。我就是自己的保护人，嗯，就酱。第九集，揭秘就俗套了嘛，弃之            
(3星)	None
(4星)	 伦家就是喜欢！            
(3星)	 2星半 剧情实在是索然无味 如果不是两位都是我大爱韩剧的女猪脚 谁要看！？            
(4星)	 三顺都瘦成了纸片人了...            
(3星)	 5 一段挣脱鱼翅、趴向拌饭的传奇            
(NA)	 我的东旭呀！虽然最近到处都是敏镐啊！            
(3星)	 谁都知道现实生活里会有另一种结局。            
(3星)	 被严基俊吸引，李东旭退伍后身材变好了，脸却变残了有点像SIMON D            
(3星)	 金三顺瘦了怎么没感觉了，跟同名电影的震撼度不可同日而语，寡淡无味            
(4星)	 直到最后也如画一般的韩剧，强大的班底，很用心的韩剧，没让我失望            
(4星)	 李东旭 好喜欢你            
(3星)	 最后几集真的好鸡肋啊~~~            
(2星)	 卧槽棒子剧果然看不得。撑到十集阵亡了，这二逼剧情，拖沓又疲软，没有有爱的细节和配角。为了男女主演看的，结果太失望了。女主真怂。            
(3星)	 太平淡了。            
(3星)	 现在看不进韩剧了            
(4星)	 中后段有点拖沓狗血过头，但是金善雅的表演可圈可点！            
(4星)	 9集弃。虐戏真的是节奏太慢。一开头就给出的癌症，还以为会有反转结局。看金小姐终于瘦成一个惊艳，自卑自励的同时却发现她的表情演技原来毫无变化。男二其实我挺喜欢的，虽然知道你最终肯定杯具，但过程可以拜托不要打酱油吗。            
(NA)	 金善雅演技大爆发 跟着一起哭            
(3星)	 一如既往的韩剧模式狗血。            
(2星)	 最后不停的快进 发现也没有那么难看 但不停挖坑自己跳的女主真是不讨人喜欢            
(4星)	 後面情節明顯拖拉。不過還算好吧。            
