http://movie.douban.com/subject/1754882/	波士顿法律 第一季 Boston Legal (Season 1)
(5星)	 美剧里的庭审剧情都会让人多少产生满怀正义的炙热情感并同时感叹在自己周身该不该使用法律当做武器，这部剧给我带来的这种冲动是最多的。            
(5星)	 很好很强大            
(4星)	 2008 07            
(5星)	 freak concentration camp            
(NA)	 impressive and resourceful             
(5星)	 永远的BL 以相爱的人携手而圆满            
(5星)	 My favourite            
(NA)	 幽默轻松，偶尔还可以普及一下人性关怀和变态知识            
(4星)	 挺好看的，就是有点乱。            
(NA)	 好看，来年继续追            
(5星)	 每集都有惊喜            
(5星)	 JAMES SPADER让我鼻血..            
(4星)	 精彩            
(NA)	 看多了腻            
(5星)	 经典            
(5星)	 DENNY CANRE~~~！            
(3星)	 没怎么认真看 有点不负责            
(NA)	 对这类的剧情，非常喜欢！            
(5星)	 你们这是什么态度啊，让我如此向往            
(5星)	 练习听力蛮好的            
(NA)	 I love Alan Shore!!!            
(5星)	 i wanna study LAW!            
(5星)	 I&#39;m so crazy about Alan Shore!             
(NA)	 danny和alan太牛了 哈哈 BL让人一看就爱上了            
(5星)	 真的很精彩~~吐血推荐~！            
(5星)	 ……人性很COOL，很黑暗……            
(4星)	 后两季大失水准            
(5星)	 第一二三季            
(NA)	 两个胖子的事务所……            
(5星)	 目前为止我最喜欢的美剧！            
(5星)	 强大的编剧及演员，有深度的片子            
(5星)	 只为了迷人的Alan Shore            
(NA)	 Denny Crain            
(3星)	 只看了第四季，感觉后面剧情有点个人英雄主义。            
(1星)	 神经质            
(5星)	 我狂爱alen shore的close，虽然每次都很长很煽情……            
(5星)	 大爱！！！            
(5星)	 最爱的法律剧..            
(5星)	 第五季开始！竟然就结束了            
(5星)	 justics --- the same source but not the same style...            
(4星)	 最后几集太胡闹            
(NA)	 NEXT：1-7            
(5星)	 Allen Shore and Denny Crane are nuts!            
(5星)	 danny my sweetie            
(5星)	 最喜欢的美剧            
(NA)	 alan需要时间去喜欢            
(NA)	 爱死了那两个活宝            
(5星)	 Alan Shore~~~~~~            
(4星)	 其实，对于性的部分，还是觉得不能接受            
(4星)	 喜欢几个猪脚！            
(5星)	 绝对精彩过lost,hero...等待4/8回归            
(NA)	 你们怎能如此洒脱            
(5星)	 ALLEN SHORE 太帅气            
(5星)	 超爱的一部美剧             
(5星)	 美国人都喜欢对于民主，自由，权利等我们都没有的东西较真。这个剧的台词写得真得很好，每次庭审都要激情澎湃还能引人思考，真的不是那么容易。            
(5星)	 all            
(NA)	 爱啊爱啊爱得不得了……            
(5星)	 我的最爱，经典美剧            
(5星)	 推荐 推荐 推荐            
(5星)	 应该说这个剧改变了我的很多看法，启蒙。。。            
(5星)	 Denny Crane            
(NA)	 Boston Legal            
(5星)	 终结了            
(5星)	 Classic!!             
(5星)	 绝对的精彩 不容错过的            
(5星)	 搞笑，法律是非常严肃的，但这些律师不是！！            
(5星)	 love it，love it，love it……不是一般的好看。。。。太习惯男主角了，那不是一般人儿。。。            
(5星)	 本人看的是无字幕英文版。既训练英语也熟悉英美法传统及习惯。欢迎法学院同道交流此剧            
(5星)	 男人必看            
(5星)	 我知道我的死穴了。。。比如House，比如Cashmere Mafia。这部Boston Legal也一样。第一集就很抓人哇，呜呜呜            
(NA)	 my favorite tv series            
(4星)	 tip of iceberg            
(5星)	 挺喜欢的一部美剧，看了多次，我向往的律师生活，虽然我一辈子也不会过得，哪怕我真的最后选择做律师            
(5星)	 END            
(5星)	 我喜欢看人唇枪舌战            
(NA)	 最好看的美剧，美女，精彩的辩论，还有DennyCrane            
(4星)	 lawyer还是比较evil的职业，很多suffering。很多连续剧都逃不过只有第一季耐看的宿命.            
(5星)	 Denny&#39;s so adorable!            
(NA)	 金钱和法律，永恒的拉锯，玩味。            
(NA)	 LIVE BIG!            
(5星)	 &#34;Denny Crane&#34;            
(5星)	 经典呀            
(4星)	 The fun stops when the show becomes a political forum.            
(1星)	 别看，恶心            
(5星)	 喜欢，才看第一集开头五分钟就被吸引，人物个个精彩，行为举止出乎意料又可以理解，让我想起了多年前看过的《加德纳探案集》里的赖唐诺，呵一个被撤销律师执照的侦探，也很喜欢书中描写的柯白莎，这个名字是记忆中的样子，不用百度。从第一集的吸引，到第五季最后一集的匪夷所思，除了最后一集所有的都好看            
(5星)	 又一部律政剧            
(5星)	 David E Kelley真是个天才！C.P&amp;S 系近期最过瘾同最期待进入的law firm.            
(NA)	 这才是真的法律剧～            
(5星)	 搞笑律师 经典            
(NA)	 Watching...            
