http://movie.douban.com/subject/6123976/	最佳爱情 최고의사랑
(3星)	 好久没有追韩剧了 这部有牵肠挂肚的感觉 结果烂尾鸟 哎            
(4星)	 情节推进很快，摆脱韩剧的白痴煽情            
(5星)	 车叔，你真帅！            
(5星)	 姐看过最好看的韩剧啊~            
(5星)	 哇，完全力荐！！！完全好看！！！            
(4星)	 搞笑与感人并存            
(5星)	 大叔特舍三了            
(NA)	 还可以            
(5星)	 女主实在像政治老师o(╯□╰)o            
(5星)	 大叔帅爆了，，，小胡子最有爱了！！！！！等待大叔长出小胡子，，，只为车叔给5星            
(3星)	 我还是喜欢市政厅里面的大叔啊啊啊啊...另，孔孝真我还是接受不鸟啊啊啊。o(╯□╰)o虽然洪氏姐妹编剧，矮油~            
(5星)	 太赞了！！真的超好看~~铃声拿下~~            
(5星)	 找女朋友的理想型啊...            
(NA)	 最后还是没有看完            
(5星)	 看到最后，更确认了我是大叔控。哈哈            
(NA)	 6弃            
(4星)	 前八集很优秀，第九集很狗血，往后就很套路了，总体来讲还是不错的，孔孝真真好，我开始迷她了。            
(5星)	 怎么说呢 是我近期看过最棒的剧 车叔演技长相都超棒！从此迷上了他 不可自拔            
(4星)	 我实在受不了车大叔不停地抽风卖萌 我更怀念CH            
(4星)	 男主角可爱            
(5星)	 好有爱啊！！！            
(5星)	 实在是太搞笑了！！！！！！！！可惜烂尾了            
(4星)	 大叔真正实力派~~~可惜了最后两集实在是收尾太快太草率了。。。            
(5星)	 最后一集是想幸福甜蜜死吗o(≧v≦)o~~            
(5星)	 车胜元出马，理智神马的就是浮云啦，五星五星！            
(4星)	 其实剧情神马的只值三星，但大叔以一己之力把可看性抬高了一个档次！为了大叔耍帅犯抽又卖萌，多给一星！！！孔孝真的衣服我都很喜欢：）结尾超有爱~~好幸福：）            
(5星)	 变成大叔控了            
(5星)	 为神马韩国滴男人40多岁还能那么帅身材还能那么好还能演偶像剧？车叔你狠有魅力 气场很强大            
(4星)	 好欢乐好萌的大叔呀！            
(5星)	 孔孝真啊！！！            
(5星)	 很好看，很少看到这样精彩的棒子剧啊~想看后面的！            
(5星)	 大叔卖萌太可耻了！！！！车叔我太爱你了！！！！            
(4星)	 大叔卖萌真nb~            
(4星)	 01蹦达蹦达 猜题时超级表情 02火战车 007  03 7:00             
(4星)	 好抽搐~喜欢戴眼镜的医生和时不时犯二的车大叔 虽然最后几集不给力了 但还是轻松搞笑又甜蜜  叮咚~            
(3星)	 曾經在BBV里最喜歡的李姬真,好久不見的裴澀琪,無處不在的kuma,還好有他們...車大叔別這麼大突破好不好...            
(5星)	 经典韩剧！车大叔太帅了太逗了！真舍不得看完！            
(5星)	 许久不看韩剧，又捡起来看的时候发现了这一部，轻轻松松谈恋爱，各种笑料在里面，当做放松也是好的。。。一笑解千愁嘛。。哈哈~~            
(4星)	 如果不烂尾的话，会给五星。拭目以待吧~            
(3星)	 后面的几集跟前面完全不在一个水准上 = =            
(4星)	 比起那些傻哈哈的韩剧，此剧绝对演技派            
(5星)	 前面部分很好，中间稍微有些拖沓。总的来说，洪氏姐妹真给力啊！            
(5星)	 超喜欢车大叔，女一号要是宣儿就更好了。不过觉得大叔的市政厅更加好看一些。            
(4星)	 车大叔太逗了！！！            
(4星)	 幼稚又彆扭的賣萌大叔...            
(5星)	 男女主角的演技没话说，赞~洪氏姐妹的剧本，向来很有看头，再赞~            
(4星)	  你和我说过像尹必周这样的完美男人是不存在的             
(3星)	 中途看不下，棄劇。            
(3星)	 挑戰非好感的極限....==            
(5星)	 各种给力！赞！            
(5星)	 du ku jinga ~~            
(4星)	 每況愈下            
(5星)	 喜欢车胜元，看过他演的电视剧和电影，实力派演技，《最佳爱情》正在追看中，剧情很紧凑不拖拉值得一看，希望大家多关注这部电视剧。            
(5星)	 才看到8集，但节奏一如既往地好，果然是洪氏姐妹的手笔~~            
(5星)	 开始看到这两个演员时是真的没有兴趣，但是剧情真的很给力，爱shi了现在。            
(5星)	 车大叔和孔JJ都超给力~~！            
(5星)	 很好看的            
(5星)	 是多有爱多抽的一部剧啊啊啊啊啊啊            
(5星)	 很有喜感啊            
(5星)	 爆笑！            
(5星)	 车大叔啊车大叔~~完全是我的菜啊啊啊            
(NA)	 胡子刮了就开始墨迹了不追了            
(5星)	 男主卖帅卖萌，男配走温柔呆路线，女主不做作很真实！            
(5星)	 女主角是真的不好看啊啊！ 可是男主角是真好笑啊啊！             
(5星)	 洪氏姐妹的新作啊~~总是用出人意表的剧情占据人们的眼球~~            
(5星)	 把我从玄彬的金朱元病理解救出来，结果中了车大叔的毒~~完满结局，经典韩剧            
(5星)	 因为CITY HALL开始看车大叔的戏，结果让我看到了一个又有魅力又会演戏的男人。应该说他的眼睛里很有戏，有时候会很夸张，但大多时候都很有深意加油！这部戏越来越精彩了，虽然我还是认为他们两个不太来电，没有CH里的配，但希望这部戏越来越好看，车大叔挑剧本的功力应该不差！            
(5星)	 完全抵挡不住大叔的诱惑            
(5星)	 洪氏出品，必属精品。            
(4星)	 有爱大叔~            
(5星)	 温暖，让人展颜的结局···返璞归真···每个人都可以拥有自己的最佳爱情···这才是最佳ending···            
(4星)	 看过欲罢不能，大叔抽抽，剧情抽抽，每个人物都很可爱，洪氏很能把握观众心理，孔姐姐的穿衣风格很棒。            
(4星)	 目前看来，洪氏姐妹照金编还是差点儿啊。现在就看最后一集了，看能不能加上这最后的一颗星，其实我心里还是偏爱孔孝真和车叔的。洪氏姐妹为了收视率还真是下了不少苦心啊，不过自己的风格是不能变的啊。            
(NA)	 不是俺的菜，弃之            
(5星)	 车大叔还是有些祖国的影子，但没什么不好。孔姐姐一如既往的清新。            
(4星)	 到中间有点无聊~啊~我是比周一派的啊！！            
(4星)	 哎呦 大叔再见了~虽然后期觉得有点腻歪但是前期真是萌颠了啊叔儿(☆ｗ☆)            
(5星)	 超级好看            
(5星)	 巨好！！！！！！！！！就是学校不更新了！！！！！！！            
(5星)	 太好看了，已经看了n遍了~            
(3星)	 2集 弃            
(NA)	 孔孝真太可爱啦啦啦~~~~            
(5星)	 演技派            
(4星)	 森森滴爱上了车叔。。            
(4星)	 好欢乐噢，重拾我看韩剧的欲望~超久对韩剧没有这种期待了            
(5星)	 真的不错，大叔卖萌~~·大爱~            
(5星)	 最后如果大叔死了肿么办，如果是悲剧肿么办            
(3星)	 终于追不下去了。。。            
(3星)	 这几年的韩剧怎么了？            
(4星)	 前几集看到飙泪啊 是我笑点太低么~~男人四十一枝花 哈哈            
(3星)	 因为主演不喜欢。            
(5星)	 车大叔原来有那么萌的哟~这个片子超搞笑。每集都能笑抽筋的            
(5星)	 孝真JJ 真棒！            
(5星)	 继咖啡王子一号店后 最好看的韩剧！ 爱车帅 ！！            
(5星)	 男猪脚虽看着他的皱纹感觉有些老，但非常迷人非常的帅            
(5星)	 啊啊 车大叔让我成了大叔控啊大叔控！            
(5星)	 车胜元和孔孝真配合的真好~~演技一级棒            
(5星)	 车大叔啊！！！！！！！！！！！！！！！！！            
(4星)	 后面情节减弱，但车大叔真是太好笑了！            
(5星)	 很喜欢最爱，剧情，演员都很给力！            
(5星)	 超级好看，大叔超帅            
(5星)	 男女主都是我超爱的人，剧情实在是太有爱了，让人心情愉快的韩剧，剧情也比较新颖。            
(3星)	 演员，有一张带观众缘的脸是多么的重要( ⊙ o ⊙ )啊！~~~女主看着实在无爱( ⊙ o ⊙ )啊！PS：我觉得男二比较好╮(╯▽╰)╭~            
(4星)	 一点也不韩剧的韩剧  ，虽然同样的狗血 哈哈            
(4星)	 娱乐有余，精致不够            
(5星)	 山茶花还是玫瑰花，自己选吧~            
(3星)	 在宿舍营造的氛围中我看完了。。。            
(4星)	 结尾又烂掉了 多拍一集会怎样啊 赶什么16集哦            
(5星)	 好棒好棒啊            
(3星)	 男主、男二太帅了，两种不同的类型，却都大爱。故事进展合理，目前缺乏一些感人细节，待观望            
(5星)	 好看！！！            
(5星)	 不仅仅是搞笑，剧情从E05开始没有掉入俗套，可以追看之            
(5星)	 近两年来.让我心动的剧....期待后续.千万别烂尾..            
(5星)	 好看!太爱大叔了!!!!!!!!            
(NA)	 大叔萌了            
(5星)	 全世界的甜甜蜜蜜都被你们拿走啦。            
(5星)	 开年以来 最给力韩剧            
(5星)	 卡司就是我所期待的，再加上一集一集看下来真的很有爱！这能说这部剧就算有套路也能让人爱！            
(5星)	 大叔玩浪漫，莫有抵抗力            
(5星)	 太搞笑了 车大真是萌神O(∩_∩)O~            
(NA)	 车大叔~            
(4星)	 好man啊            
(4星)	 大叔真帅！            
(5星)	 抽抽毒菇很有爱啊，医师也喜欢~~            
(4星)	 真搞笑！            
(5星)	 可爱死了，看着很开心            
(5星)	 果然是洪氏姐妹 于是男女主角完全不能接受的颜也变得不那么重要了 精彩啊精彩 | 看完啦。这片子最后几集实在可以引起肆意捏造 不负责任评论的扭曲网络现象的一些反省。而且这次洪氏姐妹跳脱了“时间是解药”的“2年后”路线，看得让人着实开心。赞！            
