http://movie.douban.com/subject/4082304/	鱼跃在花见 魚躍在花見
(3星)	 tvbの时代已经一去不复返鸟……但张智霖现在看着还是那么灵！            
(4星)	 美食和美男~剧情搞笑 还不错啦            
(3星)	 看了让我好想吃寿司            
(3星)	 看了很想吃日料。            
(4星)	 semaru shokka            
(3星)	 视觉鲜美            
(NA)	 我是来看张帅锅的啊啊啊~            
(3星)	 港剧的套路令人汗颜了已经，好不好的都是扯了。障碍了都。            
(4星)	 其实大结局还多那个的  哈哈            
(4星)	 各种好吃~张智霖真有爱，心哦！            
(4星)	 三星，多的一星给好好吃的寿司和好好乖的猫叔刘松仁            
(4星)	 看完之后好想吃日料&gt;_&lt;            
(NA)	 居然把Chilam跟胡囧囧配成一对，真是太不像话了~            
(4星)	 拍地实在是美貌兼美味，谁来拯救偶滴哈喇子，只是，现在还能吃那些个鱼鱼么            
(3星)	 还是蛮喜欢张智霖，我的初哥哥。            
(4星)	 很漫画 很浪漫 美丽的爱情邂逅~没有讨厌的演员~真难得 张智霖纯真可爱独创自我风格 天华的眼神还是那么温柔 杨怡很质朴很贴心 大鱼太演的也很漫画戏剧性 音乐不错 日本的北海道捕鱼寿司风景也很美丽 虽然对寿司一直不感冒 结果4月日本就一次大海啸幸亏提前搞定 要不然多危险！            
(4星)	 大仙我是你的脑残粉！你是不老神话啊！！！！本色出演吧大仙，这样阳光活力健气的大男生真让人木有抵抗力啊！！！看完后超想吃日料啊ORZ            
(4星)	 吃饭的时候必备佳品 张智霖好他妈帅！            
(4星)	 看着真好吃            
(3星)	 虎头蛇尾，结局老套。但，张智霖、胡杏儿、刘松仁配合地太Q太赞了，北海道的风光也超灵，可惜了。            
(4星)	 好中意至赢，其实嚣哥也是演技到家了所以才会这么遭人憎吧。“小龙女”除了哭戏的演技我比较赞同，我还是不喜欢看到她华丽丽开的眼角和那浓郁的眼妆。孖姜的美瞳也有点过，不过有几件衣服挺好看的，看来杏儿是誓死要走潮人路线了。还有，第一次接受刘松仁。总之，就是一部寿司的宣传广告片。            
(NA)	 ~~大妈一把            
(5星)	 大家都来嫁大仙！            
(4星)	 一星给大仙的小酒窝和格子衫，一星给寿司，剩下一星半颗给傻仔嘉年，半颗给吹胡子瞪眼松哥...laughing gor这次则火车塌班面孔真是无爱啊。。。            
(4星)	 剧情聚集了狗血的精华！但也有地方挺感人。张智霖你扮二十几岁在卖萌！杨怡和胡杏儿是一个发型师么！谢天华你敢不敢不要皱眉头！一片片的生鱼片有你们演的这么好吃么！            
(3星)	 看完之后迷上了寿司……            
(4星)	 “我们在这里分手，如果日落之前还能遇上，就证明我们有缘”——坑爹哪~~~            
(4星)	 好好吃的剧            
(4星)	 智霖好型啊啊啊啊啊~！我又花痴了！！！            
(2星)	 烂            
(3星)	 看完以后就是超级想吃寿司            
(4星)	 睇果排每日都想吃寿司！            
(4星)	 吃吃吃吃吃吃吃啊~~            
(3星)	 冲着张智霖啦~            
(4星)	 真的是十分讨厌大鱼介个银            
(3星)	 冲着张智霖去看的。            
(3星)	 啧、开胃。            
(4星)	 我真正找回自己的时候，你却已经忘了我            
(3星)	 女猪丑，剧情烂，但是有寿司。            
(4星)	 故事 情節雖然老套 但是仙實在太好玩了 作為一部休閒娛樂時候看的劇 還算不錯啦            
(3星)	 剧本太潦草，很多地方转折太突兀。比如鱼至嚣的骄傲性格慢慢积累起来，但醒悟却只是一瞬间，太快了吧！还有，张智霖的角色，和《谈判专家》里根本就是一模一样。的确很讨人喜欢，可是下次就换个戏路吧。            
(NA)	 为了学广东话我要看更多TVB            
(4星)	 看着很有食欲            
(3星)	 剧情0星 寿司1星 志霖桑2星            
(4星)	 不管剧情多俗套  张智霖始终是一枚灵药 PS刘松仁里面表演好赞。            
(3星)	 谢天华脸嘴儿太欠抽老，就智霖哥哥还是顶着两个大酒窝耍可爱~TVB囊个看都是固定路数给！！！            
(4星)	 谢天华演的跟咆哮教主似的            
(4星)	 悦目的寿司加一星，永远不老的张智霖加一星，狗血的结尾减一星。            
(NA)	 我始终是喜欢港剧的            
(5星)	 像张智霖一样做一个没什么大志的好心肠男人也好，兄弟情神马的，刘松仁真有爱，结尾俗了。你对你的感情，就这么有信心吗？            
(4星)	 各种寿司啊 ~~            
(NA)	 寿司启示录吖！            
(5星)	 看的时候就巨想吃寿司~看完后更想吃寿司~马上！立即！！我要吃寿司！！！！！            
(4星)	 啊啊！！！！！！张智霖啊！！！！！！！！！！！！            
(3星)	 寿司让人很觊觎~~~剧情还是依然很港剧            
(2星)	 看到第七集，直接看最后一集了···            
(NA)	 不老的大仙啊，日本料理也很喜欢呢。。            
(3星)	 結局不能果斷迅速點麼？！大仙就不用說了，松叔真是好萌啊……            
(NA)	 后遗症            
(4星)	 还不错。看的好想吃寿司好想吃鱼！！            
(5星)	 姜羌和细鱼这个组合让人觉得真心美好            
(2星)	 剧情看不下去，为了张智霖的萌才看完的 他真的是不老啊。。。            
(4星)	 看完好想吃壽司啊            
(4星)	 看在美食的份上，多加一颗星。。。。。            
(4星)	 就是看得超级想吃寿司。。。            
(NA)	 开始十集我都觉得好看 看到17集之后 毫无感觉老。。依旧婆烦胡杏儿。。。            
(NA)	 想去日本旅行            
(4星)	 看的时候好想去吃初花。。。。            
(4星)	 情节无甚过人之处，寿司看起来可真好吃啊            
(3星)	 插曲×寿司=perfect！！！            
(4星)	 张智霖真是不老的妖怪            
(4星)	 赢仔好可爱，越来越中意刘松仁~            
(4星)	 张智霖都不会老的啊            
(4星)	 张智霖啊张智霖 这么多年了还是这么帅            
(3星)	 大仙老了，胡杏儿好看一点了。情节老套。            
(4星)	 大结局不错~            
(3星)	 张智霖你已经是孩子爸爸了怎么还那么嫩那么嫩            
(5星)	 很励志很热血很到位！！！谢天华万岁！！！            
(3星)	 张智霖居然这么萌！我以前怎么会嫌他娘的……总之是以前不顺眼的都顺眼了，以前顺眼的都不顺眼了orz            
(3星)	 给文初古古个面子 才给了三星             
(2星)	 拜托情节不要那么狗血行不行，人物性格转变不要那么突兀行不行……            
(4星)	 大鱼的表情好严肃|张智霖演得不错|刘松仁也变可爱了            
(4星)	 最後的十集陪我熬過了一個晚上             
(4星)	 猪扒也是有尊严的！            
(3星)	 最近TVB的都没得撒子瘾得            
(NA)	 看得最多的还是里面的 寿司            
(3星)	 智霖欧巴各种爱 寿司各种卖相阿 剧情稀烂            
(4星)	 敖嘉年牌复读机。sorrysorrysorry...goodnightgoodnightgoodnight...            
(3星)	 剧情狗血 sushi精湛 chilam不老             
(3星)	 笑场不少, 题材很好, 基本上看完之前需要吃几次寿司才能解馋. 然后故事很烂, 出场人物过少, 外景取来取去就那几个, 主题曲OK, 插曲好烦. 张智霖OK, 谢天华造作, 杨怡OK, 胡杏儿浓妆.             
(3星)	 鱼跃的意思是鱼跃龙门，而花见是日语，就是はなみ，是赏花的意思，日语中的花大多指樱花，寓意希望、成功。因此，&#34;鱼跃在花见&#34;可理解为：鱼跃在樱花飞舞的季节，有&#34;成功在望&#34;的意思。 同时，也是指张智霖饰演的鱼至嬴与胡杏儿饰演的姜羌的约定，在至嬴成功之时，樱花盛开之际，就能与姜羌再见。            
(3星)	 完全为了大仙……            
(3星)	 美食剧真的是我的菜~            
(3星)	 張智霖食防腐劑大            
(4星)	 大爱寿司啊，风景也不错，另外张智霖也太幼齿了吧            
(4星)	 寿司好美味啊 看了流口水~            
(4星)	 看一部鱼跃在花见，都吃三回寿司了。。。            
(4星)	 大仙酒窝还这么萌，杏儿更瘦了就是发色很怪，仁哥戴耳钉坏坏帅帅，嚣师傅肯定是天蝎座，但他与小茏女的情感发展都不可以用一日万里来形容了，简直是光速。。虽然港剧大都从第一集就能看到结局，但就是能让人看下去，这部剧延续了港剧一贯的专业、温馨、搞笑还结合漫画，蛮有新意~还有我最爱的寿司！！            
(4星)	 有关吃的的电视我都不会给太低的分数。不过越到后面越不爱看。            
(NA)	 寿司很有爱啊            
(3星)	 看完我好想吃寿司。。可惜英国的都好贵。            
(NA)	 好想吃sushi吖~            
(4星)	 三星以上，四星未满。            
(NA)	 张智霖怎么就没变呢~~            
(4星)	 3.12-3.19 喜欢做寿司及比赛的片段，不喜欢那些失败后莫名其妙的失落放弃和无所适从，开头几集真是觉得很好看又不拖戏，而倒数234集也真是觉得很无聊，还好最后一集的寿司比赛有成功挽回~~告别脑瘤迎来了车祸失忆，还好没有拖太长~喜欢那个旋转木马~还有，袁咏仪你好福气！            
(4星)	 张智霖越看越年轻。 看寿司看到特别想吃。             
(2星)	 真是…可惜了我的张智霖啊！            
(3星)	 张智霖是萌点~~~~~            
(4星)	 张智霖的小酒窝还是很销魂有没有！！！！！！！！1            
(4星)	 好想吃里面的寿司            
(4星)	 北海道很美，寿司很诱人～～            
(3星)	 至嚣很值得信赖，至鱼还不如至宝            
(4星)	 剧情很俗套，但是好饿好开心。            
(2星)	 瞎拍啊都是瞎拍啊            
(4星)	 张智霖你不老之身            
(3星)	 張大哥童顏啊…胡杏兒的妝敢再難看一點麼！！！            
(4星)	 看到里面的寿司刺身我就饿了。            
(2星)	 剧情可以说的胡编拼凑，要不是寿司和张智霖，我真看不下去。            
(4星)	 本来不算俗套的剧为啥要加个俗套的结局。            
(3星)	 张智霖太赞了！！！不过已经对杨怡审美疲劳。            
(NA)	 还不错咩~            
(4星)	 寿司真不错            
(4星)	 纯粹因为寿司而看            
(4星)	 四星全给张智霖~~~            
(3星)	 不能暴食的日子里，靠看里面制作寿司过日子。            
(4星)	 不知道靈異事件真定假            
(NA)	 剧情司空见惯            
(4星)	 关于寿司的内容还是有点少啊            
