http://movie.douban.com/subject/4742378/	我的女友是九尾狐 내 여자친구는 구미호
(3星)	 我承认最近无聊了···            
(3星)	 申敏儿没有戏里刻画的那么惊艳...不PL...            
(4星)	 我希望梦魇不要醒来  我可以等。。。。。。。            
(NA)	 肉是人类永恒不变的主题哈哈            
(4星)	 居然觉得不错也            
(NA)	 不得不承认，看个韩剧能青春一把哦，鼻涕眼泪能排毒啊!九十分钟的电影被二百分钟的电视剧替代的晚上，帮我换个神奇的梦境吧!            
(3星)	 finished            
(5星)	 好看!!!!!!!            
(4星)	 还不错啦            
(4星)	 ROSE太美颜了~~~            
(3星)	 前半部还好，后半部想抽编剧            
(5星)	 喜欢，            
(3星)	 看第一集觉得还能看下去，结果越来越狗血……洪氏姐妹你们已经江郎才尽了么            
(NA)	 看了开头，无感。            
(3星)	 那个男2号好姨娘的说。。。。“尾狐啊~”“  ”我特别特别特别特别喜欢你“            
(4星)	 結尾爛不解釋..            
(4星)	 男2绝对是妖孽阿妖孽阿。            
(NA)	 我需要偶尔脑残一下            
(4星)	 挺好玩的~~男二很帅的哇~~            
(4星)	 这个时候，让我懂得了许多            
(3星)	 光看到吃肉了            
(5星)	 大爱男2号~            
(4星)	 很奇妙。            
(3星)	 男二也太精致了吧            
(3星)	 断断续续总算看完了，最后那集还是被感动了。边吃柚子边流泪~            
(4星)	 HUI HUI……            
(4星)	 女主的笑容太干净了，好喜欢。可惜作为九尾狐除了没痛感和跑得快，爱吃肉之外，特异功能太少了点吧。男二号清冷的气质很不错。爱情在时时刻刻会失去的危机感里更加炫目美好，长相厮守的时候更要懂得珍惜才是呢~            
(5星)	 第一次看申敏儿的电视剧，好喜欢她的笑这种爱情。。。如果真的有人遇到，我会祝福。。真的会很认真的祝福。。。            
(4星)	 结局不错            
(1星)	 烂俗。。。            
(5星)	 果然很好看~~            
(4星)	 电视和现实反差很大，所以这样的爱情感觉挺感人的            
(3星)	 一年多没有完整的看过一部韩剧。虽然这部也不是完完全全看完。但已经看完。嗯。还行吧。            
(4星)	 喜欢女主角            
(5星)	 啊            
(4星)	 狐狸跟人有什么差别呢，狐狸珠是狐狸的给了你你就要好好的保护它，你碰别的女人狐狸珠会受伤的。我的心是我的，给了你你就要好好的保护她，你碰了别的女人我的心会受伤的……不过就是这些情节，看着却很温暖            
(5星)	 我们喜欢九尾狐的原因是她的单纯、善良，还有一丝神秘，这样的人还存在吗？九尾狐应该得到属于她的爱情。            
(NA)	 女主太可爱了！！            
(NA)	 李善姬- 太阳雨（狐狸雨） 很好听            
(3星)	 人与狐的爱情故事其实也很简单，并且和人与人无甚区别。最后几集太纠结……            
(4星)	 傻傻的爱，真好            
(3星)	 笑了也哭了 还是挺好看的            
(3星)	 开局不错。还以为会是不错的穿越剧，结果还是走回老路。李胜基还是适合主持，木讷的表演方式真不讨喜；也就是在娱乐节目中会有点效果。            
(4星)	 多出那颗星，我是给男二的~~~这美的真是让花都黯然了~            
(4星)	 恩..还行            
(4星)	 我耐主题曲,还耐男二号            
(4星)	 女主非常好看，男主不咋滴。一如既往钟情男二，哎哎~             
(4星)	 个人比较喜欢狐狸一族，也比较爱看和妖怪沾边的爱情故事~片子的女主长得很难看，很喜欢，男二和女二从外形上看比较精致，不过感觉俗了一点~            
(3星)	 挺好笑的，客串很有爱，还有很多编剧之前剧集里的元素、角色。。。            
(5星)	 最后两集哭的稀里哗啦的，老婆在旁边给我递纸巾搂着我 - -             
(4星)	 纯虚构情节，比起那些几亿年不遇的巧合要容易接收得多。哇，配合新风格的可爱型男主角跟整容成功的男二号，呼呼，太有意思了。可惜越往后越米有意思。            
(4星)	 我深刻体会到   新出的几部韩剧  捧上的全部是男配角 呵呵  诺珉宇要大红了····            
(3星)	 gumiho....yohi            
(NA)	 一个像俞灏明 一个像周杰伦             
(4星)	 HOYI HOYI CP太有爱了，一部靠主演撑起来的剧，剧情神马滴都是浮云，我们只看chemistry            
(4星)	 故事挺完整也好看~一开始觉得女猪不好看,原来她才是全剧的最大看点哇            
(4星)	 申敏儿演的不错，后面依然有韩剧的老毛病，配角们很出彩~~            
(4星)	 实在太单纯可爱了            
(4星)	 有点纯真的偶像剧            
(NA)	 好看！！！！            
(NA)	 弃            
(5星)	 估计以后下太阳雨的时候我会哭            
(NA)	 韩剧就是骗眼泪...不过还是很满意这样的happy ending滴~~但其实我想弱弱地说声，女主没有给我别人描述那么好的感觉...长的好平凡...男二摘下眼镜的一瞬间，被秒杀了...            
(3星)	 男二号 像谁呢····      哈哈  你懂我            
(3星)	 一路快进看完了。。。            
(4星)	 为神马韩剧男主角都是又怂又傻的……            
(5星)	 真好看            
(4星)	 科幻片，也很感人！            
(3星)	 看着比大雄还高半头的兽医一脸娇羞地被大雄拉走我真是吐了……导演的恶趣味吗？？？            
(3星)	 女主角太太丑了 本来大眼睛都很好看 可惜她眼睛往外凸 脸大的没型            
(3星)	 本来胜基挺帅的，和诺珉宇站在一起，就觉得好搞笑，噗。            
(5星)	 其实我很容易5颗星~            
(3星)	 当年情 响起……这算恶搞吗            
(5星)	 又哈上一个男二。            
(3星)	 女主很可爱，剧情，，就那样吧。            
(4星)	 韩剧通病，前面好，后面平淡            
(NA)	 申敏儿可爱 真像狐狸            
(4星)	 不错的剧啊，喜欢女主角治愈系的笑容~~            
(2星)	 自带避雷针。            
(4星)	 (⊙v⊙)嗯~韩剧都是前面比后边好看多了啊！\(^o^)/~好逗~            
(5星)	 这个九尾狐很可爱。^_^            
(3星)	 一年看一部韩剧的速度。又俗套了又狗血了又磨叽了，所有韩剧必备元素都有。真喜欢申敏儿呀，酒窝酒窝。怎么觉得导演本人是喜欢哥哥多过发哥呢，一直都放的是纵横四海，哥哥的镜头，还出特写！            
(4星)	 让我也遇一次吧，深林，还是古庙？？            
(4星)	 虽然不喜欢棒子国的肥皂剧，但是女主脚着实让我感动。            
(4星)	 前半段精彩绝伦，后半段后继无力。前面五星，后面三星，总体四星。            
(5星)	 看了之后的感触更特别想变成九尾狐            
(5星)	 哦一哦一            
(3星)	 跳過了五集 直接看的結局 好了可以結束了            
(4星)	 hoyi~hoyi~            
(4星)	 里面的插曲很好听~！极力推荐！            
(3星)	 男二顶替男一 必须的            
(4星)	 剧情算是紧凑，难得一部不拖沓的韩剧。女主着装发型都有严重问题，男二是极品！结局太扯。            
(3星)	 有萌点~            
(3星)	 无聊的十一长假，确实可以解解乏。（其实，我是快进看完的。）            
(5星)	 蛮有趣的电视剧，人狐情未了，呵呵            
(5星)	 可是……谁来帮我解释下结尾呢？为神马美湖还是没死而且还有一条尾巴……            
(3星)	 朴东朱真帅，真帅啊            
(3星)	 笑料还可以，有几个人物也蛮可爱，娱乐一下不错            
(3星)	 洪氏姐妹的剧有些很好看，有些不太感兴趣。申敏儿很清纯哪，诺珉宇很酷~            
(5星)	 很棒            
(4星)	 不错不错~~            
(4星)	 每次看完韩剧我都会心情很低落，虽然都是完美结局。            
(4星)	 冲着申敏儿去的看到。已经全追完了。。但是我没流泪也，我冷血吗？？            
(NA)	 一直在跟香港电影致敬~ 那间教室墙上的电视播放张国荣鼎盛时期的香港电影~·  其他的没啥好说就是典型韩剧中间跳过好多集好多集跳过好多片段。一度我还想喊说他妈的韩国也是中国的呀~   九尾狐你妹啊            
(4星)	 好喜欢ost:狐狸雨             
(3星)	 这最后是要人兽杂交吗？！            
(4星)	 男二的眼神哦，太妖孽了，无法自拔中。。。            
(5星)	 好久没标记电影了 都糟粕了            
(3星)	 第8集开始比较有戏，之前就太平淡了，好在男女主角还都比较讨喜。            
(3星)	 诺珉宇的颜啊啧啧~            
(2星)	 恶心死了！吐了个槽。。。            
(4星)	 虽然不是那么煽情，但是还是哭得死去活来的。男女主人公都挺阳光的。不过男二看着才妖孽吧。。。。            
(4星)	 尾狐和大雄真可爱，诺珉宇泪汪汪的眼睛也好可怜啊！            
(4星)	 洪氏出品，看到了不少熟悉滴桥段，但是最后还是有点被感动到了。。            
(4星)	 多可愛襪。 多誘愛欸！            
(3星)	 最后几集真的看不下去...太裸脸了。。            
(5星)	 好吧，我承认我看得很开心。            
(3星)	 这到底是他俩的戏还是其他那些乱七八糟捣乱的人的戏啊！请专注地谈只有两个人的恋爱！难得这么认认真真地跟了一部剧，基本上都没有怎么进带哟，就这么不知所云地烂尾了。。            
(5星)	 多年不看韩剧，被这部剧拉回，可见其功力非同一般            
(3星)	 插曲 是 粤语歌。。。= =|||。。。            
(4星)	 雄啊，呐真是闹么闹么闹么闹么CU I HIE~            
(5星)	 给五颗星其实完全是因为大爱诺珉宇，我果然是男二控来着。但是电视剧本身也还不错，有四星的水准，所以五星的水分也不是很大了。。。            
(4星)	 本以为这是洪氏姐妹的突破之作，结果虎头还是遇到了蛇尾            
(4星)	 我们家李包子~诺珉宇红了。。。            
(4星)	 终有一天她懂得做人的喜怒哀乐，他了解她的百年孤寂            
(NA)	 屏不住呀屏不住            
(4星)	 俺喜欢女主。。            
