http://movie.douban.com/subject/1482394/	蓝色生死恋 가을동화
(3星)	大棒的剧，只有高中的时候追风看过几个，一直不入味
(1星)	受不了没完没了的哭戏。
(4星)	小时候看的，当时喜欢，现在觉得好狗血。不过依然喜欢。
(5星)	❤
(4星)	一家人分开的时候还是被戳心窝了的。
(4星)	元彬你有这部剧就够了！真的！
(4星)	就是不喜歡宋承憲.
(3星)	我是看帅哥的
(NA)	终于熬完了。。值得同情的只有元彬。。
(4星)	那年好傻好天真啊好傻好天真的自己啊~现在回头去看哭也哭不出来，笑也笑不出来。
(4星)	忍受不了芒果台红果果的山寨，于是重温了下。现在的文根英应该是可以从小演到大了。虽然那时候的宋慧乔还有点婴儿肥，宋承宪的发型一直觉得有点秃，大美女韩彩英那时候也有点搓。但不管怎样，都是韩剧的启蒙呀。
(4星)	欧巴~ 泪点太密集，宅女也费纸啊！
(3星)	宋慧乔那么美，可是在里面&gt;&lt;一直对宋承宪不感冒哎
(5星)	经典就是经典。我看这片子没有抵抗力。泪点几乎为零。
(5星)	乔妹妹！！！！╭(╯3╰)╮
(5星)	   怎么会分这么低呢
(4星)	其实我都不记得里面有元彬和文根英了。。。乔妹那时候果然有胸器哈。。
(5星)	经典
(3星)	喜欢宋承宪。。
(5星)	催泪弹
(NA)	那个时候我好小。。。
(5星)	最好看的韩剧，小学时的记忆。。。。。重温经典
(3星)	陪我妈看
(5星)	嘛嘞，今天发癫看了前五集，哭死= =|||||||
(5星)	害我哭了10个小时。。。万恶的湖南台。
(5星)	青葱时代的里程碑俊熙 恩熙真是好名字
(5星)	经典中的经典啊啊啊
(3星)	我真是第一次看。。。
(5星)	怎能不喜欢哟~~~
(3星)	海报就不能换一张么 == 湖南台这次又照搬这里头的台词了 囧 汗死我！！张翰……委屈乃了哇 ORZORZ
(4星)	初中那阵看过的韩剧，达到了看多久就哭多久的境界。
(5星)	这个电视的意义超过了本身的价值，插曲ost都不敢轻易听
(NA)	那个时候的宋哈不帅-。-
(5星)	也是经典~后来特地翻出来看了个完整
(2星)	不懂为什么怎么多人喜欢
(4星)	当年啊。一股潮流。
(4星)	记得当时浪费了我好多眼泪~~~~
(5星)	虐片儿~
(4星)	哭阿哭 歌好听
(5星)	我只是又复习了一遍~
(5星)	哭的哗哗的
(5星)	想当年看的第一部韩剧 哭的哗啦啦。。。
(NA)	年轻时候喜欢的唯一偶像剧
(4星)	当时看的时候看到姐姐哭觉得莫名其妙 
(NA)	没看完过~~~据说很悲剧就不敢看了~~~~
(4星)	元斌的帅脸 占了3颗
(NA)	只看童年那段
(4星)	小孩子们哭死我。
(5星)	最爱的韩剧前三。
(4星)	韩国煽情片大作
(5星)	韩剧的经典！
(4星)	前三集
(4星)	初中看的，那时候对韩剧的接受度还是比较高的。。。
(4星)	无聊回看了下前两集 那几个小演员也太可爱了吧
(4星)	初中时候在姐姐家看的，对恩熙的那声“哥~~~~~”印象颇深。
(5星)	唉 当时很迷元彬来的
(3星)	当时觉得元彬帅到爆啊。
(4星)	多的一颗星给元彬还有我最爱的年少的部分和兄妹再次在海滩重逢的部分。至于后面，我没兴趣了。
(NA)	才想起自己是看过这剧的，初二寒假期末考试没复习藏在妈妈房间看的碟，当时哭得差点没晕死过去||| 大概是第一次被煽得如此弱不禁风。
(3星)	好像已经是很久以前的事了。。。元彬。。我又败给悲情男二号了
(4星)	在审美观还没定型的情况下看的第一部韩剧。。
(4星)	宋比元和我胃口 我很怪异吗？我爸追过的韩剧之一
(5星)	喜欢宋承宪，宋慧乔，还想在看一遍
(3星)	音乐是重点。还有HOT的歌。
(3星)	泰锡比俊熙不知道好多少！
(NA)	经典啊
(3星)	现在都记得，高中一个男同学看过后总说，要等文根英长大。十年相看两茫茫
(NA)	突然发现我曾经是多么的……额……
(4星)	因缘际会，成就一段真爱。如果能白头，那就再好不过了。但是爱情的力量就不会那么强烈地显现出来。即使短暂，也是彼此深爱，已足够。如果有这样的人，一旦遇上，再也不要放手。
(3星)	不治之症是永恒主题
(5星)	又要看了
(4星)	太赚眼泪了...宋妹妹还是那么漂亮~ 话说文根英后来去如何了？
(4星)	这是我人生看的第一部韩剧，追忆一下。。。
(5星)	永远感动我的前六集 极品催泪的小恩熙 曾觉得矫情后来被感动的两兄妹 极为善良感情丰富的鲜于银淑妈妈
(NA)	这几天有空的时候算是又“听”了一遍……
(3星)	回家看到爸爸没做饭，在看蓝色生死恋擦眼泪！
(5星)	无法超越
(2星)	LOLI的我是多么英明神武！没有被棒子剧洗脑！
(4星)	最早接触的韩剧
(3星)	只喜欢看小朋友的那段
(4星)	催泪弹
(4星)	就是哭呀..
(4星)	你妈的我看到这小时候的宋承宪我老是想到我上司那操蛋男人我操你妈的 太他妈的操蛋的配音了 我操
(5星)	同宿舍的4个人一起熬夜看，早上都带着金鱼眼睛去上课~~~
(4星)	元彬和宋承宪 小时候印象中很长啊 原来只有十六集啊- -
(4星)	当时哭得一塌糊涂~
(5星)	当年最喜欢泰熙~~~
(3星)	只是我个人不喜欢宋承宪。。。
(5星)	恩熙为什么不喜欢泰锡呢？
(4星)	惨惨惨！！！
(3星)	这个应该是大陆棒子剧盛行的开山之作吧~~看得我那叫一个困哦。。。大闷片儿~
(5星)	好凄美的爱情，无论看多少遍依然那么感动..
(5星)	那么多年后看回.依旧催泪
(3星)	哈哈~我的青春期也逃不过这个片子~
(4星)	好感动的
(4星)	小学六年级看的..
(5星)	对两位男主角印象实在是太深刻了..
(4星)	那时的各种唯美打败了那时的我。
(5星)	从这部剧开始爱上韩剧，永远的经典。
(4星)	经典
(3星)	我就看过这么点韩剧= =  这算韩剧的启蒙了
(3星)	“最后恩熙得病而死，离开了这个万恶的社会。”哈哈哈哈哈哈哈哈哈 　　　　　 
(4星)	元彬还可以
(3星)	这就是开创了韩剧内牛满面的先河了。loli的我当时看还真是内牛啊。
(5星)	哭死啊！
(5星)	我挺恨宋承宪这样的懦弱的，可是还是会爱他。
(NA)	哥……
(5星)	韩剧鼻祖！
(5星)	最早接触的一部韩剧了吧，元彬很帅
(5星)	躲雨的画面，和经历相似。初恋。夏天。
(2星)	很久之前看的，太悲了，而且最受不了男的哭了。。
(4星)	我一直记得两人骑单车离去的背影。
(NA)	绝对绝对的苦情戏，不大滴大滴掉眼泪的戏没有超过十分钟的……老天，演这戏人人都很辛苦……
(3星)	看了看了，奥特曼我终于看了，始终不明白俊熙有啥好的…
(4星)	我喜欢小俊熙
(4星)	貌似是第一次看的韩剧啊。。无可避免。。
(4星)	经典。但还是不喜欢这样的节奏
(5星)	不看宋承宪的人没有童年！！
(3星)	哦八 哦八 去死吧
(3星)	太悲了
(5星)	小时候最早的韩剧貌似。。。和老妈哭的死去活来的~
(5星)	初一啊初一啊，刚才发现里面坏坏的女孩居然是韩彩英演的……韩彩英也算大器晚成了……
(NA)	一個轉折點
(4星)	催泪弹
(4星)	多年前的回忆了
(3星)	下辈子想做一棵树。
(4星)	当年看过好几遍~
(4星)	幼年时期那段好伤感
(4星)	小时候看的
(4星)	现在才终于能理解他们之间的感情。小时候总是希望恩熙和泰锡在一起
(NA)	小孩那段不错，长大以后太无趣
(4星)	第一次看的韩剧
(NA)	宋慧乔 / 元彬 宋慧乔 / 元彬 宋慧乔 / 元彬 宋慧乔 / 元彬 宋慧乔 / 元彬 
(5星)	第一部韩剧。。绝对是第一步  还有 宋慧乔美死了
(5星)	韩剧鼻祖啊~
(NA)	当时特喜欢里面的崔芯爱（韩彩英），可是后来她变了…
(4星)	看一集哭一集 最爱元彬
(4星)	喜欢浓眉的男子；我最喜欢的一直是他们一起出走的那集，不要回来多好；插曲会弹奏
(2星)	小学的时候电视上播的, 又给我添加了不少白血病的知识
(2星)	难看死了= =
(4星)	哭死一个算一个。
(5星)	经典啊经典
(3星)	记忆里 好像是看的第一部 韩剧
(4星)	悲伤的经典之作。
(NA)	最经典的韩剧。
(4星)	小时候很有爱
(5星)	元彬&gt;~&lt;
(NA)	没有办法的事 哭到后面我妈都开始喊停了...虽然她喊 但还是一看再看。
(4星)	初中时的回忆
(5星)	那时多爱宋承宪啊...
(4星)	除了爱情还有亲情。
(1星)	嗯，陪老妈看的
(3星)	苦情戲累人啊
(3星)	看第一遍还挺感动，后来就觉得没什么了，一般
(NA)	这是我看的第一部韩剧 貌似
(4星)	开始看韩剧的第三个
(5星)	这个片子，连奶奶都一起看了，是家庭的回忆啊。。。
(4星)	初中看的 不知道流了多少泪才把它看完 基本是看一集哭一集
(4星)	经典
(4星)	好稀饭元彬
(4星)	每晚都是纸巾伴我入睡。
(3星)	没那么感人
(4星)	看过部分，元彬很帅，我总是迷恋男二号。
(5星)	这部韩剧哟～
(4星)	至此之后，韩剧开始走悲情路线了。当年的妆虽然浓的失真，但的确算是开山的经典之作。
(4星)	最早看的一部韩剧，元彬真帅~
(4星)	这个是经典哇。
(4星)	补
(5星)	为什么是宋承宪不是元彬？
(3星)	喜欢他们小时候。
(4星)	第一部苦情片，给个高点的评价
(NA)	纠结~~
(1星)	哭哭啼啼
(5星)	看了两次，哭了两次，连续篇都看了，韩国人可真赚足了眼泪
(3星)	大学回忆之一 在那个年代为之疯狂
(3星)	韩剧启蒙。
(4星)	我看的第一部韩剧，哭的死去活来的。现在看看挺一般的，不过就此喜欢了文根英
(NA)	…………………………
(NA)	哥～～哥～～元彬帅啊帅啊帅啊
(4星)	看的第一部韩剧。
(5星)	犹记当年哭的那个肝肠寸断哟，随看随哭，泪珠止不住的往下掉
(5星)	我看的第一部韓劇，印象最深的一部韓劇，曾經中毒的想患上白血病，這是一部，我中毒很深的韓劇，我可以倒背如流的臺詞，宋承憲大愛
(3星)	小时候那段真的太感人了。演技超级好。
(4星)	之二~小时候的俊熙的影子从此在脑海挥之不去
(5星)	小时候对于年少爱情最完美的诠释。
(3星)	太慢了。。。小时候乖
(3星)	这苦逼剧情~年轻的岁月
(4星)	韩剧的标志式作品，所以得看吧
(5星)	我最喜欢的韩剧。
(5星)	当年的最爱。。。。。
(5星)	10几岁的时候。。
(5星)	韩剧启蒙剧~悲啊
(4星)	那时哭得死去活来
(2星)	我觉得冬季恋歌好看得多。
(3星)	语速好慢，想起来就是噩梦啊 
(5星)	看过很多次，哭过很多次，每次看都有新的感受。
(3星)	很经典的韩剧 不过没看完
(4星)	哭死了，。现在再看，感觉好图、
(5星)	略施粉黛的宋慧乔，自然天成的文根英，犀利俊俏的韩彩英，还有帅到爆的元彬o-ba——转眼间，十年了......
(4星)	初二时候的，哭死我了
(5星)	宋承宪！
(5星)	眼泪哗哗流。~
(3星)	哥，不要回头……
(3星)	说实话，就在它最火的时候我也没觉得多好看。。
(NA)	悲剧骗人的泡沫剧 
(4星)	催泪大炮弹！
(4星)	那么经典.. . .说是99%的观众都哭过，really?
(4星)	性子急看得来火
(5星)	据说有盆友每集都哭。。真是水做的。。
(5星)	喜欢男女主角小时候两小无猜的那几场戏。。。。。。。
(5星)	☆
(4星)	打这么高分是因为H.O.T!!!
(3星)	几位爸爸都喜欢肥肥的宋慧乔
(3星)	当年哭的一塌糊涂，此剧可欺骗18岁的小女生
(3星)	元彬 元彬
(3星)	元彬啊 快来姐姐怀抱
(4星)	现在叫我看肯定看不下去
(3星)	这真是够久远的韩剧了~~
(4星)	四颗星送给男二号
(NA)	到最后总让人觉得看韩剧真的很累
(5星)	五颗星都是给元彬的
(3星)	我妈那叫哭得一个激烈啊。
(4星)	这一类悲情爱情的开山之作了吧~重观后依然感觉好精致好感人~
(4星)	我这个年代，最红极一时的韩剧
(5星)	最美的灰姑娘
(3星)	我的第一部韩剧。
(5星)	元彬多帅啊……额，我又来刷豆瓣了……
(4星)	哈演员多过哈剧情,以及当初因为某人...
(4星)	唯一挺喜欢的韩剧了吧。
(3星)	一直整不明白，明明是兄妹，怎么成的恋人呢？
(4星)	当年那个哭得唏哩哗啦啊~~
(4星)	第一部，多年後再見，恩熙從背後跑過去抱住俊熙，哭了
(NA)	没看过几部棒片。初中时天津电视台不停轰炸……
(4星)	边哭边看。
(5星)	感动的一塌糊涂！
(5星)	唯美的画面与唯美的情感，哥哥与妹妹还是情人与情人？
(NA)	。。。。。。。。。。
(4星)	就是太长了...
(4星)	哭的稀里哗啦。。。
(5星)	其实只看了第一、二集，还有最后一集，但是后面都看得哭了、
(5星)	感动...
(5星)	最经典的韩剧之一
(5星)	最早看的韩剧了。
(4星)	在朋友的极度推荐下看了。。悲从中来哎。。
(5星)	韩流第一波啊
(NA)	音乐不错 小恩熙也蛮好~
(4星)	长大了看到的爱情
(3星)	没看完=A=
(3星)	所有韩剧的鼻祖之一
(3星)	棒子编剧同志您如此狗血为哪般==？其实我看到最后想象的结局是： 女主挂掉，然后剩下所有人坐车出去旅游之类，车祸全挂。
(3星)	很久很久以前看的就是大悲剧
(5星)	騙了我好多眼淚
(5星)	韩剧经典故事情节白血病女主角悲情出现的开山鼻祖 实在是骗人眼泪
(4星)	小时候同学们哭掉了一整包餐巾纸的韩剧，开启了纯情偶像韩剧时代~
(NA)	哥~~~~ -_-||| -_-||| -_-|||
(5星)	乔妹和元彬啊~~~
(NA)	小时候的哥哥好帅
(5星)	坦白说 当年看的时候 很感动
(3星)	看的时候哭的超狠
(4星)	很喜欢
(4星)	连我阿姨当时都特喜欢看，还哭得稀里哗啦
(5星)	我最喜欢小恩熙追着车子跑的那段
(4星)	最大的感受就是元彬真tm帅~~~
(4星)	人生的第一部韩剧，也是韩剧的经典之作。细腻的台词，真实的表演，很喜欢很喜欢
(4星)	剧情如此磨机的片子不知为何狂赚人眼泪..........我实在很汗颜
(4星)	哭得要死···········
(4星)	凄美的故事。当年风靡内地荧屏。
(NA)	记忆最深的是当年有个学姐在我旁边边看边哭，那是她看过的第6遍
(4星)	memory............
(4星)	恩，画面唯美，音乐真是悲伤迷人得要死……
(5星)	很早滴韩剧啦~~
(3星)	元彬~~~
(5星)	太喜欢元彬了..呵呵
(4星)	只记得当时在寝室哭的那个稀里哗啦啊！
(4星)	第一部韩剧，元彬给人印象更深刻，开始哭，后面没感觉。
(5星)	哭的哗哗的
(3星)	我真不晓得那么多人哭啥哭
(4星)	当年看了个结尾再去从头看的，哭得我死去活来的，不过最后实在太纠结了就没看戏去，最后也只是看了个头和尾，我实在不喜欢韩剧……
