http://movie.douban.com/subject/4307476/	无法坦诚相对 素直になれなくて
(2星)	 怎么能这么难看吖吖吖吖吖吖吖吖吖吖！！！！！！！！！！            
(3星)	 前面很精彩，中间就冗长了...            
(4星)	 他们的青春last for too long……活着可真好啊 其实我也是个很软弱的人 所以我要坚强起来            
(4星)	 剧情真狗血。纯属看演员了            
(4星)	 上野树里果然还是野田妹，瑛太果然还是龙太郎，东方神起内棒子是缺的。瑛太太帅了！！！！            
(3星)	 剧情超狗血，不过和瑛太这一对 我很萌            
(5星)	 看了又想再看=-=裏面插曲 不錯            
(2星)	 狗血 要不是为了瑛太就弃了            
(NA)	 压抑死..            
(4星)	 蛇尾扣分            
(4星)	 一个通宵 追完了。            
(5星)	 坦诚相对这个词,对我很重要.            
(3星)	 看得我很着急……            
(3星)	 看不下去了            
(4星)	 简单说来就是：A女、B女、C男同时喜欢D男，D男和一个有夫之妇F女交往，E男喜欢A女，D男和A女搞暧昧，最后F女甩了D男，D男回头找A女，C男内心脆弱选择割颈自杀，A女甩了E男和D男最终走在一起的俗套剧情。因为瑛太还是给个4星            
(3星)	 好好的题材拍那么狗血            
(NA)	 与阿婆一起日剧的日子。            
(3星)	 树理啊nodame都结束了你能不能正常一些？            
(4星)	 纠纠结结的暧昧剧啊            
(3星)	 这个...是真的无力= =            
(3星)	 创意不错 剧情狗血            
(5星)	 你们终于在一起了。。。。PS：有朋友真好有朋友真好有朋友真好。。。。            
(3星)	 就剧情不提 演技不提 主要就是来看人的            
(4星)	 要坦诚的面对自己的心情。不要害怕伤害别人 不要害怕受伤。            
(NA)	 Twitter是给了广告费么？ 拿徕卡的瑛太啊~            
(3星)	 偶像剧终究是偶像剧阿....... 关键是日语增强了不少            
(3星)	 看了十一集感觉像看了五集。美少年不该那么怂啊！            
(4星)	 无法彼此温暖 也无法彼此伤害。            
(NA)	 剧情平淡~ 看不到北川当年的光彩~ 上野、瑛太太勉强了            
(4星)	 其实到最后跟twitter一点关系都没有了            
(3星)	 只能说一般吧。剧情太差。为了瑛太和树里才看的。            
(5星)	  hard to say I love you             
(5星)	 拿相机的时候还是秒杀我了            
(4星)	 虽然剧情狗血，但瑛太就是好看啊好看啊怎么都好看，把女二换成水川姐姐就完美了。            
(5星)	 上野树里你跟娜姐好像诶！！！！！！！！！！！1            
(2星)	 各种热血、各种不得志、各种暧昧、各种乱搞、各种纠结、各种自虐、各种莫明其妙的振作、各种无出色造型杂烩而成的网络时代友、爱情。北川大妈的功力每况愈下啊。            
(4星)	 难以言说的爱情，细节上处理的很好，整条故事线不是很喜欢，演员赏心悦目，尤其瑛太。            
(4星)	 一个字&#34;虐&#34;,欢喜与忧伤本是双生花,而有那么一样爱情,就硬是说不出口...            
(3星)	 年纪大了，日剧已经让我不能激荡起澎湃的心了            
(3星)	 日剧一贯的真空式爱情片，只为有树里和瑛太在~            
(4星)	 糾結吧~ 坦率與不坦率~~            
(4星)	 haru和nakaji在一起~            
(3星)	 泛泛的看。因为上野。            
(NA)	 瑛太演技日益成熟啊 Juri酱中规中矩 这两人笑起来 乌云都散了 玉山君总让我想到柏原崇             
(3星)	 瑛太嘴角也有颗痣！            
(NA)	 好多角关系啊~!!!!            
(4星)	 通宵达旦吖。            
(4星)	 瑛太和上野树理~            
(5星)	 瑛太！！！！！！            
(4星)	 生活，工作，亲情，爱情。。。都需要我们彼此之间能够坦诚相对~可是，竟是那么不容易~！            
(NA)	 从最韩剧的第5集开始讨厌这剧，唱歌时还挺顺眼的在中怎么到日剧里这么苕= =最爱里面的一句台词：我们无法坦诚相对，不是因为乖张，而是h因为害怕和懦弱。。。            
(4星)	 记得Haru说 Nakaji你对我来说就是那个能给予内心说话的空间并给予生活勇气的地方 哎他们这样的Soulmate最后终于还是坦诚相对了             
(5星)	 蛮好看，就是怀疑有这么神奇的推么            
(4星)	 真纠结 。            
(5星)	 四个月时间终于龟速看完了...看到第八集的时候我都慌了..四人里仨都喜欢ナカジ,每次Linda想和ナカジ暧昧的时候就响起Stereophonics的「Maybe Tomorrow」,额滴个神啊..他哭的时候我好难受!!结局大圆满,没办法我就不爱看悲剧的!最后,我爱樹里!!!!!            
(1星)	 妈了个逼的妈了个逼的！有本事你丫都写死！什么破逼电视剧啊！操你妹的！            
(4星)	 每看一集都会多爱上eita一些啊TAT。            
(3星)	 这部真是太失望了~~~ 对编剧失望！            
(3星)	 纠结成瘾，我们无法坦诚相对。            
(3星)	 这样的上野さん我不太喜欢            
(3星)	 03            
(4星)	 能微笑面对所有人,只能坦诚相对几个人.真正做到坦诚/表里如一的人一定会给别人带来伤害吧.某些地方洒狗血了,70%是快进x2看的.            
(4星)	 狗血到喷的剧情，没有逻辑的乱搞男女关系啊！居然被瑛太萌到了，居然？！是因为你手持M7的缘故嘛？            
(3星)	 尽管有我爱的瑛太，上野和北川老师。。。            
(4星)	 海滩那段ＢＢＱ好嗲～            
(3星)	 三颗星分别给 音乐、画面、演员。            
(4星)	 虽然很狗血，虽然很雷，虽然很多剧情人设都很囧，虽然有圣母有桐子手撕鸡....可是，我还是好喜欢这出剧并且不争气地哭得稀里哗啦....   另外，瑛太啊瑛太，我真的好喜欢你啊~            
(NA)	 又虐又虎头蛇尾，还有一大串东西没交代呢！可怜的LINDA昆！            
(4星)	 有時候，人還是要坦誠點好。別放棄自己的夢想。            
(4星)	 瑛太君再一次发挥温暖系魅力~~上野和金假人君，，耀眼配角们，，剧情稍弱，，多一星完全是给人，，。            
(NA)	 才发现上野树理跟tata长得真像！！！            
(2星)	 不算烂尾么难道？哦，因为一直烂着啊……            
(3星)	 純粹為了看人。。            
(3星)	 结局不给力啊····            
(5星)	 如果我说光看角色养眼给一万分儿……得了我也就这个欣赏水平，看看脸得了。            
(3星)	 还有是有感动的，比如那句“坚强起来吧”- -             
(NA)	 这部电视剧里我感觉自己是一直在注意插曲和片头片尾去啊原来the ting tings的歌这么好听 刚开始的剧情真治愈 越往后越想按快进了 上野树里和陈绮贞两个人长得有点像            
(NA)	 泪流满面            
(3星)	 剧情颇狗血            
(5星)	 刚开始看的时候热血的想要学春天，因为境遇的一点点相似，可惜没有遇见L。。剧情剪不断拧还乱，确实传说中的狗血，但是也挺实在嘛~感悟颇多，总之模仿春天的扮相这条道路看来是走不通的。            
(2星)	 完全冲着树里和+瑛太这个组合去的            
(3星)	 呃·~~~一般啦~            
(3星)	 7.6-7.16 想说结尾真的很重要..最后一集差不多是最难看的一集(另一是haru决定跟doctor在一起的那集),就算是凭着我对瑛太的热爱,也不能打4星了,本来还很好的剧就被结尾毁了,还把瑛太变成了煤球..那个啊啊啊,咿咿咿的歌很好听|8集毕，觉得会觉得虐的应该是anti-p            
(4星)	 【10春 瑛太+上野树里+玉山铁二】这俩都是我的菜            
(3星)	 您也太故弄玄虚了            
(4星)	 就是冲着岸本琉可和水岛武的延续看的。一开始还真看不习惯上野里树的那个发型。还有那些神情。和琉可差太远了。不过其实瑛太的也是有差。想想原来瑛太还是《笃姬》的尚五郎。一直都没发现。不过看着看着还蛮好看的。延续了日剧的开头无聊越来越精彩的好处！各方面都很好，暂时觉得是好剧集吧！            
(4星)	 最受不了从头到尾精神恋爱的闷骚剧了，不过还是喜欢瑛太君和上野树里一起演的诶~  不过北川大妈总是让我那么纠结那么纠结那么纠结....这个剧才叫做纠结啊，从头到尾都那么堵得慌，而且越发的不待介金在中啦，讨厌棒子国的小娘们儿            
(NA)	 我cao！！！結尾算是怎麼回事！我爆發了！瑛太你變成犀利哥的樣子！雖然很貼合實際伊拉克什麽的！但是我還是忍不了！編劇腦塞！結尾那麼狗血看的我中途睡覺n次。。不評分了。。。。。呀西            
(4星)	 我看日劇會赱味的 這昰《last friend》之外唯一看完的日劇。第八話之後的橋段有些拖遝了 nakaji和haru在機場互追來互追去的. 但還昰好喜歡nakaji  他從戰地囬來之後變得黝黑和愛笑了 站在車水馬龍的街道上一遍一遍的喊haru的名字 牽著她的手圓滿的奔赴全劇終。            
(4星)	 Linda死的未免太逊了吧。。            
(3星)	 除了[哔—]之外，人人都爱ナカジ            
(3星)	 枉我从头追到尾，情节有点刻意了，而且其实整个故事都很清淡，就当练听力了吧。            
(5星)	 现实的日本。近距离的中国。            
(5星)	 谁都不肯迈出那一步 所以喜欢了还是早点说出来好 大臭你说是吧：）            
(3星)	 l            
(2星)	 一公升的狗血            
(4星)	 为什么有个棒子？玉山真是帅啊！瑛太！瑛太！小野田！小野田！            
(3星)	 个人认为是北川悦吏子中下的作品。故事由twitter展开但烂尾，感情细腻但拖泥带水。            
