http://movie.douban.com/subject/2002924/	冲上云霄
(3星)	 很早了 看了NN次 哎 谁叫电视翻来翻去就是那几片呢            
(4星)	 因为浩聪喜欢上苗。            
(5星)	 非常经典的一部TVB大戏　　　有我最爱的羲羲　　　还有4S加吴镇宇            
(5星)	 最爱的一部TVB电视剧            
(NA)	 triangel外，印象最深的竟然是zoe很煩人......            
(5星)	 Flora的以珊和她之前的角色性格完全不同！演技控！当年的那些少男少女，现在也变成当家小生花旦了！            
(3星)	 就算是三苗是配角~~也是闪闪的啊~            
(3星)	 看过几眼 很刚的            
(5星)	 又是看了好几遍            
(3星)	 小女人的陈慧珊很漂亮            
(3星)	 我想飞。。。            
(4星)	 狂喜欢陈慧珊            
(2星)	 实在无聊可以看看打发时间            
(3星)	 感觉很professional~            
(5星)	 一直坚信着，triangle能够帮她找到那个对的人，却不知道那个对的人其实早已经陪在她的身边            
(5星)	 当时年纪还小，反正就是觉得好好看啊！现在再看，也不过如此；但还是尊重我当时的感觉吧~~            
(5星)	 其实到最后，我一直想不通吴镇宇和陈慧珊到底算什么关系            
(5星)	 最喜欢的TVB剧之一，国外场景的一些描写，蛮恰到好处的。            
(4星)	 吴镇宇的飞机头很有型，但是剧情太纠结了            
(NA)	 还好吧            
(5星)	 看过多遍   很感动                
(4星)	 吴镇宇镇的住场子。            
(NA)	 从这里认识了吴卓羲、陈键锋、黄宗泽、马国明……            
(4星)	 小生们还真的是“小”生们的时候。不过正式的主角三人外加一个酱油杏儿，这主线剧情纠结得来。。。。实在是有点追不下去。。已弃剧- -            
(5星)	 吴镇宇帅啊~            
(NA)	 我不知道为什么胡杏儿在那里都是败笔，只有开头邂逅好看。你的吴卓羲在里面精力过剩            
(4星)	 去罗马去罗马去罗马去罗马            
(3星)	 我怎么看了这么多~~            
(4星)	 好中意TVB拍带职业色彩咁样的剧集~当年的新人俨然已经是新一代的中坚力量了。            
(3星)	 剧情很傻，老吴很好！            
(5星)	 「有些事要看远一点，因为结果并非如你所想一样。」            
(4星)	 吴镇宇帅哥...            
(5星)	 最喜欢这里的吴卓羲了。            
(3星)	 其实对骗子内容很有兴趣，但是因为点都不喜欢几个主要演员，连带的片子也没怎么看了            
(5星)	 想再看．．．            
(4星)	 這部劇再次證明愛與夢的不現實。所以我只看第一集。補一句，主題曲異常好聽。            
(5星)	 陈慧珊超级喜欢~~            
(5星)	 年轻人和中年人的爱情我居然都没落下。我最有爱的三部曲之一。            
(4星)	 想当年山东电视台演的时候一直追，因为永远喜欢陈慧珊。            
(NA)	 因为这部戏喜欢上羲羲            
(4星)	 还行只能说，声势倒挺浩大的            
(4星)	 对的时间遇上对的人，只是错过了~            
(5星)	 这部电影看了5遍，看完以后就喜欢飞行员，立志做空姐，可惜····哎，            
(4星)	 胡杏儿 出来就没意思了            
(5星)	 9.5            
(3星)	 吴卓羲            
(5星)	 当年吴镇宇的发型真是引领潮流~当年年轻人都很年轻            
(4星)	 浪漫的爱情总是患得患失，总是有情有义！            
(NA)	 只要有陈键锋，再少的戏份也要看完啊。。。            
(5星)	 在大陆电视台遍地开花的剧，当时的吴卓羲，叶璇之类还是新手，现在都是台柱了            
(4星)	 |1300:2106|            
(4星)	 为了sammul 我忍胡某人             
(5星)	 唯一一部TVB我认真看完了的。。            
(3星)	 评价乱给的 就看过sg那里            
(4星)	 吴镇宇~演什么像什么~            
(3星)	 还行～            
(5星)	 zoe and sam ~triangle.            
(4星)	 TVB             
(5星)	 命中注定的爱情...            
(5星)	 看几遍爱几遍。            
(3星)	 只看年轻的那批还行，看老人的郁闷            
(4星)	 飞行员和空姐            
(5星)	 有人格魅力的男人！            
(5星)	 点解要让吴镇宇配胡杏儿？我就接到如今……            
(4星)	 吴镇宇很适合这个角色 只不过他和他爸看起来差不多老啊            
(5星)	 我心中的经典            
(5星)	 呵呵，算是改变我人生的一部片子            
(4星)	 我主要就是想看到叶璇和陈键锋在一起            
(NA)	 飞行员的故事~有吴卓羲`            
(3星)	 喜欢陈慧珊~一个很讨喜的角色给了胡杏儿~            
(NA)	 传说无数的人看了此剧去澳洲留学都选阿德            
(5星)	 中意吴镇宇！！！！！！            
(2星)	 冲着陈慧珊看的            
(3星)	 港剧给陈慧珊这种老女人安排的角色老是这样又纠结又完美            
(5星)	 超級喜歡這部電視劇，喜歡吳鎮宇哦。很多人說不喜歡杏兒，但是我超級支持你！            
(4星)	 飛機師~            
(3星)	 高考考完后看的，看完后就后悔咋没飞机师专业类            
(4星)	 最喜欢胡杏儿在这部的角色...            
(5星)	 我很喜欢 特别是里面的众小生            
(3星)	 胡杏儿还可以再丑点            
(3星)	 不喜欢的结局，为什么会是这样。            
(4星)	 有的地方不错            
(4星)	 警察律师医生毒没得演了，又演飞行员了            
(NA)	 最愛唐亦風！！！            
(5星)	 我好喜欢            
(4星)	 有FEEL~            
(3星)	 也不太记得。            
(5星)	 虽然避免不了港剧的拖沓，但至少，是让人开心幸福的电视剧~            
(4星)	 浪漫            
(4星)	 还不错~胡杏儿~~傻的可爱~            
(5星)	 真的很喜欢这种跟职业有关的连续剧，但是对结局和胡杏儿十分厌恶～            
(5星)	 唐家四口太搞笑了！其实，我觉得以珊不适合陈慧珊            
(NA)	 里面几个小生，现在都是一线了            
(4星)	 就是因为这个戏喜欢上了吴卓羲            
(NA)	 好象是从那个时候开始找寻所谓意大利的爱神剧中有些无奈但也告诉人们幸福有的时候是靠自己争的起码,最终想爱过的人因误会分开,成为永远的朋友是种完美            
(5星)	 亦琛是我心中的perfect man            
(4星)	 都素小生……            
(3星)	 意大利的美丽风景            
(4星)	 嫁个飞机师，哈哈～            
(NA)	 哎哟 吴镇宇            
(3星)	 看得几乎失去耐性            
(4星)	 吴镇宇~那剧中糟粕的发型我特喜欢！            
(5星)	 闷骚男，大梨，Vol de nuit...几大情结都来源于此啊...            
(5星)	 吴镇宇其实没那么丑。。可是云志怎么死掉了了呀            
(4星)	 看的时候举喜欢苏怡于是记住了胡杏儿，可是那个陈慧珊和吴镇宇之间的到死算是怎么一回事啊。            
(5星)	 吴镇宇哈灵            
(5星)	 喜欢Zoe的那种爱，喜欢sam是那种感觉尽管不合适不配            
(5星)	 追啊追 fall in love  with Ron。和阿jill sms探討劇情記憶猶新            
(NA)	 里面有马国明艾~~哈哈            
(4星)	 有吴镇宇还说什么            
(5星)	 特喜欢职业篇~机师都很帅..吴镇宇！吴卓羲！ 还有 陈慧珊真是气质女啊~            
(4星)	 撇开剧情不讲，远赴罗马的拍摄还是挺值得一看的            
(NA)	 太喜欢了 陈奕迅的岁月如歌            
(4星)	 因为这部戏  一度喜欢吴卓羲            
(3星)	 主题曲是陈奕迅唱的            
(4星)	 不喜欢结局..**            
(5星)	 大一狂追的剧            
(NA)	 向往做飞机师咯            
(4星)	 第一集啊，我被缘分撞i一下腰            
(5星)	 vincent绝种好男人            
(4星)	 很生活，有启迪，喜欢            
(5星)	 又一部經典            
(5星)	 最想重温的剧集之一。先知道Eason唱的主题曲《岁月如歌》，后知道的这部剧。加上喜欢吴镇宇，大一寒假从网上下载粤语版看的。很多人不喜欢里面Sam和Zoe的搭配，我倒觉得还好，反倒不喜欢阿Belle。Eason在里面的出现都超搞笑~            
(NA)	 吴镇宇，还是可以很可爱的呢！            
(5星)	 人物故事都很棒。和大学室友一起煲电视剧的岁月。            
(5星)	 从此喜欢上锋锋            
(NA)	 太好看了，帅哥是多呀            
(3星)	 吴也可以演深情的角色的            
(4星)	 初看还可以，再看还不错的片子。潘监制第一次用了这么多小生的阵容，也让他们全部先后出位。            
(NA)	 现在我就在此剧的拍摄场地之一。。阿德            
(5星)	 突然觉得这部剧像座纪念碑，纪念着主角们的青春事，也纪念着我过去的岁月，还有医生的《岁月如歌》。            
(3星)	 还行吧            
(3星)	 飞行员的生活有这么美好么            
(4星)	 第一遍看zita 第二遍看zoe            
(NA)	 我们都可以更好，更强大            
(5星)	 哈哈，好爱哦，喜欢吴和马，两个人太帅了！！！            
(4星)	 喜欢EASON唱的主题歌~            
(NA)	 进入新世纪后最喜欢的电视剧，精致而细腻            
(5星)	 爱与梦想            
(3星)	 有空看看            
(5星)	 回想起来，很好看            
(5星)	 很喜欢            
(NA)	 小璇子            
(4星)	 大叔还好            
(5星)	 我心中永远的经典！            
(5星)	 镇宇!!!!!!!!!!!!            
(NA)	 - -实在太BS某女人了            
(NA)	 觉得吴镇宇很帅            
(3星)	 有点拖拉            
(NA)	 决对经典            
(5星)	 开飞机的故事~~知道了很多接触不到的东西~~            
(NA)	 感觉很好             
(4星)	 陈慧珊 叶璇             
(NA)	 我到底看过多少遍？？            
(NA)	 学一些东西            
(3星)	 哇，一对对太不配了            
(3星)	 马马虎虎 还好啊 不过作为S4的出道之作还是不错的            
(NA)	 冲上云霄            
(NA)	 缘分天注定            
(NA)	 我的最爱电视剧。很喜欢吴镇宇，演什么像什么！            
(5星)	 缘分不只是爱情 樱之恋人巧克力            
(4星)	 末段壓根兒是TVB的劇集，濃縮至三十集會好多了            
(4星)	 觉得飞来飞去也是很不错的            
(3星)	 前五集很有感觉啊，缘分...后面都在扯些什么啊，尤其是结局！            
(5星)	 最爱            
(NA)	 大哥这部太严肃            
(4星)	 我爱飞行员            
(4星)	 tringle →意大利！            
(4星)	 那个火啊，没想到后来我也进了航空业            
(3星)	 吴镇宇年纪明显大了～            
(4星)	 吴镇宇有点邪  就喜欢这个味            
(NA)	 觉得吴卓羲 很有个性  就是黄宗泽的戏份有点少啊            
(5星)	 要学习就看这个            
(NA)	 S4,belle,sam,vincent,triangle...对于它，好多可以讲，遗憾，兴奋，青春            
(NA)	 好看~~            
(NA)	 老实说只喜欢前两集            
(5星)	 大爱～～爱吴镇宇～～爱胡杏儿～～            
(NA)	 最喜欢的电视剧            
(NA)	 经典            
(5星)	 超级喜欢            
(4星)	 演员阵容豪华，场景也不错            
(5星)	 他让我相信了缘分。。。            
(4星)	 想要剧里的玩偶            
(4星)	 不错            
(5星)	 超喜欢的！！百看不厌            
(4星)	 终于看完了！！四十集啊，而且下的还是粤语版的，够呛~~ 不过真的是很好看很好看超级无敌的好看！！！这才是我喜欢的电视剧！！哈哈！！！这才是我憧憬的爱情方式！！！            
(4星)	 第一次看到有关飞行人员生活和工作的剧集，很不错。            
(5星)	 我喜欢苏怡。原来日本也有薰衣草。            
(5星)	 好片,我喜欢!            
(NA)	 总叫我念念不忘            
(NA)	 好看 一定要看  而且要看粤语的            
(4星)	 云志 so perfect man            
(4星)	 算是比较喜欢的港剧了～            
(NA)	 triangle的故事            
(NA)	 好中意啊ron~            
(5星)	 当年很爱的一部港剧            
(NA)	 一个胡杏儿让我放弃整个剧。            
(5星)	 为什么旧爱新欢不能两全.            
(NA)	 曾经一度感动我。            
(5星)	 爱死TVB,港剧中的上上之作，兼励志剧情感人于一身            
(NA)	 在我身边的他            
(3星)	 其实我不是很喜欢阿欣，没个性            
(5星)	 陪伴我走過初三歲月。            
(NA)	 2003年       又名: Triumph In The Skies / Chung seung wan siu            
(4星)	 也想有人从世界各地帮我带巧克力~~            
(NA)	 初2时的美好回忆。            
(5星)	 目前最喜欢的一部TVB戏~~            
(NA)	 好看            
(4星)	 呃...比我想的还看些            
(5星)	 BELLE的愛情總覺得怪怪德，還是喜歡她其他德角色。            
(5星)	 又重温~~还是很优秀的港剧！            
(NA)	 很喜欢~            
(5星)	 我最喜欢的TVB剧集            
(4星)	 好喜欢片头曲            
(4星)	 因为这部片子，开始认识黄宗泽            
(4星)	 那个谁，和我同名的．那个谁的女朋友，正是我最喜欢的叶璇            
(4星)	 结局不喜欢            
(5星)	 陈慧珊嘅戏的确一流，仲有好型嘅吴镇宇～～            
(4星)	 或许亦琛这个角色本身并没有什么，但吴镇宇实在是让我倒尽了胃口！云志那么好的人以珊还不知道珍惜。。。是吴卓羲最最帅的角色！！            
(5星)	 冲上云霄            
(4星)	 港剧嘛~还是符合我的口味的~            
(5星)	 好经典，百睇不厌            
(5星)	 除了看剧情，也能了解一些航空、空服知识。            
(3星)	 只是打发时间才看的还可以吧阵容一般 没特别喜欢的不喜欢太平淡的            
(NA)	 还是白领男女的爱情，只不过他们是消防员            
(4星)	 喜欢蓝天，看了喜欢吴镇宇            
(4星)	 有缘无分,因为这部片子讨厌胡杏儿            
(3星)	 胡包子那个时候真是不待人见            
(5星)	 错过你,错过爱,,            
(NA)	 前面三十集还可以，后面十几集太无谓了！            
(3星)	 [大学] 开头不错 让人想去意大利 后面令我看不下去 另外宣传航空机场职业太明显了            
(NA)	 喜欢喜欢就是喜欢 包括每个人物性格都能发现其闪光点。我觉得好的电视剧的标准就是你能从中学到点什么，并为之所用。 对于我，这部电视剧就是这样            
(4星)	 ……还行，看帅哥啦……            
(5星)	 还有什么话，台庆剧就是好            
(NA)	 呵呵~~个人认为是拍得不错的一部电视            
(NA)	 关于梦想，青春，飞行...            
(NA)	 一直很喜欢吴镇宇            
(NA)	 我最喜欢的TVB的电视剧，百看不厌！            
(3星)	 这部tvb台庆剧，遗传了港台一向的大手笔明星阵容的制作风格。空姐，飞机师，机场所有的工作人员共同演绎了这个风光职场的悲喜。陈慧珊，吴振宇，马德钟。故事的最后，一改陈慧珊坚强独立的荧幕形象，效果适得其反，败笔收场。            
