http://movie.douban.com/subject/3670446/	泡沫之夏
(4星)	 大s演技出乎意料！她演出了我心中的夏沫。欧辰到后面真的很好，虽然样子不是我心中的欧辰，不过何润东也演出了我要的霸道，很喜欢！洛溪那样的人是不存在的，所以也不能怪黄晓明，可是，不得不说，他的内地口音真的很影响观看！            
(5星)	 除了黄晓明和拖沓，我觉得这片不错，搞的我对何润东影响飙好～ps.全名牌么，连毯子都是chanel后面是拉着看的，在我神奇的拉法下，你片被我看成了5星～少爷太帅了            
(2星)	 唉……            
(4星)	 比PS和甜心好多了,就是小明有时有点假,喜欢何润东,也喜欢大S,蛮自然的,剧情改编的也不会太不合理,就是后期有点拖了,不过比佳期的大改编,看起来舒服多了.            
(3星)	 这演员阵容够无语的            
(5星)	 五颗星不解释            
(4星)	 终于看完了。除了黄教主之外应该算是挺好的，看书的时候很希望夏沫和洛熙在一起，可是看电视剧就很希望她和欧辰在一起。黄教主啊黄教主……是你毁了洛熙啊。。。            
(3星)	 http://www.1kk.cc/view/index17024.html 全集            
(1星)	 晓明哥，你这个演技真能瞎到我的眼！            
(4星)	 诚意之作。Peter你笑起来好好看丫~            
(5星)	 感觉对了,就是很喜欢啊!年龄有什么关系?!大S和何润东我都感觉演得很好啊!只是黄晓明不太适合这个角色!好喜欢欧辰,期待有第二部!呵呵```很棒!            
(1星)	 真吓人，高龄女青年和大龄男青年们            
(3星)	 一堆老人在演青春偶像剧            
(3星)	 又雷又囧清凉消暑            
(3星)	 纯粹用来回忆大学时光和某些同学一起看的书来着。终于看完了，解脱了，教主的演技真让我难以忍受！            
(NA)	 看到第七集弃之~其实剧本身还算不错，我第一回见到还原度这么高的改编剧，很多台词都是小说原文。原本十分看好它。之所以弃，乃是因为我实在和明晓溪八字不合，她的感情观和CP总是和我相违，为防内火郁结，只好弃之~            
(5星)	 喜欢的结局 虽然有人落单            
(1星)	 滚，要屎            
(NA)	 无聊死了。。。            
(2星)	 泡沫之雷。  = =            
(2星)	 没气场呀～～！！            
(5星)	 为什么我要打五星呢？应为这部剧实在太雷了，从头泪到尾我笑得！！            
(3星)	 那个是女二号吗.脸尖的不像人类. 还是大S看着舒服点啦.何润东也帅滴~            
(3星)	 欧辰好帅好帅好帅~~突然对何润东好感倍增！            
(3星)	 依照普通台湾偶像剧的标准，已经大大超标了            
(NA)	 比想象中的好            
(4星)	 为了结局我给四分。其余那些雷人的我就无视吧。            
(3星)	 看到第八集弃了，对得起它了吧~其实还是很忠于原作的。            
(5星)	 何润东太赞了,就是书中欧晨的样子,拍的很忠于原著,只是把欧辰,夏沫,尹澄的关系弄的有些乱,欧和夏沫是夫妇,欧辰和尹澄是同父异母的兄弟,夏沫和尹澄是同母异父的姐弟,演珍恩的小姑娘很不错,自然不做作,黄XX一点都不妖娆....            
(3星)	 同事说，我以为你不会看这种剧，唉，我也有无聊的时候。。恩，明知道是假的也会哭。            
(3星)	 前半部还行 后面越来越狗血了            
(2星)	 搞什么鬼！            
(5星)	 教主成功地被毁灭了~            
(3星)	 夏沫的粉涂太多了……            
(1星)	 打一星都不能泄愤，糟蹋眼睛嘛这不是。            
(2星)	 泡馍之吓            
(4星)	 四星，只为台前大S塑造的尹夏沫，和幕后何润东辛苦的制作。剧本来说，初期雷点不少，但贵在渐入佳境(虽然最后几集实在平淡)，在剧情普遍幼儿向的台湾偶像剧里，这部已算不错，宽容对待吧。            
(3星)	 我还真是无聊 居然给看完了。。。教主太恶心了。。还是何润东帅            
(3星)	 是挺忠于原著的。。不过这演技也太。。。            
(1星)	 拿来纾解情绪 很有效            
(5星)	 最近说到何润东和欧辰，我的脑子就短路了^^^            
(4星)	 大s好正！！！黃曉明的髮型讓人好糾結~~~結局其實應該已經是最好的了吧..幸福的夏沫...            
(3星)	 黄二哥威武            
(1星)	 雷点低的人请谨慎观看。            
(5星)	 明晓溪的文字美，让人窒息的痛和美～～～电视剧的筛减的不错，情节简洁，却又让人懂            
(1星)	 好肉麻好可怕好矫情阿~~~~~~~~~~~~~~            
(2星)	 没看完，明明边看边骂但是还是看得很high的人很讨打的比如我……            
(NA)	 没看完弃            
(3星)	 看第一集觉得黄晓明太做作，但看下去就习惯了。何润东演得不错。总之，是一部我能接受的台剧，决定追下去。————————————————————表示最终还是没能追下去。            
(1星)	 非happy ending的脑残偶像剧是可耻的，于是一星给ending            
(NA)	 我是冲着何润东去的。。。请无视黄。，            
(3星)	 三个主演，如果非要我投票，可不可以给Peter啊?因为其他两个，真的不感冒            
(1星)	 真TM恶心。看一集我昨天的晚饭都要吐出来了。三个演员都是三十好几的人了在那争风吃醋地扮清纯也不嫌寒碜。居然还有那么白痴的旁白，当我们观众没脑吖。然后室友就说我老了，愤世嫉俗的。            
(3星)	 完美的结局。            
(4星)	 小说我很喜欢。黄晓明明显该演欧辰的啊！！！如果不是冲着黄晓明的脸，和我喜欢这部小说。打死我也不想去看什么何润东！            
(3星)	 何润东还是很帅，但大S已经老了，再也不是当年那个杉菜了......看到当年的小资，有点小惊喜            
(3星)	 为何我的内心是如此容易被王子公主偶像剧迷惑呢。。。囧。。。            
(2星)	 没看完，看不下去了！太假！            
(1星)	 鉴于本人灰常讨厌大S 不欣赏何润东 对黄晓明不感冒 所以看不下去了 都三几的人还有脸去拍这种高中生的片 我要吐了额...            
(2星)	 唉，真是没法看。大s的脸怎么一直肿着。。。作孽啊            
(1星)	 糟透了。            
(NA)	 其实也没什么 就是三个年龄加起来超过100岁的人演了部偶像剧  抱着雷雷更健康的心态 我就很欢乐的在看了  愿你们能超越雷阵雨的！！~~~~            
(NA)	 我也不知道为毛会下了一集这个= =||||            
(2星)	 一集弃。我追了三年的小说啊就这样毁了T T             
(2星)	 那剧本怎么红起来的谁来告诉我。。还有这种垃圾剧广电总局可以直接砍 不用用个黄2就胆大了 以为收视率牛逼了            
(1星)	 姐肚子笑疼了。明晓溪你tnd有点儿节操好不好。            
(4星)	 喜欢欧辰！            
(2星)	 尹澄这里面得不是心脏病是智障吧.~..毁了我的尹澄啊            
(4星)	 何润东好帅，黄晓明好做作            
(3星)	 何润东童鞋怎么看都不像贵族哎~黄晓明童鞋的头发像是一坨~~至于大S童鞋。。无语。。居然有戚薇同志！那个华丽丽的美瞳和甜糯的萝莉配音雷得我风中凌乱......ToT            
(NA)	 我争取多坚持几集。。教主你收敛点哟~~            
(4星)	 黄晓明太雷人 都是为了大S才看的            
(NA)	 好雷啊！！！片中充斥着勺子下巴，邪魅笑容和白鬼般的脸啊。大S和黄X明是不是同一个医生整的下巴，侧面看完全一样嘛，别跟我说是夫妻相！            
(1星)	 人人说黄晓明饰演像妖精一样漂亮的男孩，我就@）*&amp;…&amp;%            
(2星)	 又一雷人大剧高调华丽的上演了            
(3星)	 原來何潤東這麼帥!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!            
(4星)	 22弃。一群中年人穿着校服谈情说爱。。希望哪个国家能再负责地改编一下。。猥琐明你托下巴成瘾啦，还讲阴文你还讲！（掀桌！ 各种句式：就算我求你；给你带礼物            
(1星)	 二哥还是短头发好看些            
(2星)	 OMG~~~~为什么把黄晓明搞成这样`~~~~            
(NA)	 =_=            
(3星)	 这戏我想跟西门无恨一样打5星。但是怕扰乱视听……            
(2星)	 囧，            
(4星)	 S演成精了            
(2星)	 还差最后两集没看。真的，请黄教主来演洛熙就是一个杯具            
(NA)	 中年偶像剧……            
(NA)	 大s的脸型在这里好奇怪 很多镜头看着都觉得下巴太前凸 妆也化得不好 黄晓明。。。没什么好说的 年纪太大的三个人 和原著的差距太离谱 失望            
(5星)	 Peter你拍的很用心。            
(2星)	 雷雷更健康...            
(2星)	 造型啊演员啊全都毁了...            
(5星)	 看完了            
(3星)	 教主你太怄我了，你太恶心了。            
(1星)	 ANTI大爱死ANTI教主!!!            
(1星)	 暴躁的何润东+淫笑的黄晓明+被擀面杖滚过的大S的脸=泡沫之夏第一集 我考虑一下再选择是否跟进吧~因为最近我更偏爱 非诚勿扰咩哈哈哈            
(1星)	 太无聊了~没看完~            
(3星)	 完全没有书中的那种感觉啊啊啊啊            
(2星)	 2222222222222222222            
(3星)	 算是尊重原著了 但是 我真的很佩服坚强看完的自己            
(4星)	 幸好黄二教主你演的毁的是洛熙，而不是我的欧辰哇。哈哈哈。ps：刚开始看觉得有点受不住，毕竟人物故事摆在那。可是越看到后面越有感觉。。我果然还是最爱欧辰哇咔咔。。最后把我看的哭死了囧。。            
