http://movie.douban.com/subject/4967578/	秘密花园 시크릿 가든
(4星)	 幾百年沒看過韓劇還是因為太多人推薦所以去看了...稍微新穎一點的idea依然脫離不了韓劇的老套路.把生老病死搬出來.還有窮女生和有錢男家族的抗爭故事.看到他媽媽那嘴臉就想一巴掌閃過去!好吧我還是看完了.基於男主角的酒窩實在受不了那就給三星半吧.            
(4星)	 好吧，看第二遍的时候我抽牢了，其实这部韩剧还真是好看啊            
(4星)	 还是照例讨厌韩剧的托粘。中间灵魂对换那段算是比较有趣的桥段。一直追下去的动力只有玄彬好帅啊啊啊！！！！！！对好美啊！！！！！强暴你好吗！！！！！！            
(4星)	 这分打给男主            
(4星)	 最喜欢看他们纠结了～～～            
(5星)	 这片在sbs上拿奖拿到手软了。河智苑真耐看，玄彬什么的我已经中毒了……演技还是很强大的！感谢我弟忍了我那HC样那么久……            
(4星)	 和以往的韩剧不一样~带着神话色彩~挺吸引人的剧情~            
(4星)	 对!李钟硕!!!!!            
(4星)	 仍旧俗套 拖沓 但是不得不承认 韩剧在进步 一些桥段和台词很喜欢 仰卧起坐那个情节太让人心动了&gt;&lt;玄彬你包子脸好好的折腾什么锥子脸？！            
(5星)	 啊就好久没看韩剧了，这个可真好看！！！            
(5星)	 以前没有另存为韩剧剧照过了，这次存了几张，不得不说，继金三顺以后，越觉得玄彬真是适合演这种傲气而可爱的男人啊。迷倒了很多中国小姑娘吧。哎。你为毛长这么帅啊，给你五星，真疯了。            
(4星)	 不是所有的爱，都止于唇齿，掩于岁月。             
(4星)	 很纠结啊- -            
(4星)	 花痴让我忽略了女主的不美丽，花痴让我忽略了剧情的漏洞、狗血和拖沓，花痴甚至让一只锥子脸也看上去很帅，花痴使人幸福。            
(4星)	 快进看的，玄彬的脸削的不错。            
(4星)	 玄彬某些角度真是和小田切让好像啊!!!            
(2星)	 好无聊啊我竟然看完了。。。            
(4星)	 对女猪实在无爱，纯粹为了看玄彬，另外女二那一对比较有爱，越看越顺眼            
(4星)	 玄彬瘦了太多，穿Dior Homme 0码应该没问题了吧？            
(3星)	 瘦到玄彬这个程度得扒几层皮？我是为了帅哥才看的。            
(NA)	 终于看完了！！！仰卧起坐秒杀……后渐狗血……动作片导演李安杰克逊……囧            
(NA)	 好吧，剧情够狗血。不过可以打发这假期闲暇也足够了。各种大衣美。            
(2星)	 我看不下去            
(5星)	 属于最近两年比较好看的韩剧了            
(4星)	 其实挺狗血的            
(NA)	 哎呦~~终于追完了。            
(3星)	 就交换那几集有趣            
(5星)	 刚追完，稀饭玄彬，唉呀妈呀，太帅了            
(5星)	 我靠我竟然连韩剧都会追着看了么……            
(5星)	None
(NA)	 比童话还童话~纯属精神错乱~            
(NA)	 玄彬是能让我动心的为数不多的亚洲男之一。。好久没发过花痴了，在只有三天写论文的时间里我还花了一天看完了整部幼稚的电视剧。。。。真是毫无招架之力。            
(4星)	 没白追。还不错。            
(5星)	 嗯，真的很好看，主题曲也好听，玄彬也前所未有的帅，这个范适合他。连不喜欢的男2和女主看到后来也变的有爱了。到18集就应该结束了，后面2集等一周结果那么口水，真怀疑不是一个人编的！            
(3星)	 韩剧嘛，还不都那样，没觉得特别好看。里面的男性角色都喜欢，女的尹瑟不错，雅莹多乖的。            
(4星)	 110117 玄彬实在太帅啦啦啦            
(5星)	 这个周末就干这个了，乐的我牙疼            
(4星)	 虽然又是个有钱小开和穷人家灰姑娘的故事，但编剧独特，故事讲得一点都不俗套，很好看。这个冬季一直让人期待的韩剧。结局让人意犹未尽，难道还要拍一集吗？够甜蜜了，就这样吧……            
(5星)	 人鱼公主是人类历史上第一个小三童话            
(5星)	 大爱玄彬 玄彬 玄彬~~~~~~~~~~~            
(3星)	 我拖着看完大结局，后面也太煽情啦！我就喜欢换了灵魂的那几集，韩剧的拖拉把10集的东西唠叨成20集真是让我这种急性子的人完全受不了。然后觉得奥斯卡大叔好可爱啊！！！栗子大婶也很搞~ 当然更喜欢腹黑的河智苑和扭捏的玄彬~~~            
(5星)	 哇哦            
(2星)	 狗血剧。一星给“少女”玄彬，一星给几闪而过的“男男爱”            
(3星)	 剧中的魔幻元素牵强而突兀，植物人和失忆又都是我最讨厌的电视剧情节，结局好但结尾不好，有点失望。不过剧中很多桥段深得我心，我喜欢这样的爱情~            
(3星)	 多年没看韩剧。。。 玄彬还能再瘦点儿么。。。            
(5星)	 &#39;&#39;这是你的玄藕罢&#39;&#39; &#39;&#39;不,是你的玄藕罢&#39;&#39;            
(NA)	 怎么感觉要悲剧了= =            
(4星)	 1，0号模特了,2，人人爱腹黑            
(2星)	 12            
(5星)	 帅、高智商、幼稚、毒舌、洁癖、神经质、难伺候、王子病严重、不侮辱人会死..我果然中意这一型            
(1星)	 恶            
(NA)	 引用咪蒙姐的评语“《秘密花园》为什么好看，因为它标志着韩剧说谎说腻了，讲了一句以前不敢讲的实话——王子终于不是天生喜欢穷光蛋了，金幼稚又炫富又装B，完全是个高智商神经病。可是小白兔变温柔有什么意思？有本事就把老狐狸变成听话的活披肩！”            
(5星)	 这个月最欢喜的男演员就是小玄子了            
(5星)	 wow~~玄彬~            
(5星)	 哎呀呀呀 怎么就这么美好 俺说的是玄彬 不要去当兵继续拍戏 满足俺的眼球 （¯﹃¯）口水            
(5星)	 追着看的时候很着急，大结局了又很舍不得，终于还是演完了。没办法，俺就是迷玄彬~~            
(5星)	 结尾拖沓了            
(5星)	 结束鸟〒▽〒 生了三个孩子OMG~！！！            
(5星)	 台词好啊神奇的是看完第二遍还是想再看···这在我的韩剧观影史上实在是前所未有研究下来金恩淑的剧本非常对仗工整！！佳作啊佳作            
(4星)	 你俩能继续互换么~~            
(5星)	 1.是真的深得我喜啊。各主角的演技都很好。不断播放的ost也也能好。2.问题在于。他妈的这部剧其实根本就没有坏人嘛。3.最后一集真是各种温馨啊，孙艺珍是亮点啊。            
(5星)	 哈哈哈哈哈~~~~~~            
(5星)	 玄彬万岁万岁万万岁            
(4星)	 玄彬瘦的太丑了。不过我还是很喜欢，哈哈            
(4星)	 玄彬真可爱~哈哈            
(5星)	 就这样甜甜蜜蜜多好啊！每集都有爆点的韩剧，难得啊！            
(NA)	 怎能让我不爱你 玄彬            
(5星)	 所以说 爱情是无可阻拦的。            
(5星)	 玄斌玄斌玄斌TAT            
(4星)	 只是因为喜欢玄彬            
(NA)	 后面比较好看            
(4星)	 多久不跟韩剧了我 ，玄彬你做到了！！ps 一些小亮点很可爱            
(NA)	 冲着玄彬去看的,可为啥他瘦成这般模样...我觉得天秤男挺好的哇            
(4星)	 韩剧剧情总是那么狗血，但想想也许正是生活中没办法有那么多的巧合才能让三姑六婆们在看韩剧中满足对真善美的渴望吧。四颗星绝对要送给编剧、玄彬和河智苑，台词到位，剧本够连贯，线索铺得开扣得还算好。还有一向给力的韩剧配乐。金洙元代替吉罗琳的爸爸照顾她后面的人生，简直就是传奇了。            
(4星)	 看得我浑身蜷缩。。。。。。看完之后 一直印象深刻。。难道是太久没看这类剧？            
(5星)	 Love&#39;s beautiful, so beautiful! 每一幕都好美好.            
(NA)	 3月玄彬就要当兵去niao~~~            
(NA)	 玄彬脸怎么成这样了？当年的帅气劲儿完全不复存在了。。。            
(3星)	 孙艺珍太美，实在太美。            
(1星)	 喜欢女主角才看，发现韩剧真不是我该看的，弃剧……            
(NA)	 很多粉红的情节            
(5星)	 玄彬太太太可爱了            
(5星)	 那个动作导演和《My Girl》里男主的秘书是兄妹吗？长相和气质都好像。第四集结尾和第五集开头，玄彬穿的那件衣服不知是哪个牌子的，好漂亮。            
(3星)	 一般。。。            
(5星)	 终于完结了，不爱看韩剧，只是很爱玄彬。            
(4星)	 mlgbd真好看！！= =最后一集玄彬完全是我喜欢的类型啦啦啦～            
(4星)	 金三顺+拜托小姐  为毛玄彬可以如此帅气。            
(5星)	 宋MM别让小玄子再瘦啦！            
(4星)	 大人的愛情想比童話的甜言蜜語 還是現實的真心更真實            
(3星)	 我看不懂看不懂我真尼玛的看不懂。我是不是没这个少女细胞啊。            
(4星)	 在众多韩剧中，不流于俗，算是佳品            
(4星)	 沒想到玄彬和尹相鉉都會唱歌，還都唱的不錯。            
(5星)	 结局有点点失望望望望，金洙元完全就是姐的型啊啊啊啊。            
(4星)	 悲情的调子，剧情足够丰富。玄彬各种帅啊帅啊帅~~~            
(3星)	 一般 没觉得多出彩 完全是三主演让我坚持下来。。。            
(3星)	 看到第六集才有点眉目，却忽然讨厌起河智苑来，那张万古不变的表情啊- -看得烦。。。到第九集忍受不了，弃！             
(3星)	 我居然不喜欢            
(5星)	 我要疯我要疯我要疯我要疯我要疯~玄彬太你妈可耐了~要不要呐！要不要呐！            
(5星)	 本来对河智苑无感，不过此剧女主太帅气了，喜欢            
(5星)	 近期看过的最棒的电视剧~~~客观的说~~玄同学的演技真是大大的提高了呀~~~            
(3星)	 玄彬殘了點還是很帥氣的么TT            
(4星)	 前面挺好，17集以后就算了吧。。。            
(3星)	 玄彬怎么瘦得那么厉害==不看            
(4星)	 除去最後兩集比較水外，亮點頗多，算是韓劇之灰姑娘模式的一個突破了。(my彬請繼續你的富二代路線吧~♥            
(4星)	 当年喜欢三顺的那个阿三的脸肿么变瘦了            
(3星)	 剧情果然一如既往的拖沓，但是剧情是我喜欢的类型。。。好久没看韩剧了。            
(4星)	 玄彬也可以如此小受？            
