http://movie.douban.com/subject/4935039/	新还珠格格
(1星)	 加油！宝贝！——脑瘫患儿求医日记            
(1星)	 小燕子长的还可，容嬷嬷太喜感了，紫薇长的不知道是什么东西            
(2星)	 芒果台难道这次部署失误了？下雷雨关键在于短、强、狠啊，赚了收视率马上人间蒸发才是王道。都下了那么多场成功雷雨了难道还没掌握技巧？像往常那样来个几十集，或者间歇性的搞个什么《新还珠格格第二部之紫薇慢慢开》之类的才能保留最多打酱油群众嘛。98集。。。下太久了会发洪水。            
(1星)	 天雷滚滚！！如妃，灭了这坨人吧！实在是看不下去啦！            
(1星)	 五星4.6%            
(5星)	 完全把它当做一部新的电视剧来看，你会发现真的很精彩，经典虽然有不可超越之处，但这部电视剧仍然有许多地方可圈可点，制作非常精良，起码它是一部用诚心拍出来的电视剧。            
(4星)	 豆瓣er都不喜欢看么，我觉得是今夏消暑必备啊，我要把他看完！！！            
(5星)	 好看，精彩，感动            
(5星)	 又回到了十三年前，虽然不如那一代的人拍的，但是新手应该鼓励鼓励！            
(5星)	 2.9分实在是看不下去了。。。给它拉拉分吧。。。            
(1星)	 天雷滚滚……的惊悚片……            
(3星)	 三星已是赞美。            
(5星)	 不是新还珠太新，是我们老了。90后的孩子就应该看他们的剧，有他们的青春，他们的感动。让他们还对着我们喜欢的老脸，认同我们的审美，不公平。我看了新还珠，依旧会感动，可能我和琼瑶阿姨一样有一颗骚动的心吧。说好听点儿就是——心中有爱            
(1星)	 哈哈哈哈 哈哈哈            
(1星)	 瞎了狗眼 瞎了猫眼 神马眼都瞎了他喵的            
(NA)	 吓死爹的剧集            
(1星)	 吓死姐了             
(1星)	 一星真的是给演小凳子的我们家晖哥还有林心如。            
(3星)	 无聊时还算不错的消遣            
(NA)	 湖南卫视，晚上躺床上边看书边看这个，紫薇长得太奇怪了            
(1星)	 给半颗星可以吗！！！！！！！！！！！！！！！！！！！            
(1星)	 我等它等了一辈子，盼了一辈子，怨了一辈子，恨了一辈子，可仍然感激上苍让我有这个可等，可盼，可怨，可恨的电影，否则生命就像一口枯井，了无生趣。感谢上苍！！！！！             
(1星)	 半颗星             
(5星)	 好看~不解释~~快乐~            
(1星)	 ☆            
(2星)	 在B站看弹幕 还是看不下去。。。内牛满面            
(5星)	 其实我觉得还行            
(3星)	 尼玛现在的电视剧都伤不起啊，都拍这么长。            
(1星)	 紫薇！！！你肿么这个様纸了！！！！            
(NA)	 差点忘记加了，这么重要的盛世            
(1星)	 哦！狗日的！            
(5星)	 每年暑假重播《还珠》就有人劈天盖地骂，我就奇怪了，你们可以选择不看啊。现在不重播了，翻拍了，骂的更厉害了，你们还是可以选择不看啊。为什么闲着没事跟电视剧较劲呢？《还珠格格》世界名著不容侵犯吗？我也不觉着这老版艺术价值比新版高了多少个档次啊，都是饭后消遣的玩意。——五星纯属打抱不平            
(4星)	 芒果台放太迟了表示鸭梨很大…老版是永远的经典，但这个新版清新快乐我挺喜欢的～            
(1星)	 这一星纯属给皇上和夏雨荷的爱情故事            
(5星)	 好！            
(3星)	 看被评的这么惨，我来点安慰奖。。            
(3星)	 ...其实我真心觉得还可以的...第一次追芒果台呃...            
(1星)	 一星给心如            
(2星)	 就看林心如的部分            
(5星)	 还不错啊 喜欢班杰明            
(5星)	 还不错！值得一看！            
(1星)	 这些人长的都一样的一样的！！！想当年我最喜欢小燕子了啊啊啊，没有之一！！看看现在这个！！还有紫薇！！完全没有林心如演的有感觉啊！！一看就不是夏雨荷生的！！吐槽无力啊！！！98集闹哪样啊！！            
(1星)	 靠！还tmd98集！            
(1星)	 一颗星给邓萃雯和刘雪华            
(1星)	 虽然没看过，但是也要保持队形            
(5星)	 哈哈哈，这么欢乐的戏怎能不看呢？            
(1星)	None
(1星)	 张益达~            
(1星)	 这是神马电视剧嘛 简直就是适合在午夜看的恐怖剧 演员除了邓萃雯和皇太后都没什么好看的            
(1星)	 如张益达和柳红发生一段感情故事，我感觉可以冲击四五星。没故事，那就一星吧。            
(1星)	 我手贱。。。。。。。。。。。。            
(NA)	 - -李晟就是在演赵薇，紫薇真是没法儿评价。            
(5星)	 我只是觉得不可以这样愤怒的无理智的对待一部电视剧呀            
(4星)	 个人认为还可以，没有想象那么差，一来挺喜欢洋鬼子，挺可爱的，演的也还好，剧情么，还没了解，但是对演员的声音实在是受不了了，根本说不清楚，还不如找配音演员呢，个人不喜欢金锁那个演员，太会来事了，抢戏，小燕子也挺不容易了，大家口下积点德吧。。。            
(1星)	 哈哈哈哈哈哈哈哈哈哈哈哈            
(1星)	 被预告片雷惨的人也来帮忙刷分（嘻            
(1星)	 给林MM的！！！！别的免谈！！！！！            
(1星)	 有没有0分可以评，尼玛天雷滚滚啊。            
(1星)	 我日            
(1星)	 没看过，我故意的。            
(1星)	 恶心到吐，令人发指啊！！！！！！！！！！！！！            
(1星)	 98集？脑子抽了吗？放泡菜剧放上瘾了？            
(1星)	 都死去吧，片花看一分钟就阵亡了~~~~~~最恶心的是我的紫薇怎么去演了夏雨荷。            
(1星)	 我擦！！！！！！！！！！！！！！！            
(1星)	 一集 完成任务！            
(1星)	 尼玛            
(1星)	 一星给凉凉            
(1星)	 我想看邱心志和邓萃雯- -            
(1星)	 哈哈哈哈哈哈            
(4星)	 虽然有些东西变了，但是，故事却更加细腻，也更加真实了。好几场戏，都让我感情深陷，情不自禁。也许，我长大了，我不再是单纯的只需要一个童话就可以欢乐一辈子。学会了在眼泪里看见希望，这或许是“新还珠”所让我思考，以及获得的！            
(NA)	 麻痹的！！！！！！我竟然看了全集！！！！！！！而且还看的津津有味儿！！！！！！这是为什么！！！！为什么啊！！！！！！！！            
(NA)	 - - 我还真差不多看完了            
(3星)	 嘻嘻哈哈图一乐~            
(2星)	 哎呀我操，春节回乡下就只能看这闹心玩意了。。。            
(1星)	 过年和爹娘一起看了大结局的最后两集。我一直脑补五阿哥看见小燕子该说什么：燕子啊……我已经和别的女人生完孩子了，我们可以在一起了！同时又想到那个两年的诺言如何许下：燕子啊，待我和其他女人生个孩子，只要是个儿子，我就回来找你，要是个女儿，你就再等我两年，让我再生一个哈。。。♪(´            
(NA)	 我。。。。我。。。。。我对着电脑练习吐槽。。。。。。。            
(1星)	 还能再烂吗 不要误导年轻人了             
(2星)	 星星全给斑鸠π__π开始厌恶到看到紫薇就想换台，少年方世玉看完了也没别的看，勉强看了这个，其实也不算特别难看啦……斑鸠别走了呜呜呜……            
(1星)	None
(1星)	 看过一秒钟，已经快吐血了            
(2星)	 编剧是最大的硬伤，琼瑶奶奶你真的别再折腾了好吗            
(1星)	 无脑小燕子（还口齿不清啊口齿不清啊口齿不清！！！），脑残《还珠格格》。            
(1星)	 孙猴子和斗鸡眼还能得到真爱。有的男人有心无力，有的有力无心，我对欣荣是无心无力。吊爆了，性启蒙啊！            
(NA)	 【2011-07-16】            
(1星)	 这种烂片  我的狗眼            
(1星)	 垃圾            
(1星)	 当年的燕儿飞走了，当年的人儿也早就面目全非了，再留下给我们嚼这的，不过是隔夜的馊饭，物是人非不是一场闹剧就可以缅怀的。            
(1星)	 ta创造了一个叫SB的新标签。            
(1星)	 一群傻B走江湖啊...            
(1星)	 演员一个比一个恶心！！！            
(1星)	 我是毅力神。就这样。            
(1星)	 这个也不解释。。            
(1星)	 去你大爷的芒果台。            
(1星)	 情何以堪啊！！！！！！！            
(NA)	 姐很蛋疼            
(1星)	 李晟这只老燕子竟然隐瞒年龄还，82年的装85后            
(4星)	 我是因为皇后才看的。老板还珠我没看全，我竟然把新版的看全了。哎可能和年龄有关。我觉得创新部分还可以，尤其是那个老外。            
(3星)	 只看了结局，重要的不是剧情而是和谁一起看。            
(1星)	 2011最雷人做作剧，没有之一            
(1星)	 好了 够了 光看小燕纸 新紫薇 益达张 面瘫五都够我受的了。            
(1星)	 真是丢脸丢到国外去。。。            
(1星)	 勇破一起来看雷阵雨记录，誓夺年度第一雷剧宝座            
(1星)	  亚洲恐怖电视剧新高峰             
(3星)	 好歹帮我打发了不少无聊的时间            
(1星)	 这是一种折磨。。。。。。。。            
(NA)	 不能再shi了！            
(2星)	 标签是亚洲恐怖电视剧新高峰。。。。其实新小燕子演得还不错，就是那个紫薇真是让人看不下去。。。            
(2星)	 小凳子你是我们的骄傲。。。。            
(1星)	 标记纯粹是为了让它的评分更低一些            
(1星)	 主角们，你们先去整整吧。。。。            
(2星)	  前面10集就是去找槽点，找乐子的。后面演员慢慢放开了。剧中是跟了欢乐合唱团的风么，老合唱。我终于熬完了这部98集的电视剧。喜欢晴格格。本来一星的因为晴格格加一星。新人嘛，也多多包涵。就不吐槽了。            
