http://movie.douban.com/subject/4135704/	来不及说我爱你
(5星)	 小哇和小冉超级搭的说~~~感觉这个才是比较靠谱的小说翻拍。不过还是要吐槽插曲，雷死了，全是胡杨林大妈。。。。。。。。。。。。。。            
(5星)	 看得我两眼红心啊            
(5星)	 太好看了，喜欢钟汉良和李小冉            
(5星)	 小哇 小哇啊~~~受不了啊            
(5星)	 终于在一起了！！！            
(4星)	 前边看的我那么得劲~后边儿简直就是shit！！shit！！shit！！            
(4星)	 我只能说冲着小哇的面子上            
(5星)	 yeah~终于上映了！            
(5星)	 算是网络小说改成电视剧最好的一部了，主要是演员都是实力派的。此版四少比书中的令人待见多了，并不仅仅想要江山，娶谨之也是为了百姓，小哇演的四少很让人心疼；很欣赏静琬的性格。PS。小冉的演技真的超级棒，苏樱演的好有喜感，在这个虐人的电视剧中为数不多的笑点。            
(5星)	 激情戏很给力～            
(4星)	 静琬，遇见你，这样迟——完全被小哇秒杀！这部应该算是最近几年改变网络小说中最好的一部，想想其他雷剧，你就会对那些狗血的情节比较能接受了。            
(4星)	 用一晚时间看完，作为小说改编，还是很不错的一部剧，尤其是像芒果版《佳期如梦》这样的糟粕在前，只可惜结尾的狗尾续貂有些降档，不过说实话，小哇的表现甚好，彻底被秒到了            
(4星)	 多加一颗星 为着钟汉良            
(4星)	 男人啊你终于要红了吗。良民们悠着点，不要五星都给某人啊            
(4星)	 导演编剧演员们都太给力了，虽然结局成了洗具，可看到四少和静婉在一起的时候，我还是泪了~~~            
(5星)	 终于看完。好久没有入戏这么深。我爱小哇小冉。我爱沈副官程信之。我爱小说残酷而意味深长的结局。我也爱电视剧庸俗却完满的美好大团圆。还好这回，我终于来得及说出，我爱你。            
(4星)	 为甚大家都说好感动我却快被里面雷人的台词狗血的剧情笑死了？尤其是“总司令必胜”..好吧，客观的说这真的算是我看过的小说改编剧里最好的了...小说的一些里比较萌的情景visualize得还不错。但是...唉唉...对和谐的结尾真的没爱呀没爱....            
(4星)	 谦谦君子，温润如玉            
(5星)	 擦！！那个什么曾的怎么排在小哇前面！！！！造反啊！！！！！！！！！！！            
(5星)	 酒香不怕巷子深，熬夜看了，盼了一个暑假，等上星会在看的。里面有两首配乐囧了，建议换掉后上卫视            
(5星)	 差点看不下去，纠死过去了。。从来都不会有一个男人爱得这么深，这么强烈，这么霸道和温柔的吧……真好            
(5星)	 我一定是疯了~才会这样没日没夜、不顾上班下班地看~            
(5星)	 吼叫！！好看！！！            
(5星)	 一言难尽，日后写评            
(4星)	 钟汉良给力            
(4星)	 能一起战死杀场共赴黄泉也是一种圆满            
(5星)	 爱要经得起平淡的流年。            
(NA)	 呃，越南之夜！            
(4星)	 有另一剧逆水寒中，李小冉的爱情对手阮明正为女中诸葛，此剧中恰也是如此。有女子谨之，足智多谋，与男主并肩作战多次救他于水深火热之中，愿做他一辈子的战友。但是这样的女子，他只当她为妹妹，战友，兄弟，而不会是爱人。演员占了很大的优势，公子仍是一贯的玉树临风，小冉亦是足够的民国范儿。            
(3星)	 感觉四少的原型就是张学良啊~~~静婉是不是赵四小姐啊            
(3星)	 一不小心看了十集            
(4星)	 没人比他更适合演四少了好吗！            
(4星)	 前半段，各种船戏吻戏实在是太给力了，舌头那么大一块，咱顿时就热血沸腾了…并且前期静婉时不时流露出的小女孩的笨笨的可爱是我最喜欢她的地方啦。后半段，静婉归国，剧情开始卷入革命的洪流之后…好嘛，无聊了…      另外，其实，我还是喜欢谨之的，她只是太执着。            
(3星)	 女主角前期不好看，男主角不耐看，剧情有点拖，不愿动脑的不二选            
(4星)	 比原著上档次！虽然结局虐的不够狠~            
(2星)	 被逼着和BOSS一起看了（捂嘴皱眉            
(NA)	 这种东西逼我看也没用            
(3星)	 以前从没觉得钟汉良这么帅啊，情结分配不均匀，典型的肥皂剧，人物不是大善就是大恶。            
(4星)	 我遇上你，那么迟            
(NA)	 占有欲太强的人都一定会死的很惨。            
(3星)	 搞得我每天洗碗都好悲情。。。            
(NA)	 弃            
(4星)	 相爱的人为什么总是会被分开？其实，谁能怪他们呢，那两个人也只是爱得太深罢了。你们的爱让人感动，还好结局是好的。            
(3星)	 花36集看你俩虐 我没疯 13集弃            
(3星)	 假大空还那么虐，手贱去死            
(3星)	 相当恶俗啊……            
(4星)	 好久没完整看过一部几十集的电视剧了，小说还是不看了吧== 怕被虐啊想起千山暮雪我还揪心呢。。信之是个好人，其实现实中或许他才比较适合静婉，四少或许就是那种每个少女年轻时都会奋不顾身爱上的人，可是这样的爱究竟能不能一辈子呢。而一个有权利在江山和爱人间做选择的人会选什么，到底还很难说            
(4星)	 多亏了二位主演。            
(4星)	 拍的还行，很大气。但有些地方还是太拖沓了。钟汉良也太帅了吧必须加星啊~~            
(NA)	 可以看，但我觉得剧情特么幼稚。            
(NA)	 配乐太狗血了 瞬间会到21世纪的赶脚            
(3星)	 好帅            
(4星)	 除去场景、历史背景什么的不去管它，就是冲着俩主演看的。             
(4星)	 你爱不爱我！！不爱我就强吻你！！还有女人是有多享受口是心非啊……            
(4星)	 除了配乐配音，都很赞            
(3星)	 强拖看完的。。。我承认小哇很帅！            
(3星)	 被豆瓣五星骗了.............又是中途换编剧了么？.......内剧情穿越啊无厘头啊狗血的来...............            
(5星)	 爱上你像场灾难，可又怎敌得过兵荒马乱。            
(5星)	 为钟汉良、李小冉动容，扮相和演技都是十分啦。            
(5星)	 遇上你，这样迟。            
(5星)	 电视剧的喜剧结局我喜欢~~大爱小哇~~            
(5星)	 这部戏实在是太给力了 我爱汉良            
(3星)	 编剧毁了阿良！！！！！！霸道的怀表先生你英俊到令人窒息啊！！！！            
(4星)	 为什么就我觉得这个尹静婉不是我心中的那个尹静婉。。我只是觉得李小冉真的青春不再了。。。配音是比什么都要雷的致命点。。。。钟汉良曾的哈哈哈帅！            
(3星)	 钟先生太养眼了~~            
(3星)	 配音很雷啊            
(4星)	 爱死钟汉良了~~~            
(NA)	 啧啧，看到那场吃完面后的吻戏，我就不敢给星了，你拍吻戏拍不出唯美浪漫没事，拍的跟个啃猪嘴一样，也有人会看的反胃啊！不过，我妈还蛮喜欢看的···            
(NA)	 男主角是我门林博文！！报大腿            
(NA)	 能把人雷到头皮发麻的剧。偏偏还想看其中萌点，钟的剧一贯如此的考验。            
(4星)	 我喜欢上钟汉良了怎么办......            
(3星)	 看了一点点片段。。            
(5星)	 没看过原著直接看的剧，不得不说集中了很多言情狗血的元素，但是好在男女主角的表现弥补了一切，里面的钟四少太帅了太帅了，跟李小冉演得静婉非常养眼登对。。特别是几个场景的互动以及数场吻戏、床戏拍的甚为唯美动人~~~            
(4星)	 是为了看钟小哇的，不喜欢李小冉            
(3星)	 被改的面目全非啊～            
(5星)	 哭死了！！！            
(4星)	 每日每夜都令人心碎。            
(NA)	 为了顾美人，再狗血的剧情我也能完全跳跃地看下去~~~            
(NA)	 其实小说都没有仔细看 每遇到虐悲的文都会绕路。。小钟和小冉都喜欢 所以 期待下吧。            
(3星)	 钟汉良的造型太棒了            
(3星)	 同事推荐的。虽然并不喜欢，一直在快近，但还是佩服自己坚持看完了。大概是老了，从前总觉得悲剧才有最震慑力，但现在看什么都希望能有个光明的结尾。            
(5星)	 锤地！！！！！太他妈帅了！！！            
(2星)	 被迫看了3遍这个……谁人能理解我的痛苦？这种片都是一个套路，男女主角都是世界上最最完美，他们的种种污点都是迫不得己，都是别人使坏，全世界都对不起他们！！！            
(5星)	None
(3星)	 嗷唔            
(3星)	 看过小说再来看电视剧有点不好，总缺点什么，然后没有男女主角的一律前进- -            
(3星)	 哎，没小说好，不过小哇和小冉这俩人选得还是不错的            
(5星)	 两个主演太 太 太太太太太相配了~             
(5星)	 钟汉良！            
(3星)	 很期待地看，说实话还是有点失望！            
(4星)	 钟汉良，你个混蛋，怎么那么帅！！！            
(NA)	 还不错~            
(4星)	 一方面我指着电视喊“矮油这种时候还抱来抱去爱来爱去矫情死了伊拉两个人不被炸死真是没天理”，一方面内心有个叫玛丽苏的小人正在不断地在吹粉红泡泡……几个主要角色的选角都很好，剧本改编得也不错，布景服装道具等等方面都给我留下了不错的印象。            
