http://movie.douban.com/subject/5279587/	玛丽外宿中 매리는 외박중
(5星)	 前面三集很一般，越到后面越好看。不过即使剧情好看了，我还是理解不了，究竟谁是文根英的造型师，，，跟捡破烂的一样，，看的我这心太堵了，幸亏两个男主够帅气，不错不错，性格刚刚出来~            
(3星)	 真喜欢里面滴造型。。。不包括惊天动地的发型我果真不素韩剧控啊！！跳着看也看不下去鸟。。。            
(3星)	 蛮好看的！哈哈 忍不住看！            
(2星)	 张根硕你是个妖孽！            
(3星)	 爱死里面的混搭装了。            
(2星)	 剧情没有可看性。单纯的冲着两个男主。文根英演技没的说，就是确实不中看。            
(5星)	 漫画改编的偶像剧 足够不切实际的很好看 冬天里能觉得温暖就够咧            
(4星)	 文根英+n  好久没看韩剧了            
(5星)	 不光是剧情很棒，演员们实在是太给力了。。是非常喜欢的一部韩剧            
(5星)	 好看好看！！！            
(5星)	 帅死人不偿命的家伙阿~~太爱你的smile了~~            
(NA)	 歌好过剧情啊！            
(5星)	 很有悬念            
(3星)	 - =-  偶像剧果然女猪脚都要落魄状才会红啊。            
(3星)	 后面一半烂尾了。。。            
(NA)	 看到跟都是美男啊一样的房子了。。。话说你们制片那么穷。。。偶像剧不带换个梦幻场景的？！！！            
(NA)	 我怎么就越看越纠结呢 玛丽的头发真的是很巨大巨大            
(2星)	 我13了~~~看了一半没看下去，剧情果然残            
(4星)	 前两集一般，不过到第4集后可以看看            
(4星)	 最后几集太让人失望了！！！！！            
(3星)	 两颗是给两大男爵的~还有一颗是那烂俗又狗血的剧情啊！            
(3星)	 越往后越狗血。若不是张根锡，坚持不到最后一集。            
(3星)	 越来越童颜了。。            
(4星)	 仓促又平淡的结尾...可是完全无视掉了...            
(5星)	 为神马有这么漂亮的男人            
(4星)	 张根锡你个妖孽啊~            
(3星)	 ★★★☆ 文根英是越來越無感了~            
(4星)	 ╮(￣▽￣&#34;)╭            
(5星)	 小帅好帅～～～～～～～～～～很温暖的剧，人物设定都很喜欢，都很喜欢！就是3/4的地方情节稍显平淡  “信任，愿望，爱情，哪一个最重要？”是“义气” 真想给小帅颁个奖，演技真是没话说，看过三部片子，每一部角色都完全不同。尤其是公子~~~~!!!!!!!!!!!!!!!!!!!!!            
(2星)	 男女主能把这蹩脚的剧情撑起来么？            
(3星)	 下完了 但没耐性看            
(3星)	 只看过一集不到 OTL             
(4星)	 结局做的真糙阿~~~~~~~~~            
(4星)	 张根锡好文艺 文根英永远一张16岁的脸啊太可爱了吧 男2号为何如此小受。。            
(3星)	 就衣服能看看            
(1星)	 实在看不下去了！！！            
(5星)	 男主个性好特别啊，第一次看到韩剧有这样的男主，触动了我所有的萌点~~~            
(NA)	 第三集，我突然看上瘾了，哦也            
(2星)	 SB和丑男            
(5星)	 嚜哩可哩思嚜思            
(4星)	 张根锡的发型和烟熏妆真的给他加分很多，但是抬头纹很重哦；玛丽的衣胡都好好看；郑仁比起[咖啡]里少了几分娘气却依然有bl的气质；三话的时候，俺腐女了一把；OST很好听。&#39;信任 愿望 爱情里，义气最重要&#39;。最后是个happy ending~            
(3星)	 平淡的剧情，莫名的结局~唉~糟蹋了文根英，张根锡和金在旭的美型啊~~~~~导演。。。不给力啊@@@@            
(1星)	 越来越难看！！！看到7.8集的时候就觉得看不下去了！！前后人物性格怎么会这么迥异，前面轻松有趣，后头怎么故事风格改变那么多？            
(5星)	 我无条件的喜欢小帅！！对这部剧暂时没太多感想！            
(3星)	 没什么新意的剧情, OST倒是不错.            
(3星)	 我为数不多地觉得“男一是用来看的，男二是用来爱的”，几乎都是张根锡主演的—____—|||            
(3星)	 看了八九集吧。。。弃。。            
(NA)	 越到后面越难看            
(4星)	 看人去的。。            
(5星)	 好看啊            
(5星)	 张根硕最帅了，玛丽好看            
(5星)	 小帅的角色让人不得不爱啊            
(3星)	 你们有没有注意到郑仁（代表）曾经在《西洋古董洋果子店》里面演过暗恋朱智勋的同志？            
(NA)	 = =            
(2星)	 你们是吃不饱饭还是怎么地啊，这也能叫演员吗  果断弃之            
(3星)	 别那么多狗血的误会就好，狗血的误会什么的最讨厌了！！！            
(4星)	 开头俗套，进展到后面，各种小美好，孩子们要幸福             
(1星)	 编剧导演肯定是喜欢金才昱 不然金才昱不可能是真正的猪脚凹            
(2星)	 弃剧……男主角当年那么帅哎呦现在变异成这样了= =我是真不适合看韩剧神马的。            
(2星)	 剧情好扯            
(3星)	 张同学 FINAL了···你又来刺激我            
(1星)	 如果不是最后十分钟又腐又卖萌，还真是一颗星都不想给啊。            
(NA)	 不好看 失望            
(1星)	 我不够义气，9集弃。剧本太糟了，张根硕太娘了。            
(3星)	 用鸡肋来形容这部剧真是太恰当了。            
(5星)	 又开启了偶的漫画真人版之旅~~~张根锡，还好这个冬天有你温暖我。            
(5星)	 虽然后面对剧情有点失望，不过总的来说还是2010赏心悦目的一部剧呐~            
(4星)	 我狗血了..我也看韩剧了...╮(╯▽╰)╭但我确实蛮喜欢张根锡...            
(3星)	 终于看不下去了            
(3星)	 弃            
(3星)	 第一季好无聊啊。。怪不得收视垫底啊。。文妹妹也救不了啊。所以还是编剧最重要啊。            
(NA)	 张小帅太性感了！！！            
(NA)	 16            
(1星)	 事實一再證明，我第一時間堅持看完的都是爛貨。這輩子還得上多少回帥哥的當啊，悲催。            
(1星)	 真TM鬼扯 更扯的是我还从头到尾的看完（一星仅是给寒轰里不带围脖的帅锅。。。。。            
(3星)	 OST            
(3星)	 虽然是帅哥美女 可是 剧情真的太诡异了            
(3星)	 低迷收视下的匆忙结尾....真无聊~            
(3星)	 张根锡 为他看的，不过剧情有点无聊。没事的时候会看看。            
(3星)	 看不下去了，弃            
(3星)	 剧情太烂  白瞎演员            
(4星)	 花痴病又犯了⋯⋯四星全给老公〜            
(4星)	 内容有点过于空洞了额 让我不得不放弃了啊             
(3星)	 剧情2B狠，因为演员多给一星            
(3星)	 前面还行，后来可能是换了BJ的关系，风格变了，结局也仓促            
(1星)	 新瓶装旧药，看了六集实在忍耐无能就直接跳到结尾。金材昱本来是唯一的动力，结果在里面可怜兮兮的我情愿没看过此剧.            
(3星)	 其实男猪脚和男二号才是绝配            
(2星)	 什么大烂片啊!            
(3星)	 绝对养眼，但剧情较狗血，最喜欢的台词是“这个女人，是我的女人，我们结婚了”！哎，谁哪天也能对我这样子说呀！            
(5星)	 先看漫画中文翻译词，然后看韩文原版漫画，竟然能把43页的翻译在脑海里一句句对回到远处……不得不说《매리는 외박 》和双根的电视剧真的很不一样，但元秀莲绝对值个好编剧！无论漫画或是剧集都很有爱、值得期待~            
(NA)	 文根英。张根锡            
(4星)	 结局还成。不过，这个剧の败笔应该是，会让观众一直觉得最后女一该和男二一起吧。。。？。。。            
(3星)	 文根英和张根锡  哇  很喜欢的两个年轻人。但是张帅哥这回是不是太过于卖弄风骚了。剧情不给力。            
(NA)	 不像情侣根本就是姐妹啊！！！！！！！！！！            
(3星)	 男2很好啊 但是再怎么好也是炮灰            
(2星)	 啊喂喂。。泡菜剧太狗血了，我果然还是控日剧啊。。我说让男一和男二在一起吧~~~            
(4星)	 找个网站把所有衣服都截下来就行了  剧情太狗血了 4星给服装            
(3星)	 隨著年齡的增長超發接受不了那荒謬的愛情故事！I need real!            
(3星)	 颜色很鲜艳            
(1星)	 还有比这部韩剧更傻X的韩剧吗？？？？？？            
(NA)	 我難般看棒子劇的  我究竟是爲了神馬！！！            
(NA)	 结局很恼火啊！到底编剧在想神马啊！下一部续集要拍郑仁外宿中吗？            
(NA)	 姐又花癡地看完一部韓劇了。            
(2星)	 实在看不下去了。。。            
(3星)	 文根英！！！20101226如果结局玛丽是与郑仁在一起，那就突破了传统的脑残韩剧，但事实是不可能的。            
(NA)	 白白期待了半天 这个恶俗的剧本            
(3星)	 看韩剧，如果偏向男二是件很杯具的事情-。。-            
(3星)	 烂尾啊追不下去= =。            
(2星)	 因为张根锡我才看完......            
(4星)	  虽然才看第一集，但是糊涂可爱的文根英，已经击中我的心了。            
(4星)	 妈呀~这梦幻阵容！堪称完美~            
(2星)	 7集弃 张根锡没毁 毁了我家文根英 文根英就是演演技剧的演员啊 搞什么偶像剧啊             
(5星)	 有小帅在，其他一切都是浮云~~            
(2星)	 后面真的很无聊            
(NA)	 是因为张根锡的那张帅脸才让我有看下去的勇气，张根锡你这个妖孽，在舞台上却是光芒四射。平常却是一张马脸，但是笑起来却是那么温暖。            
(2星)	 文根英对我而言是尹恩惠般的存在啊，可是也同样让我失望了。。。谁要是爱这部戏，那么她对张根锡就是真爱，真撒浪啊。。。其实我爱代表啊╮(╯▽╰)╭ 。。。            
