http://movie.douban.com/subject/4905040/	吸血鬼日记  第二季 The Vampire Diaries Season 2
(3星)	 真嚰几            
(1星)	 我不行了……            
(4星)	 看了前10集和后7集，感觉不错~季末很出彩~~第三季继续这样攒着补~对Demon和caroline好感度增加~~stefen这个圣主看腻了            
(4星)	 为了Damon...            
(NA)	 XOXO, gossip-pire:).....            
(4星)	 第三季讲什么能猜到大半了=  =            
(4星)	 继续D&amp;E党            
(4星)	 这让我吐血的结局........            
(4星)	 欲罢不能了            
(5星)	 Damon你圆满了有没有！！我们都爱你好吗！！！            
(5星)	 期待Crazy stefan！            
(NA)	 Anna is back!!!!!期待第三季！！！            
(4星)	 哎呦，Damon你要成英雄了么            
(5星)	 结尾太虐了！虽然我一直盼望着D&amp;E在一起，可是stefen也不至于付出这么大的代价啊!!!赶紧出下一季吧，9月 我可等不及了……            
(4星)	 Damon            
(3星)	 自从有了什么klaus乱死了~看不动了。。妹子太笨了~            
(3星)	 这部剧为毛把女人描写得又笨又贱又无聊又控制力过剩？？？？？            
(5星)	 这一季比上一季好多了~            
(5星)	 魔力灵魂剧！            
(4星)	 第二角的重点就在于D的翻身（？）吧，不过男配一辈子都是男配嘛……            
(5星)	 真么的看过这么吊人胃口的悬疑吸血鬼电视剧 编剧我想打死你又舍不得！！！            
(4星)	 所有的角色我都  爱            
(5星)	 如果不是nina好看的话早看不下去了            
(4星)	 爱死damon了            
(5星)	 5555最后一集哭死我了，还好D没死~~            
(3星)	 编剧越来越会自圆其说            
(NA)	 最后几集有点扯。讨厌caroline他妈和MATT以及KLAUS。JENNA死了有点儿可惜。等待下一季~            
(5星)	 又要等...            
(5星)	 Caroline越来越有感觉，结尾抓人抓的狠啊，可惜第三季又要遥遥无期了            
(5星)	 damon TVT            
(5星)	 天啊！！！真身clause太帅了啊啊啊啊啊啊            
(5星)	 期待Klaus的剧照，帅死了简直            
(4星)	 喜欢Damon的人编剧你就是要伤是不是！！虐死个人啊！PS:这一季越来越喜欢Caroline.            
(NA)	 总之，貌似不是那么好味。            
(3星)	 第一季节奏感惊艳我的肥皂剧火了以后特么都难看shi了。。。好在今早有个大八卦抚慰了我            
(4星)	 第二季怎么评价那么高，其实我还是觉得Rick叔最有范儿            
(4星)	 到后面有点混乱了。            
(4星)	 编剧继续虐Damon吧，粉丝们继续心疼            
(5星)	 我已经看疯了！！！！18什么时候出啊！！！！快点结局啊！！！！！！！！！！！！            
(5星)	 1亦正亦邪的Katherine和Damon太讨喜了。2这季的狼仔和Caroline萌翻了，希望他俩下一季有突破。3炮灰的狼叔叔帅惨了。4编剧其实是个腐女，萌兄弟爱。吉尔伯特兄弟暧昧就算了，连吸血鬼鼻祖两兄弟都这么奸情的。5大胆预测：第三季角色要互换，第四季三角志，第五季3P。            
(5星)	 到底要不要追第三季啊            
(5星)	 damon不能死！！！！！！！！！！！！！！！！！！！！！！我觉得第二季我还是喜欢Damon，我也好喜欢Caroline啊            
(5星)	 VS暮色，完胜~快点给我结论···            
(5星)	 damon ~~~bless for u~~            
(4星)	 中间有几集还是很不错的，但是后来还是那面很多狗血，尤其是第二季的结局，就这么就完了吗！！最后一集首先没什么高潮，那点小悬念想勾引大家等第三集，有点太敷衍了事了吧。            
(3星)	 暮光之城+韩剧套路+各路鬼神+乱七八糟               
(5星)	 意外的紧凑；自从有了Damon，Chuck成了浮云            
(4星)	 整部剧越来越好看了 Jeremy是在接受不能 娘死了            
(4星)	 就是蛮等人            
(3星)	 总是越编越豁边的，对第三季已经么啥么大兴趣了，不过小Jeremy眼看着越来越帅了，还是有看点的:D            
(NA)	 大萌～～～            
(NA)	 追着 也正在看下面几部小说             
(NA)	 这个和中国的武侠小说有什么区别？s,d,e 就是成长起来对抗大boss的男女猪脚！！！            
(3星)	 一季22集有点太长了，节奏比较拖沓，有名有姓的龙套也太多了，没有强烈的想看后面的冲动。            
(5星)	 最后那吻啊。。。。。萌死了。            
(5星)	 迷死这剧了            
(5星)	 下一集要不要等这么久啊...泪奔...            
(4星)	 一人饰两角的戏码还是赶紧结束吧，分散注意力。。。Ian演的很有趣            
(4星)	 纠结的啊~~D&amp;E其实也不错，S有点杯具了，期待            
(3星)	 历史哥 ＞＜            
(4星)	 我决定直接去阅读原著小说了。            
(5星)	 totally obsessed！            
(NA)	 呆萌~            
(3星)	 我只是为了看Ian Somerhalder.            
(5星)	 看来stefan又要变坏了.. 到底最后E跟谁在一起啊 第三季必追= =             
(4星)	 混乱的第二季，而且主角的情感越来越任性越来越不真实。            
(5星)	 damon啊......T^T......            
(4星)	 2011年2月14日～2月20日 到15集。夭折了            
(NA)	 I am come back for you            
(5星)	 还不完结啊。估计第三季要进入狗血剧情了。            
(NA)	 这么快狼人就出现了 一点都不威武 暮光的狼崽们定春附身么哈哈哈            
(4星)	 听说要春歇了？？？            
(5星)	 比第一部还好看捏！小BOSS死了N次啊。。不过还是死了 大BOSS升级了 岂能用彪悍形容 虽然目前还米有看粗来 哎~ 是不是死了都可以再重生的 那我还看的眼泪哒哒滴干嘛哟~ =-=            
(5星)	 大萌，你要敢死试试看！            
(NA)	 看见新的出来了才想起来我S2就没看完。。。。。。。            
(5星)	 连载连得我心绞痛            
(5星)	 We are all living a vampire&#39;s life. Only that we don&#39;t live as long.            
(5星)	 只要Damon活着就好....            
(5星)	 我靠最后怎么了。            
(4星)	 Damon 死不了我真开心。            
(4星)	 我爱Damon            
(2星)	 吸血鬼就是纠结体，明明永生贵族，硬要塞个人性的理论让他们不好过。            
(4星)	 发现自己是无可抑制的女王控啊！            
(5星)	 五星全部给Damon            
(5星)	 结局给高分.            
(5星)	 不错....            
(2星)	 虽然编剧还好。但是我讨厌这种自私残暴的剧。一点都没有爱。            
(4星)	 忽然有种很不详的预感..我嚼得D最后可能会死掉...然后E就会想起来D compell她忘记了的表白...            
(5星)	 damon&gt;.&lt;            
(4星)	 看得我累            
(4星)	 不在狂热电视剧的我，还是一集集追着看            
(NA)	 弃            
(NA)	 好吧最后所有人都变成吸血鬼了这剧也就结了╮(╯_╰)╭~  我有点不想追了。。。            
(4星)	None
(3星)	 finale 没死那么多人嘛。。。我还以为大家都要翘了呢            
(5星)	 我觉得VD最完美的结局就是K和S在一起，然后D和E在一起~~~            
(2星)	 杀了我吧            
(5星)	 啊啊啊啊啊啊啊啊啊啊啊啊。。。。            
(4星)	 剧情越来越吸引人了，只是男女主越来越无感⊙﹏⊙            
(5星)	 越来越惊险了，D被虐死了。。。哎、、、            
(4星)	 竟然比第一季好看也            
(4星)	 美剧真是纠结死人啊。Damon ，我们来爱你吧！！追美剧啊追啊追，太痛苦了。――22集结了，陪我渡过大学的难道会是这剧？原来那么热烈忠实的D党，看到现在竟然没感觉了。美剧看到最后应该满满都是感情分吧，似乎我们和剧里人一起长大欢乐伤悲。屈指可数算作在追的美剧，第二季完结的小感伤            
(3星)	 可怜的达蒙，为什么没人爱你？你个小忧郁。            
(2星)	 没啥大劲儿            
(4星)	 狼人叔叔好帅~~~出场费一定很贵`所以这麽快就死了T_T            
(5星)	 圣母Elena            
(5星)	 Ian挂掉我就弃剧。很明显编剧不想失去我这么一个粉儿。。。以为觉得Elena和Damon在一起了我会开心的。可是看到Stefen那个样子真让人揪心~。。。肿么办啊？            
(NA)	 Elena真漂亮 Elena真做作            
(5星)	 坐等更新~~~            
(NA)	 一            
(NA)	 20            
(2星)	 没什么意思            
(5星)	 LOVE Damon~A&amp;V&amp;B&amp;J...  我说BJ这什么状况等四个月都变学姐了。。            
(5星)	 越来越有感觉了            
(NA)	 一个接一个的谜团，倒是令人入迷。可是过于直接，少了些许东方人的起承转合，铺陈流转。            
(4星)	 这一季的情节较上季更丰富主线更突出更扣人心弦，两个女主和兄弟俩的争夺也更有意思。还是喜欢Damon~E只是漂亮，而K则更性感美艳充满诱惑，看来女人也要小邪恶些更有味道啊~最后一集啊！！！很心碎，D不能~            
(3星)	 乱了乱了~~~            
(5星)	 尼玛啊 最后那个结局神马意思啊！！期待第三季！            
(5星)	 快出，我要接着看  呢            
(5星)	 尼玛。。。所有死的又尼玛复活了，尼玛，到底要闹哪样啊，还要不要让人追了。            
(5星)	 吸血鬼啊吸血鬼！！！            
(4星)	 偶像剧            
(5星)	 大萌，我的大爱~~爱死了~~            
(5星)	 喜欢Damon!!!!!!            
(NA)	 嗯 DE不错             
(5星)	 好看。我又开始喜欢stefen了            
(3星)	 后半段太crappy了，好在结尾两集挽回了一些，在眼泪中谢幕。DEMON IS DEMON，绝对不是那种闭着眼睛让大佬带走女朋友的人，绝对是好人你当、坏人我当的男人，但男二号的催悲使命注定了你必须虐心啊。其他几个角色塑造的都很成功，期待第三季。其实我觉得吸血鬼狼人巫师有点太多了。            
(5星)	 结尾大好╮(╯▽╰)╭DE党笑了哈哈哈哈            
(4星)	 For Damon            
(5星)	 其实我想给六星！            
(4星)	 后面编剧好像发力了，哈哈            
(4星)	 还是喜欢Damon~            
(5星)	 死了活，活了死，编剧你就不能瞎折腾了吗？            
(NA)	 看到这里我想说，Elena你就从了Damon吧。。。。。            
(4星)	 damon太悲惨了... 男猪脚的charm point在哪啊= =            
(3星)	 总算看完了            
(4星)	 Damon Damon！太虐了。不知道下一季能不能翻身…            
(NA)	 就是一个所有人不是变吸血鬼，就是变狼人的故事。            
