http://movie.douban.com/subject/3227335/	仙剑奇侠传三
(1星)	 我的游戏，就这么被毁了。            
(1星)	 只是演员好看。            
(3星)	 其实也不是很好看。            
(3星)	 比第一部好看多了，不过总有点遗憾，比如茂茂，算死得最惨的一个了。            
(4星)	 音乐配的很好，切合主题。但是紫萱演的非常不好，怎么妖里妖气的，一点不像女娲后人。长卿怎么有点像慕容紫英？难道又是幻觉。            
(2星)	 演技太差，太假            
(1星)	 当初没想开看了一集,真佩服能看完38集的大神....            
(4星)	 很感动。很感动。            
(1星)	 越拍越垃圾            
(3星)	 存天理 灭人欲            
(3星)	 雷死我了            
(3星)	 为长卿、重楼而看。            
(3星)	 茂茂，你是白痴么？啊？你没脑子啊你？            
(NA)	 如果作为一部喜剧片还是不错的            
(3星)	 其实不过不失吧。            
(1星)	 = =|||凸            
(3星)	 无聊地看完了~            
(1星)	 其实我是一颗星都不想给的            
(3星)	 已经不能超越仙剑1 了。            
(4星)	 游戏改编，好玩，好看            
(3星)	 看了这部戏  喜欢上了郭晓婷            
(3星)	 不玩游戏所以没啥比较。反正重飞最萌。            
(3星)	 =_=一边雷一边看然后浑身起鸡皮疙瘩，如果不当作游戏附属品还成。。。如果和游戏联系那是自虐。。。            
(3星)	 楼楼毁了，景天圆满了，长卿滋润了            
(3星)	 服化道好烂，喜欢霍建华            
(3星)	 啊啊啊  我多么爱小葵TT            
(3星)	 我怒我怒怒怒怒怒怒怒怒怒怒            
(3星)	 以对仙剑迷的伤害，换来普通人的兴趣。            
(1星)	 你知道我有多想骂吗，我·操·你·妈·拉·个·掰            
(4星)	 我已经迷失了，被宣卿恋感动的眼泪哗哗的&gt;///&lt;还有可爱的龙葵            
(2星)	 改的面目前飞 乱七八糟 BS阿            
(4星)	 拍的还行···爱上杨幂了···哈哈··            
(3星)	 腐是需要天时地利人和的            
(2星)	 希望这次不要和仙1一样乱七八糟。可怜我的重楼GG啊，泪奔            
(3星)	 有些感情注定不该存于这世上。。。            
(NA)	 这阵容我还是挺喜欢的            
(2星)	 我只有一个想法。。。不要再拍仙四了！            
(1星)	 紫杉，你咋不去死呢  这个傻逼电视剧             
(4星)	 在众多既雷又拖的剧情中有亮眼的皮相和细节 景天长卿 龙葵龙阳 长卿紫萱 此三CP比较有看头            
(1星)	 情节烂，尤可恕。mm们都不够pp，忍无可忍，，，            
(3星)	 看茂茂的那段太折磨人了，我都快进了！            
(3星)	 最后几集好看，其余很一般。除了特技和演员，其余都不如第一部            
(4星)	 龙葵，你让姐姐好感动啊~我要把脑残编剧关进锁妖塔！！！            
(4星)	 雪见结局            
(1星)	 给一星只有一个理由：编剧是小葵的后妈            
(NA)	 虽然狂在心里骂，但是我还是想看，毕竟最爱雪见啊啊            
(NA)	None
(4星)	 配乐比剧情本身好过太多            
(3星)	 再聚首，难相守。若相守，莫回首。            
(3星)	 故事有点扯            
(3星)	 还是很喜欢1            
(4星)	 国产电视剧到这种程度已经是制作精良了            
(3星)	 两男主才是亮点。。。            
(NA)	 今年过年在亲戚家小堂弟的讲解下看的            
(3星)	 哎，其实这一部我还蛮喜欢函数姐的~╮(╯▽╰)╭，我表示函数姐的电视剧我就只看了这一部。。            
(3星)	 2012.01.19 霍建華還是皺眉的時候好看吶。01.20 看完喇。小霍的睫毛也是天然長喔。            
(2星)	 看到杨幂就烦            
(5星)	 海训场那段美好的回忆！《偏爱》噢！我们的连歌！！            
(3星)	 龙葵剪辑版-w- 还是红龙葵凌厉厉害，蓝龙葵永远一副受委屈的小表情。吃吃姑娘演的角色结局都够惨的，不过幻灭了、跳熔炉了就是死了            
(4星)	 唉，我居然被霍建华迷住了            
(4星)	 杨幂太烦人            
(4星)	 还是冲着霍霍看的，对这种武侠奇幻瞎掰剧从不感冒，不过主角6人和茂茂演技都不错卖相也好，很有看点~~真的是有霍霍就有基情，和胡歌两人好欢腾好有爱的丫哈哈哈~~不喜欢全死光光的悲伤结局，弄个大团圆不好嘛。。。            
(4星)	None
(2星)	 1颗星给最后一集徐长卿雪中舞剑，1颗星给前36集里的白豆腐和路过的龙阳。只能说因为不是游戏fan，所以竟然可以看完并且被虐了一下- -            
(2星)	 似乎更适合低幼人群。            
(4星)	 只为看徐长卿，三生三世，情深缘浅，虐心啊，感觉这是霍建华演绎最好的一个角色，徐长卿这个人物很难忘，一身白衣，道骨仙风，却又有剪刀手长睫毛，又呆又萌，我HC了。。。            
(4星)	 完全为了霍长卿看的            
(2星)	 不能忍啊             
(NA)	 到28集，不看了，太浪费时间= =要不是白豆腐造型这么萌才看不下去呢            
(2星)	 打过游戏再看电视剧剧情无法接受！！！            
(3星)	 奔着诗诗去看这部电视剧，其实跟仙剑1差不多，故事情节很让人看不下去，但是看开了也就继续看吧，结尾那几集倒还不错，道理还挺深刻，就是杨函数实在让人看不下去。最喜欢的角色是龙葵和茂茂。            
(4星)	 剧情我都忘了，只记得当时很多人一起看。            
(5星)	 把星星都给白豆腐了。。我又看了一遍。。            
(4星)	 原作改编来讲-1，造型-1，基情+1……            
(3星)	 在画画过程中听完了             
(3星)	  胡歌 很可爱- -            
(4星)	 给这个好故事的。            
(5星)	 这是给紫萱的- -            
(3星)	 我一直觉得这里人物最悲催的其实是茂茂            
(NA)	 果然，国产天雷剧，没有最烂只有更烂，你永远也想不到下一部出现雷剧会烂到什么程度，只是仙剑系列森森的伤害了游戏迷的感情嘞！！            
(5星)	 好爱霍建华            
(3星)	 扯。破坏雪见和紫萱形象啊            
(1星)	 垃圾            
(3星)	 37集我大概看了10集就看完，，我是来看霍建华的，，，            
(4星)	 长卿道长~~╭(╯3╰)╮            
(NA)	 紫萱好细啊，挺美的~            
(3星)	 白豆腐~嘶~            
(5星)	 台词还是有一些很幼稚的，但比《仙剑1》好看多了，尤其是紫萱姐姐。            
(NA)	 噗 雷啊            
(2星)	 长卿好萌呀&gt;&lt;            
(3星)	 三星都给霍建华……            
(3星)	 其实我没看完……因为我实在受不了了，一看到囧特效我自己觉得尴尬然后就不看了            
(3星)	 没1好看。            
(1星)	 突然想起这部剧，为何评分这么高！！！可怕！！！！            
(NA)	 紫萱的扮相好赞~刚出来的时候根本没关注没觉得~嗷嗷嗷~~            
(1星)	 编剧请你尊重游戏原本情节，你像仙一那样合理添加剧情我觉得没什么。但仙三你改的也太扯淡了，你完全不尊重游戏原本情节。你既然想要自创情节，那为什么你要叫仙三，你随便起个武侠的名字不行吗？你把我这样游戏玩家忽悠过来看，看完我再说你垃圾，你觉得这样有意思吗？如果不叫仙三，我可能会给高分。            
(3星)	 唐嫣古装扮相比现代好看太多了            
(5星)	 五颗星给长卿和紫萱。真的对不起 答应了你不再爱你 我却还没答应我自己             
(4星)	 长卿实在是太萌了，这部剧颠覆我对霍建华的感觉了，萌死我了，我竟然为这个剧买了碟！！天呐！！！            
(1星)	 我草泥马的，尊贵的导演们，牛气冲天的大腕们，让这世界留一方净土好吗？你们这部偶像剧，请问跟“仙剑”这两个字有什么关系呢？            
(4星)	 为唐雪见减一星，为紫萱加一星            
(4星)	 等待都是虚妄和徒劳，剧中那么多等待百年千年的女子，善终的，没有            
(3星)	 长卿~你怎么那么萌啊......            
(NA)	 重楼属于典型的游戏BOSS个性 有型有范有追求有操守但没有大情怀 还是圣徒长卿深得我心~虽然这个长卿很像紫英（紫英也深得我心啊 仙四里面我最喜欢的人物）。。。。            
(3星)	 三星半            
(2星)	 我为了你还买了碟你赔我龙葵赔你花楹赔我重楼各种赔你赔得起不！！！我操你妹！！！            
(3星)	 三星给卖腐            
(4星)	 雷人都拉着过去了 我喜欢唐嫣            
(3星)	 为胡歌，为杨幂，为它让我把游戏又安装起来重新玩。            
(NA)	 特效太傻了            
(2星)	 玩了五六遍的游戏 2分是给被吐出来以及没有喝下的忘情水            
(4星)	 虽然胡歌已经没有当年帅，可是仙剑依然很好看呐            
(3星)	 我还是打游戏吧。            
(NA)	 别告诉我这部片子好么！古代偶像剧呢！            
(NA)	 嗷，重楼～～～～～～～～～～～～            
(3星)	 最后四集也太败笔了吧，悲情不是这么生硬打造出来的！比如茂茂知道霹雳堂有肉，完全可以让蜀山的人帮忙去那抢啊！编剧的脑子是不是被狗吃了？还是薪水太低给剧组报复啊？几乎完全打消我对这部剧前30集培养的深厚感情。哎！严重拉分！龙葵当世存在感薄弱了，没怎么和哥哥加深感情。            
(1星)	None
(NA)	 魔尊重楼。。。            
(2星)	 杨幂何及刘亦菲啊！            
(4星)	 JQ满满            
(NA)	 弟弟，初联网的家里电脑，我们都很专心，挺好的，静止的时光。            
(3星)	 想起自己高中玩仙剑的时候了~~            
(2星)	 情节不太合理，对白幼稚搞笑。            
(3星)	 虽然是个电视台之间断断续续看的，也算是看过吧。            
(1星)	 重楼不是这么怂的，龙葵不是这么呆的，毁了我心中的游戏。。。            
(3星)	 还行，比我想象中好些            
(4星)	 茂茂死了，好可爱的茂茂就这样死了T-T            
(4星)	 答應不再愛你，聽到這首歌想起他們的三世情緣就超級想哭，感人至深            
(5星)	 纵使有太多的缺点，不得不承认很是吸引人，尤其是离别时的那丝迷人            
