http://movie.douban.com/subject/2983434/	我和春天有个约会
(NA)	 小时候最爱看的电视剧。            
(5星)	 这个印象太深了~太爱了            
(3星)	 其实电影版也极经典，这个胜在有江华~~~            
(5星)	 这部是亚视的哦～～～四女打麻将那段 是永远的经典            
(5星)	 那个时候我很喜欢江华和TONY            
(5星)	 我还要再看一遍！！            
(5星)	 永恒的经典            
(5星)	 很經典的一部TVB的電視劇。。            
(4星)	 经典            
(4星)	 很喜欢那主题曲            
(5星)	 绝对经典中的经典。            
(5星)	 是我看的第一部香港电视剧吗？            
(NA)	 噢~看的时候好小 都忘记了大部分内容.印象最深的是有个穿绿衣服的女人装了假臀被钉子扎也没事......            
(5星)	 以前电视台放了几遍我就看了几遍，童年的深刻记忆。            
(4星)	 当时很喜欢看，尤其喜欢主题曲            
(5星)	 当年萌剧OTZ            
(5星)	 看了无数遍了，还是最爱            
(5星)	 四种颜色，四种命运。给我的美好回忆。            
(4星)	 最心疼的就是莲茜了~            
(5星)	 一直记得小蝶。曾经中午必看的电视。            
(NA)	 爱看            
(NA)	 人生沉浮的故事最动人心！            
(NA)	 听到音乐就激动            
(NA)	 印象最深的，也是最爱的一部电视剧            
(5星)	 童年的回忆那时候东方电视台午夜剧场播出，半夜里还偷偷的爬起来看            
(5星)	 想终有日我面对你交抵我内心情浓春风那日会为你跟我重逢 吹送~我俩与春天有个约会I have a date with Spring~            
(5星)	 那个时候唯一一部让我翻来覆去看的            
(NA)	 百看不厌            
(5星)	 勾起了小时候的回忆，已经忘记了多少年的电视剧了。。            
(5星)	 小学时印象最深的就是这部戏啦～记得那时周围的人全都在听里面的歌～大爱～最喜欢凤萍～            
(3星)	 玫瑰玫瑰 我爱你~            
(5星)	 只要有熟悉的旋律就会忍不住再去重温一遍            
(5星)	 很棒的电视剧。一口气喜欢上里面所有的演员。感动从小学直到现在。            
(5星)	 那时大家都年轻！            
(5星)	 看看巾帼枭雄再看看这个。。感叹一下商天娥已然成了肥鹅。。倒是雯女越来越有味道。。俺越来越稀饭。。            
(NA)	 很小的时候看的了 那会觉得女主角都很美很想重温一遍            
(5星)	 夜澜人静处,  当天际, 星与月渐渐流动, 感触有如潮水般汹涌。。。            
(5星)	 经典~            
(5星)	 都忘记小时候重看过多少遍了~里面的歌曲我都会唱~~ OMG            
(5星)	 很小时候每天早上起床看的电视剧当时真的好喜欢看现在才感觉那个时候他们的演技真的好好喜欢邓萃雯            
(5星)	 ATV经典。            
(NA)	 相信天注定，预感孤老终生。            
(4星)	 歌声依旧            
(5星)	 印象最深刻的香港电视连续剧，有不少脍炙人口的歌曲长存人心。            
(4星)	 I have a date with spring.            
(5星)	 儿时的约会            
(4星)	 蓝色蝴蝶很悲惨            
(3星)	 小时候的好朋友们            
(5星)	 小学时代最难忘的电视剧之一            
(4星)	 最爱的剧            
(5星)	 经典的就是好看~            
(5星)	 这么经典的不用多介绍咯~~            
(NA)	 记得以前重播的时候看到2，3点 那时候还很小呢 瓦的熬夜生活从此开始 太经典的剧...            
(4星)	 有我喜欢的万绮雯             
(NA)	 好            
(5星)	 想起了高中的姐妹，不知道她们还好吗            
(5星)	 非常好看~童年的回忆~            
(5星)	 如果家豪向小蝶解释清楚，如果家豪没有离开香港，那么小蝶还会爱上这样的家豪么？ 这20年的等待是注定的命运，很多时候我们不可不信            
(5星)	 商天娥的英文歌唱得真当好啊~~~            
(4星)	 四个女人。。。几段歌。。。            
(5星)	 陪伴            
(4星)	 记得是初三的暑假，天天晚上看~~~            
(4星)	 我的爱情启蒙，当时的learning是，貌似哪种男人都靠不住            
(5星)	 小时候的记忆。。            
(NA)	 不是TVB，而是ATV。            
(5星)	 小时候很喜欢看的电视剧~现在还很喜欢主题曲~我和春天有个约会！            
(5星)	 不朽经典～            
(4星)	 小时候的记忆            
(5星)	 很小的时候就熬夜看这个了，似懂非懂，不过，记忆里美好的回忆，经典的电视            
(5星)	 永恒的经典，童年的回忆。            
(4星)	 天天中午等着看.            
(5星)	 在我的青春期留下浓墨重彩的一笔。友情爱情，爱情友情            
(4星)	 虽然记不得结局了            
(4星)	 怀念啊！            
(5星)	 邓萃雯            
(NA)	 小时候的回忆，小学的我们，一起办家家酒，挑选自己喜欢的角色……现在的我们，都变了样，那时的亲密关系也渐行渐远……            
(5星)	 经典啊~~~            
(5星)	 小蝶,凤萍,莲茜和露露.让人感动的友请还有经久不衰的老歌.            
(5星)	 经典~            
(5星)	 经典的。。。            
(5星)	 为什么我长这么大还是喜欢这部电视剧呢            
(5星)	 小时候当歌舞剧看，现在当爱情片重新思考。            
(5星)	 经典            
(5星)	 等了那么久，等到了，却不敢面对了~~            
(NA)	 非常经典的一部片子。里面每首歌都各有特色。            
(3星)	 太久了，而忘记情节。只记得那首萨克斯            
(4星)	 初中的时候,经常趁爸爸妈妈睡了再爬起来偷偷地看.那时候放的实在太晚了.小蝶到年纪很大才回来,一直都很唏嘘.人们总因为误会而相识相爱,又因为了解而分开            
(4星)	 经典            
(4星)	 以前很爱看的，四个女生的友谊。            
(5星)	 歌不错  人也不错            
(4星)	 童年的记忆            
(5星)	 几个月前看的，十年前的老片子，骗了我无数眼泪。            
(5星)	 看过的少有的亚视的片子，小蝶和家豪是当年的热门话题。            
(NA)	 喜欢邓萃雯啊。。。。小蝶。。            
(4星)	 高中的时候看的...当时很喜欢            
(NA)	 想起童年时和妈妈一起看..很怀念..            
(3星)	 现在还能小哼下里面的歌~            
(5星)	 经典            
(5星)	 好喜欢好喜欢这部连续剧啊，说不上来是为什么么？就想人家说的，喜欢一样东西也是不需要理由的吧.            
(3星)	 虽然大家都觉得灵啦，我承认我不太会欣赏            
(5星)	 最近看师奶里邓萃雯和商天蛾，当初的小蝶和连茜，时光真是一样很可怕的东西            
(4星)	 我喜欢里面的歌~我和春天有个约会~            
(5星)	 因为这2天又在重看，其实我都看了很多遍了。            
(5星)	 SECOND 未完。。。            
(NA)	 儿时的经典            
(4星)	 相当的老            
(5星)	 爱！不能忘            
(5星)	 小时候的经典            
(NA)	 没看完，不想看了            
(5星)	 从那时起喜欢上了万绮雯。。            
(4星)	 最爱的港剧            
(5星)	 童年记忆，半生梦想            
(NA)	 经典！            
(NA)	 老片拉            
(5星)	 好看的要命啊！            
(NA)	 hah            
(5星)	 到现在我还能重看一遍的经典~            
(5星)	 确实值得回味.            
(5星)	 有太多的回忆。。。            
(NA)	 OH MY !!!            
(5星)	 小学时看的...            
(NA)	 回忆            
(NA)	 我最爱的电视剧``怀念            
(5星)	 最爱的故事，女人间真正的友情总是弥足珍贵，坚不可摧            
(NA)	 嗷~狠喜欢的。            
(5星)	 少年时代的回忆。            
(5星)	 最惨一蓝一红莲惜 凤萍            
(4星)	 亚视拍的一部比较算经典的剧集。            
(4星)	 歌也很经典            
(5星)	 我的六年级暑假。。。            
(5星)	 超爱小蝶和家豪            
(4星)	 小学时候最爱的电视剧之一            
(NA)	 回顾是件有意思的事情。你发现你的记忆原来早已被自己篡改，你发现最让你感动的是你愿意极易并予以表流的情绪。            
(5星)	 我想造一個麗花皇宮            
(5星)	 大爱，原声很经典．童年的美好记忆            
(5星)	 超喜欢            
(NA)	 经典种的经典！！            
(4星)	 挚爱的            
(5星)	 经典就是经典，让人回味一逝去的日子            
(4星)	 20年的等待...            
(NA)	 童年回忆～～深入人心的平凡故事～～            
(5星)	 讓人鬱悶的結局            
(5星)	 很喜欢的 一个时代 即使现在看还是 那么耀眼            
(5星)	 一直挂念着你们……无法忘记~~不愿忘记~~            
(4星)	 以前觉得特别好看            
(5星)	 戏如人生，人生是戏。爱的就是那一份回忆……            
(5星)	 最爱的老电视剧。。。            
(NA)	 很经典很经典很经典            
(5星)	 大爱            
(4星)	   转眼又是十年  电视剧的十年也是我的十年   流转时光谱写这支阙歌              
(4星)	 小时候的梦啊            
(5星)	 一个时代的记忆            
(4星)	 看港剧最疯狂的时段            
(NA)	 很经典，小时候的回忆~~~            
(4星)	 痴情的白晓蝶，苦情的蓝凤萍，悲情的洪莲茜，怡情的金露露。四个情女，写就一个情字。            
(NA)	 我和春天有个约会            
(5星)	 看者看者會被莫名地感動，會感動的掉眼淚……屬於那個年代的人和事放在今天來看依然吸引人。            
(5星)	 永远的经典            
(4星)	 小时候觉得江华哈帅            
(NA)	 也是一集一集地看的            
(5星)	 大爱啊。。。            
(5星)	 家豪~~~love all the songs in it~~~            
(5星)	 她们那样不同，却活在春天里，虽然有的春天如此短暂            
(NA)	 小学时超爱            
(5星)	 永远在记忆里存在的东西            
(4星)	 记忆里这部剧还不错～            
(5星)	 女人間的情誼            
(NA)	 若是情未冻，始终相信，我俩与春天有个约会。             
(5星)	 早期的电视剧最爱            
(NA)	 初中时候的经典，很羡慕那样的友谊，当然，我现在也拥有了，感谢            
