http://movie.douban.com/subject/3619100/	IRIS 아이리스
(5星)	 看的很苦逼啊。。。金素妍表现很出色。            
(5星)	 大牌聚会，每个人都是配角，这样，才能更好地发挥。金素妍不错。还是很喜欢金承佑。隐忍的爱。            
(4星)	 百合金泰熙，玫瑰金素妍            
(5星)	 金素妍太帅了            
(4星)	 韩国的谍战片也不错 女二号我喜欢 ~            
(5星)	 唯一一部从头追到尾的片子。。。            
(2星)	 强打精神看到第八集，实在看不下去了。对剧情无感，对女主无感，喜欢善花。            
(3星)	 冲着金素妍去的。。。太帅气了！！但是金泰熙怎么看都不像女特工= =就像韩剧的女主角。。。韩国拍这种题材的就是不行。。。离美剧差太远，又情节拖沓保持韩剧风格。。。有点儿不伦不类            
(2星)	 如果有续集，那可以说是说是韩版《越狱》，超越不了《越狱》；如果没有续集。。。。。导演挖这么深的坑，坑爹啊！！！能不能好好讲故事！！！还有要不要来回炒冷饭啊，明显凑时间啊！！！你以为这是写作文啊！！！两颗星是冲这我浪费的时间去的！            
(4星)	 女二号T3T            
(NA)	 金素妍             
(5星)	 电视剧版超级好看哦，简直是屏住呼吸！！！金素妍也超美超冷酷滴~            
(5星)	 我看过十来部韩国连戏剧里最好的一部没有之一！大爱金素妍的那个角色。            
(5星)	 善华把我感动滴稀里哗啦的.....            
(5星)	 喜欢金素妍             
(4星)	 我在秋田县的风雪中追赶着你的样子 就好像昨天一样 历历在目那时候在那个森林小木屋里你给我泡的黄油咖啡我永远都不会忘记的我可以拜托你一件事吗我想了一下你连一次都没叫过 我的名字呢018如果只是一场感冒那该有多好啊即使会很痛苦只要熬过一宿就可以像没发生过一样            
(4星)	 金素妍            
(3星)	 韩剧的一贯做派就是：虐情+狗血，无论什么题材，唯有帅哥可以一看。唉~~南韩的哥儿北韩的妹，说的是没错呀……            
(5星)	 没有女2的话因该不会看了            
(5星)	 为金素妍打五分            
(4星)	 喜欢金素妍            
(NA)	 什么jb玩意儿啊            
(5星)	 如果花开了，就欢喜；如果花谢了，就放弃。陪你在路上满心欢喜，是因为风景，不是因为你            
(3星)	 故事到最后简直是疑点重重，不知所云，为剧情而剧情，为商业而商业的感觉实在让人看不下去~幸好这部片子还是有着成功之处，就是塑造了金善华这个角色~这个只需要一杯黄油咖啡，或一束花，或一声呼唤便已满足的冷艳女子实在让人心疼不已，雪地中的默默跟随，战斗中的患难与共，她才是最值得去爱惜的人…            
(4星)	 对韩国拍间谍片之类的真的是要绝望的，真想建议编剧来看看我们的潜伏之类的，他们的剧情实在是BUG也太多了，而且除了南北问题就别无其他了。金泰熙小姐你只会瞪大眼珠一个演法吗？！看着就帮你急！本来这个剧也就2颗或者3颗星了，看在金素妍的演绎有让我小小的惊艳了一下就多加一颗星。            
(4星)	 人物关系比城市猎人更错综复杂.演员都是偶像+演技派~~唯一的不足之处....是个杯具= = 如果不是个烂尾的话我肯定给5星            
(4星)	 我来看美女的，            
(4星)	 看到第七集。制作很精美，但是总觉着缺少点让我看下去的理由。饼叔演的好，金素妍的发型超赞。但是越看觉着生活越颓废。为了自己，弃剧。希望主人公们各自幸福。            
(5星)	 善华演的太棒了 剧情虽然有点俗套 但是感情非常细腻            
(4星)	 喜欢女二号～结局太坑爹            
(3星)	 结局还真的是很操蛋呢~            
(3星)	 难得看一次韩剧，开始很惊喜，但是后来剧情越来越漏洞百出。。。有点模仿24，但是编得太大最后编剧无法自圆其说，节奏还是拖，回放镜头太多。结尾很狗血。李秉宪和金素妍演技不错。金泰熙是美丽的花瓶。            
(4星)	 没看完，建议后十集除了出现金素妍的部分可以以*16的速度快进            
(4星)	 我蛮喜欢看他们的打戏的 金素妍好酷            
(4星)	 4分都给李秉宪跟金素妍，金泰熙就俨然一花瓶，完全可以不要这个女主~话说top憋抽憋得痛苦吧，台词那么点，直接忽略算了。还有一个大bug，杀小女孩的时候怎么不直接按爆炸，还浪费那么多子弹？            
(3星)	 韩国片拍的就是揪心思密达            
(4星)	 这结尾算是怎么回事嘛？！            
(3星)	 李秉宪，很精彩！金泰熙，怎么看都进入不了角色！金素妍，很厉害！            
(NA)	 toppppppppppppp!!!!!!            
(NA)	 顶善华！！            
(2星)	 李娜            
(3星)	 [NORMTEAM.COM]特务情人.mkv http://u.115.com/file/aqpvf665#,1            
(1星)	 卧槽，没看过电视剧的勿看电影版。完全无剧情衔接，直接是各大感人MV片段集锦！            
(4星)	 就知道结尾时主角们太幸福准没好事发生。。。            
(4星)	 糾結的特務工作            
(2星)	 无聊的韩剧            
(3星)	 真狗血= =            
(3星)	 电影没有剧好看啊，电影就是由剧剪接成的吧，完全没新啊。不过那么多年还是真心喜欢金素妍            
(5星)	 除了结局，什么都好。。。大爱金素妍，不解释。            
(5星)	 金素妍，金泰熙美得么道理            
(5星)	 善华这个角色真的太有魅力了！            
(1星)	 剧情都没有，你也敢叫自己电视剧？            
(4星)	 冲着李秉宪来看的这部剧，没想到有意外的收获就是金素妍，每次出场太帅了。因为那烂结局所以4星吧            
(3星)	 也就前面两人在一起的剧情比较好看，后面是强忍着看完的，金素妍不错。            
(5星)	 为了看金泰熙，结果却喜欢上那个酷死了的金素妍            
(3星)	 韩国口音的中文太搞笑了            
(4星)	 这部韩剧的节奏很紧凑，但是草草结局，希望早点出第二部（PS.金素妍在里面的角色很帅气）            
(4星)	 比iris2好，看的累死终于拖着时间轴看完了            
(5星)	 最帅的就是秉宪大叔暗杀日本黑帮头子那一幕，力与美的融合！冲着金善华，再多给半个星            
(5星)	 秉宪大叔是演技派 思宇像韩庚            
(5星)	 很不一样的韩剧。不一样的金素妍。            
(4星)	 剧情很精彩，但结尾很烂？真的是为了续集吗？            
(4星)	 非要这么狗血么            
(NA)	 果然还是...好基..最后...竟然死了??            
(4星)	 金泰熙美！金素妍帅！没想到她原来的风格是那样的。。真不该查的。。结局真是。。。大赞也难受 好像被一大块食物噎到了 却因为很好吃而哭着微笑。。            
(4星)	 被操控的命运好悲惨            
(4星)	 看了前两集还不错，虽然韩国很少拍这种情节紧凑的片子，但是这部整体把握不错~top也很帅啊~金素妍里面更是出奇地漂亮~            
(5星)	 五颗星都给善华。            
(5星)	 完全没想到韩国会拍这种题材的片子，大爱里面的金素妍~~~            
(4星)	 才发现，编剧叫金贤俊。。。不过功力不错，比只知道谈恋爱的剧好看多了            
(3星)	 完全是棒子在yy！！！  金素妍长的真好看            
(3星)	 难得看部韩剧，明明是韩剧还硬要cosplay成大制作反恐片，编剧一定是挖了坑然后自己忘了怎么填。。。反转就是男猪脚最后流着泪挂在了车里，我靠我靠我靠！！！！            
(5星)	 爱女一 正好是第10000个            
(4星)	 一部华丽时尚的动作剧。打动我的是我可怜的善华，真喜欢她，表面冷漠少语，内心对男主角狂热的爱。而女主角金泰熙感觉就是个花瓶，即便看她打来打去也像个花架子。。。还有这部剧的题材貌似很敏感哦。。。            
(4星)	 那个好啊~            
(5星)	 金素妍太棒了~ 她给予男主角的爱太让我感动了！            
(5星)	 虽然剧情有很多鸡屎和不能推敲的地方！但是李秉宪完全撑起了整部剧，金素妍也很不错。剧情紧凑，完全脱离了韩剧拖沓的特点！看完，义无反顾的给李秉宪迷倒！            
(3星)	 演员阵容、场面制作、海外拍摄等等方面无疑不透露着制作组对剧集寄予的野心，内容方面，美剧的痕迹虽然随处可见，可也不至于落到画虎不成反类犬的地步，可见演员的表现功不可没，金泰熙和李秉宪尚算中规中矩，金素妍倒是让人大开眼界，如果不是那个为韩剧而韩剧的烂尾结局，我会多给一颗星的。            
(5星)	 我爱短发金素妍。。。            
(5星)	 前半部分很吸引很吸引人。随着谜团的一步步揭开，剧情方面可能没有这么吸引我了，但我着实被演员的演技折服。我在最后都原谅了我一直讨厌的男二号。结局太烂了！！为什么是个悲剧！！最爱善华！！            
(5星)	 五分 全给 演员的表演了！这群演员太给力了………………郑俊浩≥金素妍≥李秉宪≥金承佑≥洪秘书≥朴室长≥白山局长。还有些记不清名字的~~换掉金泰熙就好了  全无气场，这里面大概是个女演员就比她抢眼。            
(4星)	 善华善华~~            
(NA)	 后面的实在看不下去了，结局能猜到矮油，好喜欢金素妍这妞哦~还有金承佑这大叔            
(4星)	 金素妍太帅了,.top很惊艳,可惜死得不明不白的,还有就是我不明白长得好好的一娃怎么在iris和bigbang里都非要画得跟个妖似的.结局参不透,像是为死而死的...            
(3星)	 最后那是什么结局。。为嘛呀！            
(3星)	 额             
(5星)	 我的善华啊   。。。酷酷的御姐            
(5星)	 美剧FEEL            
(4星)	 金素研姐姐某些角度怎么和乔妹这么像            
