http://movie.douban.com/subject/1419297/	越狱 Prison Break
(5星)	 还是只有第一季最经典            
(3星)	 越看越难看。。。第一部最喜欢。。。            
(5星)	 最好只看第一季            
(5星)	 无法言语的精彩。极具震撼力！            
(NA)	 第一季也只看了一半多一点，对于情节剧还是没有情景喜剧喜爱。            
(5星)	 越狱最好看的一部            
(5星)	 深刻领会了“欲罢不能”这个词的含义。            
(5星)	 本片讲述了隐性精神病及慢性遗传病患者MICHAEL SCOFIELD同志毅然撇下光明的大好前程，以藐视爱因斯坦的智力与其老哥遭到不公对待的命运作拼死对决的戆人故事。就第一部值得一看。            
(5星)	 突然想起这事了            
(5星)	 越狱里最好看的一部            
(5星)	 仅推荐第一部            
(5星)	 四年换得一声叹息啊            
(4星)	 烂尾            
(2星)	 很难说，反正我不喜欢。为什么你们喜欢啊？            
(NA)	 Movie             
(5星)	 我也好想当个聪明人啊。            
(4星)	 俗，S4依然很俗，但我就喜欢俗套的东西，^_^            
(NA)	 越来越假~            
(5星)	 爱死了            
(5星)	 编剧真棒            
(4星)	 wonderful            
(5星)	 喜欢PB需要理由吗~            
(5星)	 为虾米你是同志咧？太可惜了吧~            
(NA)	 第四季都出来鸟,好过瘾啊...每个星期都有得看仂            
(NA)	 只能看第一季            
(5星)	 卿本佳人，奈何做GAY            
(NA)	 SARA还会再回来的吧            
(4星)	 1            
(NA)	 觉得一二部很经典            
(5星)	 启蒙            
(NA)	 曾经伴随我大三好一阵子的电视剧。看得着急却又不得不看的电视剧。            
(NA)	 越狱            
(NA)	 剧情和音效很和谐紧凑            
(NA)	 PB第一季还是相当经典的哈            
(4星)	 只有第一季好看，后面太扯了，什么玩意儿            
(NA)	 王小二过年，一年不如一年呐            
(5星)	 第一季五星。            
(NA)	 米勒 没想到现实中的你啊 照不进梦想里面啊            
(5星)	 Very wonderful~~I like mike~            
(NA)	 很好看            
(5星)	 只看了第一季  剧情紧凑  刺激 我喜欢啊            
(5星)	 爱上美剧是从这里开始的…            
(3星)	 妈的，我是等不到也懒得等Y出狱的那一天了            
(5星)	 至啊            
(NA)	 过了第一季就不好看了            
(5星)	 这美剧，经典的不能再经典了。绝对的饭死。            
(NA)	 1，2两季才是经典呵呵，  我们应对一切未知的做好准备。            
(5星)	 集集好看~            
(NA)	 第一季看的吸～～～后来就没兴趣了除了miller就没看点了            
(5星)	 2008.09            
(4星)	 只有第一季好看。。            
(3星)	 至于火成那样么？？            
(NA)	 1,2季一集没落，后边的一集没看……接着下，接着看……            
(4星)	 我讨厌看被剪小脚指头.所以看不下去.            
(4星)	 season 1.            
(NA)	 米大帅I            
(NA)	 超喜欢，看了一，二部            
(5星)	 无懈可击。            
(4星)	 事实证明在商业利益的诱惑下，再好的剧也会慢慢变成鸡肋。            
(5星)	 看过一些            
(5星)	 極品帥哥亞~·~~            
(NA)	 当时大考的晚上 每每为迈克心折暴跳            
(NA)	 看看电视剧            
(4星)	 着实火了一把..            
(5星)	 超爱超爱超爱米帅~            
(4星)	 欲罢不能            
(NA)	 精神有缺陷的人是天才，智力有缺陷的人是怪才            
(5星)	 最爱的美剧            
(NA)	 爱死了~~~            
(5星)	 经典第一部            
(3星)	 风行几年的电视剧，现在捡起来看看。            
(4星)	 永远支持,不能不看的电影            
(5星)	 虽然剧里男人像和尚，但都很性感            
(5星)	 主角太帅了，情节紧凑            
(4星)	 终于拖完了。。。            
(4星)	 更喜欢电影版            
(NA)	 有啥好说的呢。。不知道到第几季了。            
(5星)	 第一季让我疯狂……            
(4星)	 第一部好看，其他一般。觉得看完第一部就行了            
(NA)	 看第一集就被吸引住了&gt;,&lt;            
(4星)	 也就第一季能看，以后的一季不如一季            
(5星)	 看完第一季。不想再追。            
(5星)	 着实迷了一阵子。。。            
(3星)	 跑来跑去……            
(5星)	 完美.            
(5星)	 第一部经典            
(NA)	 别人看我也看咯            
(5星)	 我的评价是第一部，其他看见也没看见            
(4星)	 第一季还是不错的            
(3星)	 开高走低            
(4星)	 我是米饭～！            
(5星)	 第一季还是很出色            
(4星)	 编剧牛呆了！更中意前两季。            
(NA)	 就这部经典            
(NA)	 lousy            
(5星)	 第一季很酷呢！！那个纹身！！            
(NA)	 彻底结束了。。。。            
(NA)	 爱            
(NA)	 第一季让人着迷，第二季开始消沉，第三季完全脱节...听说第四季9月回播...期待？            
(5星)	 很激情昂然の看完了            
(5星)	 第一季超级牛，第二季以后就烂死了            
(4星)	 后面几季太拖塌            
(NA)	 胸口塞满了棉花．．．            
(5星)	 越往后越没劲 只看第一部的好            
(5星)	 ...口碑催使我看            
(4星)	 终于看好啦～～            
(5星)	 放在电脑里很占空间,但不舍得删掉.            
(5星)	 第一季很好，后边越来越……            
(5星)	 绝对的强大~~Michael Scofield~            
(5星)	 续集越来越来离谱            
(3星)	 还行吧            
(NA)	 nice             
(4星)	 第一第二季相当的好看，但是到第三季我就已经不想看了。。。觉得无聊了。。。超级喜欢T-Bag。。。一个坏到掉渣的蟑螂人～            
(2星)	 只为越狱1            
(5星)	 第一季看完。            
(5星)	 还是觉得第一季好看@!            
(NA)	 绿色眼珠的帅哥，大爱啊！！！！            
(5星)	 经典            
(NA)	 感觉不错!            
(3星)	 看完变成彻头彻尾的misa shipper            
(5星)	 这个五星仅限第一季……            
(4星)	 唯一能看的一季            
(5星)	 坚持在追            
(5星)	 break in break out            
(5星)	 情节很紧凑。看得也很紧张。            
(NA)	 这个其实是对美剧友爱的开始            
(5星)	 好看好看            
(NA)	 我还就是不喜欢看！            
(5星)	 故事情节很紧凑..            
(5星)	 我们的目标是：逃出去！            
(NA)	 一大堆人一再逃狱的故事。。。。            
(5星)	 第一季不错，剧情紧张，有可看性            
(4星)	 第一季好看那，第三季到女主角一死，我就彻底没兴趣看了            
(5星)	 激动人心的片            
(5星)	 第一季超赞，后面的都是鸡肋。            
(NA)	 爽就一个字            
(5星)	 剧情紧凑。。好看！            
(NA)	 连老爸都看            
(5星)	 只看第一部就够了            
(NA)	 我只推荐第一季            
(5星)	 我那个紧张啊～～～            
(NA)	 prisonbreak            
(NA)	 精彩            
(5星)	 够了            
(NA)	 喜欢米勒            
(NA)	 苦难马拉松，不断有漏洞。            
(5星)	 真的有SCOFIELD这样的人么? 相当PERFECT~            
(NA)	 为什么帅哥都是同性恋……            
(5星)	 i heart wentworth,i heart this TV-series...            
(5星)	 一个字  ：好！            
(4星)	 除了成长的烦恼.看过完整的美剧就是这个了.其实只需拍一季就够了            
(5星)	 只有第一季好            
(NA)	 喜欢Michael Scofield            
(5星)	 还是第一部最好，sarah死后就没怎们再继续了            
(5星)	 此评级仅限第一季            
(4星)	 不得不承认帅哥一枚。            
(4星)	 第一季5星，之后递减了。            
(4星)	 看的有点累            
(4星)	 这里竟然也有美剧            
(NA)	 哈哈，我睇既第一部美剧            
(NA)	 没再看的欲望了            
(NA)	 嗯             
(3星)	 到了第三季实在没有办法看下去了            
(3星)	 越来越滥的片子            
(NA)	 就是等的人烦。。。            
(3星)	 无聊好奇跟风，第一部看了几集就不想看了，大家都在看，也随便看看。            
(5星)	 像浓缩果汁，开始味觉强烈万分，冲到后面就越来越淡了            
(5星)	 第一季最经典!            
(NA)	 现在爱上美片了            
(5星)	 恩            
(5星)	 从这开始爱上美剧            
