http://movie.douban.com/subject/6013893/	城市猎人 시티헌터
(3星)	 成人版童话？起点高过程薄弱结尾意料中的HE。话说要演童话就童话到底啊，干嘛拿男二开刀。还有李真彪同志，虽然知道必死，但还是在结尾觉得这男人够痛苦。最后，我没Y男猪和男二，倒Y了李真彪和朴武烈。            
(4星)	 满足青春期少女对心目中白马王子的意淫而已，更有一种爸爸真爱朴武烈，恨不能在直女的掩护下白头偕老国家抢走自己爱人之后，让仇人的儿子对有血缘关系的亲生父亲被抢走真爱报仇的感觉            
(5星)	 猜到结局。            
(4星)	 后半截没什么意思，加一星给李民浩和李俊赫，跟IRIS一样，喜欢的角色都不幸福。。金检你怎么能死呢 T T            
(3星)	 前面真是毫无感觉啊，就最后一集父子戏真是戳中泪点            
(3星)	 有點拖沓,不過劇情還是很不錯!            
(3星)	 所以鼻子的样子决定气质，李敏镐先生的高挺鼻梁正好看，害我担心打斗戏的时候把那假体碰坏咯。泡菜国的整容不是盖的，泡菜国的风气真不怎么样哦...            
(NA)	 李敏镐长得。。很丑啊！！！！            
(3星)	 和漫画的剧情没半毛钱关系，猪脚要是再威猛再猥琐点就好了，可惜爱面子的韩国人体会不了漫画的精髓。女猪很可爱，很像胡胖子。            
(4星)	 搞笑一家人里面的所有人都发达了 连由美都和韩国第一帅配对了            
(3星)	 我记得 结局太狗血！！            
(2星)	 实在看不下去。。。。。            
(3星)	 冲着李民浩去看的 想想高中的时候趁着学习间隙偷偷看的那部韩版流星花园 现在还是很回味啊 忙里偷闲的小快乐            
(5星)	 帅哥 美女 好看 。。。            
(3星)	 思蜜达~            
(4星)	 单纯为男主而推。            
(5星)	 挺有看头，剧情 服饰 人物造型 设计精彩情节            
(3星)	 韩国的谍战片爱情片            
(3星)	 2011            
(4星)	 看了三天……缺陷是有的，但还是很好看啊TVT            
(5星)	 不一样的韩剧...            
(4星)	 嘻嘻^_^            
(3星)	 我又看完了一部轻慢智商的复仇爱情剧，韩剧的情意绵绵中忽然多了点美剧的节奏感。男主真心妖孽啊啊啊！！！九成我的型啊！            
(NA)	 李民浩，没有就跳过，省时省力，然后完全不知道看了什么。            
(1星)	 就没搞懂为啥子男猪脚就凭这个片子红成这样了。实在看不下去了。两集。弃之。            
(NA)	 我幻想这么一个男人爱我。爱上我。            
(4星)	 有一种悲剧叫做：我的邪恶只能随着我的毁灭而消失。            
(3星)	 20集的电视剧，除了爱疯4就没看见第二款手机，上至总统下至街边卖小吃的阿姨。男主角身材真心好啊。            
(4星)	 我居然只看见了伟大的检察官的爱啊！！！！            
(NA)	 【2011-05-25】            
(3星)	 剧情一星。主角的脸2星。            
(3星)	 我纯粹迷男主而已。            
(5星)	 我爱花美男！            
(3星)	 朴敏英是很好看，可惜可惜，整过的。哎，前面真的真的很好看，后面，老套的又来了，无所谓了，韩剧模式            
(4星)	 近来还算不错的韩剧了，但是女主的双眼皮开的不够好，印子还在，男猪大长腿能把神马裤子都穿能九分裤- -            
(4星)	 再也不能在非假期看长剧了，我的眼啊~            
(4星)	 精彩！男主角酷似言承旭，比言承旭帅。            
(2星)	 我果然过了看偶像剧的年纪了。。囧。。我只是对里面随手扔掉的爱疯4比较纠结。。。            
(3星)	 逼我用快进键多次。人挺美型的，有些桥段也挺暖人的，也就这样了。然后开学要向韩国朋友汇报说看过了=。=            
(4星)	 可以一看，不太老套，就是同样的话守卫正义神马的怎么棒子说出来就感觉很做作呢...男二太倒霉了又离婚又没有跟女一暧昧又死了爹最后还牺牲了;大叔感觉很抢戏;男一整得挺帅的就是再把手修修长一点就更好了~            
(5星)	 李真彪啊你最深入人心的表情怎么那么像万老师呢？食重大叔，这部虽然头发更少了造型更草了，但不得不说，检察官公主真是埋没您了~！金娜娜怎么打扮都好看，连熊娜娜都被叫的让人羡慕！李民浩啊，谁说的来着，这剧简直就是你个人的宣传大片，明明眼睛鼻子嘴都超大，怎么就辣麽帅了？！演员呀都是精品~            
(NA)	 男主这类型的永远不是我的菜、、、、、、、、哥看漫画在先先入为主购买那赛            
(4星)	 动作爱情偶像剧啊            
(3星)	 润城xi好帅喔！ 尼玛欧趴的鼻子真好看内！            
(4星)	 编剧木有常识= =            
(3星)	 围观帅哥            
(NA)	 剧情很好，主要是喜欢里面的演员            
(5星)	 看到標籤的“思密達”我笑爆了。。。題材不錯~            
(3星)	 结尾太特么的蛋疼了            
(5星)	 无敌帅！！！！！！！！！！！            
(5星)	 这是我看的第一部韩剧。李敏镐要不要这么帅~~~~            
(5星)	 够五星            
(1星)	 看不下去了。YY            
(5星)	 李敏镐的浑身上下的器官加起来10颗星都不够！！            
(4星)	 李民浩真像木村！            
(4星)	 男二号干嘛要死呢~~~            
(5星)	 2011年最后一天 | 期待这样相互眷恋的爱情 | 大宝贝儿大宝贝儿！            
(NA)	 是没有人救英雄的 身高啊            
(5星)	None
(4星)	 造型師是關鍵，李民浩的髮型成功+耍帥成功。            
(3星)	 男女主角都喜欢，不过情节太拖沓啦            
(2星)	 女人看这部剧和男人在围脖上关注米原康正的心态是一样的            
(4星)	 复仇的基础上是华丽的基情哎            
(4星)	 李民浩先森真是360度从哪个角度都很帅好么！            
(3星)	 前面还不错后面太拖拉，直接弃了            
(3星)	 带着找茬的心去看韩剧，果然各种欢乐。中国要是有个城市猎人，估计不是被枪杀，是被累死的。            
(4星)	 比想象当中好很多，前十集太亮眼了，之后五集完全就是没有女猪脚世界该多美好的状态，最后五集就回到韩剧典型的桥段了，好在结尾没有烂尾，还能接受。。。据称对原作漫画改编的体无完肤了，怪不得这么思密达。。。不过，能看，真的能看看            
(3星)	 李民浩帅，但是我还是看不进去。            
(4星)	 最後還是沖著帥哥美女看完了呢╮(╯▽╰)╭話說髮型什麽的果然好重要啊~            
(2星)	 这是韩国2011年的城市猎人，不是那年我还年少时漫画书上的寒羽良。一个耍帅的复仇青年，怎么都联系不上那个猥琐又真性情的义气大叔。也许不是李敏镐的错，只是我和我们都不再年轻了。            
(NA)	 看了一集，弃之。            
(NA)	 女主角笑起来，世界也亮了            
(4星)	 其实我一集没看过，但是某位女同学让我看，我问讲啥的，她用将近一个小时时间把剧情从头到尾讲了一遍，讲的绘声绘色很精彩！给个四星吧            
(4星)	 再也不能看李润成把所有的长裤穿成九分裤了啊喂~            
(3星)	 算是韩剧里面节奏算不错的了，但是我和棒子国真心波长不合……            
(3星)	 故事太拖沓，看演员吧~            
(NA)	 。。。            
(5星)	 额 少女情怀之类的            
(3星)	 从炎炎夏日看到了阴冷深秋。终于看完了一部电视剧。╮(╯_╰)╭            
(5星)	 长得帅加一分            
(4星)	 帅哥就是要做点这样的事情才对嘛！但是看了一篇&#34;影评&#34;笑死我了http://movie.douban.com/review/5021097/            
(3星)	 也就看看男主的身材和脸蛋了。可惜了李振彪和金检察官            
(4星)	 帅哥 不过剧情有点慢阿。。。。            
(4星)	 《城市猎人》是唯一看过的：1.男二不爱女一；2.女一没有在男一男二间动摇；3.女二没有出来抢戏，没有在男女主之间使坏；4.男一没有先爱女二再爱女一；5.男二对男一的执着更甚于对女一的。。史上唯一一部男二不追女一反而狂盯着男一不放的韩剧！！..........haha......            
(3星)	 男主帅 身材好的呀            
(3星)	 狗血剧。。。。。你也不至于眼睛这么像张根硕吧！！！！            
(NA)	None
(3星)	 一直以为男2是宋承宪。。。            
(2星)	 看到第二集果断放弃，女生喜欢看也就算了，都是些什么样的男人在看韩剧？            
(3星)	 李民浩绝对的美。好看哇。帅哥啊            
(NA)	 后力不足……            
(5星)	 你太累了……为复仇而来，疲惫又伤痕累累。背负深仇，见证了那社会里的种种不可告人的罪恶，难得的是你还保留着一颗赤子之心，善良坚强；检察官你死的太冤太委屈了！只有你是没有任何私心的维护着法律和公正。            
(4星)	 搞基，坑爹，没有邪恶女二真爽利！男主真帅啊！！！！发型决定一切，哦也！            
(5星)	 帅哥哥的颜和身材值五星，娜娜的坚强可爱值五星，金检的正义和执着值五星，兽医姐姐的睿智与大气值五星，反腐题材的勇敢和无畏值一百星。佩服韩国人，天朝如果哪天能拍这样的剧，民主就能看见希望了，期待那一天！            
(3星)	 对这种剧情并不感冒，都是虚构的，完全就是为了看李敏镐。真的好帅呀呀呀呀。男二死得有点狗血，干嘛一定要他死呢。。真是的。对女主也没什么感觉。看完就完，不会再记得这部剧。            
(3星)	 断断续续看完了 还行吧 木有大惊喜。当然咯 李敏镐还是很有型的。            
(3星)	 我只想说，中国更需要西提杭塔            
(4星)	 最后还是没有看完。            
(3星)	 做功课啊            
(5星)	 十一度假放选择            
(5星)	 比对了一下以前的照片，除了换了个成功的发型，李民浩思密达应该是局部整形了的。但真是很赏心悦目啊，尤其是整过以后的眼睛。漂亮的东西真的能增加幸福感。            
