http://movie.douban.com/subject/2078864/	绯闻女孩 第一季 Gossip Girl
(NA)	 他们的穿衣打扮，处理感情时的思维方式，值得学习。            
(4星)	 好妈妈是王道~！            
(4星)	 看完1，2季。。就是无聊的每集的聚会 一些复杂的人际关系            
(3星)	 我老了，第二季还看不看是个问题。            
(3星)	 喜欢LILY。            
(5星)	 怪，越看越觉得感动            
(4星)	 无聊透顶的时候去享受无聊，惬意～谁要敢说这片子是校园偶像剧，我第一个跳出来反对：看看几位主演，除了小J，哪个是80后？笑。。。            
(4星)	 剧情太搞了，编剧比郭敬明还会挖坑……            
(5星)	 小C和小B真是绝配!            
(4星)	 连美剧都是皆大欢喜的结局。。。            
(3星)	 I have seen enough gossip boys and girls in my life. I don&#39;t have to see them on TV.            
(4星)	 花好几个通宵看完的。            
(4星)	 养眼的好剧，无敌的欧美风，不过也太八卦了，就一绯闻中心- -||无责任外貌评定，男(前期)：D&gt;N&gt;E&gt;B,后期：N&gt;E&gt;B&gt;D女：S&gt;J&gt;S&#39;Mum&gt;B&gt;G&gt;V            
(3星)	 各种名牌，漂亮衣服，上流社交，混乱的男女关系，女生间的友谊..算是部时装剧吧             
(4星)	 为什么美剧一到第三季，我就没有了继续看下去的欲望？            
(3星)	 年纪已过...纠结...            
(5星)	 我是BC饭            
(5星)	 记得我当时追这部剧时还一点不出名，后来就火了。。第一季中还觉得Dan比Nate帅，越看越觉得我当时眼睛是怎么了。。            
(5星)	 好看，真好看。继O.C.之后的惊喜。我超级喜欢B！！            
(4星)	 为什么我喜欢CHUCK？我果然是个M.。。            
(3星)	 显然，不是喜欢的类型。            
(5星)	 B应该是个狮子座吧            
(3星)	 用于无聊时消遣···            
(3星)	 越到后面越乱。            
(3星)	 风花雪月构筑的青春，和尖锐残酷的《Skins》不同，我能轻松无比地看下去，看这些人分分合合爱来爱去。RL是继续二季的动力。            
(5星)	 我很着迷。            
(4星)	 極度厭煩那個 chuck!!! 跟個神經病一樣 還動不動就是 becuz im CHUCK BASS 嘔....我想吐            
(4星)	 一天搞定            
(4星)	 在等他回家的寂寞时间里看。打发了许多孤单的时光。            
(4星)	 嗯，应该说里面的人物（尤其是女生们）道具、服装和场景还是非常养眼的，美好得十分晃眼，但是故事情节倒是让我完全跟不上节奏，每一集都让人忍不住要问接下来会怎样？？他们还好吗？？我感觉我还应该去看看Skin的！！            
(5星)	 I love Serena~            
(NA)	 电视剧一贯的风格：越看越想砸电视            
(4星)	 Eric说 “ I&#39;m a gay ” 的时候，那小眼神儿多么坚定迷人啊～            
(4星)	 第一部还是满靠谱的            
(3星)	 人生何处不八卦            
(5星)	 剧集比海报好得多            
(4星)	 喜欢S的妈妈。B。。。你最美了~            
(5星)	 极爱第一季。极爱S。            
(4星)	 S            
(3星)	 有钱人很闲很脆弱            
(3星)	 呃- -             
(4星)	 I like~            
(2星)	 一群老年人扮年轻装高中生爱来爱去的弱智剧。            
(NA)	 迷人的Chuck            
(3星)	 怎一个乱字了得。            
(3星)	 Blake Lively，完美的脸蛋和身材，连声音都很迷人。            
(5星)	 一水儿美女            
(3星)	  有钱人的游戏            
(4星)	 编剧会不会越来越脑残了            
(3星)	 有情节的Fashion Show            
(3星)	 除了fancy的穿着，貌似么啥大看头            
(5星)	 5星给season1的，my blair            
(1星)	 一看就头疼。            
(4星)	 服装是一大看点，剧情真的一般，再就是看里面的俊男美女了            
(NA)	 不就是the O.C.换几个人几套衣服嘛```还么the O.C.好看呢```            
(3星)	 我承认我又被美剧吸引了..            
(3星)	 扯得一比 不过Serena得笑迷到我了 练习ENG了            
(5星)	 糾結就2個字            
(5星)	 xoxo, i know i love u.            
(3星)	 第一季还可以，第二季开始太扯了。。。不能忍。。。            
(NA)	 黑与白的不明确            
(4星)	 第一部还不至于太狗血            
(4星)	 是不是美国人的情感愈合能力都超强呢？朋友间睡来睡去连原谅的时间都不用挤出来？看90210是这样，看GG也是。。。            
(4星)	 这是（美国的）青春偶像剧吗？咋跟我对偶像剧的印象不一样内？            
(4星)	 我就想知道一个结果            
(4星)	 Blak Lively  Chace Crawford            
(4星)	 只看了1季,练口语来的.            
(4星)	 老实说只要看衣服就好，看剧情的话会睡            
(4星)	 真的还挺好看的。            
(NA)	 电视剧对我仍然吸引力不足            
(3星)	 难以想象S居然和我们差不多年龄。。。对服装可以学习下            
(2星)	 所以我今天又强迫自己看了3集，除了越发的觉得B长得好看以外，再没有任何吸引我的地方了。我还是受不了这种脑残偶像剧的，朋友之间相互搞，老爸老妈们也相互搞，shit.            
(3星)	 喜欢C和B。。。2个邪恶的王子和公主。。。。。。            
(5星)	 我看的第一部美剧。            
(5星)	 男女老少全乱了。。。唉。。。我咋这么单纯。。。            
(5星)	 感觉还是好的            
(3星)	 荷尔蒙大爆炸            
(4星)	 i like blair ,serena,and chuck...            
(3星)	 关系混乱，浮华没事儿干的一群败家子            
(3星)	 看了前面一些，觉得只是一个一直在换衣服和讲述复杂感情的肥皂剧。不如买套芭比娃娃。            
(5星)	 喜欢chuck。还有blair。            
(NA)	 Be yourself            
(4星)	 drama越来越闷...            
(4星)	 好看呐。不过我承认剧情是越来越纠结了。但是Chuck越来越MAN呐!!  S05E10是我的最爱!!! 但是后面的剧情又让我无语了...            
(1星)	 什么乱七八糟的            
(4星)	 美国“上流”社会的高中生啊...插曲很赞~~            
(3星)	 越看越无聊            
(NA)	 chuck和nate多么的有JQ！            
(3星)	 追了一季就追不动了...            
(4星)	 B和C的爱情 是看下去的动力            
(3星)	 越来越乱，不知所谓。            
(4星)	 Eight letters,three syllables            
(NA)	 Dan and Serena.            
(5星)	 美剧 2007             
(NA)	 看了２季            
(3星)	 S简直一美版道明寺啊~            
(3星)	 看不下去了，编剧根本是在摧毁帅小伙。            
(4星)	 嗯   剧情很乱~当平时消遣还是值得看看~            
(NA)	 Ohhhhhhhhhhhhh Chuck            
(4星)	 好吧，就因为饼饼一句话，我就看了一季            
(4星)	 S\N            
(4星)	 还不错啊。            
(5星)	 XOXO GossipGirl            
(4星)	 虽然我无限的受不了S小女王，但Lily、B和C的故事都还有的一看。更重要，衣服、妆容很不错~            
(4星)	 Serena……萌到震！！！            
(1星)	 没劲的青春期            
(NA)	 到后面就没兴趣了－－            
(3星)	 想说JANNY长的穿的真好看            
(4星)	 一眼看上B。C有时好看有时厌恶。从不喜欢D，最是同情S，感情不清楚，也失了自己。J很漂亮，以后大有作为。            
(3星)	 无聊            
(3星)	 开始看的时候还真蛮有趣的，后来剧情越来越糟糕。看完第一季，就不想看第二季了。最喜欢gossip girl说，You know you love me. xoxo gossip girl.不过xoxo是什么呢？            
(NA)	 第一季还差一集，没跟完~            
(2星)	 拜金            
(4星)	 没一星是给剧情的。不过视觉盛宴啊。            
(4星)	 这些牛X的编剧怎么想的~            
(3星)	 因为它很红，然后正好我手头没有东西看。结果看到一半我发现我从一开始看它就是一个错误。两个人要在一起有这么难吗？这些纠葛也太纠葛了吧？！或许每个女孩都曾梦想过那样的生活。。。。我也不例外            
(2星)	 不是冲着serena才不看捏;根本就是美国的琼瑶剧吧;Nothing to uncovered coz nothing is covered...            
(NA)	 很不喜欢~ 社会风气不好~            
(3星)	 只看了第一季            
(4星)	 の  美国偶像剧。            
(4星)	 生活之上当如是！            
(3星)	 可看的只剩帅哥与美女 这么无聊的片子为什么有什么多人喜欢？            
(1星)	 看得 贼他妈不爽            
(4星)	 GG之我爱            
(3星)	 纯粹没有美剧追的时候才想起来看。相比之下喜欢clothes &amp; music。            
(4星)	 第一季比第二季的人物性格要好，线条明朗，剧情设计把每个人的棱角都很表现得很好····音乐有几首也不错～～青春剧最主要的俊男美女～～哇～～为什么这部剧这么多～～连孩子们的爸爸妈妈都那么帅那么有气质            
(4星)	 原来看完了            
(NA)	 弃            
(5星)	 s啊c啊b啊d啊l啊j啊太喜欢了            
(4星)	 我有点喜欢C，难以置信            
(4星)	 还记得最开始还有人批判说是一群高中生的青春烂事;现在从它的火热程度看来,谁还会这么说?!它可是关于富人高中生的超级XX事啊...            
(4星)	 好吧～我就是支持Chuck～            
(3星)	 高中版的SEX AND THE CITY?算了吧,太小儿科了            
(4星)	 人物太混乱了ORZ            
(3星)	 。。。看了几集看不下去了。。上流社会那点破东东。。演员都挺养眼，吃饭没东西看的时候翻出来。            
(NA)	 chuck bass！！            
(NA)	 耐著性子看完了，挺沒勁的            
