http://movie.douban.com/subject/3402975/	败犬女王 敗犬女王
(4星)	不太喜欢看偶像剧，这次是被女主角的不败精神给感动了。
(3星)	如果不是某些原因，我是絕對不會看臺劇的
(4星)	不错啊。不过好多电视剧都好喜欢拿编辑记者女人来说事啊。我们难道是注定的高危人群么。
(4星)	男女猪脚的造型都好喜欢
(4星)	可爱!
(5星)	我就爱哭爪蛮来咬我蛮
(NA)	就是不喜欢阮经天。。。。其余的都不错
(5星)	好吧 我也败犬一枚~
(4星)	小天！
(5星)	你说让我去看，我就看~ 
(3星)	虽然有点做作，童话了点，不过后半段真的拍得不好。本来觉得有点女性的味道，看到后面觉得不过是在一个大大的男权的社会里面苟且的活着。我并没有觉得这个单无双和琼瑶笔下的女主们有什么本质区别，只是单无双有了某部分的自主经济权而已。自信独立坚强并没有在完整，至少在男性面前她还是甘愿只做一个什么都不懂的小女人而已。
(4星)	败犬常有，而卢卡斯不多见。
(3星)	呼。女王少有。
(4星)	誰說單身就是敗犬？
(4星)	蛮现实的
(5星)	学到不少新东西，编剧通晓不同领域
(3星)	中国台湾
(5星)	哭点超高的我看到哭得稀里哗啦。和女主一样 属龙 狮子座 O型血...
(3星)	三星半。很有亮点的偶像剧，不过剧本水平浮动很大，有时候好看得令人发指(尤其2、7、8)，有时候拖拉得令人抓狂(尤其15、16)，但是比起三立多数剧已经是翘楚。(尤其19、20的处理，偶像剧少见的贴近现实的描述)撇开吸引人的题材，不时精妙的台词，杨谨华和阮经天的演出也值得称赞。(本身就很喜欢这两个演员，很庆幸这次谨华也能红)如果能精简掉中段的三角恋，砍掉些无趣的枝节，少掉后期乱配对的无厘头，再改进下最后一集有些脱离现实的情节，这剧肯定好多了，不过谁让它出身三立呢……
(3星)	败犬常有，而卢卡斯不常有。
(3星)	你有被疼爱的资格。
(4星)	是真的沒有看的了。。我要在期末的時候追個劇集！！===之前說的話。其實是打算期末看的，可是現在我已經追完了，不緊不慢的那一種。很愛OST很愛男女主角，不俗爛也不是很精緻可是看起來剛剛好。我可以打四星五么。以後你問我還算喜歡的台劇，我應該會說這個吧。讓我再沉澱一段吧。
(5星)	学长很好，虽然卢卡斯的感情也很真。如果我是无双，也会纠结的死掉
(3星)	没看完。看到第七集。
(NA)	==!
(4星)	看的很欢乐，很感动，我还是吃偶像剧这一套的啊
(4星)	阮经天.!!!!!!!!!!!!天天天天天.!!
(4星)	败犬女王是我地理想
(5星)	哎。阮经天我好想你。。
(NA)	我在想会不会有一天我也会成为。。。但是现实中会不会有那个卢。。
(NA)	学长好帅~好像一个人可我也没耐心看完了
(4星)	其实肥皂剧，你说呢，满足欲望上的美好。
(4星)	其實我還是很喜歡女王的氣場啊~反正我的人生就只能追求敗犬的人生了啊..
(3星)	开头不错，后面很拖
(3星)	好多台词好搞笑，看了好开心。还有配角还是那么出彩又可爱。
(4星)	难得不怎么残的偶像剧。爱要及时，没有如果...女主角居然真的30+叻...好意外
(3星)	一边流泪一边说喜欢的男人很不错。
(4星)	一秒的快乐
(4星)	呃。。。老了不好嫁！
(NA)	没看完
(5星)	女王的衣服超赞~~突然又温习了几集，真的觉得是近几年看的最美的爱情。
(4星)	阮经天～～
(5星)	我不是公主，我是女王
(NA)	从13集开始越来越狗血，我不想看了。
(4星)	老了不好嫁耶。。。
(5星)	嗯 我希望女主角不要和男主角一起
(3星)	结局好烂啊烦死了烦死了。。。
(3星)	让我还是吸收下看似没营养的东西。至少没压力。
(3星)	看半拉痞子英雄 再看这个好好看~~~~ 还有 虽然剧情偶尔很搞笑很雷人 可是算阮经天演的还OK得一部
(3星)	偶象剧都是前面好看，后面无聊，老了，总是看着看着就看不下去了。
(4星)	爱要及时，没有如果，呵呵
(4星)	败犬常有，而卢卡斯不常有。但有没有，生活依旧美好得一塌糊涂。
(4星)	梦想。。。。。
(4星)	楊謹華狠放得開么~~嗯~~夠爺們！~喵喵說 這部是唯一能讓它堅持到底看下來的片子~~~
(3星)	比装傻装白痴的台剧要让我受得了很多，里面众演员的演技也更自然，少做作（除了一班“臭女人”外，娇娆造作得……难受啊……）阮经天的表演似乎在杨谨华的带动下提高了，主要是那女主角的性格我爱啊！！！女王啊女王！！！！！
(4星)	喜歡背景音樂!!!哈哈適合春天看的!!!
(4星)	换个口味。犯个花痴。
(3星)	宅女本性爆发..结尾有些扯。。
(4星)	没有想象中那么脑残，有些桥段结合当下还满感动的
(4星)	学长出现后，剧情一般般了
(2星)	越看越脑残
(1星)	脑残阿脑残阿脑残，退化阿退化阿退化，我恨我自己，自责一千遍，如果再看脑残肥皂剧我就~~~
(NA)	可算结了。
(3星)	额，，，，
(NA)	我也觉得我很恶俗...
(3星)	后面简直没法看
(4星)	六年的空白和八岁的距离 究竟哪个会赢
(NA)	饿。。。其实11集好结束了。。。多圆满的。。。喜欢这个女主的人设和形象~
(4星)	败犬，泛指已过适婚年龄但未婚的女性。
(5星)	前半部挺好，后面就一般。
(4星)	喜欢它的主题
(4星)	may be~~~
(4星)	好看！
(NA)	就算是败犬，仍然可以很精彩，就算是败犬，仍然可以是女王
(5星)	卢卡斯不常有，是因为单无双也不常有。亲爱的女王，我向你学习。
(3星)	节奏好慢啊 看的真累人
(4星)	happy ending
(4星)	阮经天是我的菜。
(3星)	还是没能看下去，太拖沓
(5星)	我还在，我爱你。
(5星)	其实如果自己真的象单无双，也是件很好的事。恩，绝对不要对不起自己的梦想，朝着目标，奋不顾身的向前冲。
(4星)	有几个人的三十岁如此？
(5星)	台湾为数不多的比较现实还比较深刻的偶像剧
(4星)	算是虎头蛇尾的剧
(3星)	刚开始还觉得跟ANEGO有点类似蛮有新意，但越来越觉得杨大姐的幼稚比之七年级生有过之而无不及……台偶改造人之熟女穿越……筱原凉子才是演技女王~~~
(3星)	就是烂尾了 跟很多台湾偶像剧一样
(5星)	總覺得後面有點脫離現實...
(5星)	刚有第一集的时候  看了一下觉得不怎么好看 现在觉得还好了
(4星)	女王，这世上只有一个人会叫你小双。
(4星)	该庆幸那些来得及的幸福。
(NA)	敗犬女王
(3星)	暂停
(4星)	理想化的结局。
(NA)	
(4星)	前面还不错，后面越来越扯。
(3星)	又是令人无奈的头重脚轻的剧，但是女主角杨谨华演得还真好！
(5星)	虽然后面那几集略显拖沓 但我还是想打五星 很久没有一部台湾偶像剧可以那么吸引人了！
(5星)	好好看！好好看！
(4星)	有一点点小意思。
(4星)	谁说你是败犬，在我心中，你就是女王。。。很多揪心的台词，犹如利剑，直插心脏。那刻的泪水，泛滥不已。。。
(5星)	敗犬常有，而盧卡斯不常有。
(5星)	自高二以后就没看过台剧，这部剧却让我如此热爱。
(3星)	都是静茹的歌...哈哈...
(NA)	一不小心 又花痴了一回
(5星)	15集之后太拖沓了，完全么必要了
(5星)	喜欢看这种剧似乎不是个好兆头呦&gt;&lt; 不管怎么说 姐弟恋真美好呀~
(4星)	幸福的标准应该由自己决定
(5星)	败犬&gt;&lt;
(3星)	后面太俗烂。
(5星)	我其实挺喜欢杨谨华的，她看上去有一种自然的气质。当然啦，30以后的女人，这样有魅力很讨人喜欢。
(3星)	概念剧而已。1-10+21，有始有终嘛：）
(5星)	没到那年龄我也共鸣。。靠。。
(4星)	我的第二部台剧...跟进中..
(4星)	没有命中好看！！
(5星)	看這部片子看的時常很悲傷 我愛死單無雙 不是每個女王都能遇見她的盧卡斯 況且我也稱不上女王 所以 孤單會有多久 女王終究收穫幸福 而幸福 離我們還有多遠...（後半段不如之前精彩）
(5星)	从第一级看来，流星花园后再没有什么好期待的台剧，这个算一部。
(3星)	越来越狗血,闪~
(4星)	杨谨华女王系列 阮经天
(3星)	最后一集还真是狗血
(5星)	谨华和小天，多么无敌的组合！
(3星)	推荐指数仅限前半部
(4星)	1.5 开看~ | 5.12 第18集,最后10几分钟卢卡斯终于出现了~异常闪啊~真好看!很多人说这集的结束就可以当作全剧的ending了~不这么想,很多剧都是这样,男女主角历尽艰苦终于走到一起就ending了,我很不满足啊!这样才俗呢~我要看他们在一起之后发生的事情!!终于有机会了!!更闪的快来吧~~ | 5.18 19集,残酷的现实啊~据说不是happy ending.. | 20集很好看~有共鸣~ | 6.2 五个月了,完结~还是很happy的ending的~阮小天真帅!恭喜大结局创收视新高~
(4星)	我是败犬也是女王……
(4星)	小天笑起来真的温暖又治愈..但是我还蛮喜欢学长的 长相身材兴趣学业事业都是比较喜欢的类型 最重要的是他有和无双一起成长的机会
(4星)	虽然免不了偶像剧的狗血，不过我还是饶有兴致的看完了~ 女主绝对是狮子座~
(4星)	没出息的我竟然熬夜看这部剧-   -还差两集实在熬不下去。。就百度了剧情。。好吧…… ╮(╯-╰)╭ 还是会被偶像剧迷惑啊~某某某好帅~~败犬的命运啊~~~~~对了，突然想说让我想起了金三顺，特别是关于ex的那些情节~~只不过男女转换了~~
(4星)	高三那年暑假了。我想我或许会永远记得。只是感触不再深刻
(NA)	【2009-01-04】
(4星)	阮经天~~~
(2星)	又一个金三顺和吴达子么，哪来那么多的玄振轩和姜泰峰？上了年纪的人看偶像剧，就是不停快进快进快进，然后还是没有耐心看到最后...
(4星)	很励志诶原小说也顶好看的
(5星)	lucas
(5星)	满满的充满爱的心
(5星)	我真的越来越喜欢大龄单身女青年的剧了，也许和年龄有关，大爱这部！
(4星)	恩... 
(2星)	剧情能不能不这么弱智。杨谨华虽然很漂亮，但是作为御姐根本不合格好么，情商和智商低过人类极限了好么，全剧稍微像个正常人的只有阮经天了吧= = 拍这么美的镜头搭个根本不会演戏的白痴女主角有意思嘛，虽然她太漂亮了&gt;.&lt;
(4星)	你确定是民国73年次，不是西元1973，哈哈
(4星)	原来这人就是阮经天，喜欢女主
(3星)	典型的虎头蛇中龙尾，前三集真心好看，中间水得一塌糊涂，后三集居然又渐入佳境—.—b......经典台词：无双：“你给我看好了，这条线就是我们之间八年的距离，现在我要跨过去了。”卢卡斯一把抱住她：“在我心里，从来都没有那条线~”
(4星)	單無雙這女人跟我同星座還同生日………我情何以堪啊！！ = =
(4星)	我是真的很喜欢单无双，喜欢杨谨华。越是外表坚强的女人越是有一颗柔软的内心
(5星)	要死了！！爱死卢卡斯这样的男生了！不过我很清醒地知道这样的男人不存在啦！
(4星)	虽然有点老也看不完，但是算很好看了，帅哥御姐很养眼！
(5星)	果然还是要多看偶像剧拯救我的少女心啊~
(3星)	补
(4星)	值得一看 精彩的台词 只不过女主正看像郑秀文 侧看像董洁。。。
(4星)	这本电视唯一的亮点就是杨谨华，还是觉得阮经天太2逼了= = 
(2星)	超级颠。。。1j都没看完就弃了
(4星)	无视我吧，我已经蛋疼到开始去看败犬了
(4星)	内个暑假看这电视心情记得是忒好的吧?
(5星)	这个城市有规定出来混的，都一定要两个人吗？我一个人也可以过的很好，因为我是女王～单无双！  
(4星)	 7 星星都是给小天的 LUCAS的发型和化妆比纪存希好看 
(4星)	对杨谨华的一头梨花真是没抵挡，熟女的气质果然不是女孩所能相比，胜犬与败犬又有什么关系
(4星)	阮经天和明道真是好像啊。。。结果梁静茹果然客串了= =
(3星)	比较喜欢学长。。。
(4星)	数数看这是我听的第几部电视剧了。。
(5星)	五星，必须的。
(NA)	2010.10
(3星)	我想 这个电视剧的成功是由于对于一部分人的特殊意义……
(NA)	lucas
(5星)	惡作劇后第二部值得重溫的台劇
