http://movie.douban.com/subject/4195676/	巾帼枭雄之义海豪情 巾幗梟雄之義海豪情
(5星)	 我明白wyman为何也那么爱看了。真他妈的好看。            
(5星)	 call me九姑娘脑残粉            
(4星)	 我觉得最好的爱情模式之一.            
(4星)	 雨水冷洗情不会淡 猛风再吹也不散。            
(3星)	 每个中国人都是折翼的天使...            
(5星)	 最後一集看了好久……值得看的片子！            
(4星)	 剧情编排的很棒！男女主角演的太好了!结局精彩！            
(4星)	 有泪点 但略显拖沓 还是掌上明珠最好看            
(NA)	 这片儿不是32集么，可我怎么只看了31集就大结局了呢            
(NA)	 9完~~~~~~我不懂怎么就 获那么多奖了            
(5星)	 超级好看！比第一部更好看！邓萃雯腹黑女王攻！绝嗲无比啊~~~各宗崇拜....            
(4星)	 温吞水很久的TVB终于再现亮点，可惜高开低走，十集之后就越来越显冗长老套了，该交代的未交代完全，不该浪费时间的太拖沓。            
(5星)	 近年来TVB好戏越来越少，这是唯一一部看得热血沸腾的。更爱祥仔啦            
(4星)	 晴晴好幸福~~有个最最疼爱她的大哥，有个爱她并且她爱的男人~~            
(5星)	 感动            
(3星)	 原以为很好看            
(5星)	 醒哥好有型哦~剧情蛮跌宕的~结尾好感人诶~这才是纯爱~            
(5星)	 邓萃雯有颠覆性的演出！虽然有些剧情很神经，但还是挺好看~            
(5星)	 结局喊s我了...太感人太好看拉            
(4星)	 不错的TVB电视机，九姑娘和阿醒的共患难，真情令人感动。对日本鬼子的暴行又一次愤怒。对猪笼里普通百姓的生活觉得感动。每天晚上追着看。结尾也不错，30年后再相逢。            
(3星)	 剧作虽然仍旧单薄了些，但强过第一部，在TVB一向很低的水平线上，纵向比较唯一的不足是“谈情”，第一部说的是“知己”，亲而不密的关系非常之妙，这一部虽未说明但基本已趋向明确，“义海豪情”四字已很难见，单薄就在只是你帮我我帮你，没有递进与转折。两人演得不错，符合时代剧的特点。            
(5星)	 好睇到呢……            
(5星)	 即使中间隔开了了三十年，可最后的陪伴和之前的生死与共已经是一生一世了。            
(5星)	 出大结局字幕的时候发现它的英文译名是：NO REGRET。即使三十年生死两茫茫，只要有信念，依然不悔。            
(4星)	 T.T 谁准你们放红蝴蝶的！！            
(4星)	 很好看吗？娓娓道来啊 爱情的线条到最后方才慢慢展现开来            
(5星)	 太好看····            
(4星)	 两个演员带戏，最末剧情三星            
(5星)	 结局哭不死我..            
(5星)	 如果相爱是那么不容易，那就珍惜            
(3星)	 三色台台庆剧            
(5星)	 怎么会那么好看，每天一睁眼就要去看PPS的更新,结局完美感人。。。            
(5星)	 难得的好剧呐。。。            
(5星)	 各种给力！！！！            
(5星)	 但愿人长久 千里共婵娟            
(5星)	 从来没为TVB这样伤筋动骨哭抽过去过……十多年了终于让我等到你！义！海！豪！情！！张华标你母要走哇，TVB需要呢，黎耀祥需要呢吖！！！            
(5星)	 实在太鼓舞人心太对味喇！            
(5星)	 劲！            
(5星)	 好给力！！！            
(5星)	 六星推荐。看到中国光复居然鸡动的热泪盈眶了 囧 没想到我这么爱国！以后每年的8月15号我会抵制日货，勿忘国耻，勿丢我们伟大的不屈不挠的民族精神！原来真正的爱情是醒哥和九姑娘这样的爱情，见识了这样的爱情，其他的爱情都不叫爱情了。            
(5星)	 可以给十粒星嘛？？？            
(5星)	 年度TVB之最，越来越爱黎耀祥。            
(5星)	 世间什麼爱叫纯洁 处在绝望仍力竭            
(5星)	 斷斷續續也算看了個大概吧...            
(5星)	 TVB不多见的好片啊！！！！            
(5星)	 竟然很想念九姑娘             
(5星)	 牛X闪闪的TVB剧.. 太赞了            
(4星)	 雯女每个镜头都含着泪啊~            
(5星)	 九姑娘啊九姑娘，何谓有情有义，何谓真正的爱，何谓真正的等待啊。我好多谢妳。            
(5星)	 第二十集，邓萃雯太给力了！！一枪毙掉那个日本猥琐男，无比给力啊！！            
(5星)	 20集 就冲20集我给5星            
(5星)	 九姑娘实在太有型！！！！！近集不断泪奔，演员个个给力。2010-12-15 送花家，结局有点慢和长 但也喜欢            
(5星)	 九妹~            
(5星)	 我恨这个结局！！！！！！！！！！            
(5星)	 不知道如何形容⋯⋯任何词汇都不足以表达的感动⋯⋯            
(5星)	 排骨仔好qq ！(^_^)            
(5星)	 很少能看到这样能打动我的港剧了 -,-            
(5星)	 九姑娘~~刘醒~~~~~太给力了            
(5星)	 相信雯女,不会让你失望.            
(5星)	 爽！            
(4星)	 剧情+演员+演技！！邓萃雯+黎耀祥，还有很不错的排骨~~前三集感觉不错，后面有些剧情还是有点狗血~~ 化妆服装等细节还ok~ 相对于近期TVB的电视来说，真的还不错了~~            
(4星)	 每天一集一集追，很不给力。剧情上也不如上部节奏快，看得有些烦躁了。但是还是支持下雯女喽~！            
(4星)	 依然好看，大赞两个老戏骨的表演！！            
(4星)	 十年又十年，等了三十年只为了最后相聚的四五年，有这样的知己爱人，一生何求            
(2星)	 暧昧的无聊，还是第一季好看            
(NA)	 要生一起生，要死一起死。有些话不用说出口，有些人一生难忘记。            
(5星)	 宜家評價仲為時過早 不過勝在每集都令我猜不到發展。            
(5星)	 真的好看~~~~~~~~            
(5星)	 現代楊過小龍女            
(3星)	 九姑娘一开始很帅，后面……编剧你去shi一shi好吗……            
(3星)	 推荐睡前服用 不会太精彩 也不会很难看 又够长 方便进入睡眠状态 剧情什么的早就不太抱希望 看人来着 雯姐啊 你耍狠用力过猛了喂            
(4星)	 “但愿人长久 千里共婵娟”，最后一集，给人恍若隔世忘川已过的悲凉感，剧集一幕幕好似同样经历了一场九姑娘与刘醒的乱世情缘。            
(4星)	 爱死邓萃雯            
(4星)	 结局太煽了！生离死别再相逢什么的太伤感了            
(4星)	 这几年港剧这么低迷，现在总算出了一部不再虎头蛇尾的了，标记一个~~            
(5星)	 等你三十年，千里共婵娟。            
(4星)	 剪辑太坏了，最后一个镜头哭死            
(4星)	 上海滩重现人间            
(4星)	 但愿每一个九姑娘身边都有一个刘醒陪伴。。            
(NA)	 好久没追港剧，9姑娘演得真是好，，            
(5星)	 刘醒你终于来救郑九妹啦~~            
(NA)	 懒得看晴晴洋洋腻腻歪歪。快进啊快进            
(3星)	 评分搞得也太离谱了            
(5星)	 九姑娘好牛叉~！            
(5星)	 虽然才5集，但是太给力了            
(3星)	 目前看来，比上一部好。谢雪心和邓萃雯的对手戏，火花四射，看起来有种啪啪作响的快感。好垃圾的结尾好垃圾好垃圾！！！！！！！            
(4星)	 刚看完，最后大结局很给力啊！            
(NA)	 太好看的電視劇            
(NA)	 每次喜欢看的剧结束了,真是有空虚感.            
(5星)	 我可以给十颗星吗？            
(3星)	 好吧，上来很华丽，气场很大，越来越雷，轰天大雷。。            
(4星)	 最后一集也太感人了吧！！！！！！泪流满面            
(5星)	 用盡一生去守護一份情義。            
(3星)	 有那么好看？等我考完~就来追你啊~            
(3星)	 一集一集跟过来的。。。。。。            
(3星)	 追剧辛苦~\(≧▽≦)/~一枝花无奈人肉背景了 T T醒九绝恋啊！！            
(5星)	 集集飙泪。T T我不行了！！！            
(5星)	 最后两集太拖沓，其他的都灰常好~~~            
(5星)	 太好看了，集集精彩            
(5星)	 不舍得看。。。。            
(4星)	 最后两集好拖沓做作，终于补完了~            
(5星)	 最后一集，我终于忍不了了，华丽丽的把日记晴的片段直接跳过。            
(5星)	 真的很好看啊，可是要一集一集追，好痛苦哦            
(4星)	 ！             
(4星)	 虎头蛇尾。            
(4星)	 难得佳作，虽有小瑕疵，但是不掩剧作给力。港剧啊⋯不是吧，你也要染上近年来那个梅小青的煽情式吧？？？最恨溏心风暴体挖挖挖挖挖挖！！！！到底系走姑狼还四狗姑狼啊？            
(5星)	 我一直在等，醒哥和九姑娘什么时候在一起啊~~~虽然很激荡吸引，但是还是有些狗血的剧情。我还记得当年的黎耀祥是《爱你爱到杀死你》中的变态歌迷，现在是成熟的好男人形象。嗯。时间啊。也许，遇到命里注定的那个人，等一世寻一世又何干。即使只能携手相守一瞬间，那也是永恒。            
(5星)	 我要哭了怎么办            
(5星)	 今年最好看的！！这才是电视剧的感觉            
(5星)	 最后一集红蝴蝶一出来立马崩溃。。            
(5星)	 可以打十星么！！！！！！！！好看到疯掉！！！！！！！！！！！            
(4星)	 虽然说是港剧,但是还是超过我的承受范围,雷得七荤八素得不想打五星..虎头蛇尾就算了..还特意在片尾放巾帼枭雄的歌算什么片末点题...            
(3星)	 除了一些故事、个别主演和一班甘草演员，TVB剧集还真没啥好看的了！看看那84年的粤B车牌号、那埋了多年仍没生锈的公文包、那细皮嫩肉的逃难孩子......哎，难怪TVB要卖盘了！            
(NA)	 有些布景假得煞风景            
(4星)	 四奶奶化身九姑娘。中间一度看不下去。但看到最后就改观了。这种剧的力量就好似九姑娘的气场一样强大，你是不能抗拒它的。            
(5星)	 1。看到大飙泪，午夜泪流到天明……2。今年不拿奖简直天理难容！3。只是看到陈法拉写日记和骑车，就想她去死！            
