http://movie.douban.com/subject/3926132/	爱情公寓
(3星)	 老套的笑话,不过像转换心情时候看看.我也是很恶俗的人!!!            
(4星)	 虽然处处可见抄袭的影子，但是天下文章本一抄，抄的没突破但是笑果很好~            
(3星)	 整剧马马虎虎啊~算是无聊时找乐子看的……本来可以给到4星，万恶最后一集他竟然用了我最喜欢的《Harold &amp; Kumar Escape from Guantanamo Bay 》中的根号3，怒火油然而生，厄……在此提醒各位沉迷于此诗的人，在本剧中此诗不是原创，是引用是引用~~~~            
(3星)	 有前途            
(NA)	 学习经典语句必看片            
(5星)	 有幽默没深度            
(3星)	 虽然很幼稚。。。我承认我笑得肚痛- -捂脸            
(NA)	 很要搞笑，笑死了！            
(4星)	 这是个经典啊。。。除了衣着服饰过于偶像，对话模式真是紧跟美剧和当下的时代潮流。。。            
(4星)	 有钱能使鬼推磨            
(4星)	 笑点很多，而且恰到好处~            
(5星)	 每个人都像是本色演出，什么时候拍第二季啊            
(4星)	 虽然是山寨六人行，但是多数演员不做作，笑点新颖并且闪亮~话说我已经很久没有狂笑到肚子疼，蹲在地上长达一分钟了。。。            
(4星)	 林宛瑜清新啊~~~~那个那个展堂哈哈哈哈            
(3星)	 看的挺乐的            
(2星)	 抄            
(4星)	 贫剧            
(3星)	 我们的寝室文化，逗得我岔气TT            
(NA)	 1            
(4星)	 现代版武林外传            
(5星)	 我笑疯了……剧本和演员都太好了……【期待续集】……            
(4星)	 是挺搞笑的 不过好像比较没有特别引人入胜的感觉            
(5星)	 蛮搞笑的            
(5星)	 终于把这剧补完了....近10年来唯一笑抽偶的.....国产...明码标出是...喜剧的剧.......            
(3星)	 据推荐说还行。            
(4星)	 越看越乐越喜欢            
(5星)	 老子笑死了。            
(5星)	 有的笑干吗不笑~            
(4星)	 开头和结尾还有笑点，中间太烂            
(3星)	 为毛我找不到笑点            
(5星)	 太爱了太爱了~            
(5星)	 俊男靓女，很养眼啊~~~情节刻意痕迹太浓，有点老友记的味道，台词很WEB式的。            
(5星)	 虽然仿老友记 但是演得很好 希望再接再厉~            
(4星)	 我喜欢胡一菲和曾小贤            
(5星)	 关谷太可爱了            
(5星)	 国产片还是有进步的额            
(4星)	 有的地方还是蛮搞笑哒~            
(3星)	 好笑么？            
(5星)	 里面的男男女女都喜欢，一些笑话虽拼的勉强，也到位了            
(4星)	 太多的抄袭桥段，但是对一些没有看过那些的人们来说，还算不错！毕竟算是本土的，鲜有盛名的片子了            
(3星)	 有那么好笑吗，很多段子在屋事生非跟布莱克书店还有别的美剧里都看过了，不明白为啥得分那么高，如果几个人里选一个最喜欢的，就是刘一菲            
(4星)	 山寨电视，也挺好看            
(NA)	 太多老段子，不过在中国算尺度比较大。            
(NA)	 变态年年有，今年特别多。笑。            
(3星)	 国庆的时候看了15集。。就那样吧。。            
(5星)	 中国版的老友记            
(5星)	 好好笑~~~            
(5星)	 2009.10.01 虽然很雷，但是很好笑            
(4星)	 男士都很可爱 不喜欢美嘉跟婉瑜            
(5星)	 生活很美好啊！少了谁~~            
(4星)	 其实国产偶像剧也挺有意思的口牙            
(4星)	 还不赖            
(5星)	 每次看都笑得我肚子痛            
(2星)	 抄袭……            
(5星)	 最喜欢曾小贤            
(4星)	 睡神给你面子哦~            
(4星)	 能让人笑就是王道，虽然桥段俗了点，但以国内的水平来说，除了武林外传无法超越。已经算是不错了。            
(5星)	 太好笑太好看了！            
(5星)	 TMD 乐呵死我了 真的是很久没有看电视由衷的大笑出声儿的了            
(5星)	 好多年没看过那么爆笑的国产剧了，有模仿有借鉴，但给我的感觉是更好笑了。。。严重期待第二季。。。            
(NA)	 看着还不赖啦，节奏比较适合我....            
(3星)	 在只里面你可以看到friends、big bang theory、how I met ur mother的杂交体            
(5星)	 一部老友记+武林外传+类似日本恶搞动画+青春偶像的情景剧，太有才太可乐了，每天的快乐大餐，期待第2部快点来~~            
(4星)	 虽然大家都说山寨 但是让我很开心            
(4星)	 有几处爆笑，但是整体无聊笑点和做作桥段过于多..还有就是别剧的影子太多了...不过无聊的时候看看还是很欢乐的            
(3星)	 比较可乐的国产剧            
(4星)	 把这个和老友记强说成像，还是行不通的。            
(3星)	 很无厘头很有现代年轻人的真实写照            
(5星)	 中国的早期六人行典范。            
(5星)	 哈哈哈哈哈！笑死我了笑死我了！！！好治愈啊！！！            
(4星)	 有意思            
(3星)	 挺有创意            
(3星)	 HLL的抄袭啊            
(5星)	 原来，爱情不仅仅只有忧郁，还有诙谐与幽默。。            
(5星)	 喜欢胡一菲            
(NA)	 虽然很山寨，但还不错            
(5星)	 我爱胡一菲 哦也！            
(3星)	 如果没有抄袭，如果没有老套的台词，勉强还可以四星。喜欢好男人，哈哈哈。            
(4星)	 足够经典，但似乎中国好看的那几部电视剧无一不是在台词上出彩，有些可惜            
(5星)	 看的想喷饭            
(3星)	 基本过的去，国产电视            
(5星)	 很好笑~~            
(5星)	 太搞笑了```对白也很经典            
(4星)	 虽然模仿的痕迹很明显，但还是能把人逗乐，这个编剧其实很不容易            
(1星)	 超级无敌脑残。看了半集就受不了了！！！！！！            
(1星)	 抄袭作……笑不出来，绝对就是垃圾，都整的一摸一样            
(5星)	 喜欢曾小贤~~~擎天柱之死~~哈哈哈            
(5星)	 笑抽了，模仿也模仿得很成功            
(5星)	 爆米花电视剧            
(5星)	 笑到肚子疼            
(5星)	 笑抽我了，千万别在吃饭的时候看，也就是说看的时候千万别吃东西            
(4星)	 能把美剧拼凑COPY到这么清晰脱俗的地步也不容易啊，而且演员选得也没话说，不力荐还有天理么。。            
(3星)	 好好笑的，王传君同学不愧是上戏的            
(NA)	 感觉一般啊，没有想象中的搞笑。            
(5星)	 笑死我了！！！            
(5星)	 芒果你败了            
(3星)	 猫扑+天涯+老友记+其他=爱情公寓 总体还不错 但实在是太山寨老友记了 3星            
(3星)	 除了一些台词爆笑之外，未免也太弱智了。。            
(5星)	 这TM都可以啊，你们演奥特曼的吧！            
(5星)	 笑死了~！！            
(4星)	 我收回之前对它的评价~ 有一些段子真蛮搞笑的。喜欢展博~~            
(5星)	 本土化的优质产品            
(4星)	 哈哈。还好笑。            
(3星)	 编剧还需要点创意。。            
(5星)	 何以解忧。            
(4星)	 是一部美好的电视剧，而且还是一部让人放松的幽默剧。            
(5星)	 难得看部国产剧。这部真不错。            
(4星)	 模仿美剧就模仿呗 乐呵乐呵嘛            
(NA)	 9←            
(4星)	 是模仿～是借鉴～但不要用抄袭一棍子打死～～很好看～            
(5星)	 虽然有抄袭老友记的嫌疑，但是真的很搞笑            
(3星)	 也没有觉得很好笑。            
(1星)	 没有一集不是抄的，简直无耻！整个一个六人行+家庭战争+老爸老妈浪漫史综合出来的怪胎            
(4星)	 难得啊，国产哦~            
(4星)	 仿得不错            
(4星)	 先说缺点。这部剧因为原创性薄弱，感觉人物是为剧情需要而生，性格前后不统一、感情线跳Tone、人设背景无体现等问题很严重。但抛开这些，这部内地剧在制作上让人欣喜，终于有了青春都市的感觉，重点是，真的看得很欢乐~期待第二季~一菲美嘉关谷大萌~            
(5星)	 中国六人行吗？不错            
(4星)	 知道是抄FRIENDS的吧，却还蛮像那么回事儿的            
(5星)	 让人眼前一亮的国产剧            
(4星)	 有诚意的同人剧！不过这个编剧也太敢抄了~            
(4星)	 我喷你一脸盐汽水儿。四星半。            
(4星)	 简短而直接的搞笑，又与爱情紧紧相关，生活中的点点滴滴让人很感动……【2010年1月底全部看了一遍】喜欢里面的生活性，喜欢内心表白式的影视语言，不太喜欢后几集的纠结扩散。            
(5星)	 给山寨一点鼓励。小片太太太欢乐了~期待第二季            
(4星)	 虽然有抄袭的桥段 但是还是很搞笑            
(5星)	 即便很多情节是抄的,我也不介意再多一些这样的好作品,哪个不是从借鉴开始的,何况还是很多自己的亮点的.基本上每集都是从头笑到尾.里面每个人选角也选的青春靓丽的,很有海派的风格,不像大蒜的情景剧怎么难看怎么选.日本的关谷也算是魔都的日本情节了,恶搞一把日本人也很开心.坐等第二季开播.            
(4星)	 不错！            
(4星)	 虽然情节照搬无数经典美剧，但是还是让我比看&lt;How I met your mother&gt;时笑得更大声，再多点原创就好啦~            
