http://movie.douban.com/subject/3197006/	越狱  第四季 Prison Break Season 4
(5星)	 除了西游记和新白娘子传奇，至今看得最完整的电视剧，一眼不差。虽然逃来逃去的让人看着很累，但每次都会有惊喜，绝对不会失望，同时也学到了很多，比如，只要真正想去做，并且去做了，就没有办不到的事儿、            
(4星)	 接受不了michael的死，但好像除了这样，也无更好的安排了。            
(NA)	 2009            
(5星)	 编剧你也太狠了 工资低你剧情烂点也就算了 也不能把人家写死泄愤呐...            
(4星)	 最后五分钟太仓促了            
(5星)	 1年之后终于接茬看完了。那么，为了四年的纪念。Michael走了，最后留下了难得的笑容，有点不习惯，但也跟着笑了。Be the change you want to see in the world，流下一滴眼泪。无论有多少重峦叠嶂的磨难，每个人终究各得其所。Love THEM！            
(4星)	 我也不知道为嘛我现在才看完            
(4星)	 麦口啊我为你心痛啊            
(4星)	 枪的作用大大提升~~&amp;有点累~~            
(3星)	 事实证明，善始善终也不是件容易事            
(5星)	 五颗星，为送给最后结局的那个场景。            
(3星)	 第一季最好,其他的不评价了            
(NA)	 适可而止是一种境界。            
(5星)	 复活 最后番外篇哭死了              
(1星)	 别的白痴剧情也算了。最后一集错位的伤口这个白痴bug无法原谅。            
(4星)	 诶 要完结了。            
(5星)	 be the change you want to see in the world            
(NA)	 扯淡就是,任何一个领了便当的家伙只要死不见尸就可以在任何必要时候出来充当关键人物.            
(5星)	 这个寒假又看了一遍 ，时隔2年 有些都忘了，虽然后面编剧很多地方有点为了情节而推动一些夸张的思路，但展现的场景和类似T-bag的演技没得说的，整部电视几乎走遍了美国各大洲，壮观！            
(5星)	 Michael最后的死，让我有些意外，也觉得这应该是意料之中的事情。一部好的片子总要留点遗憾才能让他经典！            
(4星)	 没想过，最喜欢的人竟是马洪。            
(3星)	 基本成单线叙事了，倒是卖点频出：sara在队伍里的作用就是拖后腿+变装啊，鹰与天使慈善会的构思绝对是为了Michael的制服诱惑而写的，甚至苏克雷为大局不惜献身当GAY。。。Michael最后虽然死得囧里囧气，不过把雷锋命的主角挂掉比完全的happy ending还是要好点            
(NA)	 没死的又全出来了。。。作为终结季还是可以接受的            
(3星)	 终于结束了~            
(3星)	 It&#39;s over            
(NA)	 原来莎拉没有死。唉，估计导演觉得莎拉就这么死了太不值得，所以又让他复活了。            
(4星)	 kellerman犹如天神啊...            
(4星)	 回光返照..么?            
(3星)	 都21世纪了还玩一战巴尔干火药桶的游戏未免太幼稚，足以震荡世界的高新技术才卖不到一艘驱逐舰的价格也贻笑大方了，最让我气愤的是编剧居然YY到想让我们跟那个满嘴咖喱味的国家搞军备竞赛,总之本剧看过就好，不要过脑子            
(4星)	 2009下半年            
(3星)	 在看，不过有点看不下去。            
(NA)	 编剧也太扯了  汗= =            
(2星)	 纯瞎编了！            
(NA)	 四年~~            
(5星)	 有始有终            
(3星)	 夜晚也许会蒙受悲哀，但是欢愉总在清晨来临。            
(5星)	 It is over。            
(5星)	 五星给结局            
(2星)	 无聊得紧，林肯我永远都不想再见到你那张脸了。公司、老妈、军警三大恶势力把你们反复玩弄于股掌，而你们到底从哪里来的信心来不自量力作困兽之斗的？直至编剧掰不下去只好让这个那个吐便当开金手指来草草了断，结尾真是无稽，如此容易保你们一帮人下辈子安康，请早点出场解决好吗。麦可你是怎样增肥的            
(5星)	 其实剧情很烂 不过帅哥就是帅            
(NA)	 残了            
(4星)	 还是喜欢简单善良的Sucre            
(5星)	 为他的墓碑致敬。他让所有人幸福，而他，在天堂继续守护着他们。            
(4星)	 Be the change you want to see in the world            
(3星)	 927.昨晚看到第三集，感觉Fox的确比较有钱，大场面比cbs做的气派多了。||928.昨晚看完第四集。我烦躁了。Sara的情感起伏用了太多篇幅了！！||9.30昨晚忘了看到第几集了，只想说，编剧罢工回归后好像都脑残了%&gt;_&lt;%||10.3终于追完了。            
(4星)	 freedom and love            
(4星)	 终于看完了，第四季里有太多漏洞了，相比之下还是第一季好看很多            
(4星)	 到最后又是美国拯救世界？再加上点中美对抗？不喜欢了。            
(3星)	 终于完了，为剧情而剧情，太拖沓，最精彩的还是第一季。            
(4星)	 终于看完了，从大三的时候每个星期追一集（第一，二季），到近期中午休市的时候每天看一集（第三，四季），也都快三年了，就一眨眼的事，剧集也好，人也好，太多感慨了            
(4星)	 2010.07.17            
(NA)	 结局有点悲伤              
(5星)	 我觉得第四季仿若谍中谍,比前面好看了,终于洗脱了2、3季的无聊虽然说是剧情需要让麦克死，但是关于他的脑癌，他之前做过手术的他的老妈，不是好好的活了那么多年啥事没有...            
(NA)	 分手快乐            
(5星)	 惊心的变局出乎意料的结局。             
(NA)	 濫結局啦！            
(NA)	 惊险、刺激            
(NA)	 佩服编剧的想象力（或许是事实）            
(3星)	 情节很松散。仍然喜欢SCO的眼神。linc没啥领导能力就把西装穿得飘逸装性感，grentchen是女王啊但是怎么结束的那么不明不白？！sara变得很会色诱了，sucre傻得更可爱了，mahone突然变成了很有心有肺的好人，t-bag 还是老样子（喜欢！），self很没气场很不喜欢            
(5星)	 Goodbye Michael            
(NA)	 既然傻逼了 就傻逼到底吧            
(4星)	 整个故事还是很吸引人的问题是最后的结局有点不满意            
(4星)	 环环相扣+主角病危，经典日韩惊悚片            
(3星)	 结尾是一个温存的留念            
(4星)	 抠墙壁的大叔们返乡记II             
(NA)	 最后哭了，为M，为S，为他们之间。            
(4星)	 比第3季强            
(4星)	 我终于拖完了。            
(3星)	 编剧为了戏剧性，无所不用其极，N个还魂案例，加故弄玄虚的“高科技”。喜欢Mahone和Michael的联手，这是第二季时最期待的。All well ends well. 最后一越更加情理不通，非常狗尾。            
(3星)	 这一季真的有失水准啊            
(4星)	 唔中意MS逝世嘅结局！！如果生多一个BB开左个潜水用品店咁先叫完美！            
(4星)	 miller胖了,四季中人物关系最复杂的一季.            
(5星)	 四季整整看了1个礼拜，日看夜看            
(3星)	 烂尾了            
(5星)	 Be the change you want to see in the world.            
(NA)	 谁给我个结局?            
(NA)	 没人能比林肯跟弱智了            
(NA)	 prison             
(4星)	 曲终人散            
(3星)	 6/10            
(5星)	 不用多说，经典！            
(4星)	 米勒肥了许多。。。            
(2星)	 越來越累~看死我            
(4星)	 觉得结局有点仓促。            
(4星)	 乱的我胃都抽搐了            
(NA)	 三年，the end.            
(4星)	 这结局。呃。。。            
(4星)	 结局不错呀~~            
(5星)	 结局不大好 应该活着            
(NA)	 Michael,死了            
(3星)	 第一季的精彩最终被毁灭完了            
(3星)	 结局很舒服···            
(4星)	 最后一越            
(NA)	 PAUL最后复活了，还成为了议员，囧，他死的时候那么那么的帅。。。            
(4星)	 have had the anticipation of Michael&#39;s death. What&#39;s unexpected is that made me burst into tears for some untold reasons..            
(4星)	 迈克，就是神。神只有老天能匹敌。            
(3星)	 虎头蛇尾            
(5星)	 到最后一集和最后一越，我哭的稀里哗啦。。。。            
(3星)	 太累了            
(4星)	 结局不错，升华了。            
(3星)	 [2009.05.18～2009.06.29]我为什么非要把这第四季看完呢？累不累啊！剧情发展到后面就越来越扯了，连MS的老妈都出来了，这什么跟什么啊，这部剧集果然只应该看第一季的啊！P.S.T-Bag最后又被送回了监狱，依然在里面呼风唤雨，唉，我说你干嘛费老大劲越狱啊，监狱才是你的世界，你的王国吧？            
(5星)	 as a husband,father,brother,uncle or friend,he&#39;s the best            
