http://movie.douban.com/subject/2085721/	小龙人
(NA)	 小时侯特喜欢            
(NA)	 我有许多小秘密，小秘密~            
(3星)	 哈哈哈            
(3星)	 长得像我妹妹小时候……可惜我不能看，每次都被强迫写暑假作业            
(4星)	 啧啧~~~我头上有犄角~犄角~!            
(5星)	 太多的记忆不复存在，只有这首歌，一辈子也没法忘记的可爱歌曲。。。            
(5星)	 老爸老妈也很喜欢            
(NA)	 就不告诉你就不告诉你            
(4星)	 我头上有犄角有犄角~我身后有尾巴有尾巴~            
(5星)	 你找到妈妈了么            
(5星)	 我美好的童年啊            
(NA)	 就不告诉你~            
(5星)	 我头上有犄角，我身后有尾巴            
(3星)	 就不告诉你  就不告诉你  就不告 诉 你            
(5星)	 小时候，嗯，其实也不小，不过貌似还是在上小学，那时候很着迷。也许现在看是很傻的一部片子，但那时候就是喜欢。            
(NA)	 四合院小龙人&amp;朋友们            
(5星)	 由童年的都看过~            
(5星)	 小龙人小龙人，怀念ing，好像还哭过呢            
(5星)	 这歌是我唱的~哈哈            
(NA)	 太有才啦！            
(5星)	 天上有无数颗星星 那个最好的就是我.  我有许多的秘密 就不告诉你 就不告诉你  就不告~诉~~你~  小龙人 宝宝 贝贝 奇奇 翠翠婆婆 大老龟 小山怪 哭哭 龙女 小白鸽 太阳公公 女娲娘娘 雪山神女            
(3星)	 [昔日所看] 我总是记得小学二年级的时候有一回我跟一个同学趴在二楼阳台上唱这主题歌            
(5星)	 真的是童年!            
(NA)	 为什么会被禁？！            
(NA)	 我有一个小秘密，小秘密..不知道他们现在在哪里在做什么..伴随了我们整个的童年            
(5星)	 歌曲更经典            
(NA)	 。。。。。。。。。。。。            
(NA)	 我有许多小mimi            
(5星)	 小秘密            
(4星)	 ...汗 呵呵             
(5星)	 童年的回忆。。。小时候特爱看，现在我还会长里面的主题曲：我是一个小龙人小龙人，我有许多小秘密小秘密。。。就不告诉你，就不告诉你，就不告诉你。。。            
(5星)	 诶呀,真是都快成化石了            
(NA)	 小时候            
(NA)	 童年被我归为惊悚片……            
(NA)	 记得在南戴河还买过一个小龙人的拼图玩            
(5星)	 幼儿园看的阿            
(5星)	 经典            
(NA)	 哇~~~好久远的了。那时我才五岁。不过还记得有这个片            
(NA)	 ~挖~~~            
(4星)	 儿时的经典回忆~~~            
(5星)	 我看了三遍哦            
(5星)	 5星。            
(5星)	 怀念~~~            
(4星)	 儿时看过！            
(4星)	 童年的回忆~            
(NA)	 童年呀            
(5星)	 就不告诉你，就不告诉你，气死你~            
(5星)	 这个.....童年的时候“头上有只角”            
(5星)	 我头上有犄角 ，我身后有尾巴            
(5星)	 我头上有犄角~~ 犄角~~~~            
(5星)	 小时候必看的电视剧            
(5星)	 就不告诉你            
(5星)	 好象再看            
(4星)	 ～～～～～～～～～            
(3星)	 颤抖的点了“看过”二字            
(5星)	 小时候被这东西感动的鼻涕眼泪一起流..            
(5星)	 娘啊。。。主题歌。内容我都不记得，就记得歌！            
(4星)	 鹦鹉婆婆其实很吓人啊。            
(4星)	 天哪，天哪，天哪            
(5星)	 童年经典啊~~            
(NA)	 居然以前有人说我像翡翠婆婆~            
(5星)	 忆往昔峥嵘岁月抽！            
(NA)	 我有很多小秘密,就不告诉你            
(5星)	 小时候看了好多遍一直没看到结局哎！            
(5星)	 我爱,啥也不说了.            
(NA)	 就不告诉你。笑。那个时候我们都年轻到年幼。            
(4星)	 小时候看的            
(NA)	 小時候一聼就哭的一首插曲            
(NA)	 儿时全部的记忆...            
(4星)	 童年回忆。我有许多的秘密，就不告诉你，就不告诉你，就不告诉你。。。。            
(5星)	 儿时的记忆,儿时的梦想.发觉那时真的很幸福.            
(5星)	 怀念。。。            
(4星)	 尾巴～～            
(NA)	 小时候特想长小龙人的犄角。。。            
(4星)	 嘎嘎，就不告诉你            
(NA)	 只记得很惨~            
(5星)	 童年的记忆。。。            
(NA)	 就不告诉你。就不告诉你。就不告诉你。            
(5星)	 刚好关乎我们童年最美好的回忆            
(5星)	 我是一个小龙人 小龙人小龙人 我有许多的秘密 就不告诉你：）            
(5星)	 万恶的电视台，再播啊            
(5星)	 童年的回忆，看完后总觉得小龙人在我家后院             
(4星)	 童年            
(5星)	 小龙人。好遥远的记忆。            
(5星)	 美好的回忆。虽然一直没看到过结局！！            
(3星)	 不错啊，当时能拍这样的电视剧。            
(4星)	 怀念呀！贼怀念！            
(5星)	  就不告诉你            
(5星)	 童年的美好记忆唉            
(3星)	 我一直觉得这是恐怖片            
(5星)	 童年的回憶，想重溫。            
(5星)	 小时候别人都叫我小龙人            
(NA)	 小龙人            
(5星)	 小龙人            
(5星)	 当年还买过正版OST。。。            
(3星)	 怀念逝去的童年。            
(4星)	 儿时经典            
(3星)	 恐怖回忆。。。童年阴影啊            
(4星)	 我头上有犄角，身后有尾巴            
(4星)	 其实有点忘了！可看着特亲切            
(5星)	 大大泡泡糖美！            
(4星)	 儿时回忆            
(NA)	 其实我不喜欢小龙人的造型，但是小时候的暑假实在没事干吖。            
(5星)	 童年难忘的记忆啊            
(4星)	 小时候觉得还行，现在想起小时候觉得还行也还是觉得还行            
(NA)	 小时候的最爱            
(3星)	 幼稚園            
(4星)	 那个时候看的好心痛...小龙人找妈妈..            
(3星)	 我们应该都会唱“就不告诉你，就不告诉你，就不告诉你”~            
(4星)	 我头上长犄角            
(5星)	 怀念啊            
(NA)	 我是一个小龙人，小龙人 。。。。。。。。。。            
(5星)	 囧··小龍人跟我真像            
(4星)	 就不告诉你            
(5星)	 坐在妈妈怀里            
(NA)	 美好            
(4星)	 就不告诉你就不告诉你就不告诉你            
(5星)	 回忆            
(NA)	 这部电视剧还是俺们没上小学的时候就开始看了滴呀,还想念那时的生活,现在的孩子都早熟!!!!!!!!!!111            
(NA)	 音乐不错呵呵            
(5星)	 美好的回忆            
(5星)	 小时候哭伤了            
(5星)	 我也不知道为什么给了它五颗星，时至今日我依旧会唱那首主题歌            
(3星)	 佛教？            
(5星)	 这个居然也有！！太经典了~~太喜欢了！！“我有一个小秘密，就不告诉你……”特别喜欢里面小姑娘的黄马甲，记得小时候还缠着妈妈给我做了一件呢，超赞！            
(3星)	 前半部分不错，后面鬼扯            
(NA)	 童年美好的记忆全在里面了            
(5星)	 我们的童年啊            
(NA)	 就不告诉你，就不告诉你，就不告诉你            
(5星)	 我是一个小龙人，小龙人...            
(NA)	 哎呦呦，真不喜欢小龙人那孩子的样子            
(4星)	 小时候的美好回忆啊            
(NA)	 这都有！！！            
(4星)	 我头上长着犄角            
(5星)	 小龙人 你什么时候回来？我还想看小龙人！！！！我要看小龙人！！！！！            
(NA)	 看的时候虽然很小,但真的刺痛了我幼小的心灵~~~哦            
(NA)	 那些记忆            
(3星)	 我有许多小秘密……就不告诉你！            
(NA)	 就不告诉你 就不告诉你            
(NA)	 怀念....            
(4星)	 中央台怀旧剧场在放            
(NA)	 我头上有犄角 我身后有尾巴            
(4星)	 结局到底是什么？            
(NA)	 哇哈哈，好怀念阿，不过，这张图可不咋样            
(NA)	 小龙人是我的梦中情人            
(NA)	 因为看这片 还被班主任批判过。。。全班性的。。。            
(5星)	 无意间看见这个条目，好可爱哦。想起幼儿园的暑假里，和奶奶抢电视，任性得一定要看小龙人。奶奶到现在还会说，其实我现在早就已经把剧情忘光光了，可是童年的回忆永远是美的~~~~            
(NA)	 那些逝去的日子````            
(5星)	 记得有个鹦鹉婆婆吧..            
(3星)	 儿时的记忆。            
(NA)	 现在看的话应该会觉得假的吧            
(5星)	 童年的记忆 小龙人            
(NA)	 就不告诉你就不告诉你，就不~~~~~告诉你~~~！            
(4星)	 童年哟            
(5星)	 谁不记得            
(5星)	 小时候的最爱。            
(NA)	 我头上有犄角~~            
(5星)	 我头上有犄角，我身后有尾巴……            
(NA)	 还记得看这剧的时候经历过一场日食，盯着电视不舍得出去看太阳            
(3星)	 说起来小时候应该是肯定看过的，因为这是我童年阴影之一，觉得很可怕，但是神马剧情都忘了。然后那天和一帮小我2-3岁的孩子们一起玩，发现他们谁都没看过小龙人，我忽然间觉得我老了。            
