http://movie.douban.com/subject/4903593/	万凰之王 萬凰之王
(4星)	 宫斗剧，就是演员老了点。            
(2星)	 看了2 3集弃了，太浓妆艳抹了，里面女人也不好看，剧情很猎奇，TVB再也没有超过金枝欲孽的剧了，2星给国语配音，看了半集粤语，感觉不够贱            
(3星)	 TVB的价值观越来越有问题了            
(3星)	 TVB最讨厌的男演员就是陈锦鸿！长得天生一副苦逼脸，还好意思出来演皇上！胡杏儿的痕迹浓得一逼啊~！宣萱老了。现在就冲着胡定欣追下去，能否追得完，是个疑问。            
(3星)	 名侦探依兰 ，唯一的败笔是编剧的剧情，把皇帝写的很脑残            
(2星)	 整部剧，节奏异常快，情节发展异常迅速，问题是转折的奇特，推进的搞笑。只看到狠，没看到智，尤其皇上，太二了，大清国不亡才怪！宣萱演的绝对女主，个性、才智都是讨喜的，硬是被演的让人生厌，点解呢？好吧，我还是为了学粤语跳着看的。            
(4星)	 宣萱和胡杏儿长的都不怎么样~            
(1星)	 我了个去 皇上就是一傻逼 被后宫几个女人牵着鼻子走刷的团团转 皇后更觉 又要当婊子又要立牌坊 自己那么贱还天天委屈的很 好不容易有个瑞亲王的性格讨喜点 还他妈跟个二百五似的腆着皇后纠缠不清！            
(2星)	 很。。无语            
(3星)	 口红还能再涂红点么！宣萱我不喜欢你了！            
(4星)	 万凰之王，赢了又怎样？            
(4星)	None
(2星)	 要不是宣萱还真不会看。果然看了第一集就要弃剧了。飞你妹啊            
(2星)	 一開始就被那化妝秒殺了            
(4星)	 斗得不够猛.最后的结局难免让人唏嘘不已            
(1星)	 烂片~要逻辑没逻辑，要傻逼就有多傻逼。。。弱智片            
(3星)	 这个皇帝蠢的像头猪吧！！！            
(2星)	 看了第一集之后，就去查了历史背景。无论是剧情还是演员，都有点失望。不准备继续看下去了。            
(2星)	 妃子在皇上面前自称“奴才”；年纪不小的萱萱叫胡杏儿扮演的皇后为“姐姐”；许多情节都似曾相识，仔细一想，XX电视剧里的情节；菜蓝那么丑，皇上都看得上，哎╮(╯▽╰)╭            
(NA)	 弃。            
(2星)	 10.彻底击溃了我评论的能力。            
(3星)	 抛开别的不说，服装我很喜欢！色彩搭的真好看。            
(3星)	 当女人难哟 唉。。。            
(1星)	 胡杏儿想夺视后，难。            
(1星)	 看了一集后果斷棄劇...看完劇透后發現整部戲唯一的亮點應該是胡定欣...             
(NA)	 陈锦鸿，你能表再演皇帝了嘛            
(3星)	 不懂。            
(3星)	 古代版的法证先锋吗？            
(2星)	 坚持看了3集。。实在受不了。。            
(4星)	 还行啊~            
(3星)	 演员阵容不给力，结局很做作还不符合历史            
(2星)	 不知所云，没有主线，冲突也不激烈，一个字，烂            
(1星)	 看一集果断弃剧啊！！！！亲，难道我是真心不适合国产剧咩。。。还是滚回火星看无聊的火星泡沫剧罢了            
(3星)	 我受不了那个弱弱的皇上和那个血红嘴唇子的皇后和那个椭圆形的皇太后了！要不是为了我长胖的萱萱谁要看啊！            
(3星)	 完成任务一样每天一集 。            
(4星)	 二哥喜欢大嫂，三弟喜欢二嫂。。。快点更新啊！！！            
(3星)	 其实并没有看完，据说宣萱最后就是慈禧，那还看个头啊，有什么悬念啊？反正除了慈禧全部死光光就好了嘛，剧情灰常一般。冲着一大堆熟脸，三星。            
(5星)	 胡杏儿的妆太丑了            
(2星)	 网友说是古代版的法证先锋真是没错呢 不待见的主角+不待见的布景妆容            
(4星)	 期待续集。。。孝全和死得很早。。。哎~            
(3星)	 大结局好失望，要是沅宛和绵析能离开皇宫远走天涯做一对神仙眷侣是多么的大快人心啊！　            
(3星)	 就不骂了。大家不要浪费时间在这剧上了。我们等金枝欲孽2吧。            
(NA)	 是我看过最雷最荒诞的宫廷剧。            
(2星)	 不好看            
(3星)	 本来就是一个志大才疏，生性懦弱的皇帝，还期许他要如何雄才伟略？！            
(3星)	 除开萱萱，其余难撑场面            
(NA)	 这个皇上就是个2货！！！！！！            
(2星)	 胡杏儿太可怕……            
(2星)	 这是台庆剧？真心不是情景喜剧？！！            
(2星)	 白痴过头了吧.             
(3星)	 哎。人心。            
(3星)	 一般般啦~~            
(5星)	 我怀疑那些给一颗星的人有没有看电视剧，乱弹琴的人最好永远别他妈来豆瓣泡。            
(2星)	 台庆神剧，拖泥带水线索繁多，却没一条理清楚。单就角色来说，将这部推给杏儿去争视后是不恰当的，为什么不接着用王思苦呢？这到底是捧人还是踩人啊！不过我反而越看越心疼刁蛮皇后和痴情亲王这对打断骨头连着筋的狗男女啊，不知道是不是一只脚踩进何家大门了，反正三葱比洪武里的建文帝长进多了。            
(2星)	 万擂之王            
(4星)	 乱七八糟的剧情，无重点情节。但是宣萱演的真是好啊！            
(3星)	 胡杏儿妆太艳，宣萱太老。。。这个后宫争斗片，委实有点扯，TVB的金枝欲孽是经典的绝笔哇            
(1星)	 俗艳的塑料首饰、呆呆的两个女猪脚、更加呆呆的一个皇上。。。。我忍了几集，是忍不下去了。谁看谁后悔！            
(3星)	 为什么总觉得猴子穿了人的衣服？            
(2星)	 烂片一部            
(1星)	 完全冲宣萱去看的。。。真心不好看。。。我大概会弃剧吧。。。            
(2星)	 为什么妃子总是要称呼自己为奴才&amp;……            
(3星)	 《万凰之王》里的全皇贵妃应该是我看过的宣萱演的最奸的角色了，之前的《掌上明珠》大概也算不上是奸角。人无法改变环境，就只能适应环境，这次的伊兰是由忠变奸，很适合宣萱这样的爱戏之人，演技是没得说~皇上真有自己说的爱伊兰胜过爱江山？我认为不是，这份爱显然不如皇权的至高无上那么诱惑！            
(3星)	 最近看太多人物比较接近历史的小说，于是一下子有点接受不了TVB“历史剧”里对人物的乱扯……不过要是摆脱对史实的执着，这片不算太坏，宫廷斗争又有点刑侦的味道。没有喜欢的演员就三颗星吧~            
(3星)	 TVB的宫廷剧还是品质最好的            
(NA)	 ｀｀｀啥j8玩异啊？叔嫂奸情世间至精啊｀｀｀｀            
(NA)	 quit            
(3星)	 争吧斗吧。妆太浓，大红嘴唇~~~就是宣萱叫胡杏儿姐姐的时候真是浑身打冷战。。。真是我看过的古装剧中，最悲剧最猥琐的皇帝，还是演个太监比较合适！！！            
(1星)	 也就胡定欣的戏码能看点儿，这是我看过最蛋疼最幼稚的宫斗剧……结局尼玛也够坑爹= =TVB你好样的，是打算没有最烂只有更烂么？？！！            
(2星)	 只看了一集，弃！            
(2星)	 弃……什么狗屁倒灶 乱七八糟            
(2星)	 终于看完了，TVB又多了一部脑残代表作。            
(3星)	 琼楼玉宇万凰栖，只恨半点不由人。            
(3星)	 为什么太监还会对女人有非分之想？又名: 名侦探伊兰：小蔡子很爱黄桑啊：拳皇贵妃明明害死乐欣，还要装出一付大义凛然的样子：而且不是说后宫不可干政么            
(1星)	 刘家辉拍好这个就中风了？希望他早日健康            
(2星)	 标志性的装束和服装，剧情实在理解不了！！！            
(4星)	 纯粹就是看一集试试，都是老套路老剧情老配音，但是还是觉得比内地雷剧情好，等着十天之后再看一集            
(3星)	 没事儿看看            
(2星)	 真的很雷人。            
(4星)	 我是来看宣萱的            
(3星)	  芸妃的台词可以练好点再演戏吗？～            
(3星)	 在狂轰滥炸下，习惯了胡杏儿的存在（本色出演有点钟嘉欣徐子珊千万不要以这样的方式让我最后习惯!）沅宛真心不错! 开始觉得当年痞她流金岁月是本色出演有些毒舌……            
(3星)	 万凰之王注定是要一世孤独的。            
(1星)	 终于体会到什么叫边看边骂，边骂边看了吧。胡杏儿这么难看都能当女主啊。。。宣萱已经这么老了吗？哭啊。            
(3星)	 后宫无美女啊，不过萱萱还是很喜欢的，虽然她谈不上特漂亮，但是很有台缘儿~~            
(3星)	 TBB的古装太吓人了，那妆那布景太可怕了，可惜了演员。            
(4星)	 31完~            
(2星)	 烂的一塌糊涂            
(2星)	 情节老套。人物看来看去都是这几个人，没意识。            
(2星)	 情节类似之前的宫心计            
(3星)	 萱萱和胡杏儿都不适合这样的角色………            
(4星)	 出来走迟早要还的，人在江湖身不由己。            
(3星)	 很一般，宫斗不精彩！不及宫心计。            
(2星)	 好狗血。。。            
(3星)	 這部劇坑爹的程度簡直是接近紫禁驚雷了我靠！先不論那一大堆BUG了，全世界死了也算了，全皇后最後一句寧教我負天下人，勿教天下人負我真是雷死了好嗎！然後！就這樣！它就完了！這劇讓我森森滴體會到假如有一天我穿越了的話當什么都不要當皇后！！！            
(3星)	 胡杏儿果然演的不错～～            
(3星)	 看完咧~感觉看到后面还好闹！对胡杏儿的印象有变好耶！演技真的不错~~~宣萱到后面一下子变了好多好快...黄智贤演得也挺好的。那个结局啊..唉...登神马热气球真是的...            
(3星)	 不明白为啥我还坚持不懈把这么难堪的片子看完了            
(NA)	 为神马 服装饰品妆容 如此无语啊！            
(2星)	 我基本上屬於半棄劇了。            
(2星)	 无力吐槽，雷到死，全妃一定是pro sir穿越来的吧╮(╯_╰)╭            
(2星)	 废片一部。            
(3星)	 三颗星给宣萱…编剧太烂了…            
(2星)	 皇帝是情痴，一个妃子无脑，一个妃子小白兔  看了开头 就没办法往下看            
(3星)	 我的亲娘啊，想弄死道光用这么费事吗？直接让天理教弄死不就完事了。            
(3星)	 演员的妆太浓了,而且不喜欢陈锦鸿演皇帝,完全没有皇帝那种气派的感觉.剧情跌宕起伏,总的来说还不错            
(NA)	 這種質素的台慶劇。。。就算有Jessica又如何真的不好看，全就是為了捧一個視后。。。TXB真是越來越。。。            
(5星)	 这个结局 真够。。。可以的。。            
(2星)	 看了三集就看不下去了- -··真的是近年来TVB最糟糕的台庆剧了···            
(2星)	 - -，瞎了。还是胡杏儿，            
(1星)	 陈锦鸿我求你了……你做什么都好但别做男主角好么？！胡杏儿也是，您能跟化妆师谈谈妆容的问题么？！我嘞个去啊……还亏姐姐那么期待！烂透了啊！！！！！            
(2星)	 强忍着看到第二集就特么的在看不下去了啊 话说看到陈锦鸿的时候就已经没有再看下去的冲动了  宣萱毁了  胡杏儿的那个妆尼玛是要唱戏么  比宫心计烂太多了  道具  场景布置太特么雷人  尤其是第一集他们俩一起飞的时候  那个特效  我去              
(3星)	 所以說，信愛情不如信自己。            
(2星)	 准备弃了 这剧情竟然是台庆剧 我去            
(4星)	 不知所为何事，落得如斯田地。            
(2星)	 我努力看了30分钟，TVB宫斗剧的编剧看来真是江郎才尽了。别说《金枝欲孽》，就连《宫心计》都比不上。            
(4星)	 怎么说呢？宫斗剧看得挺多，但是这个真的让我有点想象不到，因为不喜欢看到回头的浪子因为以前的种种而再造残害，ps：胡杏儿真的是太棒了……            
(1星)	 看的很蛋疼            
(NA)	 老套 没一点新意             
(3星)	 看到第五集，实在看不下去了，偶要腹黑。。。            
(3星)	 我现在见不得tvb的古装戏~            
(3星)	 其实吧~看第一集就知道结局。。。很显然开始最善良的女人到最后肯定就是狠起来不要命的！后宫什么的。。。就是这么回事啦。。。这剧唯一的用处貌似是让我了解了下历史。特地去查了下正史了解的啊喂~顺便吐槽，这剧比较前段的时候出现了“名侦探伊兰”，后段的时候又出现了“图形推理题”什么的！奇葩~            
(NA)	 看似多情 实则无情 看完细想 才发现我和依兰挺像            
(3星)	 剧情不咋的            
(1星)	 題材太老套不想看了            
(3星)	 宣萱还是不错的，其他人都很烂            
(3星)	 不喜欢这样的结局 不喜欢皇帝            
(2星)	 x2演了一个嘴超大缺心眼还想耍狠的皇后，妆画得是要有多浓……她老妈真是奇葩……电视剧的魅力在于无论多无能的皇上都能被描述的忧国忧民，无论多平凡的女人都能让她德智体美劳全面发展，俨然小柯南……说白了整个一部后宫给皇上戴绿帽子的历史……这帮人的逻辑真是让人无从吐槽……            
(4星)	 看完了很久了。。觉得，一般吧。。突然不是那么那么喜欢胡杏儿了            
(NA)	 不想看后面的，觉天天在争斗，不好            
(2星)	 编剧很垃圾,看到22果断弃了。。。            
(3星)	 妆不要那么厚啦 。            
(3星)	 忻宛啊忻宛            
(4星)	 名侦探伊兰。。这个名字起得好，很贴切啊。。情节异常纠结，只是经不起细想，连粗想都不要去想它。。看到最后看他们的回想，还是有种物是人非很苍凉的感觉啊。这人怎么说变坏就变坏的啦。。不过说她看似有情却无情，还算有点道理。            
(NA)	None
(2星)	 当陈锦鸿来了那么一句...我真想戳瞎自己的眼睛 搞聋自己的耳朵...            
(2星)	 有圣母角色的一般我都要吐槽            
(2星)	 连我妈都说好难看。            
(3星)	 妆丑得呀，人又老，囧            
(1星)	 不就是为了看宣萱么，我容易么我。。实在是被雷得受不了。。。果断弃。            
(3星)	 最后的结局真是令人费解啊！！又名名侦探依兰，笑死我啦！            
(2星)	 我已经很久没有看过这么有趣的喜剧片了= =            
(3星)	 越拍越廉價··· 好多配角搞得我暈頭轉向的··· 慕容復當了太監···鹿鼎記太后變成嬤嬤了···比皇后還可怕呢···反而一臉福相的皇太后的光打得跟伏地魔似的···             
(5星)	 死光光贺台庆贺新年啊！豆瓣上的人也都得了失心疯，瞎打分。我非要打个全五星            
(3星)	 终于看完。若要人不知，除非己莫为。说话做事要对的起良心。            
(3星)	 陈锦鸿演懦弱的皇帝还是很适合的.             
(2星)	 结局没看完            
(NA)	 皇帝的嘴就像叼着香肠一样            
(3星)	 虽然编剧有点无厘头，虽然化妆师很脑残，虽然陈锦鸿很妇人之仁，虽然，，，但是我看完了             
(3星)	 看到最后几集实在忍不住了，真心不好看啊！            
(2星)	 虽然我喜欢陈锦鸿，觉得萱萱也8错，但看了7、8集完全看不下去了……胡x2怎么老爱吹胡子瞪眼的……            
(2星)	 TVB你的服装道具还能再粗制滥造点么？还有那满满大红大绿的色调到底是神马挖？陕北农家过大年么？            
(3星)	 结局出乎意料~            
(3星)	 三集弃            
(1星)	 看了第一集就不想看了！！！！只有宣萱是正常的！！！其他简直是惨不忍睹侮辱眼睛！胡杏儿那么样衰说话那么恶心演技那么差！其他人全是红艳艳的嘴唇、不知几十层的假睫毛、华装艳服太重口味！！！！！特效那么差！恶心！不看了！！！TVB怎么有这样一烂片！荃加福禄寿探案都比你正常！！浪费了宣萱！            
(2星)	 还拍？没情节，没惊喜，没帅哥！没美女！~~唉~~            
(4星)	 这个傻逼皇帝  ！！！  我靠            
(3星)	 看到后来又能大致猜出下文，所以果断弃之。另，这三个主角的古装扮相都有够难看。            
(3星)	 虎头蛇尾            
(1星)	 杏仁的角色号讨巧，又可怜又可爱的=v=            
(NA)	 弃            
(5星)	 终于看到大结局了！其实我还挺喜欢的。万凰之王必定要付出孤独一生的代价，任何一个成功的人都是这样，曲高而和寡，傲视而独立。看到一个不谙世事的傻女，懂得利用自己一颗七窍玲珑心自我保护，达到自我价值。好欣慰~            
(2星)	 瑞亲王亮点，“奸夫“有爱，陈山聪出挑了~            
(NA)	 胡杏儿真是一点气质都没有。还是萱萱其实好点。            
(2星)	 男主角無愛，劇情好低B....             
(3星)	 看完以後最傷感的港劇。。。不是因為故事本身而是因為宣萱在TVB的日子就這樣結束了            
(3星)	 每晚都在邊看邊吐槽(ﾟ、。)            
(2星)	 有点小白的赶脚            
(3星)	 尼玛TVB果真够坑爹！宣传搞得辣~么大，结果拍出来这种狗屁东西= =            
(2星)	 tvb你只有靠叔嫂偷情戏码来吸引观众了…TVB你把女人化得和殡仪馆里的僵尸一样。TVB你越拍越逆现实错漏百出每一集都有严重的BUG，TVB你把剧情编得和小学生写周记一样草率不堪。TVB你真的快完了…            
(2星)	 觉得是各种古装剧的狗血桥段的百科全书！看来看去都觉得胡杏儿应该只是女二吧，虽然我承认她演技是进步了很多，她也已经下足功夫，但是古装正剧真的不适合她！还有里面的浓妆+灯光最后呈现在我眼前的效果真的很惊悚啊！宣萱前期的淡妆和胡杏儿后期的淡妆不是很好么！TVB的古装剧什么时候可以摆脱脸谱化            
(NA)	 讲什么也不知道            
(1星)	 弃。。            
(3星)	 实在想不通为什么妆会这么艳。。。。。。。陈锦鸿有点萌啊！！！！            
(1星)	 雷剧终于更完            
(3星)	 胡杏儿很美，很期待后面的戏份，打雷的点子。。            
(2星)	 不好看，太过脸谱化。            
(3星)	 我靠，个不靠谱的皇帝，有那么好的皇后你还勾搭自己大哥的老婆！            
(2星)	 皇帝不像皇帝            
(3星)	 结尾多少显露出宫斗本质的宿命循环，只可惜前面一片混乱救不了的。            
(4星)	 后宫戏从来受平凡女子的偏爱，激烈的勾心斗角中，体会着现实中或者说自己身上没有的那种霸气与纠结，看着剧中人陷入感情和权势的争斗，感慨现实生活的琐碎也庆幸它的简单。“人在江湖”自是需要一番大智慧，且很少有真正的赢家，从清纯到世故，每个人都是身不由己的痛苦向前走着，而后，再逼迫着后来人            
(4星)	 觉得编剧使出吃奶的劲儿来写了！            
(3星)	 气场不强大靠化浓妆是没用滴，只会吓坏小朋友呀！豆友们真是太有才华了，替这剧取个别名名侦探伊兰，噗哈哈哈哈～            
(NA)	 这么难看的电视。。。我还是坚持下来了！            
(3星)	 胡杏儿雷死了            
(5星)	 如夢幻泡影，如露亦如電。很贊的一部港劇，發人深省，贊！            
(3星)	 弟弟都喜欢哥哥的老婆啊，各种牛头人事件            
(3星)	 胡杏儿演的本家太没有范儿了！！我真的是只为了看宣萱……嗯，看完了，钮轱辘依兰居然是慈禧！是慈禧啊！！！觉得后面比前面好很多            
(3星)	 名侦探依兰，实至名归，我都觉得她是法政3张可颐上身了...锦鸿自己说今年最值得期待的片，哭戏是不错，但是感情戏不知道在演什么..            
(1星)	 不止二小姐老了，萱萱也是，大浓妆太吓人。冲着人去看人都不好看真实让人好寂寥。            
(3星)	 除了可笑你想我说什么呢.            
(4星)	 善恶到头终有报，多行不义必自毙 人在做天在看，抬头三尺有神明             
(4星)	 很雷，如果不是有萱萱，才不追！            
(3星)	 垃圾片            
(NA)	 看了5集，实在看不下去了，雷死人的化妆了，不晓得为啥子封了妃之后，都要画成血红的嘴巴和烟熏妆。。。。            
(3星)	 开始很烂 后面还可以            
(1星)	 受不了了，看不下去了…胡杏儿那唇，地上那冰雹……            
(2星)	 只有宣萱值得睇            
(NA)	 有胡定欣？！            
(3星)	 看了第一集，已无续追之心……            
(4星)	 我一直不觉得胡杏儿丑，只是不漂亮罢了            
(3星)	 为了宣萱看此剧，结果还是看了一半就弃了···宫斗啊···伤不起啊            
(3星)	 一部Dog blood 的电视终于迎来了dog bloodest的结局。其中一颗星给我们家萱的，省的太难看了。            
(2星)	 唯一看好胡定欣，她得演技同扮相都相当适合这一类剧情，胡杏儿气场不够，只能用浓妆弥补，但是弄巧成拙，没有气场压着导致扮相很俗！每一次耍心机感觉很无力，可笑！宣萱不缺气场，但是等同杨怡，浓妆毁了她，在浓妆的遮盖下演技显得很生硬！反观胡定欣，适合这一类扮相，气场也十足。            
(3星)	 真心不像2011年的水准。            
(3星)	 再回过头看看我们当初走过的路。            
(NA)	 TVB你是肿么了 ···夸张的造型 疯癫的剧情    一集抛之            
(3星)	 清宫            
(2星)	 TVB真喜欢捧丑女            
(3星)	 剧情实在一般            
(3星)	 其实真的想打2星的，但是始终是台庆剧。。不过也揭示了一个道理，那就是女子真的不能太强势！            
(3星)	 编剧在结尾编不下去了吧！结局烂透了！胡杏儿演个好人就视后了            
(5星)	 金枝欲孽过去多少年了 ，多少年没看TVB拍过拿的出手的清宫戏了，给哥五星鼓励下吧~~~            
(2星)	 成村白痴，一场闹剧            
(2星)	 有所期待，就会有所失望            
(4星)	 我居然是第一时间更完的，难得。胡杏儿意料外地hold得很住，对她很有改观；萱萱刚开始totally不行，最后霸气得我一阵兴奋。皇后和瑞亲王是真爱，皇贵妃瞎了狗眼才看上皇帝。看到最后真心希望瑞亲王造反成功，这皇帝忒欠揍，穆章阿说得好，看死了皇帝一辈子都要靠女人，还死要面子不承认，昏            
(2星)	 萱萱的演技没有以往的感觉了 、tvb的制作也有点粗糙的感觉 。对于一部后宫戏来说，剧情是硬伤了 。不好看 ，            
(3星)	 实在看不下去了，果断弃            
(NA)	 TVB你能再寒碜点再狗血点！！！第四集吐槽无力，弃。。。皇后王爷旧奸情都不能挽回我。。。            
(3星)	 没新意的剧情。胡杏儿本来就丑，那个妆化的更是吓死人，陈锦鸿也老了。才看了半集，雷点就不少。。。弃。            
(3星)	 弃            
(3星)	 抱着看《金枝欲孽》的心来看《万凰之王》最后落得个“虐心虐肺”……最讨厌编剧无力又打着他人旗号，近期后宫争斗大戏太多，看得无力吐槽……            
(3星)	 不精彩，那皇帝太苦逼。            
(3星)	 看宣萱陈锦鸿之前的天地豪情老婆大人，陈都走弱质纤纤路线。这次索性走弱智路线。TVB是没男人了吗。宣萱现在是只能配陈锦鸿了吗。二叔临刑时的一段话真是荡气回肠。浓妆艳抹都不能修饰新科视后的脸及做作的表情。            
(2星)	 TVB是没人了吗？能找几个年轻漂亮的来演妃子吗？胡杏儿的演技真的不想说了，演的是老鸨吗？好吧，其实陈锦鸿才是最大的吐槽点，他就适合演那种憨厚傻傻的角色，毁完顺治又来毁道光。。。实在搪不牢了，果断弃之~            
(3星)	 宫斗            
(2星)	 台庆剧还能差成这样！            
(2星)	 弃            
(3星)	 2.5星。看到十来集实在看不进去了，至此也只有一部金枝欲孽可谈。            
(3星)	 就那么回事  没多好看            
(3星)	 可以预见的情节太多            
(3星)	 全妃是打算做武则天么？从一开始就没喜欢过她            
(4星)	 最后几集可以看一下。化妆师们集体闹抽的剧！            
(3星)	 胡杏儿是不是第一次古装挖！化妆师跟她有仇嚒.每次都这么凶！            
(3星)	 宣萱有时候动嘴角的样子好像古天乐            
(2星)	 萱萱的一世英名啊……编剧估计是每天写一集，想到哪里写到哪里吧= =            
(1星)	 tvb的下坡路已经不可逆转，豆瓣要是能打零分就好了，这一星送给萱萱的表演，不减当年            
(3星)	 不是演员演技差 是编剧太扯了。。            
(3星)	 名侦探依兰 皇后只有一个            
(3星)	 就完结了？我没看懂这个结尾，很不像结尾啊。在TVB的宫廷剧里我发现皇宫和家没啥区别，想要有规矩就拿出来用用，不想的时候连奴才也可以想到哪里就到哪里，想杀谁就杀谁            
(4星)	 最後一個禮拜還是很精彩的。萱萱的扮相好像日本人 尤其那張嘴。胡杏兒演的不錯。從一開始的好討厭變成最後的很喜歡。她和瑞瑞應該是最有愛的一對了吧。            
(3星)	 勉强跳到最后几集 看完而已。            
(NA)	 枣糕，太枣糕了，快宣太医！【陈锦鸿脸            
(1星)	 看完电影点播出来就看到这囧囧有神的大结局，请问宣萱大妈在热气球上干什么？            
(NA)	 我觉得还是放弃算了，先记着，第六集。            
(3星)	 这妆可真够浓的啊。。5集忍不下去了。。弃。。            
(2星)	 爛，很爛，非常爛。            
(1星)	 虽然有宣萱，但是看了几集，果断弃~！            
(3星)	 TVB是不是破产啦？居然请一帮子皮都下来的大叔大婶来拍这种戏～            
(3星)	 前面垃圾，后面渐入佳境，但是还是很单薄            
(2星)	 額..呵呵....            
(4星)	 始终还是不喜欢萱萱            
(1星)	 各种三俗桥段充斥的360度无死角烂剧，胡杏2还能更龊点么！！！            
(1星)	 宫心计 公主嫁到 万凰之王 真是越来越难看。宣萱选这个剧本 不仅饱受争议 收视率必定差法证3一大截            
(3星)	 名侦探伊兰这个名字谁取的！！真相啊！            
(3星)	 最可怜的是小蔡子！            
(2星)	 5.2 3集弃....不是喜欢的类型啊...            
(2星)	 情节真心弱啊= =            
(3星)	 结尾太烂了            
(4星)	 哎呦 伊兰最后好霸气 太坏了            
(4星)	 现在是流行叔嫂恋么？皇上喜欢自己的嫂子，亲王喜欢皇后。一个是青梅竹马心有不甘，一个是阴错阳差余情未了。看来，两情相悦终成眷属果然是小概率事件啊！            
(3星)	 十二分的不喜欢陈锦鸿！！            
(4星)	 拳皇霸气侧漏有木有！宁我负天下人，勿天下人负我！            
(2星)	 看到討論組一個標題：萱萱妝濃之時 就是她變壞之日… 哈哈哈 這劇實在是弱爆了 (&gt;_&lt;) 一幫老女人都血盆大口的，皇上也和白癡一樣… 我就期待萱萱的大濃妝了……不然斗咩啊？劉三好么……            
(3星)	 只是开头比较看不下去，往后越看越有劲儿，勾心斗角神马的最好看了，绵忻和沅宛虽然最后死了，但是至少死在一起，万凰之王果然不是好当的，真是不择手段。            
(2星)	 唉，看在宣萱的份上，我就给个两星好了，全给宣萱。。。真是好不容易好不容易好不容易。。。（无数遍）才看完了这部戏啊。。。我萱演这么多戏，头一次觉得她演的戏这么这么这么。。。（无数遍）的长啊，再也演不完了。。。里面那个妆容我真是无力吐槽了。。。皇太后明明没玩什么高明手段，还总故作聪明            
(2星)	 么心思看了 直接跳结局            
(2星)	 看到陈锦鸿就已经想弃剧了,然后再看一眼胡杏儿的大浓妆就有想砸电视的冲动了.            
(3星)	 完全不想再看下去了……            
(3星)	 弃。一星给宣萱.            
(2星)	 这阵容还是让我期待的，果然还是让我失望了，努力看了3集，实在看不下去啊！            
(3星)	 最后几集很精彩            
(2星)	 无雷不成剧，囧            
(3星)	 宫斗戏，看的有点多，都差不多是一个套路。            
(3星)	 製作費就全體現在大濃妝上了嗎？！            
(3星)	 能不能不要再拍清宫剧了啊，有种大清后宫的感觉呢？            
(2星)	 弃了            
(3星)	 宣萱+小定  怎能不看            
(3星)	 中规中矩。好人坏人反复无常这一点让我很生厌。要不就一坏到底，要不就好人成仙，不要搞那么多良心发现，唉···            
(3星)	 陈锦鸿这个皇帝弱爆了，娘娘们的妆不是一般的浓            
(2星)	 我艹，我要弃剧了。。。            
(2星)	 我真心看不下去了。。。。。弃。。。。。。            
(4星)	 2011-11-01~2011-12-05            
(2星)	 名侦探依兰+史上最挫皇帝+皇家遗传病叔嫂恋=.=            
(NA)	 娘娘，你还是一直素服好了，多好看            
(3星)	 真心对tvb失望。萱离开是对的！            
(2星)	 第三集弃掉了。            
(4星)	 皇太后坏了三十集，静贵人歹毒了三十集，皇后娘娘阴狠了二十集，最后一集她们统统变得善良了，值得原谅了。可怜的依兰啊，你只是阴险了五集而已啊，怎么就那么的十恶不赦了呢？？            
(3星)	 真的很一般，全程都看得很没耐心，快进最多的一部剧，宣萱最后的转变，真的太突然了            
(3星)	 还蛮喜欢沅宛的，剧情开始不咋滴，后面感觉还不错。            
(3星)	 没有过去宫廷剧的那种勾心斗角，中间又有点拖沓，结局又很“狗血”~            
(3星)	 到最后两集才精彩起来~~            
(3星)	 结局雷死了            
(3星)	 胡杏儿后半段演的不错，哭戏挺入戏的~~小定造型什么的不太好看，但是演的还是很好的~~            
(4星)	 里面宣萱很讨厌，一直觉得应该把她设计成历史上的慈禧。。杏儿演技大有提升，几场哭戏哭的真心不错。。。小定角色不讨喜，也无谓点评什么了。。。            
(3星)	 如果洪武是去年的台庆剧，万凰绝对是今年古装的NO 1。这个结局十分大胆，可惜来得太晚，宫斗不够给力，角色设置很出问题，成本太低了，男角色阵容太弱。。。但里面名侦探依兰和锷泰的演技是最得当的。。。胡囧囧。。。不予评价。。。            
(3星)	 沅宛和瑞亲王好感人啊            
